catalog_rule_id,service,category,compliance_ids,has_compliance_ids,config_covered,config_rule_ids,config_best_jaccard,ciem_covered,ciem_rule_ids,coverage_status,covered,ai_match_rule_id,ai_confidence,ai_reasoning
k8s.k8s.admission_policy_enforcement.policy_governance.policy_testing_enabled.audited,admission.validating_webhook,,cis_kubernetes_kubernetes_3.2.2_0073,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.policy_governance.policy_testing_enabled.automated_testing_validated,admission.validating_webhook,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.policy_governance.policy_testing_enabled.enabled,admission.validating_webhook,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.policy_governance.policy_testing_enabled.test_coverage_threshold_validated,admission.validating_webhook,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.validating_admission_webhooks.webhook_validation_enabled.audited,admission.validating_webhook,,cis_kubernetes_kubernetes_5.5.1_0130,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.validating_admission_webhooks.webhook_validation_enabled.enabled,admission.validating_webhook,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.validating_admission_webhooks.webhook_validation_enabled.webhook_count_validated,admission.validating_webhook,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.validating_admission_webhooks.webhook_validation_enabled.webhook_failure_policy_validated,admission.validating_webhook,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.api.certificate.authority_validity_check,api,security,cis_kubernetes_kubernetes_1.1.22_0141,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.api.key.verification,api,security,cis_kubernetes_kubernetes_1.2.4_0025,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.admission_controllers.pod_security_enforced.audited,api.admission_controller,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.admission_controllers.pod_security_enforced.enforced,api.admission_controller,,cis_kubernetes_kubernetes_1.1.25_0144,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.admission_controllers.pod_security_enforced.pod_security_admission_validated,api.admission_controller,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.admission_policy_enforcement.admission_controllers.pod_security_enforced.pod_security_standards_validated,api.admission_controller,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.identity_access.authorization.admission_controller_enabled.audited,api.admission_controller,,cis_kubernetes_kubernetes_1.3.2_0053,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.identity_access.authorization.admission_controller_enabled.enabled,api.admission_controller,,cis_kubernetes_kubernetes_1.3.7_0058,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.identity_access.authorization.admission_controller_enabled.enforced,api.admission_controller,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.identity_access.authorization.admission_controller_enabled.required_admission_controllers_validated,api.admission_controller,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.cluster_component_security.api_server_security.anonymous_access_disabled.anonymous_auth_validated,api.api_server,,cis_kubernetes_kubernetes_2.1.2_0179;cis_kubernetes_kubernetes_1.2.1_0022,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.cluster_component_security.api_server_security.anonymous_access_disabled.audited,api.api_server,,cis_kubernetes_kubernetes_1.2.17_0038,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
k8s.k8s.cluster_component_security.api_server_security.anonymous_access_disabled.enabled,api.api_server,,cis_kubernetes_kubernetes_3.1.19_0212,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
