cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,aws_mapped_compliance_functions,aws_mapped_compliance_ids
aws,aws.backup.backup_plan.no_public_access_to_backup_vault,aws.backup.backup_plan.no_public_access_to_backup_vault,backup,backup,"boto3.client(""backup"")",aws.elbv2.waf.acl.attached,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011
aws,aws.backup.backup_plan.backup_admins_mfa_required,aws.backup.backup_plan.backup_admins_mfa_required,backup,backup,"boto3.client(""backup"")",,
aws,aws.backup.backup_plan.backup_keys_access_least_privilege,aws.backup.backup_plan.backup_keys_access_least_privilege,backup,backup,"boto3.client(""backup"")",,
aws,aws.backup.backup_vault.encryption_at_rest_enabled,aws.backup.backup_vault.encryption_at_rest_enabled,backup,backup,"boto3.client(""backup"")",,
aws,aws.glacier.vault.encryption_at_rest_enabled,aws.glacier.vault.encryption_at_rest_enabled,glacier,backup,"boto3.client(""glacier"")",,
aws,aws.s3.bucket.encryption_at_rest_enabled,aws.s3.bucket.encryption_at_rest_enabled,s3,backup,"boto3.client(""s3"")",,
aws,aws.backup.backup_vault.encryption_in_transit_tls_min_1_2,aws.backup.backup_vault.encryption_in_transit_tls_min_1_2,backup,backup,"boto3.client(""backup"")",,
aws,aws.glacier.vault.encryption_in_transit_tls_min_1_2,aws.glacier.vault.encryption_in_transit_tls_min_1_2,glacier,backup,"boto3.client(""glacier"")",,
aws,aws.s3.bucket.encryption_in_transit_tls_min_1_2,aws.s3.bucket.encryption_in_transit_tls_min_1_2,s3,backup,"boto3.client(""s3"")",,
aws,aws.backup.backup_vault.cmk_cmek_key_configured,aws.backup.backup_vault.cmk_cmek_key_configured,backup,backup,"boto3.client(""backup"")",,
aws,aws.glacier.vault.cmk_cmek_key_configured,aws.glacier.vault.cmk_cmek_key_configured,glacier,backup,"boto3.client(""glacier"")",,
aws,aws.s3.bucket.cmk_cmek_key_configured,aws.s3.bucket.cmk_cmek_key_configured,s3,backup,"boto3.client(""s3"")",,
aws,aws.backup.backup_vault.key_rotation_enabled,aws.backup.backup_vault.key_rotation_enabled,backup,backup,"boto3.client(""backup"")",,
aws,aws.glacier.vault.key_rotation_enabled,aws.glacier.vault.key_rotation_enabled,glacier,backup,"boto3.client(""glacier"")",,
aws,aws.s3.bucket.key_rotation_enabled,aws.s3.bucket.key_rotation_enabled,s3,backup,"boto3.client(""s3"")",,
aws,aws.backup.backup_vault.key_policy_least_privilege,aws.backup.backup_vault.key_policy_least_privilege,backup,backup,"boto3.client(""backup"")",,
aws,aws.glacier.vault.key_policy_least_privilege,aws.glacier.vault.key_policy_least_privilege,glacier,backup,"boto3.client(""glacier"")",,
aws,aws.s3.bucket.key_policy_least_privilege,aws.s3.bucket.key_policy_least_privilege,s3,backup,"boto3.client(""s3"")",,
aws,aws.backup.backup_vault.backup_storage_immutability_enabled,aws.backup.backup_vault.backup_storage_immutability_enabled,backup,backup,"boto3.client(""backup"")",,
aws,aws.glacier.vault.backup_storage_immutability_enabled,aws.glacier.vault.backup_storage_immutability_enabled,glacier,backup,"boto3.client(""glacier"")",,
aws,aws.s3.bucket.backup_storage_immutability_enabled,aws.s3.bucket.backup_storage_immutability_enabled,s3,backup,"boto3.client(""s3"")",,
aws,aws.ec2.instance.ssh_password_auth_disabled,aws.ec2.instance.ssh_password_auth_disabled,ec2,compute,"boto3.client(""ec2"")",,
aws,aws.ec2.instance.ssh_key_based_auth_required,aws.ec2.instance.ssh_key_based_auth_required,ec2,compute,"boto3.client(""ec2"")",,
aws,aws.ec2.instance.imds_hardened,aws.ec2.instance.imds_hardened,ec2,compute,"boto3.client(""ec2"")",,
