catalog_rule_id,service,category,compliance_ids,has_compliance_ids,config_covered,config_rule_ids,config_best_jaccard,ciem_covered,ciem_rule_ids,coverage_status,covered,ai_match_rule_id,ai_confidence,ai_reasoning
azure.aks.cluster.private.endpoint.and.public.access.check,aks,cis_control,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;canada_pbmm_moderate_multi_cloud_CCCS_IA-4_0064;canada_pbmm_moderate_multi_cloud_CCCS_IA-5_0065;canada_pbmm_moderate_multi_cloud_CCCS_MA-4_0080;cis_azure_azure_5.4.2_0021;cisa_ce_v1_multi_cloud_Booting_Up-4_0012;cisa_ce_v1_multi_cloud_Your_Systems-3_0008;fedramp_moderate_multi_cloud_CM-12_0131;fedramp_moderate_multi_cloud_CM-12_1_0132;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-9_0128;fedramp_moderate_multi_cloud_IA-4_0178;fedramp_moderate_multi_cloud_IA-4_4_0179;fedramp_moderate_multi_cloud_IA-5_0180;fedramp_moderate_multi_cloud_IA-5_13_0186;fedramp_moderate_multi_cloud_IA-5_1_0181;fedramp_moderate_multi_cloud_IA-5_2_0182;fedramp_moderate_multi_cloud_IA-5_6_0183;fedramp_moderate_multi_cloud_IA-5_7_0184;fedramp_moderate_multi_cloud_IA-5_8_0185;fedramp_moderate_multi_cloud_MA-4_0230;fedramp_moderate_multi_cloud_MA-4_3_0231;gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022;hipaa_multi_cloud_164_312_a_2_i_0023;hipaa_multi_cloud_164_312_e_1_0030;iso27001_2022_multi_cloud_A.8.14_0069;iso27001_2022_multi_cloud_A.8.1_0064;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_13_6_3.13.6_Deny_network_communications_traffic_0012;nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_20_3.1.20_Verify_and_control_limit_connection_0025;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026;nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_4_7_3.4.7_Restrict_disable_or_prevent_the_use_0040;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-2_3_0010;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-7_4_0104;nist_800_53_rev5_multi_cloud_CM-12-b_0445;nist_800_53_rev5_multi_cloud_CM-6-a_0397;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_IA-4-d_0545;nist_800_53_rev5_multi_cloud_IA-5-a_0572;nist_800_53_rev5_multi_cloud_IA-5-b_0573;nist_800_53_rev5_multi_cloud_IA-5-c_0574;nist_800_53_rev5_multi_cloud_IA-5-d_0575;nist_800_53_rev5_multi_cloud_IA-5-e_0576;nist_800_53_rev5_multi_cloud_IA-5-f_0577;nist_800_53_rev5_multi_cloud_IA-5-g_0578;nist_800_53_rev5_multi_cloud_IA-5-h_0579;nist_800_53_rev5_multi_cloud_IA-5-i_0580;nist_800_53_rev5_multi_cloud_IA-5_10_0551;nist_800_53_rev5_multi_cloud_IA-5_11_0552;nist_800_53_rev5_multi_cloud_IA-5_12_0553;nist_800_53_rev5_multi_cloud_IA-5_13_0554;nist_800_53_rev5_multi_cloud_IA-5_14_0555;nist_800_53_rev5_multi_cloud_IA-5_15_0556;nist_800_53_rev5_multi_cloud_IA-5_16_0557;nist_800_53_rev5_multi_cloud_IA-5_17_0558;nist_800_53_rev5_multi_cloud_IA-5_18_0559;nist_800_53_rev5_multi_cloud_IA-5_1_0546;nist_800_53_rev5_multi_cloud_IA-5_1_0547;nist_800_53_rev5_multi_cloud_IA-5_1_0548;nist_800_53_rev5_multi_cloud_IA-5_1_0549;nist_800_53_rev5_multi_cloud_IA-5_1_0550;nist_800_53_rev5_multi_cloud_IA-5_2_0560;nist_800_53_rev5_multi_cloud_IA-5_2_0561;nist_800_53_rev5_multi_cloud_IA-5_2_0562;nist_800_53_rev5_multi_cloud_IA-5_2_0563;nist_800_53_rev5_multi_cloud_IA-5_3_0564;nist_800_53_rev5_multi_cloud_IA-5_4_0565;nist_800_53_rev5_multi_cloud_IA-5_4_0566;nist_800_53_rev5_multi_cloud_IA-5_5_0567;nist_800_53_rev5_multi_cloud_IA-5_6_0568;nist_800_53_rev5_multi_cloud_IA-5_7_0569;nist_800_53_rev5_multi_cloud_IA-5_9_0571;nist_800_53_rev5_multi_cloud_MA-4-c_0684;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;nist_800_53_rev5_multi_cloud_SC-7_25_1212;nist_800_53_rev5_multi_cloud_SC-7_26_1213;nist_800_53_rev5_multi_cloud_SC-7_27_1214;nist_800_53_rev5_multi_cloud_SC-7_28_1215;nist_800_53_rev5_multi_cloud_SC-7_7_1221;pci_dss_v4_multi_cloud_11.5.1.1_0175;rbi_bank_multi_cloud_17.1_0011;rbi_bank_multi_cloud_4.2_0017;soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_6_1_0009;soc2_multi_cloud_cc_6_6_0012,yes,yes,azure.kubernetes.managed_cluster.cluster_private_control_plane_endpoint_enabled,0.0,no,,config_naming_variant,yes,azure.kubernetes.managed_cluster.cluster_private_control_plane_endpoint_enabled,high,"Both rules target AKS and enforce private endpoint usage for the control plane, directly addressing the same security control of restricting public access."
azure.aks.clusters_created_with_private_nodes,aks,,iso27001_2022_multi_cloud_A.8.14_0069;soc2_multi_cloud_cc_3_3_0005,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.aks.clusters_created_with_private_nodes:nan,aks,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.aks.kubelet.certificate.rotation.check,aks,cis_control,cis_azure_azure_3.2.9_0013,yes,yes,azure.kubernetes.kubelet.client_cert_rotation_enabled,0.0,no,,config_naming_variant,yes,azure.kubernetes.kubelet.client_cert_rotation_enabled,high,"Both rules check for kubelet client certificate rotation in AKS, addressing the same specific CIS control requirement."
azure.aks.kubelet.rotate.certificates.check,aks,cis_control,cis_azure_azure_3.2.8_0012,yes,no,,0.0,no,,ai_confirmed_gap,no,,none,No candidate config rules in catalog for this service.
azure.aks.kubelet.streaming.connection.idle.timeout.check,aks,cis_control,cis_azure_azure_3.2.5_0009,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.aks.network.cni.version.check,aks,cis_control,cis_azure_azure_4.4.1_0017,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.aks.network.policy_enabled:nan,aks,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.aks.rbac.check.cluster.admin.usage,aks,cis_control,cis_azure_azure_4.1.1_0014,yes,yes,azure.kubernetes.rbac.rbac_no_cluster_admin_bindings_to_users,0.0,no,,config_naming_variant,yes,,,
azure.aks.service.account.default.usage.check,aks,cis_control,cis_azure_azure_4.1.5_0015,yes,no,azure.kubernetes.managed_cluster.cluster_default_service_account_automount_disabled,0.0,no,,config_naming_variant,yes,,,"Both rules target AKS default service account usage, enforcing the same security property on the same resource type (managed cluster)."
azure.api.management_restapi_waf_acl_attached:az.api_management_monitoring.api_security_monitoring_api_access_logging_enabled,api,,canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013;canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132;fedramp_moderate_multi_cloud_AC-17_0034;fedramp_moderate_multi_cloud_AC-17_1_0035;fedramp_moderate_multi_cloud_AC-17_2_0036;fedramp_moderate_multi_cloud_AC-17_3_0037;fedramp_moderate_multi_cloud_AC-17_4_0038;fedramp_moderate_multi_cloud_SC-7_0332;fedramp_moderate_multi_cloud_SC-7_10_0338;fedramp_moderate_multi_cloud_SC-7_12_0339;fedramp_moderate_multi_cloud_SC-7_18_0340;fedramp_moderate_multi_cloud_SC-7_20_0341;fedramp_moderate_multi_cloud_SC-7_21_0342;fedramp_moderate_multi_cloud_SC-7_3_0333;fedramp_moderate_multi_cloud_SC-7_4_0334;fedramp_moderate_multi_cloud_SC-7_5_0335;fedramp_moderate_multi_cloud_SC-7_7_0336;fedramp_moderate_multi_cloud_SC-7_8_0337;nist_800_53_rev5_multi_cloud_AC-17-b_0152;nist_800_53_rev5_multi_cloud_AC-17_10_0141;nist_800_53_rev5_multi_cloud_AC-17_10_0142;nist_800_53_rev5_multi_cloud_AC-17_1_0140;nist_800_53_rev5_multi_cloud_AC-17_9_0150;nist_800_53_rev5_multi_cloud_AC-2_6_0013;nist_800_53_rev5_multi_cloud_AC-3_11_0032;nist_800_53_rev5_multi_cloud_AC-3_12_0033;nist_800_53_rev5_multi_cloud_AC-3_14_0035;nist_800_53_rev5_multi_cloud_AC-3_15_0036;nist_800_53_rev5_multi_cloud_AC-3_15_0037;nist_800_53_rev5_multi_cloud_AC-3_5_0051;nist_800_53_rev5_multi_cloud_AC-3_5_0052;nist_800_53_rev5_multi_cloud_AC-3_6_0053;nist_800_53_rev5_multi_cloud_AC-3_7_0054;nist_800_53_rev5_multi_cloud_AC-3_9_0056;nist_800_53_rev5_multi_cloud_AC-4_21_0070;nist_800_53_rev5_multi_cloud_AC-6_1_0091;nist_800_53_rev5_multi_cloud_AC-6_4_0095;nist_800_53_rev5_multi_cloud_AC-6_5_0096;nist_800_53_rev5_multi_cloud_AC-6_6_0097;nist_800_53_rev5_multi_cloud_AC-6_7_0098;nist_800_53_rev5_multi_cloud_AC-6_8_0099;nist_800_53_rev5_multi_cloud_MP-2_1_0704;nist_800_53_rev5_multi_cloud_MP-2_1_0705;nist_800_53_rev5_multi_cloud_MP-2_2_0706;nist_800_53_rev5_multi_cloud_MP-2_2_0707;nist_800_53_rev5_multi_cloud_SC-25_1277;nist_800_53_rev5_multi_cloud_SC-7-a_1224;nist_800_53_rev5_multi_cloud_SC-7-b_1225;nist_800_53_rev5_multi_cloud_SC-7-c_1226;nist_800_53_rev5_multi_cloud_SC-7_11_1196;nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201;nist_800_53_rev5_multi_cloud_SC-7_20_1207;nist_800_53_rev5_multi_cloud_SC-7_21_1208;nist_800_53_rev5_multi_cloud_SC-7_25_1212;nist_800_53_rev5_multi_cloud_SC-7_26_1213;nist_800_53_rev5_multi_cloud_SC-7_27_1214;nist_800_53_rev5_multi_cloud_SC-7_28_1215;nist_800_53_rev5_multi_cloud_SC-7_2_1206;nist_800_53_rev5_multi_cloud_SC-7_3_1217;nist_800_53_rev5_multi_cloud_SC-7_7_1221,yes,no,azure.api_management.monitoring.api_access_logging_enabled,0.0,no,,config_naming_variant,yes,,,"Both rules target API Management service, enforce API access logging for security monitoring, and share the same resource type."
azure.app.function.identity_without_admin_privileges,app,,soc2_multi_cloud_cc_3_3_0005,yes,yes,azure.app_service.sites.function_apps_should_use_managed_identity,0.0,no,,config_naming_variant,yes,,,
azure.app.function.identity_without_admin_privileges:nan,app,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.app.service.autoscale_enabled:az.azure_paas_app.paas_security_app_logging_enabled,app,,soc2_multi_cloud_a1_1_0024,yes,no,,0.0,no,,ai_confirmed_gap,no,,none,"The catalog rule requires checking if autoscale is enabled for app services, but none of the config rules address autoscale configuration or scaling capabilities."
azure.app.service.deployment.slot.http.version.check,app,cis_control,cis_azure_azure_2.2.6_0050,yes,no,azure.app_service.slots.app_service_app_slots_should_use_latest_http_version,0.0,no,,config_naming_variant,yes,,,Both rules target App Service deployment slots with same HTTP version security property for CIS Azure compliance.
azure.app.service.deployment.slot.vnet.route.all.enabled.check,app,cis_control,cis_azure_azure_2.2.16_0060,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.app.service.deployment.slots.basic.auth.disabled,app,cis_control,cis_azure_azure_2.2.4_0048,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.app.service.environment.minimum.tls.version,app,cis_control,cis_azure_azure_2.9_0099;iso27001_2022_multi_cloud_A.8.12_0067;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092;soc2_multi_cloud_cc_6_6_0012;soc2_multi_cloud_cc_6_7_0013,yes,yes,azure.app_service.hosting_environments.app_service_environment_should_be_configured_with_strongest_tls_cipher_suites,0.0,no,,config_naming_variant,yes,,,
azure.app.service.environment.minimum.version.check,app,cis_control,cis_azure_azure_2.7_0097,yes,yes,azure.app_service.hosting_environments.deprecated_app_service_environment_should_be_provisioned_with_latest_versions,0.0,no,,config_naming_variant,yes,azure.app_service.hosting_environments.deprecated_app_service_environment_should_be_provisioned_with_latest_versions,high,"Both rules check for deprecated App Service Environment versions and require provisioning with the latest versions, addressing the same specific security control for the same Azure service."
azure.app.service.function.slot.https.only.check,app,cis_control,cis_azure_azure_2.4.6_0084,yes,no,azure.app_service.slots.function_app_slots_should_only_be_accessible_over_https,0.0,no,,config_naming_variant,yes,,,"Both enforce HTTPS-only access for Azure Function App slots, matching service, security property, and resource type."
azure.app.service.identity.check,app,cis_control,cis_azure_azure_2.1.13_0036,yes,yes,azure.app_service.sites.deprecated_managed_identity_should_be_used_in_your_api_app,0.0,no,,config_naming_variant,yes,,,
azure.app.service.managed_updates_enabled:az.azure_paas_app.paas_security_app_logging_enabled,app,,cisa_ce_v1_multi_cloud_Booting_Up-3_0011;rbi_bank_multi_cloud_21.2_0013;rbi_nbfc_multi_cloud_2.6_0010,yes,no,azure.app_service.sites.deprecated_managed_identity_should_be_used_in_your_api_app,0.0,no,,ai_confirmed_gap,no,,none,"The catalog rule requires checking if managed updates are enabled for app services, but all config rules check different security controls like managed identity, network access, logging, TLS, or encry"
azure.app.service.plan.private.endpoint.sku.compliance.check,app,cis_control,cis_azure_azure_2.1.15_0038,yes,yes,azure.app_service.server_farms.app_service_apps_should_use_a_sku_that_supports_private_link,0.0,no,,config_naming_variant,yes,,,
azure.app.service.slot.check.minimum.tls.version,app,cis_control,cis_azure_azure_2.2.8_0052,yes,yes,azure.app_service.slots.function_app_slots_should_use_the_latest_tls_version,0.0,no,,config_naming_variant,yes,,,
azure.app.service.slot.client.cert.check,app,cis_control,cis_azure_azure_2.2.11_0055,yes,yes,azure.app_service.slots.function_app_slots_should_have_client_certificates_incoming_client_certificates_,0.0,no,,config_naming_variant,yes,,,
azure.app.service.virtual.network.integration.check,app,cis_control,cis_azure_azure_2.1.18_0041,yes,yes,azure.app_service.sites.app_service_apps_should_be_injected_into_a_virtual_network,0.0,no,,config_naming_variant,yes,,,
azure.app.service.vnet.integration.check,app,cis_control,cis_azure_azure_2.1.19_0042,yes,yes,azure.app_service.sites.app_service_apps_should_be_injected_into_a_virtual_network,0.0,no,,config_naming_variant,yes,,,
azure.app.service.vnet.route.all.enabled.check,app,cis_control,cis_azure_azure_2.1.20_0043,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.application.gateway.ssl.policy.minimum.tls.version,application,cis_control,cis_azure_azure_7.12_0213,yes,no,,0.0,no,,ai_confirmed_gap,no,,none,"The catalog rule targets Azure Application Gateway TLS policy, while all config rules target App Service (sites/slots), which are different Azure services and security controls."
azure.application.gateway.waf.bot.protection.check,application,cis_control,cis_azure_azure_7.15_0216,yes,yes,azure.network.application_gateway_web_application_firewall_policies.web_application_firewall_waf_should_use_the_specified_mode_for_application_gatew,0.0,no,,config_naming_variant,yes,,,
azure.application.gateway.waf.policy.request.body.inspection.enabled,application,cis_control,cis_azure_azure_7.14_0215,yes,yes,azure.network.application_gateway_web_application_firewall_policies.azure_web_application_firewall_on_azure_application_gateway_should_have_request_,0.0,no,,config_naming_variant,yes,,,
azure.application.insights_enabled,application,,soc2_multi_cloud_a1_1_0024,yes,yes,azure.monitoring.components.application_insights_components_with_private_link_enabled_should_use_bring_your_,0.0,no,,config_naming_variant,yes,,,
azure.appservice.ase.internal.encryption.check,appservice,cis_control,cis_azure_azure_2.8_0098,yes,yes,azure.app_service.hosting_environments.app_service_environment_should_have_internal_encryption_enabled,0.0,no,,config_naming_variant,yes,azure.app_service.hosting_environments.app_service_environment_should_have_internal_encryption_enabled,high,Both rules check for internal encryption specifically on App Service Environments within the App Service service.
azure.appservice.ase.tls.cipher.suite.order.configured,appservice,cis_control,cis_azure_azure_2.10_0100,yes,yes,azure.app_service.hosting_environments.app_service_environment_should_be_configured_with_strongest_tls_cipher_suites,0.0,no,,config_naming_variant,yes,azure.app_service.hosting_environments.app_service_environment_should_be_configured_with_strongest_tls_cipher_suites,high,Both rules target the same service (App Service Environment) and the same specific security control of configuring TLS cipher suite order.
azure.appservice.authentication.enabled.check,appservice,cis_control,cis_azure_azure_2.1.12_0035,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.appservice.deployment.slot.php.version.check,appservice,cis_control,cis_azure_azure_2.2.3_0047,yes,yes,azure.app_service.slots.app_service_app_slots_that_use_php_should_use_a_specified_php_version,0.0,no,,config_naming_variant,yes,azure.app_service.slots.app_service_app_slots_that_use_php_should_use_a_specified_php_version,high,"Both rules check PHP version compliance for App Service deployment slots, addressing the same specific security control."
azure.appservice.deployment.slot.vnet.integration.check,appservice,cis_control,cis_azure_azure_2.2.14_0058,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
"azure.automation.managed.compliant.patching,.azure.aks.cluster.uses.a.supported.version,.azure.sql.cluster.minor.version.upgrade.enabled",automation,security,pci_dss_v4_multi_cloud_6.2.1_0075;pci_dss_v4_multi_cloud_6.2.2_0076;pci_dss_v4_multi_cloud_6.2.3.1_0078;pci_dss_v4_multi_cloud_6.2.3_0077;pci_dss_v4_multi_cloud_6.2.4_0079,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.automation.managed_compliant_patching,automation,,canada_pbmm_moderate_multi_cloud_CCCS_CM-2_0042;canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-8_0048;canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147;fedramp_moderate_multi_cloud_CM-2_0101;fedramp_moderate_multi_cloud_CM-2_2_0102;fedramp_moderate_multi_cloud_CM-2_3_0103;fedramp_moderate_multi_cloud_CM-2_7_0104;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-8_0123;fedramp_moderate_multi_cloud_CM-8_1_0124;fedramp_moderate_multi_cloud_CM-8_2_0125;fedramp_moderate_multi_cloud_CM-8_3_0126;fedramp_moderate_multi_cloud_CM-8_4_0127;fedramp_moderate_multi_cloud_SI-2_0363;fedramp_moderate_multi_cloud_SI-2_2_0364;fedramp_moderate_multi_cloud_SI-2_3_0365;hipaa_multi_cloud_164_308_a_5_ii_b_0012;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_171_r2_multi_cloud_3_4_2_3.4.2_Establish_and_enforce_security_config_0038;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_4_9_3.4.9_Control_and_monitor_user-installed_so_0041;nist_800_53_rev5_multi_cloud_CM-2-a_0366;nist_800_53_rev5_multi_cloud_CM-2-b_0367;nist_800_53_rev5_multi_cloud_CM-2_2_0357;nist_800_53_rev5_multi_cloud_CM-2_2_0358;nist_800_53_rev5_multi_cloud_CM-3_3_0370;nist_800_53_rev5_multi_cloud_CM-6-b_0398;nist_800_53_rev5_multi_cloud_CM-6-c_0399;nist_800_53_rev5_multi_cloud_CM-6-d_0400;nist_800_53_rev5_multi_cloud_CM-6_1_0393;nist_800_53_rev5_multi_cloud_CM-6_2_0394;nist_800_53_rev5_multi_cloud_CM-6_3_0395;nist_800_53_rev5_multi_cloud_CM-6_4_0396;nist_800_53_rev5_multi_cloud_CM-8-a_0424;nist_800_53_rev5_multi_cloud_CM-8-b_0425;nist_800_53_rev5_multi_cloud_CM-8_1_0413;nist_800_53_rev5_multi_cloud_CM-8_6_0419;nist_800_53_rev5_multi_cloud_SI-2-c_1344;nist_800_53_rev5_multi_cloud_SI-2-d_1345;nist_800_53_rev5_multi_cloud_SI-2_2_1337;nist_800_53_rev5_multi_cloud_SI-2_5_1340;pci_dss_v4_multi_cloud_11.3.1.2_0167;pci_dss_v4_multi_cloud_2.2.4_0023;pci_dss_v4_multi_cloud_2.2.5_0024;pci_dss_v4_multi_cloud_5.1.1_0065;pci_dss_v4_multi_cloud_5.1.2_0066;pci_dss_v4_multi_cloud_5.2.2_0067;pci_dss_v4_multi_cloud_5.2.3.1_0068,yes,no,,0.0,no,,ai_confirmed_gap,no,,none,"The catalog rule focuses on managed compliant patching (CM-2, CM-6, CM-8, SI-2 controls), while all config rules check unrelated controls like managed identity, encryption, authentication, or network "
azure.automation.managed_compliant_patching:nan,automation,,,no,no,,0.0,no,,ai_confirmed_gap,no,,none,"The catalog rule focuses on managed compliant patching (CM-2, CM-6, CM-8, SI-2 controls), while all config rules check unrelated controls like managed identity, encryption, authentication, or network "
azure.azure.crypto_alias.secrets_alias_alias_points_to_active_key,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_alias.secrets_alias_key_has_alias,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_certificate.secrets_certificate_key_length_minimum,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_certificate.secrets_certificate_not_expired,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_certificate.secrets_certificate_trusted_issuer,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_grant.secrets_kms_grant_constraints_present,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_grant.secrets_kms_grant_grantee_principal_valid,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_grant.secrets_kms_grant_lessthan_wildcard_permissions,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
azure.azure.crypto_private_ca.secrets_private_ca_ca_key_in_hsm_where_supported,azure,secrets_key_mgmt,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
