catalog_rule_id,service,category,compliance_ids,has_compliance_ids,config_covered,config_rule_ids,config_best_jaccard,ciem_covered,ciem_rule_ids,coverage_status,covered,ai_match_rule_id,ai_confidence,ai_reasoning
gcp.bigquery.dataset.public.access.check,bigquery,cis_control,cis_gcp_gcp_7.1_0146;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.bigquery.dataset_public_access:gcp.bigquery_dataset.data_analytics_security_dataset_public_sharing_disabled,bigquery,,iso27001_2022_multi_cloud_A.8.1_0064,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.bigquery.dlp.classification.configured,bigquery,cis_control,cis_gcp_gcp_7.4_0149,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.bigquery.table_cmk_encryption:gcp.bigquery_dataset.data_analytics_security_workgroup_query_result_encryption_enabled,bigquery,,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,soc2_multi_cloud_cc_c_1_1_0022;soc2_multi_cloud_cc_c_1_1_0022",yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.bigtable.backup_enabled:gcp.bigtable_table.data_protection_storage_security_global_table_pitr_enabled_where_supported,bigtable,,soc2_multi_cloud_a1_2_0025,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cdn.cloudfront_https_required,cdn,,"canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133;canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133,fedramp_moderate_multi_cloud_SC-8_0343;fedramp_moderate_multi_cloud_SC-8_0343",yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cdn.distributions_logging_enabled:gcp.cdn.distributions_logging_enabled,cdn,,pci_dss_v4_multi_cloud_10.2.1.6_0149,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cdn.distributions_using_deprecated_ssl_protocols:gcp.cdn.distributions_using_deprecated_ssl_protocols,cdn,,pci_dss_v4_multi_cloud_4.2.1.2_0063,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.certificate.certificate.expiration:gcp.secretmanager_certificate.secrets_security_certificate_not_expired,certificate,,rbi_bank_multi_cloud_7.1_0023,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
"gcp.certificate.manager.certificates.expiration.check,.gcp.load.balancing.ssl.listeners,.gcp.load.balancing.ssl.listeners,.gcp.cdn.distributions.using.deprecated.ssl.protocols",certificate,security,pci_dss_v4_multi_cloud_2.3.1_0027;pci_dss_v4_multi_cloud_2.3.2_0028,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
"gcp.certificate.manager.certificates.expiration.check,.gcp.storage.bucket.enforces.ssl,.gcp.load.balancing.ssl.listeners,.gcp.elasticsearch.service.domains.node.to.node.encryption.enabled,.gcp.load.balancing.ssl.listeners,.gcp.elasticsearch.service.domains.https.communications.enforced,.gcp.cdn.distributions.using.deprecated.ssl.protocols,.gcp.cdn.distributions.origin.traffic.encrypted,.gcp.vpc.flow.logs.enabled",certificate,security,pci_dss_v4_multi_cloud_4.1.1_0058;pci_dss_v4_multi_cloud_4.1.2_0059;pci_dss_v4_multi_cloud_4.1.4_0060,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.certificate.manager_certificates_expiration_check:gcp.secretmanager_certificate.secrets_security_certificate_not_expired,certificate,,"nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_12_1197,nist_800_53_rev5_multi_cloud_SC-7_16_1201;nist_800_53_rev5_multi_cloud_SC-7_16_1201",yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.asset.inventory.api.enabled.check,cloud,cis_control,cis_gcp_gcp_2.13_0097,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
"gcp.cloud.build.project.no.secrets.in.variables,.gcp.cloud.build.project.source.repo.url.no.sensitive.credentials,.gcp.storage.bucket.enforces.ssl,.gcp.load.balancing.ssl.listeners,.gcp.elasticsearch.service.domains.node.to.node.encryption.enabled,.gcp.load.balancing.ssl.listeners,.gcp.compute.ebs.default.encryption,.gcp.sql.instance.storage.encrypted,.gcp.vertex.ai.notebook.instance.encryption.enabled,.gcp.storage.bucket.default.encryption,.gcp.filestore.encryption.at.rest.enabled,.gcp.elasticsearch.service.domains.encryption.at.rest.enabled,.gcp.compute.ebs.volume.encryption,.gcp.storage.bucket.kms.encryption,.gcp.gke.cluster.kms.cmk.encryption.in.secrets.enabled,.gcp.sql.snapshots.encrypted,.gcp.firestore.accelerator.cluster.encryption.enabled,.gcp.firestore.table.encryption.enabled,.gcp.logging.kms.encryption.enabled,.gcp.monitoring.log.group.kms.encryption.enabled,.gcp.pubsub.topics.kms.encryption.at.rest.enabled,.gcp.firestore.tables.kms.cmk.encryption.enabled,.gcp.bigquery.cluster.audit.logging",cloud,security,pci_dss_v4_multi_cloud_8.2.1_0101,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
"gcp.cloud.build.project.source.repo.url.no.sensitive.credentials,.gcp.cloud.build.project.no.secrets.in.variables",cloud,security,pci_dss_v4_multi_cloud_6.3.2_0080,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.function.restrict_public_access:gcp.cloudfunctions_function.serverless_security_function_role_least_privilege,cloud,,"rbi_bank_multi_cloud_12.1_0005;rbi_bank_multi_cloud_12.1_0005,rbi_nbfc_multi_cloud_2.10_0014;rbi_nbfc_multi_cloud_2.10_0014",yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.function.url_authentication:gcp.cloudfunctions_function.serverless_security_function_role_least_privilege,cloud,,rbi_nbfc_multi_cloud_2.11_0015,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.functions.env.vars.secret.check,cloud,cis_control,cis_gcp_gcp_1.17_0084,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.run_task_definition_logging_enabled:gcp.cloudkms_key_ring.secrets_security_kms_logging_enabled,cloud,,rbi_bank_multi_cloud_10.1_0003,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.sql.instance.multi.az,cloud,security,hipaa_multi_cloud_164_308_a_1_ii_b_0002,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloud.storage.bucket.object.versioning,cloud,security,hipaa_multi_cloud_164_308_a_1_ii_b_0002,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudaudit.audit_log.privacy_audit_logs_centralized_and_encrypted,cloudaudit,privacy_protection,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.backup_enabled:nan,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.backup_retention,cloudsql,,soc2_multi_cloud_a1_2_0025,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.backup_retention:nan,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.automated_backups:nan,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.high_availability,cloudsql,,soc2_multi_cloud_a1_1_0024,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.high_availability:nan,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_connections_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_disconnections_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,"canada_pbmm_moderate_multi_cloud_CCCS_AC-2_0002;canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033;canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024;canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025;canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030;canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039;canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;fedramp_moderate_multi_cloud_AC-2_0002;fedramp_moderate_multi_cloud_AC-2_11_0010;fedramp_moderate_multi_cloud_AC-2_12_0011;fedramp_moderate_multi_cloud_AC-2_13_0012;fedramp_moderate_multi_cloud_AC-2_1_0003;fedramp_moderate_multi_cloud_AC-2_2_0004;fedramp_moderate_multi_cloud_AC-2_3_0005;fedramp_moderate_multi_cloud_AC-2_4_0006;fedramp_moderate_multi_cloud_AC-2_5_0007;fedramp_moderate_multi_cloud_AC-2_7_0008;fedramp_moderate_multi_cloud_AC-2_9_0009;fedramp_moderate_multi_cloud_AU-12_0081;fedramp_moderate_multi_cloud_AU-12_1_0082;fedramp_moderate_multi_cloud_AU-12_3_0083;fedramp_moderate_multi_cloud_AU-2_0058;fedramp_moderate_multi_cloud_AU-3_0059;fedramp_moderate_multi_cloud_AU-3_1_0060;fedramp_moderate_multi_cloud_AU-8_0074;fedramp_moderate_multi_cloud_CA-7_0093;fedramp_moderate_multi_cloud_CA-7_1_0094;fedramp_moderate_multi_cloud_CA-7_4_0095;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-9_0128;gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_3_ii_b_0006;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_308_a_4_ii_c_0011;hipaa_multi_cloud_164_308_a_5_ii_c_0013;hipaa_multi_cloud_164_308_a_6_i_0015;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_308_a_7_i_0017;hipaa_multi_cloud_164_308_a_7_ii_a_0018;hipaa_multi_cloud_164_308_a_7_ii_b_0019;hipaa_multi_cloud_164_308_a_7_ii_c_0020;hipaa_multi_cloud_164_308_a_8_0021;hipaa_multi_cloud_164_312_a_2_i_0023;hipaa_multi_cloud_164_312_a_2_ii_0024;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_c_1_0027;hipaa_multi_cloud_164_312_c_2_0028;hipaa_multi_cloud_164_312_e_1_0030;hipaa_multi_cloud_164_312_e_2_i_0031;iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.16_0071;iso27001_2022_multi_cloud_A.8.16_0071,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_a_1_1_0021;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001;nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002;nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_14_1_3.14.1_Identify_report_and_correct_syste_0014;nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016;nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018;nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019;nist_800_171_r2_multi_cloud_3_1_12_3.1.12_Monitor_and_control_remote_access_s_0021;nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_20_3.1.20_Verify_and_control_limit_connection_0025;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026;nist_800_171_r2_multi_cloud_3_1_4_3.1.4_Separate_the_duties_of_individuals_to_0027;nist_800_171_r2_multi_cloud_3_1_5_3.1.5_Employ_the_principle_of_least_privile_0028;nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029;nist_800_171_r2_multi_cloud_3_1_7_3.1.7_Prevent_non-privileged_users_from_exe_0030;nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031;nist_800_171_r2_multi_cloud_3_3_2_3.3.2_Ensure_that_the_actions_of_individual_0032;nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033;nist_800_171_r2_multi_cloud_3_3_5_3.3.5_Correlate_audit_record_review_analys_0035;nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036;nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050;nist_800_53_rev5_multi_cloud_AC-2-g_0023;nist_800_53_rev5_multi_cloud_AC-2-j_0026;nist_800_53_rev5_multi_cloud_AC-2_3_0010;nist_800_53_rev5_multi_cloud_AC-2_4_0011;nist_800_53_rev5_multi_cloud_AC-2_6_0013;nist_800_53_rev5_multi_cloud_AC-3_10_0031;nist_800_53_rev5_multi_cloud_AC-3_11_0032;nist_800_53_rev5_multi_cloud_AC-3_12_0033;nist_800_53_rev5_multi_cloud_AC-3_14_0035;nist_800_53_rev5_multi_cloud_AC-3_15_0036;nist_800_53_rev5_multi_cloud_AC-3_15_0037;nist_800_53_rev5_multi_cloud_AC-3_1_0029;nist_800_53_rev5_multi_cloud_AC-3_1_0030;nist_800_53_rev5_multi_cloud_AC-3_5_0051;nist_800_53_rev5_multi_cloud_AC-3_5_0052;nist_800_53_rev5_multi_cloud_AC-3_6_0053;nist_800_53_rev5_multi_cloud_AC-3_9_0056;nist_800_53_rev5_multi_cloud_AC-4_26_0075;nist_800_53_rev5_multi_cloud_AC-6_1_0091;nist_800_53_rev5_multi_cloud_AC-6_4_0095;nist_800_53_rev5_multi_cloud_AC-6_5_0096;nist_800_53_rev5_multi_cloud_AC-6_6_0097;nist_800_53_rev5_multi_cloud_AC-6_7_0098;nist_800_53_rev5_multi_cloud_AC-6_8_0099;nist_800_53_rev5_multi_cloud_AC-6_9_0100;nist_800_53_rev5_multi_cloud_AU-10_1_0268;nist_800_53_rev5_multi_cloud_AU-10_2_0269;nist_800_53_rev5_multi_cloud_AU-10_3_0270;nist_800_53_rev5_multi_cloud_AU-10_4_0271;nist_800_53_rev5_multi_cloud_AU-10_5_0272;nist_800_53_rev5_multi_cloud_AU-12-a_0278;nist_800_53_rev5_multi_cloud_AU-12-c_0280;nist_800_53_rev5_multi_cloud_AU-12_1_0274;nist_800_53_rev5_multi_cloud_AU-12_2_0275;nist_800_53_rev5_multi_cloud_AU-12_3_0276;nist_800_53_rev5_multi_cloud_AU-12_4_0277;nist_800_53_rev5_multi_cloud_AU-14-a_0289;nist_800_53_rev5_multi_cloud_AU-14-b_0290;nist_800_53_rev5_multi_cloud_AU-14_3_0288;nist_800_53_rev5_multi_cloud_AU-2-b_0224;nist_800_53_rev5_multi_cloud_AU-3-a_0231;nist_800_53_rev5_multi_cloud_AU-3-b_0232;nist_800_53_rev5_multi_cloud_AU-3-c_0233;nist_800_53_rev5_multi_cloud_AU-3-d_0234;nist_800_53_rev5_multi_cloud_AU-3-e_0235;nist_800_53_rev5_multi_cloud_AU-3-f_0236;nist_800_53_rev5_multi_cloud_AU-8-b_0258;nist_800_53_rev5_multi_cloud_CA-2_2_0298;nist_800_53_rev5_multi_cloud_CA-7-a_0337;nist_800_53_rev5_multi_cloud_CA-7-b_0338;nist_800_53_rev5_multi_cloud_CA-7-c_0339;nist_800_53_rev5_multi_cloud_CA-7-d_0340;nist_800_53_rev5_multi_cloud_CA-7-e_0341;nist_800_53_rev5_multi_cloud_CA-7-f_0342;nist_800_53_rev5_multi_cloud_CA-7-g_0343;nist_800_53_rev5_multi_cloud_CA-7_1_0331;nist_800_53_rev5_multi_cloud_CA-7_2_0332;nist_800_53_rev5_multi_cloud_CA-7_3_0333;nist_800_53_rev5_multi_cloud_CA-7_4_0334;nist_800_53_rev5_multi_cloud_CA-7_5_0335;nist_800_53_rev5_multi_cloud_CA-7_6_0336;nist_800_53_rev5_multi_cloud_CM-6-a_0397;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_MP-2_1_0704;nist_800_53_rev5_multi_cloud_MP-2_1_0705;nist_800_53_rev5_multi_cloud_MP-2_2_0706;nist_800_53_rev5_multi_cloud_MP-2_2_0707;nist_800_53_rev5_multi_cloud_PM-31-a_0911;nist_800_53_rev5_multi_cloud_PM-31-b_0912;nist_800_53_rev5_multi_cloud_PM-31-c_0913;nist_800_53_rev5_multi_cloud_PM-31-d_0914;nist_800_53_rev5_multi_cloud_PM-31-e_0915;nist_800_53_rev5_multi_cloud_PM-31-f_0916;nist_800_53_rev5_multi_cloud_SI-2-a_1342;nist_800_53_rev5_multi_cloud_SI-4_12_1366;nist_800_53_rev5_multi_cloud_SI-4_12_1367;nist_800_53_rev5_multi_cloud_SI-4_17_1373;nist_800_53_rev5_multi_cloud_SI-4_20_1377;nist_800_53_rev5_multi_cloud_SI-4_2_1376;pci_dss_v4_multi_cloud_10.2.1.2_0145;pci_dss_v4_multi_cloud_10.2.1.3_0146;pci_dss_v4_multi_cloud_10.2.1.4_0147;pci_dss_v4_multi_cloud_10.2.1.7_0150;pci_dss_v4_multi_cloud_10.4.1.1_0155;pci_dss_v4_multi_cloud_8.1.2_0100;soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_5_2_0008;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021",yes,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_error_verbosity_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_min_duration_statement_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_min_error_statement_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_min_messages_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
gcp.cloudsql.instance.postgres_log_statement_flag:gcp.sql_instance.db_security_cluster_audit_logging_enabled,cloudsql,,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
