catalog_rule_id,service,category,compliance_ids,has_compliance_ids,config_covered,config_rule_ids,config_best_jaccard,ciem_covered,ciem_rule_ids,coverage_status,covered,ai_match_rule_id,ai_confidence,ai_reasoning
oci.autonomous_data_lakehouse_adw_schemas.datalake_security_database_encrypted,,datalake,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.autonomous_db_db_system_entries.data_catalog_security_database_encrypted,,data_catalog,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.block_volume_boot_volume_snapshot.data_protection_storage_security_snapshot_not_public,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.block_volume_replication.dr_security_replication_encryption_in_transit_tls_required,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.cloud_guard_problem_finding.threat_security_finding_alert_destinations_configured,,threat_detection,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.custom_dq_rules_di.lineage_security_ruleset_version_pinned,,lineage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_artifact.data_privacy_ai_security_model_package_encrypted,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_deployment_config.data_governance_ai_security_endpoint_config_kms_keys_restricted,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_deployment_config.data_privacy_ai_security_endpoint_config_kms_keys_restricted,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_deployment_config.machine_learning_security_endpoint_config_kms_keys_restricted,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_endpoint.data_governance_ai_security_endpoint_authn_required,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_endpoint.data_governance_ai_security_endpoint_logging_enabled,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_endpoint.machine_learning_security_endpoint_authn_required,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_endpoint.machine_learning_security_endpoint_logging_enabled,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_authn_required,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_endpoint_vcn_secured.data_privacy_ai_security_endpoint_logging_enabled,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments.data_privacy_ai_security_experiment_logs_enabled,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments.data_privacy_ai_security_experiment_metadata_store_encrypted,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments.data_privacy_ai_security_experiment_rbac_least_privilege,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments.machine_learning_security_experiment_logs_enabled,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments.machine_learning_security_experiment_rbac_least_privilege,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments_trials.data_governance_ai_security_experiment_logs_enabled,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments_trials.data_governance_ai_security_experiment_metadata_store_encrypted,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_experiments_trials.data_governance_ai_security_experiment_rbac_least_privilege,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_hpo.data_privacy_ai_security_hpo_logs_enabled,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_hpo.data_privacy_ai_security_hpo_roles_least_privilege,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_hpo.machine_learning_security_hpo_logs_enabled,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_hpo.machine_learning_security_hpo_roles_least_privilege,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_hpo_via_sdk.data_governance_ai_security_hpo_logs_enabled,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_hpo_via_sdk.data_governance_ai_security_hpo_roles_least_privilege,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_job.data_governance_ai_security_training_job_logs_enabled,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_job.data_privacy_ai_security_training_job_logs_enabled,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_job.data_privacy_ai_security_transform_job_logs_enabled,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_job_transform.data_governance_ai_security_transform_job_logs_enabled,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_logs_enabled,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_jobs_governed_by_iam_vault.data_privacy_ai_security_automl_roles_least_privilege,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_model_artifact.data_governance_ai_security_model_package_encrypted,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_model_artifact.machine_learning_security_model_package_encrypted,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook.data_privacy_ai_security_notebook_encrypted,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook.data_privacy_ai_security_notebook_idle_shutdown_configured,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook.data_privacy_ai_security_notebook_no_public_access,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook_session.data_governance_ai_security_notebook_encrypted,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook_session.data_governance_ai_security_notebook_idle_shutdown_configured,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook_session.data_governance_ai_security_notebook_no_public_access,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook_session.machine_learning_security_notebook_encrypted,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook_session.machine_learning_security_notebook_idle_shutdown_configured,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_notebook_session.machine_learning_security_notebook_no_public_access,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_pipeline.machine_learning_security_pipeline_logging_enabled,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_pipelines.data_governance_ai_security_human_review_artifacts_encrypted,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.data_science_pipelines.data_privacy_ai_security_human_review_artifacts_encrypted,,data_privacy_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_external_tables.lineage_security_table_encrypted,,lineage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_parameter_groups_db_systems.db_security_parameter_group_audit_logging_enabled_where_supported,,db,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_schemas.lineage_security_schema_encrypted,,lineage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_schemas_adb_adw.data_catalog_security_schema_encrypted,,data_catalog,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_tables_adb_adw.data_catalog_security_table_encrypted,,data_catalog,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_tables_adb_adw.data_catalog_security_table_public_sharing_disabled,,data_catalog,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.db_volume_restore.dr_security_restore_roles_least_privilege,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.deployment_versions_resource_manager_devops.paas_security_app_version_immutable,,paas,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.dynamic_groups_for_instances_functions.identity_access_security_instance_profile_role_attached,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.file_storage_snapshots.data_governance_security_lifecycle_expiration_rules_defined,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.file_storage_snapshots.data_governance_security_lifecycle_versioning_enabled_where_supported,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.fsdr_dr_drills_test_plans.dr_security_testing_logs_enabled,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.fsdr_source_assets.resilience_security_dr_source_encryption_at_rest_cmek_where_supported,,resilience_recovery,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.fss_file_system.data_protection_storage_security_volume_cmk_cmek_configured,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.fss_file_system.data_protection_storage_security_volume_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.fss_file_system.data_protection_storage_security_volume_snapshots_encrypted,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.fss_snapshots.data_protection_storage_security_snapshot_not_public,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.goldengate.dr_security_replication_encryption_in_transit_tls_required,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.identity_domains_oidc_provider.identity_access_security_oidc_token_lifetime_reasonable,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.identity_domains_saml_federation.identity_access_security_saml_assertion_lifetime_reasonable,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.identity_domains_saml_federation.identity_access_security_saml_audience_restriction_configured,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.identity_domains_saml_federation.identity_access_security_saml_idp_metadata_signed,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.logging_analytics_flow_logs_network_firewall_logs.network_security_traffic_analysis_alert_destinations_configured,,network_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.logging_analytics_flow_logs_network_firewall_logs.network_security_traffic_analysis_ids_ips_enabled_where_supported,,network_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.logging_retention.data_governance_security_retention_policies_defined,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.monitoring_flow_logs_vcn_flow_logs_via_logging.network_security_monitoring_alerts_for_anomalies_configured,,network_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.monitoring_logging_analytics_apm.ml_ops_security_monitoring_private_networking_enforced,,ml_ops,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.monitoring_logging_analytics_apm.ml_ops_security_monitoring_roles_least_privilege,,ml_ops,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.n_a_use_fn_dependencies_buildpacks.serverless_security_layer_version_immutable,,serverless_paas,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.n_a_use_mysql_db_service_autonomous_db.paas_security_db_encryption_at_rest_enabled,,paas,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oac_adw_backups_snapshots.data_analytics_security_snapshot_kms_key_policy_least_privilege,,data_analytics,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_events_events_notifications_functions.data_protection_storage_security_bucket_notification_destination_encrypted,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_events_events_notifications_functions.data_protection_storage_security_bucket_notification_destination_least_privilege,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_storage_lifecycle_policies.data_governance_security_lifecycle_expiration_rules_defined,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_storage_lifecycle_policies.data_governance_security_lifecycle_versioning_enabled_where_supported,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_storage_object.data_protection_storage_security_object_encrypted_at_rest,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_storage_object.data_protection_storage_security_object_not_publicly_readable,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.object_storage_replication.dr_security_replication_encryption_in_transit_tls_required,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_anomaly_detection_service.monitoring_security_anomaly_alerts_configured,,monitoring_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_apm_trace_sampling_rules.monitoring_security_sampling_rule_rules_present,,monitoring_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_block_volume.data_protection_storage_security_volume_cmk_cmek_configured,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_block_volume.data_protection_storage_security_volume_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_block_volume.data_protection_storage_security_volume_snapshots_encrypted,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_block_volumes_bv_boot_volume.compute_security_disk_cmk_cmek_configured,,compute_host_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_block_volumes_bv_boot_volume.compute_security_disk_encryption_at_rest_enabled,,compute_host_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_block_volumes_bv_boot_volume.compute_security_disk_snapshots_not_public,,compute_host_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_budgets.cost_security_budget_alert_destinations_configured,,cost,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_budgets.cost_security_budget_alert_thresholds_configured,,cost,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_cloud_guard_configuration_change_detections.configuration_management_security_config_drift_alerts_configured,,configuration_management,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_container_registry_ocir_retention_lifecycle_rules.supply_chain_security_lifecycle_policy_policy_storage_encrypted,,supply_chain_registries,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_catalog_classifications.data_governance_security_classification_auto_classification_enabled_where_supported,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_catalog_lineage.data_governance_security_lineage_capture_enabled,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_safe_data_masking.privacy_security_anonymization_jobs_private_networking,,privacy_protection,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_safe_sensitive_types.data_governance_security_classification_auto_classification_enabled_where_supported,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_science_automl_via_notebooks.data_governance_ai_security_automl_logs_enabled,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_science_automl_via_notebooks.data_governance_ai_security_automl_roles_least_privilege,,data_governance_ai,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_science_automl_via_sdk_notebooks.machine_learning_security_automl_logs_enabled,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_data_science_automl_via_sdk_notebooks.machine_learning_security_automl_roles_least_privilege,,machine_learning,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_db_systems_mysql_oracle_autonomous_transaction_processing_atp.db_security_instance_encryption_at_rest_enabled,,db,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_events_to_trigger_harvest.data_catalog_security_trigger_targets_least_privilege,,data_catalog,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_file_storage_fss.data_protection_storage_security_fileshare_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_file_storage_fss.data_protection_storage_security_fileshare_kms_key_policy_least_privilege,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_file_storage_fss.data_protection_storage_security_fileshare_private_network_only,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_file_storage_fss.data_protection_storage_security_fileshare_snapshots_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_iam_groups.identity_access_security_group_membership_review_enabled_where_supported,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_iam_policies_dynamic_groups_role_like.identity_access_security_role_trust_requires_external_id_or_audience_condition_where_supported,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_logging_log_group_storage.logging_security_store_encryption_at_rest_cmek,,logging_monitoring,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_media_streams_live.streaming_security_video_encryption_in_transit_required,,streaming_data,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_monitoring_alarms.dr_security_monitoring_alert_destinations_configured,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_monitoring_alarms.monitoring_security_alert_destinations_authenticated,,monitoring_security,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_monitoring_metric_namespace_queries.logging_security_metric_filter_kms_key_deletion_or_disable_detected_filter_present,,logging_monitoring,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_nosql_database_global_table.data_protection_storage_security_global_table_encryption_at_rest_all_regions,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_nosql_database_global_table.data_protection_storage_security_global_table_pitr_enabled_where_supported,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_nosql_table.data_protection_storage_security_table_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_nosql_table.data_protection_storage_security_table_rbac_least_privilege,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_notifications_alarms.incident_security_notification_destinations_configured,,incident_response,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_notifications_alarms.incident_security_notification_message_encryption_in_transit,,incident_response,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_notifications_email_sms.dr_security_communication_channels_configured,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_notifications_pagerduty_email_sms.incident_security_escalation_policy_exists_for_critical_severity,,incident_response,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_object_storage_bucket.data_protection_storage_security_bucket_cmk_cmek_configured,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_object_storage_bucket.data_protection_storage_security_bucket_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_object_storage_retention_rules.data_governance_security_retention_policies_defined,,data_governance,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_queue_queue_service.data_protection_storage_security_queue_auth_required,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_queue_queue_service.data_protection_storage_security_queue_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_streaming_kafka_compatible.data_protection_storage_security_stream_encryption_at_rest_enabled,,data_protection_storage,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_usage_reports_budgets_alerts.cost_security_anomaly_alert_destinations_configured,,cost,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_vault_hsm.data_warehouse_security_hsm_configuration_present,,data_warehouse,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_vault_kms_object_storage_encryption.privacy_security_encryption_at_rest_cmek_enabled,,privacy_protection,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_vault_kms_object_storage_encryption.privacy_security_encryption_in_transit_tls_min_1_2,,privacy_protection,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_waf_address_lists.edge_security_ip_set_not_empty,,edge,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_waf_regex_filters.edge_security_regex_set_not_empty,,edge,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_web_application_firewall_waf.edge_security_waf_ip_rate_limit_rules_configured_where_supported,,edge,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oci_web_application_firewall_waf.edge_security_waf_logging_enabled,,edge,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.ocir_cross_region_replication.supply_chain_security_registry_replication_destinations_least_privilege,,supply_chain_registries,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.ocir_repository.supply_chain_security_registry_image_scanning_enabled,,supply_chain_registries,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_control_plane_api_server.containers_kubernetes_security_apiserver_authorization_mode_rbac,,containers_kubernetes,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_etcd_managed.containers_kubernetes_security_etcd_auth_enabled,,containers_kubernetes,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_etcd_managed.containers_kubernetes_security_etcd_encryption_at_rest_enabled,,containers_kubernetes,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_scheduler.containers_kubernetes_security_scheduler_authentication_kubeconfig_configured,,containers_kubernetes,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_scheduler.containers_kubernetes_security_scheduler_authorization_kubeconfig_configured,,containers_kubernetes,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_service_account_k8s_dynamic_group_mapping.identity_access_security_service_account_keys_not_used_or_rotated_90_days_or_less,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_service_account_k8s_dynamic_group_mapping.identity_access_security_service_account_no_user_managed_long_lived_keys,,identity_access,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.oke_service_lb_nlb_integration.containers_kubernetes_security_service_nodeport_usage_restricted,,containers_kubernetes,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.os_management_patch_schedules.vuln_security_maintenance_window_defined,,vulnerability_management,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.private_endpoints_pep_service_gateway.network_security_endpoint_private_dns_enabled_where_supported,,network_perimeter,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.recovery_service_restore.dr_security_restore_roles_least_privilege,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oci.service_connector_hub.dr_security_communication_channels_configured,,dr,,no,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.No.checks.defined,No,security,nist_800_171_r2_multi_cloud_3_13_4_3.13.4_Prevent_unauthorized_and_unintended_0010,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.app.function.not_publicly_accessible,app,security,soc2_multi_cloud_cc_6_1_0009,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.audit.logs.s3.bucket.is.not.publicly.accessible,audit,security,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.autoscaling.group.configured,autoscaling,security,soc2_multi_cloud_a1_1_0024,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.awslambda.function.not.publicly.accessible,awslambda,security,hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022;hipaa_multi_cloud_164_312_e_1_0030;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.backup.plan_configured,backup,security,soc2_multi_cloud_a1_2_0025,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
oracle.block.volume.encryption.customer.managed.key.check,block,cis_control,cis_oracle_oracle_5.2.1_0049,yes,no,,0.0,no,,ai_confirmed_gap,no,,,
