rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,python_client,check_client,implementable
aws.apigateway.requestvalidator.api_request_schema_validation_enabled,apigateway,requestvalidator,application_and_api_security,high,apigateway.requestvalidator.validation,api_security.validation.request_validation_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.resource.api_resource_attached_enabled,apigateway,resource,configuration_and_change_management,medium,apigateway.resource.configuration,security.configuration.apigateway_resource_api_resource_attached_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.restapi.authn_required,apigateway,restapi,configuration_and_change_management,medium,apigateway.restapi.configuration,security.configuration.apigateway_restapi_authn_required,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.restapi.authz_policies_enforced,apigateway,restapi,configuration_and_change_management,medium,apigateway.restapi.configuration,security.configuration.apigateway_restapi_authz_policies_enforced,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.restapi.private_networking_enforced,apigateway,restapi,network_security_and_connectivity,high,apigateway.restapi.network,network_security.network_access.apigateway_restapi_private_networking_enforced,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.stage.api_access_log_fields_identity_configured,apigateway,stage,logging_monitoring_and_alerting,medium,apigateway.stage.logging,logging_monitoring.logging.apigateway_stage_api_access_log_fields_identity_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.stage.api_access_log_sink_configured,apigateway,stage,logging_monitoring_and_alerting,medium,apigateway.stage.logging,logging_monitoring.logging.apigateway_stage_api_access_log_sink_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.stage.api_access_logging_enabled,apigateway,stage,application_and_api_security,high,apigateway.stage.monitoring,api_security.monitoring.api_logging_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.stage.throttling_enabled,apigateway,stage,configuration_and_change_management,medium,apigateway.stage.configuration,security.configuration.apigateway_stage_throttling_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.stage.usage_plan_for_api_keys_required,apigateway,stage,configuration_and_change_management,medium,apigateway.stage.configuration,security.configuration.apigateway_stage_usage_plan_for_api_keys_required,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.throttle.api_quota_limit_configured,apigateway,throttle,configuration_and_change_management,medium,apigateway.throttle.configuration,security.configuration.apigateway_throttle_api_quota_limit_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.throttle.api_stage_burst_limit_configured,apigateway,throttle,application_and_api_security,medium,apigateway.throttle.rate_limiting,api_security.rate_limiting.api_throttling_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.throttle.api_stage_overrides_bounded,apigateway,throttle,configuration_and_change_management,medium,apigateway.throttle.configuration,security.configuration.apigateway_throttle_api_stage_overrides_bounded,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.throttle.api_stage_rate_limit_configured,apigateway,throttle,configuration_and_change_management,medium,apigateway.throttle.configuration,security.configuration.apigateway_throttle_api_stage_rate_limit_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.throttle.api_usage_plan_for_keys_required,apigateway,throttle,configuration_and_change_management,medium,apigateway.throttle.configuration,security.configuration.apigateway_throttle_api_usage_plan_for_keys_required,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_keys_required,apigateway,usageplan,configuration_and_change_management,medium,apigateway.usageplan.configuration,security.configuration.apigateway_usageplan_api_keys_required,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_quota_limit_configured,apigateway,usageplan,configuration_and_change_management,medium,apigateway.usageplan.configuration,security.configuration.apigateway_usageplan_api_quota_limit_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_quota_limits_configured,apigateway,usageplan,configuration_and_change_management,medium,apigateway.usageplan.configuration,security.configuration.apigateway_usageplan_api_quota_limits_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_rate_limits_configured,apigateway,usageplan,configuration_and_change_management,medium,apigateway.usageplan.configuration,security.configuration.apigateway_usageplan_api_rate_limits_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_stage_burst_limit_configured,apigateway,usageplan,application_and_api_security,medium,apigateway.usageplan.rate_limiting,api_security.rate_limiting.api_throttling_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_stage_rate_limit_configured,apigateway,usageplan,configuration_and_change_management,medium,apigateway.usageplan.configuration,security.configuration.apigateway_usageplan_api_stage_rate_limit_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.usageplan.api_stage_throttle_overrides_bounded,apigateway,usageplan,configuration_and_change_management,medium,apigateway.usageplan.configuration,security.configuration.apigateway_usageplan_api_stage_throttle_overrides_bounded,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.v2api.authn_required,apigateway,v2api,configuration_and_change_management,medium,apigateway.v2api.configuration,security.configuration.apigateway_v2api_authn_required,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.v2api.authz_policies_enforced,apigateway,v2api,configuration_and_change_management,medium,apigateway.v2api.configuration,security.configuration.apigateway_v2api_authz_policies_enforced,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.v2api.private_networking_enforced,apigateway,v2api,network_security_and_connectivity,high,apigateway.v2api.network,network_security.network_access.apigateway_v2api_private_networking_enforced,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigateway.v2api.waf_enabled,apigateway,v2api,configuration_and_change_management,medium,apigateway.v2api.configuration,security.configuration.apigateway_v2api_waf_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE
aws.apigatewayv2.stage.api_access_log_fields_identity_configured,apigatewayv2,stage,logging_monitoring_and_alerting,medium,apigatewayv2.stage.logging,logging_monitoring.logging.apigatewayv2_stage_api_access_log_fields_identity_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_burst_limit_configured,apigatewayv2,stage,configuration_and_change_management,medium,apigatewayv2.stage.configuration,security.configuration.apigatewayv2_stage_api_burst_limit_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_execution_logging_level_minimum_error_configured,apigatewayv2,stage,logging_monitoring_and_alerting,medium,apigatewayv2.stage.logging,logging_monitoring.logging.apigatewayv2_stage_api_execution_logging_level_minimum_error_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_logs_retention_days_minimum,apigatewayv2,stage,logging_monitoring_and_alerting,medium,apigatewayv2.stage.logging,logging_monitoring.logging.apigatewayv2_stage_api_logs_retention_days_minimum,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_quota_limit_configured,apigatewayv2,stage,configuration_and_change_management,medium,apigatewayv2.stage.configuration,security.configuration.apigatewayv2_stage_api_quota_limit_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_rate_limit_configured,apigatewayv2,stage,configuration_and_change_management,medium,apigatewayv2.stage.configuration,security.configuration.apigatewayv2_stage_api_rate_limit_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_throttle_overrides_bounded,apigatewayv2,stage,configuration_and_change_management,medium,apigatewayv2.stage.configuration,security.configuration.apigatewayv2_stage_api_throttle_overrides_bounded,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.apigatewayv2.stage.api_usage_plan_required_for_api_keys,apigatewayv2,stage,configuration_and_change_management,medium,apigatewayv2.stage.configuration,security.configuration.apigatewayv2_stage_api_usage_plan_required_for_api_keys,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE
aws.athena.resource.workgroup_logging_enabled,athena,resource,logging_monitoring_and_alerting,medium,athena.resource.logging,logging_monitoring.logging.athena_resource_workgroup_logging_enabled,boto3.athena,boto3.athena,SCAN_ABLE
aws.athena.workgroup.encryption_at_rest_enabled,athena,workgroup,data_protection_and_privacy,high,athena.workgroup.encryption,data_protection.encryption_rest.athena_workgroup_encryption_at_rest_enabled,boto3.athena,boto3.athena,SCAN_ABLE
aws.athena.workgroup_encryption.at_rest_enabled,athena,workgroup_encryption,configuration_and_change_management,medium,athena.workgroup_encryption.configuration,security.configuration.athena_workgroup_encryption_at_rest_enabled,boto3.athena,boto3.athena,SCAN_ABLE
aws.autoscaling.group.auto_scaling_group_configured,autoscaling,group,configuration_and_change_management,medium,autoscaling.group.configuration,security.configuration.autoscaling_group_auto_scaling_group_configured,boto3.autoscaling,boto3.autoscaling,SCAN_ABLE
aws.backup.backupjob.alert_destinations_configured,backup,backupjob,configuration_and_change_management,medium,backup.backupjob.configuration,security.configuration.backup_backupjob_alert_destinations_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupjob.logging_enabled,backup,backupjob,logging_monitoring_and_alerting,medium,backup.backupjob.logging,logging_monitoring.logging.backup_backupjob_logging_enabled,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupplan.backup_ec2_resources_included_configured,backup,backupplan,resilience_and_disaster_recovery,medium,backup.backupplan.backup_recovery,resilience.backup_recovery.backup_backupplan_backup_ec2_resources_included_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupplan.backup_plan_configured,backup,backupplan,resilience_and_disaster_recovery,medium,backup.backupplan.backup_recovery,resilience.backup_recovery.backup_backupplan_backup_plan_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupplan.backup_plans_configured,backup,backupplan,resilience_and_disaster_recovery,medium,backup.backupplan.backup_recovery,resilience.backup_recovery.backup_backupplan_backup_plans_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupplan.backup_retention_minimum_configured,backup,backupplan,resilience_and_disaster_recovery,medium,backup.backupplan.backup_recovery,resilience.backup_recovery.backup_backupplan_backup_retention_minimum_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupplan.retention_days_minimum,backup,backupplan,data_protection_and_privacy,low,backup.backupplan.data_protection,data_protection.data_lifecycle.backup_backupplan_retention_days_minimum,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.backupvault.backup_vault_configured,backup,backupvault,resilience_and_disaster_recovery,medium,backup.backupvault.backup_recovery,resilience.backup_recovery.backup_backupvault_backup_vault_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.recoverypoint.backup_point_encrypted,backup,recoverypoint,data_protection_and_privacy,high,backup.recoverypoint.encryption,data_protection.encryption_rest.backup_recoverypoint_backup_point_encrypted,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.recoverypoint.backup_volumes_encrypted,backup,recoverypoint,data_protection_and_privacy,high,backup.recoverypoint.encryption,data_protection.encryption_rest.backup_recoverypoint_backup_volumes_encrypted,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.recoverypoint.recovery_point_retention_configured,backup,recoverypoint,resilience_and_disaster_recovery,medium,backup.recoverypoint.backup_recovery,resilience.backup_recovery.backup_recoverypoint_recovery_point_retention_configured,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.resource.backup_replication_enabled,backup,resource,resilience_and_disaster_recovery,medium,backup.resource.backup_recovery,resilience.backup_recovery.backup_resource_backup_replication_enabled,boto3.backup,boto3.backup,SCAN_ABLE
aws.backup.resource.encryption_enabled,backup,resource,data_protection_and_privacy,high,backup.resource.encryption,data_protection.encryption_rest.backup_resource_encryption_enabled,boto3.backup,boto3.backup,SCAN_ABLE
aws.batch.jobqueue.volumes_encrypted,batch,jobqueue,data_protection_and_privacy,high,batch.jobqueue.encryption,data_protection.encryption_rest.batch_jobqueue_volumes_encrypted,boto3.batch,boto3.batch,SCAN_ABLE
aws.cloudfront.resource.cloudfront_https_required,cloudfront,resource,configuration_and_change_management,medium,cloudfront.resource.configuration,security.configuration.cloudfront_resource_cloudfront_https_required,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE
aws.cloudfront.resource.distributions_origin_traffic_encrypted,cloudfront,resource,data_protection_and_privacy,high,cloudfront.resource.encryption,data_protection.encryption_rest.cloudfront_resource_distributions_origin_traffic_encrypted,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE
aws.cloudtrail.account.usage_monitoring_config_configured,cloudtrail,account,logging_monitoring_and_alerting,medium,cloudtrail.account.logging,logging_monitoring.monitoring.cloudtrail_account_usage_monitoring_config_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin.cloudwatch_monitor_no_mfa_console_signin_configured,cloudtrail,cloudwatch_monitor_no_mfa_console_signin,logging_monitoring_and_alerting,medium,cloudtrail.cloudwatch_monitor_no_mfa_console_signin.logging,logging_monitoring.monitoring.cloudtrail_cloudwatch_monitor_no_mfa_console_signin_cloudwatch_monitor_no_mfa_console_signin_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.config_changes_monitoring.config_changes_monitoring_configured,cloudtrail,config_changes_monitoring,logging_monitoring_and_alerting,medium,cloudtrail.config_changes_monitoring.logging,logging_monitoring.monitoring.cloudtrail_config_changes_monitoring_config_changes_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.console_auth_failures_monitoring.console_auth_failures_monitoring_configured,cloudtrail,console_auth_failures_monitoring,logging_monitoring_and_alerting,medium,cloudtrail.console_auth_failures_monitoring.logging,logging_monitoring.monitoring.cloudtrail_console_auth_failures_monitoring_console_auth_failures_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.group.change_alerts_configured,cloudtrail,group,configuration_and_change_management,medium,cloudtrail.group.configuration,security.configuration.cloudtrail_group_change_alerts_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.nacl_event_selectors_monitoring.nacl_event_selectors_monitoring_configured,cloudtrail,nacl_event_selectors_monitoring,logging_monitoring_and_alerting,medium,cloudtrail.nacl_event_selectors_monitoring.logging,logging_monitoring.monitoring.cloudtrail_nacl_event_selectors_monitoring_nacl_event_selectors_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.network.gateway_change_monitoring_configured,cloudtrail,network,logging_monitoring_and_alerting,medium,cloudtrail.network.logging,logging_monitoring.monitoring.cloudtrail_network_gateway_change_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.network.gateway_changes_configured,cloudtrail,network,configuration_and_change_management,medium,cloudtrail.network.configuration,security.configuration.cloudtrail_network_gateway_changes_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.organizations_changes_monitoring_setup.organizations_changes_monitoring_setup_configured,cloudtrail,organizations_changes_monitoring_setup,logging_monitoring_and_alerting,medium,cloudtrail.organizations_changes_monitoring_setup.logging,logging_monitoring.monitoring.cloudtrail_organizations_changes_monitoring_setup_organizations_changes_monitoring_setup_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.policy.change_monitoring_configured,cloudtrail,policy,logging_monitoring_and_alerting,medium,cloudtrail.policy.logging,logging_monitoring.monitoring.cloudtrail_policy_change_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.resource.nacl_change_monitoring_configuration_configured,cloudtrail,resource,logging_monitoring_and_alerting,medium,cloudtrail.resource.logging,logging_monitoring.monitoring.cloudtrail_resource_nacl_change_monitoring_configuration_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.resource.vpc_changes_monitoring_enabled,cloudtrail,resource,logging_monitoring_and_alerting,medium,cloudtrail.resource.logging,logging_monitoring.monitoring.cloudtrail_resource_vpc_changes_monitoring_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring.route_table_changes_monitored,cloudtrail,route_table_changes_metric_filter_alarm_monitoring,logging_monitoring_and_alerting,medium,cloudtrail.route_table_changes_metric_filter_alarm_monitoring.logging,logging_monitoring.monitoring.cloudtrail_route_table_changes_metric_filter_alarm_monitoring_route_table_changes_monitored,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.threat_detection_privilege_escalation.trail_cloudtrail_threat_detection_privilege_escalation_configured,cloudtrail,threat_detection_privilege_escalation,logging_monitoring_and_alerting,medium,cloudtrail.threat_detection_privilege_escalation.logging,logging_monitoring.monitoring.cloudtrail_threat_detection_privilege_escalation_trail_cloudtrail_threat_detection_privilege_escalation_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudtrail.unauthorized_api_calls_monitoring_configured.unauthorized_api_calls_monitoring_configured_configured,cloudtrail,unauthorized_api_calls_monitoring_configured,logging_monitoring_and_alerting,medium,cloudtrail.unauthorized_api_calls_monitoring_configured.logging,logging_monitoring.monitoring.cloudtrail_unauthorized_api_calls_monitoring_configured_unauthorized_api_calls_monitoring_configured_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE
aws.cloudwatch.alarm_cpu_utilization_configured.alarm_cloudwatch_alarm_cpu_utilization_configured,cloudwatch,alarm_cpu_utilization_configured,configuration_and_change_management,medium,cloudwatch.alarm_cpu_utilization_configured.configuration,security.configuration.cloudwatch_alarm_cpu_utilization_configured_alarm_cloudwatch_alarm_cpu_utilization_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarm_memory_utilization_configured.alarm_cloudwatch_alarm_memory_utilization_configured,cloudwatch,alarm_memory_utilization_configured,configuration_and_change_management,medium,cloudwatch.alarm_memory_utilization_configured.configuration,security.configuration.cloudwatch_alarm_memory_utilization_configured_alarm_cloudwatch_alarm_memory_utilization_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.alarmconfigured.alarm_cloudwatch_alarm_configured,cloudwatch,alarmconfigured,configuration_and_change_management,medium,cloudwatch.alarmconfigured.configuration,security.configuration.cloudwatch_alarmconfigured_alarm_cloudwatch_alarm_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.anomalydetector.alerts_configured,cloudwatch,anomalydetector,configuration_and_change_management,medium,cloudwatch.anomalydetector.configuration,security.configuration.cloudwatch_anomalydetector_alerts_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.anomalydetector.cloudwatch_detectors_enabled,cloudwatch,anomalydetector,configuration_and_change_management,medium,cloudwatch.anomalydetector.configuration,security.configuration.cloudwatch_anomalydetector_cloudwatch_detectors_enabled,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.bucket.policy_changes_configured,cloudwatch,bucket,identity_and_access_management,high,cloudwatch.bucket.access_control,identity_access.least_privilege.cloudwatch_bucket_policy_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.cloudwatch_configuration_changes_monitored,cloudwatch,group,logging_monitoring_and_alerting,medium,cloudwatch.group.logging,logging_monitoring.monitoring.cloudwatch_group_cloudwatch_configuration_changes_monitored,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.not_publicly_accessible_configured,cloudwatch,group,network_security_and_connectivity,high,cloudwatch.group.network,network_security.network_access.cloudwatch_group_not_publicly_accessible_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.group.retention_policy_configured,cloudwatch,group,identity_and_access_management,high,cloudwatch.group.access_control,identity_access.least_privilege.cloudwatch_group_retention_policy_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.insightsquery.cloudwatch_storage_encrypted,cloudwatch,insightsquery,data_protection_and_privacy,high,cloudwatch.insightsquery.encryption,data_protection.encryption_rest.cloudwatch_insightsquery_cloudwatch_storage_encrypted,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.insightsquery.rbac_least_privilege,cloudwatch,insightsquery,identity_and_access_management,high,cloudwatch.insightsquery.access_control,identity_access.least_privilege.cloudwatch_insightsquery_rbac_least_privilege,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.log.metric_alarm_kms_cmk_deletion_configured,cloudwatch,log,data_protection_and_privacy,high,cloudwatch.log.encryption,data_protection.encryption_transit.cloudwatch_log_metric_alarm_kms_cmk_deletion_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.loggroup.rbac_least_privilege,cloudwatch,loggroup,identity_and_access_management,high,cloudwatch.loggroup.access_control,identity_access.least_privilege.cloudwatch_loggroup_rbac_least_privilege,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.policy.cloudwatch_configuration_changes_monitored,cloudwatch,policy,logging_monitoring_and_alerting,medium,cloudwatch.policy.logging,logging_monitoring.monitoring.cloudwatch_policy_cloudwatch_configuration_changes_monitored,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.resource.metric_alarm_metric_alarm_aws_config_configuration_changes_configured,cloudwatch,resource,configuration_and_change_management,medium,cloudwatch.resource.configuration,security.configuration.cloudwatch_resource_metric_alarm_metric_alarm_aws_config_configuration_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.cloudwatch.resource.metric_alarm_metric_alarm_cloudtrail_configuration_changes_configured,cloudwatch,resource,logging_monitoring_and_alerting,medium,cloudwatch.resource.logging,logging_monitoring.monitoring.cloudwatch_resource_metric_alarm_metric_alarm_cloudtrail_configuration_changes_configured,boto3.cloudwatch,boto3.cloudwatch,SCAN_ABLE
aws.codebuild.projectartifact.encryption_enabled,codebuild,projectartifact,data_protection_and_privacy,high,codebuild.projectartifact.encryption,data_protection.encryption_rest.codebuild_projectartifact_encryption_enabled,boto3.codebuild,boto3.codebuild,SCAN_ABLE
aws.cognito.userpool.cognito_no_inline_policies_enabled,cognito,userpool,configuration_and_change_management,medium,cognito.userpool.configuration,security.configuration.cognito_userpool_cognito_no_inline_policies_enabled,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.cognito_store_encrypted,cognito,userpool,data_protection_and_privacy,high,cognito.userpool.encryption,data_protection.encryption_rest.cognito_userpool_cognito_store_encrypted,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.cognito_workflow_storage_encrypted,cognito,userpool,data_protection_and_privacy,high,cognito.userpool.encryption,data_protection.encryption_rest.cognito_userpool_cognito_workflow_storage_encrypted,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.mfa_required,cognito,userpool,identity_and_access_management,medium,cognito.userpool.access_control,identity_access.passwordless_authn.zero_trust_verification,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpool.rbac_least_privilege,cognito,userpool,identity_and_access_management,high,cognito.userpool.access_control,identity_access.least_privilege.cognito_userpool_rbac_least_privilege,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpoolgroup.cognito_membership_review_enabled_if_supported,cognito,userpoolgroup,configuration_and_change_management,medium,cognito.userpoolgroup.configuration,security.configuration.cognito_userpoolgroup_cognito_membership_review_enabled_if_supported,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.cognito.userpoolgroup.cognito_no_inline_policies_configured,cognito,userpoolgroup,configuration_and_change_management,medium,cognito.userpoolgroup.configuration,security.configuration.cognito_userpoolgroup_cognito_no_inline_policies_configured,boto3.cognito-idp,boto3.cognito-idp,SCAN_ABLE
aws.config.configrule.alerts_configured,config,configrule,configuration_and_change_management,medium,config.configrule.configuration,security.configuration.config_configrule_alerts_configured,boto3.config,boto3.config,SCAN_ABLE
aws.config.resource.config_lambda_config_recording_enabled,config,resource,configuration_and_change_management,medium,config.resource.configuration,security.configuration.config_resource_config_lambda_config_recording_enabled,boto3.config,boto3.config,SCAN_ABLE
aws.controltower.enrollment.block_leave_org_by_policy_configured,controltower,enrollment,identity_and_access_management,high,controltower.enrollment.access_control,identity_access.least_privilege.controltower_enrollment_block_leave_org_by_policy_configured,boto3.controltower,boto3.controltower,SCAN_ABLE
aws.controltower.enrollment.controltower_all_accounts_enrolled_in_org_configured,controltower,enrollment,configuration_and_change_management,medium,controltower.enrollment.configuration,security.configuration.controltower_enrollment_controltower_all_accounts_enrolled_in_org_configured,boto3.controltower,boto3.controltower,SCAN_ABLE
