cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,aws_mapped_compliance_functions,aws_mapped_compliance_ids,__service_guess,__is_composite,__has_compliance_ids
aws,aws.identity_center.user.no_inline_policies_attached,aws.identity_center.user.no_inline_policies_attached,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.user.inactive_90_days_disabled,aws.identity_center.user.inactive_90_days_disabled,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.group.no_inline_policies,aws.identity_center.group.no_inline_policies,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.group.attached_policies_not_admin_star,aws.identity_center.group.attached_policies_not_admin_star,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.group.membership_review_enabled_where_supported,aws.identity_center.group.membership_review_enabled_where_supported,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.trust_principals_allowlist_only,aws.identity_center.permission_set.trust_principals_allowlist_only,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.trust_requires_external_id_or_audience_condition_where_supported,aws.identity_center.permission_set.trust_requires_external_id_or_audience_condition_where_supported,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.max_session_duration_reasonable,aws.identity_center.permission_set.max_session_duration_reasonable,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.attached_policies_not_admin_star,aws.identity_center.permission_set.attached_policies_not_admin_star,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.no_inline_policies,aws.identity_center.permission_set.no_inline_policies,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.keys_not_used_or_rotated_90_days_or_less,aws.identity_center.permission_set.keys_not_used_or_rotated_90_days_or_less,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.no_user_managed_long_lived_keys,aws.identity_center.permission_set.no_user_managed_long_lived_keys,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.scopes_or_roles_least_privilege,aws.identity_center.permission_set.scopes_or_roles_least_privilege,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.workload_identity_federation_used_where_supported,aws.identity_center.permission_set.workload_identity_federation_used_where_supported,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.permission_set.session_duration_reasonable_where_applicable,aws.identity_center.permission_set.session_duration_reasonable_where_applicable,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.identity_center.group.external_sharing_restricted_where_supported,aws.identity_center.group.external_sharing_restricted_where_supported,identity_center,identity_access,"boto3.client(""identity_center"")",,,identity_center,no,no
aws,aws.step_functions.state_machine.execution_roles_least_privilege,aws.step_functions.state_machine.execution_roles_least_privilege,step_functions,incident,"boto3.client(""step_functions"")",,,step_functions,no,no
aws,aws.step_functions.state_machine.artifacts_encrypted_and_private,aws.step_functions.state_machine.artifacts_encrypted_and_private,step_functions,incident,"boto3.client(""step_functions"")",,,step_functions,no,no
aws,aws.step_functions.state_machine.kms_encryption_enabled,aws.step_functions.state_machine.kms_encryption_enabled,step_functions,incident,"boto3.client(""step_functions"")",,,step_functions,no,no
aws,aws.systems_manager.automation.storage_encrypted_and_private,aws.systems_manager.automation.storage_encrypted_and_private,systems_manager,incident,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.automation.access_rbac_least_privilege,aws.systems_manager.automation.access_rbac_least_privilege,systems_manager,incident,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.automation.versioning_and_immutability_enabled,aws.systems_manager.automation.versioning_and_immutability_enabled,systems_manager,incident,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.sagemaker.endpoint.logs_enabled,aws.sagemaker.endpoint.logs_enabled,sagemaker,ml_ops,"boto3.client(""sagemaker"")",,,sagemaker,no,no
aws,aws.vpc.vpn_connection.flow_logs_enabled,aws.vpc.vpn_connection.flow_logs_enabled,vpc,network,"boto3.client(""ec2"")",,,vpc,no,no
aws,aws.vpc.vpn_gateway.flow_logs_enabled,aws.vpc.vpn_gateway.flow_logs_enabled,vpc,network,"boto3.client(""ec2"")",,,vpc,no,no
aws,aws.vpc.network_acl.route_tables_no_unintended_internet_paths,aws.vpc.network_acl.route_tables_no_unintended_internet_paths,vpc,network,"boto3.client(""ec2"")",,,vpc,no,no
aws,aws.global_accelerator.accelerator.listener_tls_min_1_2,aws.global_accelerator.accelerator.listener_tls_min_1_2,global_accelerator,network,"boto3.client(""global_accelerator"")",,,global_accelerator,no,no
aws,aws.global_accelerator.accelerator.valid_certificate_attached,aws.global_accelerator.accelerator.valid_certificate_attached,global_accelerator,network,"boto3.client(""global_accelerator"")",,,global_accelerator,no,no
aws,aws.global_accelerator.accelerator.access_logs_enabled,aws.global_accelerator.accelerator.access_logs_enabled,global_accelerator,network,"boto3.client(""global_accelerator"")",,,global_accelerator,no,no
aws,aws.global_accelerator.accelerator.waf_attached_where_supported,aws.global_accelerator.accelerator.waf_attached_where_supported,global_accelerator,network,"boto3.client(""global_accelerator"")",,,global_accelerator,no,no
aws,aws.network_firewall.firewall.rule_groups_attached,aws.network_firewall.firewall.rule_groups_attached,network_firewall,network,"boto3.client(""network_firewall"")",,,network_firewall,no,no
aws,aws.network_firewall.firewall.logging_enabled,aws.network_firewall.firewall.logging_enabled,network_firewall,network,"boto3.client(""network_firewall"")",,,network_firewall,no,no
aws,aws.network_firewall.firewall.no_permit_any_any,aws.network_firewall.firewall.no_permit_any_any,network_firewall,network,"boto3.client(""network_firewall"")",,,network_firewall,no,no
aws,aws.vpc_flow_logs.flow_log.flow_logs_enabled,aws.vpc_flow_logs.flow_log.flow_logs_enabled,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,,vpc_flow_logs,no,no
aws,aws.vpc_flow_logs.flow_log.alerts_for_anomalies_configured,aws.vpc_flow_logs.flow_log.alerts_for_anomalies_configured,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,,vpc_flow_logs,no,no
aws,aws.systems_manager.automation.remediation_roles_least_privilege,aws.systems_manager.automation.remediation_roles_least_privilege,systems_manager,network,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.ec2.security_group.no_permit_all,aws.ec2.security_group.no_permit_all,ec2,network,"boto3.client(""ec2"")",,,ec2,no,no
aws,aws.vpc_flow_logs.flow_log.ids_ips_enabled_where_supported,aws.vpc_flow_logs.flow_log.ids_ips_enabled_where_supported,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,,vpc_flow_logs,no,no
aws,aws.vpc_flow_logs.flow_log.alert_destinations_configured,aws.vpc_flow_logs.flow_log.alert_destinations_configured,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,,vpc_flow_logs,no,no
aws,aws.api_gateway.rest_api.waf_attached,aws.api_gateway.rest_api.waf_attached,api_gateway,platform,"boto3.client(""api_gateway"")",,,api_gateway,no,no
aws,aws.api_gateway.v2_api.waf_attached,aws.api_gateway.v2_api.waf_attached,api_gateway,platform,"boto3.client(""api_gateway"")",,,api_gateway,no,no
aws,aws.api_gateway.api_key.scopes_least_privilege,aws.api_gateway.api_key.scopes_least_privilege,api_gateway,platform,"boto3.client(""api_gateway"")",,,api_gateway,no,no
aws,aws.api_gateway.api_key.rotation_policy_defined,aws.api_gateway.api_key.rotation_policy_defined,api_gateway,platform,"boto3.client(""api_gateway"")",,,api_gateway,no,no
aws,aws.api_gateway.usage_plan.quota_limits_configured,aws.api_gateway.usage_plan.quota_limits_configured,api_gateway,platform,"boto3.client(""api_gateway"")",,,api_gateway,no,no
aws,aws.kms.key.key_not_publicly_accessible,aws.kms.key.key_not_publicly_accessible,kms,secrets,"boto3.client(""kms"")",,,kms,no,no
aws,aws.acm.certificate.not_expired,aws.acm.certificate.not_expired,acm,secrets,"boto3.client(""acm"")",,,acm,no,no
aws,aws.parameter_store.parameter.kms_encryption_enabled,aws.parameter_store.parameter.kms_encryption_enabled,parameter_store,secrets,"boto3.client(""parameter_store"")",,,parameter_store,no,no
aws,aws.parameter_store.parameter.access_rbac_least_privilege,aws.parameter_store.parameter.access_rbac_least_privilege,parameter_store,secrets,"boto3.client(""parameter_store"")",,,parameter_store,no,no
aws,aws.parameter_store.parameter.rotation_enabled_for_rotatable_secrets,aws.parameter_store.parameter.rotation_enabled_for_rotatable_secrets,parameter_store,secrets,"boto3.client(""parameter_store"")",,,parameter_store,no,no
aws,aws.parameter_store.parameter.secure_string_type_for_sensitive,aws.parameter_store.parameter.secure_string_type_for_sensitive,parameter_store,secrets,"boto3.client(""parameter_store"")",,,parameter_store,no,no
aws,aws.parameter_store.parameter.kms_key_configured,aws.parameter_store.parameter.kms_key_configured,parameter_store,secrets,"boto3.client(""parameter_store"")",,,parameter_store,no,no
aws,aws.kinesis_analytics.application.role_least_privilege,aws.kinesis_analytics.application.role_least_privilege,kinesis_analytics,streaming,"boto3.client(""kinesis_analytics"")",,,kinesis_analytics,no,no
aws,aws.kinesis_analytics.application.network_private_only,aws.kinesis_analytics.application.network_private_only,kinesis_analytics,streaming,"boto3.client(""kinesis_analytics"")",,,kinesis_analytics,no,no
aws,aws.kinesis_analytics.application.checkpoints_and_outputs_encrypted,aws.kinesis_analytics.application.checkpoints_and_outputs_encrypted,kinesis_analytics,streaming,"boto3.client(""kinesis_analytics"")",,,kinesis_analytics,no,no
aws,aws.kinesis_video_streams.stream.encryption_at_rest_enabled,aws.kinesis_video_streams.stream.encryption_at_rest_enabled,kinesis_video_streams,streaming,"boto3.client(""kinesis_video_streams"")",,,kinesis_video_streams,no,no
aws,aws.kinesis_video_streams.stream.encryption_in_transit_required,aws.kinesis_video_streams.stream.encryption_in_transit_required,kinesis_video_streams,streaming,"boto3.client(""kinesis_video_streams"")",,,kinesis_video_streams,no,no
aws,aws.kinesis_video_streams.stream.retention_days_minimum_configured,aws.kinesis_video_streams.stream.retention_days_minimum_configured,kinesis_video_streams,streaming,"boto3.client(""kinesis_video_streams"")",,,kinesis_video_streams,no,no
aws,aws.security_hub.hub.enabled_in_all_regions,aws.security_hub.hub.enabled_in_all_regions,security_hub,threat,"boto3.client(""security_hub"")",,,security_hub,no,no
aws,aws.systems_manager.patch_baseline.baseline_defined_for_os_families,aws.systems_manager.patch_baseline.baseline_defined_for_os_families,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_group.baseline_defined_for_os_families,aws.systems_manager.patch_group.baseline_defined_for_os_families,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_baseline.approval_rules_defined,aws.systems_manager.patch_baseline.approval_rules_defined,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_group.approval_rules_defined,aws.systems_manager.patch_group.approval_rules_defined,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_baseline.maintenance_windows_configured,aws.systems_manager.patch_baseline.maintenance_windows_configured,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_group.maintenance_windows_configured,aws.systems_manager.patch_group.maintenance_windows_configured,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_baseline.required_controls_present,aws.systems_manager.patch_baseline.required_controls_present,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.patch_baseline.exemptions_have_expiry_and_owner,aws.systems_manager.patch_baseline.exemptions_have_expiry_and_owner,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.maintenance_window.window_defined,aws.systems_manager.maintenance_window.window_defined,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
aws,aws.systems_manager.maintenance_window.execution_roles_least_privilege,aws.systems_manager.maintenance_window.execution_roles_least_privilege,systems_manager,vuln,"boto3.client(""systems_manager"")",,,systems_manager,no,no
