Control_ID,Title,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
AC-4(27),Information Flow Enforcement - Information flow enforcement | redundant / independent filtering mechanisms when,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(28),Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,automated,ec2_instance_imdsv2_enabled; iam_password_policy_minimum_length_14; iam_policy_attached_only_to_group_or_roles; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_root_hardware_mfa_enabled; iam_root_mfa_enabled; iam_no_root_access_key; iam_rotate_access_key_90_days,azure_compute_instance_imdsv2_enabled; azure_active_directory_password_policy_minimum_length_14; azure_active_directory_policy_attached_only_to_group_or_roles; azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges; azure_active_directory_root_hardware_mfa_enabled; azure_active_directory_root_mfa_enabled; azure_active_directory_no_root_access_key; azure_active_directory_rotate_access_key_90_days,gcp_compute_instance_imdsv2_enabled; gcp_iam_password_policy_minimum_length_14; gcp_iam_policy_attached_only_to_group_or_roles; gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_root_hardware_mfa_enabled; gcp_iam_root_mfa_enabled; gcp_iam_no_root_access_key; gcp_iam_rotate_access_key_90_days,oracle_compute_instance_imdsv2_enabled; oracle_identity_password_policy_minimum_length_14; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_root_hardware_mfa_enabled; oracle_identity_root_mfa_enabled; oracle_identity_no_root_access_key; oracle_identity_rotate_access_key_90_days,ibm_vpc_instance_imdsv2_enabled; ibm_iam_password_policy_minimum_length_14; ibm_iam_policy_attached_only_to_group_or_roles; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_root_hardware_mfa_enabled; ibm_iam_root_mfa_enabled; ibm_iam_no_root_access_key; ibm_iam_rotate_access_key_90_days,alicloud_ecs_instance_imdsv2_enabled; alicloud_ram_password_policy_minimum_length_14; alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_root_hardware_mfa_enabled; alicloud_ram_root_mfa_enabled; alicloud_ram_no_root_access_key; alicloud_ram_rotate_access_key_90_days,60
AC-4(29),Information Flow Enforcement - Information flow enforcement | filter orchestration engines when transferring in,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(3),Information Flow Enforcement - Information flow enforcement | dynamic information flow control enforce [ assign,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(30),Information Flow Enforcement - Information flow enforcement | filter mechanisms using multiple processes when t,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(31),Information Flow Enforcement - Information flow enforcement | failed content transfer prevention when transferr,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(32),Information Flow Enforcement - Information flow enforcement | process requirements for information transfer whe,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(4),Information Flow Enforcement - Information flow enforcement | flow control of encrypted information prevent enc,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(5),Information Flow Enforcement - Information flow enforcement | embedded data types enforce [ assignment,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(6),Information Flow Enforcement - Information flow enforcement | metadata enforce information flow control based o,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(7),Information Flow Enforcement - Information flow enforcement | one - way flow mechanisms enforce one-way informa,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(8),Information Flow Enforcement - Information flow enforcement | security and privacy policy filters (a) enforce i,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-4(9),Information Flow Enforcement - Information flow enforcement | human reviews enforce the use of human reviews fo,automated,apigateway_restapi_client_certificate_enabled; elb_ssl_listeners; opensearch_service_domains_node_to_node_encryption_enabled; s3_bucket_secure_transport_policy,azure_api_management_restapi_client_certificate_enabled; azure_load_balancer_ssl_listeners; azure_search_service_domains_node_to_node_encryption_enabled; azure_storage_bucket_secure_transport_policy,gcp_api_gateway_restapi_client_certificate_enabled; gcp_load_balancing_ssl_listeners; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_storage_bucket_secure_transport_policy,oracle_api_gateway_restapi_client_certificate_enabled; oracle_load_balancer_ssl_listeners; oracle_opensearch_service_domains_node_to_node_encryption_enabled; oracle_object_storage_bucket_secure_transport_policy,ibm_api_connect_restapi_client_certificate_enabled; ibm_load_balancer_ssl_listeners; ibm_databases_service_domains_node_to_node_encryption_enabled; ibm_cos_bucket_secure_transport_policy,alicloud_api_gateway_restapi_client_certificate_enabled; alicloud_slb_ssl_listeners; alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_secure_transport_policy,24
AC-5-a,Separation Of Duties - Identify and document [ assignment:...,manual,,,,,,,0
AC-5-b,Separation Of Duties - Define system access authorizations to...,automated,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges,azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges,gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges,18
AC-6(1),Least Privilege - Least privilege | authorize access to security functions authorize access for [,automated,ec2_ebs_public_snapshot; ec2_instance_public_ip; ec2_instance_imdsv2_enabled; emr_cluster_master_nodes_no_public_ip; iam_policy_attached_only_to_group_or_roles; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key; iam_user_accesskey_unused,azure_compute_ebs_public_snapshot; azure_compute_instance_public_ip; azure_compute_instance_imdsv2_enabled; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_active_directory_policy_attached_only_to_group_or_roles; azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges; azure_active_directory_no_root_access_key; azure_active_directory_user_accesskey_unused,gcp_compute_ebs_public_snapshot; gcp_compute_instance_public_ip; gcp_compute_instance_imdsv2_enabled; gcp_dataproc_cluster_master_nodes_no_public_ip; gcp_iam_policy_attached_only_to_group_or_roles; gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_no_root_access_key; gcp_iam_user_accesskey_unused,oracle_compute_ebs_public_snapshot; oracle_compute_instance_public_ip; oracle_compute_instance_imdsv2_enabled; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_user_accesskey_unused,ibm_vpc_ebs_public_snapshot; ibm_vpc_instance_public_ip; ibm_vpc_instance_imdsv2_enabled; ibm_analytics_engine_cluster_master_nodes_no_public_ip; ibm_iam_policy_attached_only_to_group_or_roles; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_user_accesskey_unused,alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_public_ip; alicloud_ecs_instance_imdsv2_enabled; alicloud_emr_cluster_master_nodes_no_public_ip; alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_user_accesskey_unused,60
AC-6(10),Least Privilege - Least privilege | prohibit non - privileged users from executing privileged func,automated,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key,azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges; azure_active_directory_no_root_access_key,gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_no_root_access_key,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key,24
AC-6(2),Least Privilege - Least privilege | non - privileged access for nonsecurity functions require that,automated,iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key,azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges; azure_active_directory_no_root_access_key,gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_no_root_access_key,oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key,ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key,alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key,24
AC-6(3),Least Privilege - Least privilege | network access to privileged commands authorize network access,automated,iam_policy_attached_only_to_group_or_roles; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges,azure_active_directory_policy_attached_only_to_group_or_roles; azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges,gcp_iam_policy_attached_only_to_group_or_roles; gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges,oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges,ibm_iam_policy_attached_only_to_group_or_roles; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges,alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges,24
AC-6(4),Least Privilege - Least privilege | separate processing domains provide separate processing domain,automated,ec2_ebs_public_snapshot; ec2_instance_public_ip; ec2_instance_imdsv2_enabled; emr_cluster_master_nodes_no_public_ip; iam_policy_attached_only_to_group_or_roles; iam_aws_attached_policy_no_administrative_privileges; iam_customer_attached_policy_no_administrative_privileges; iam_inline_policy_no_administrative_privileges; iam_no_root_access_key; iam_user_accesskey_unused,azure_compute_ebs_public_snapshot; azure_compute_instance_public_ip; azure_compute_instance_imdsv2_enabled; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_active_directory_policy_attached_only_to_group_or_roles; azure_active_directory_aws_attached_policy_no_administrative_privileges; azure_active_directory_customer_attached_policy_no_administrative_privileges; azure_active_directory_inline_policy_no_administrative_privileges; azure_active_directory_no_root_access_key; azure_active_directory_user_accesskey_unused,gcp_compute_ebs_public_snapshot; gcp_compute_instance_public_ip; gcp_compute_instance_imdsv2_enabled; gcp_dataproc_cluster_master_nodes_no_public_ip; gcp_iam_policy_attached_only_to_group_or_roles; gcp_iam_aws_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_no_root_access_key; gcp_iam_user_accesskey_unused,oracle_compute_ebs_public_snapshot; oracle_compute_instance_public_ip; oracle_compute_instance_imdsv2_enabled; oracle_big_data_cluster_master_nodes_no_public_ip; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_user_accesskey_unused,ibm_vpc_ebs_public_snapshot; ibm_vpc_instance_public_ip; ibm_vpc_instance_imdsv2_enabled; ibm_analytics_engine_cluster_master_nodes_no_public_ip; ibm_iam_policy_attached_only_to_group_or_roles; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_user_accesskey_unused,alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_public_ip; alicloud_ecs_instance_imdsv2_enabled; alicloud_emr_cluster_master_nodes_no_public_ip; alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_user_accesskey_unused,60
