rule_id,provider,service,category,severity,title,description,check_type,complexity,frameworks,compliance_ids,source_file
azure.authorization.role_assignment.external_tenants_configured,azure,authorization,role_assignment,MEDIUM,Check role assignments for principals from unauthorized external Azure AD tenants.,Check role assignments for principals from unauthorized external Azure AD tenants.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SA-9(2),azure_rule_config/authorization/azure.authorization.role_assignment.external_tenants_configured.yaml
azure.authorization.role_definition.action_configured,azure,authorization,role_definition,MEDIUM,Check role definitions for unauthorized maintenance tool actions,Check role definitions for unauthorized maintenance tool actions; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-3(3),azure_rule_config/authorization/azure.authorization.role_definition.action_configured.yaml
azure.authorization.role_definition.change_control_configured,azure,authorization,role_definition,MEDIUM,(refined),(refined); Check that custom RBAC role definitions are not changed without approval.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-3(4),azure_rule_config/authorization/azure.authorization.role_definition.change_control_configured.yaml
azure.backup.recovery_vault.configured,azure,backup,recovery_vault,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/6.1,azure_rule_config/backup/azure.backup.recovery_vault.configured.yaml
azure.backup.recovery_vaults.redundancy_configured,azure,backup,recovery_vaults,MEDIUM,Ensure Recovery Vaults are configured with geo-redundant storage.,Ensure Recovery Vaults are configured with geo-redundant storage.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-8(3),azure_rule_config/backup/azure.backup.recovery_vaults.redundancy_configured.yaml
azure.cdn.endpoint.origin_traffic_encrypted,azure,cdn,endpoint,MEDIUM,Examine documentation and interview personnel to verify that security policies a,Examine documentation and interview personnel to verify that security policies a,config,L3_API_LIST_CROSS,PCI_DSS,pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4,azure_rule_config/cdn/azure.cdn.endpoint.origin_traffic_encrypted.yaml
azure.compute.disk.delete_option_configured,azure,compute,disk,MEDIUM,Check that OS and data disks are configured to be deleted on VM deletion.,Check that OS and data disks are configured to be deleted on VM deletion.; (refined),config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.8.3,azure_rule_config/compute/azure.compute.disk.delete_option_configured.yaml
azure.compute.virtual_machine.antimalware_enabled,azure,compute,virtual_machine,MEDIUM,Check if Azure VMs have Microsoft Antimalware or Defender extension enabled.,Check if Azure VMs have Microsoft Antimalware or Defender extension enabled.; (refined),config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/SI-3(1),azure_rule_config/compute/azure.compute.virtual_machine.antimalware_enabled.yaml
azure.compute.virtual_machine.boot_diagnostics_configured,azure,compute,virtual_machine,MEDIUM,Check that Azure VMs have boot diagnostics enabled for recovery troubleshooting,Check that Azure VMs have boot diagnostics enabled for recovery troubleshooting,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-2(6),azure_rule_config/compute/azure.compute.virtual_machine.boot_diagnostics_configured.yaml
azure.compute.virtual_machine.disaster_recovery_enabled,azure,compute,virtual_machine,MEDIUM,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup with geo-redundancy.,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup with geo-redundancy.; Check that Azure VMs are configured wit,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2);CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),azure_rule_config/compute/azure.compute.virtual_machine.disaster_recovery_enabled.yaml
azure.compute.virtual_machine.image_baseline_enabled,azure,compute,virtual_machine,MEDIUM,Check that VMs are deployed from an approved baseline image.,Check that VMs are deployed from an approved baseline image.,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-2(3),azure_rule_config/compute/azure.compute.virtual_machine.image_baseline_enabled.yaml
azure.compute.virtual_machine.image_scan_enabled,azure,compute,virtual_machine,MEDIUM,Check if Virtual Machines are configured to use images from a gallery with vulnerability assessment or require scanning via Defender for Cloud.,Check if Virtual Machines are configured to use images from a gallery with vulnerability assessment or require scanning via Defender for Cloud.; (refi,config,L1_API_BOOLEAN,NIST_800_171,NIST_800_171/3.14.5,azure_rule_config/compute/azure.compute.virtual_machine.image_scan_enabled.yaml
azure.compute.virtual_machine.maintenance_behavior_configured,azure,compute,virtual_machine,MEDIUM,Check that Azure VMs are configured to deallocate on stop for non-local maintenance.,Check that Azure VMs are configured to deallocate on stop for non-local maintenance.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-4(2),azure_rule_config/compute/azure.compute.virtual_machine.maintenance_behavior_configured.yaml
azure.compute.virtual_machine.patch_assessment_configured,azure,compute,virtual_machine,MEDIUM,Check that Azure VMs have patch assessment enabled via Azure Update Management.,Check that Azure VMs have patch assessment enabled via Azure Update Management.; (refined),config,L5_NEEDS_AGENT,CANADA_PBMM,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),azure_rule_config/compute/azure.compute.virtual_machine.patch_assessment_configured.yaml
azure.compute.virtual_machine.recovery_automation_configured,azure,compute,virtual_machine,MEDIUM,(refined),"(refined); Check Azure VMs have recovery automation (e.g., boot diagnostics, availability sets/zones) configured.",config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-2(8),azure_rule_config/compute/azure.compute.virtual_machine.recovery_automation_configured.yaml
azure.compute.vm.inventory_enabled,azure,compute,vm,MEDIUM,Check that all Azure VMs are tracked in an inventory system via tags or Azure Resource Graph.,Check that all Azure VMs are tracked in an inventory system via tags or Azure Resource Graph.; Check that all Azure VMs are tracked in a CMDB or inven,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),azure_rule_config/compute/azure.compute.vm.inventory_enabled.yaml
azure.cr.image.vulnerability_assessment_enabled,azure,cr,image,MEDIUM,PARTIAL: azure.cr.image.vulnerability_assessment_enabled ||| verifies ACR vulnerability scanning is configured but does not confirm execution after si,PARTIAL: azure.cr.image.vulnerability_assessment_enabled ||| verifies ACR vulnerability scanning is configured but does not confirm execution after si,config,L1_API_BOOLEAN,PCI_DSS,PCI_DSS/11.3.1.3,azure_rule_config/cr/azure.cr.image.vulnerability_assessment_enabled.yaml
azure.devops.project.no_secrets_in_variables_enforced,azure,devops,project,MEDIUM,Examine system configuration settings to verify that system/session idle timeout,Examine system configuration settings to verify that system/session idle timeout,config,L2_API_CONFIG,PCI_DSS,pci_dss_v4_6.3.2;pci_dss_v4_8.2.1;pci_dss_v4_8.2.6;pci_dss_v4_8.2.7;pci_dss_v4_8.2.8,azure_rule_config/devops/azure.devops.project.no_secrets_in_variables_enforced.yaml
azure.entra.user.unused_credentials_configured,azure,entra,user,MEDIUM,Access Control,Access Control,config,L2_API_CONFIG,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Your_Surroundings_4;cisa_ce_v1_Your_Systems_2;rbi_bank_9.3;rbi_nbfc_2.5,azure_rule_config/entra/azure.entra.user.unused_credentials_configured.yaml
azure.entra.user.tenant_admin_api_keys_absent_configured,azure,entra,user,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_AZURE,CIS_AZURE/6.26,azure_rule_config/entra/azure.entra.user.tenant_admin_api_keys_absent_configured.yaml
azure.entra.notification.group_mapping_configured,azure,entra,notification,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_AZURE,CIS_AZURE/9.1.13,azure_rule_config/entra/azure.entra.notification.group_mapping_configured.yaml
azure.functionapp.secrets_in_keyvault_configured,azure,functionapp,secrets_in_keyvault_configured,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_AZURE,CIS_AZURE/2.5,azure_rule_config/functionapp/azure.functionapp.secrets_in_keyvault_configured.yaml
azure.aad.user.anonymous_auth_disabled,azure,aad,user,HIGH,(refined),(refined),config,L1_API_BOOLEAN,CIS,CIS/3.2.1,azure_rule_config/aad/azure.aad.user.anonymous_auth_disabled.yaml
azure.iam.role.least_privilege_enforced,azure,iam,role,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/4.1.1,azure_rule_config/iam/azure.iam.role.least_privilege_enforced.yaml
azure.iam.role.wildcard_action_configured,azure,iam,role,HIGH,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/4.1.3,azure_rule_config/iam/azure.iam.role.wildcard_action_configured.yaml
azure.authorization.role_definition.max_session_hours_configured,azure,authorization,role_definition,MEDIUM,(refined),(refined); Check PIM/role settings for maximum activation duration is configured.,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.1.11,azure_rule_config/authorization/azure.authorization.role_definition.max_session_hours_configured.yaml
azure.aad.service_principal.key_credentials_configured,azure,aad,service_principal,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/4.1.6,azure_rule_config/aad/azure.aad.service_principal.key_credentials_configured.yaml
azure.aad.service_principal.oauth2_permissions_restricted,azure,aad,service_principal,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/4.1.6,azure_rule_config/aad/azure.aad.service_principal.oauth2_permissions_restricted.yaml
azure.aad.user.security_key_enforcement_configured,azure,aad,user,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_AZURE,CIS_AZURE/6.2.4,azure_rule_config/aad/azure.aad.user.security_key_enforcement_configured.yaml
azure.keyvault.key.key_type_configured,azure,keyvault,key,MEDIUM,Check that Key Vault keys are customer-managed (not Microsoft-managed).,Check that Key Vault keys are customer-managed (not Microsoft-managed).,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-12(2),azure_rule_config/keyvault/azure.keyvault.key.key_type_configured.yaml
azure.keyvault.vault.access_policy_configured,azure,keyvault,vault,MEDIUM,Check that Azure Key Vault has access policies or RBAC assignments restricting key management and usage.,Check that Azure Key Vault has access policies or RBAC assignments restricting key management and usage.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-12(1),azure_rule_config/keyvault/azure.keyvault.vault.access_policy_configured.yaml
azure.network.load_balancer.https_redirect_configured,azure,network,load_balancer,HIGH,CCCS SC-8: Transmission Confidentiality and Integrity,CCCS SC-8: Transmission Confidentiality and Integrity,config,L3_API_LIST_CROSS,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,azure_rule_config/network/azure.network.load_balancer.https_redirect_configured.yaml
azure.managementgroup.subscription.entra_tenant_transfer_restriction_configured,azure,managementgroup,subscription,MEDIUM,(refined),(refined); Check that subscription transfers to/from Microsoft Entra tenants are prohibited.,config,L2_API_CONFIG,CIS;CIS_AZURE,CIS/5.25;CIS_AZURE/5.25,azure_rule_config/managementgroup/azure.managementgroup.subscription.entra_tenant_transfer_restriction_configured.yaml
azure.netappfiles.encryption.key_source_cmk_check,azure,netappfiles,encryption,HIGH,Ensure 'Encryption key source' is set to 'Customer Managed  Key' for Azure NetAp,Ensure 'Encryption key source' is set to 'Customer Managed  Key' for Azure NetAp,config,L2_API_CONFIG,CIS_AZURE,cis_azure_10.1,azure_rule_config/netappfiles/azure.netappfiles.encryption.key_source_cmk_check.yaml
azure.network.network_security_group.rule_access_restricted,azure,network,network_security_group,MEDIUM,"Check that NSG security rules enforce allowed traffic flows (deny by default, explicit allow rules).","Check that NSG security rules enforce allowed traffic flows (deny by default, explicit allow rules).",config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/AC-4(21),azure_rule_config/network/azure.network.network_security_group.rule_access_restricted.yaml
azure.network.virtual_network_peering.allow_forwarded_traffic_restricted,azure,network,virtual_network_peering,MEDIUM,Check that virtual network peering does not allow forwarded traffic from outside.,Check that virtual network peering does not allow forwarded traffic from outside.,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/CA-3(3);CANADA_PBMM/CA-3(5),azure_rule_config/network/azure.network.virtual_network_peering.allow_forwarded_traffic_restricted.yaml
azure.rbac.role.custom_role_permissions_restricted,azure,rbac,role,MEDIUM,(refined),(refined); Check custom RBAC roles have defined maximum permissions boundaries.,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/SC-6,azure_rule_config/rbac/azure.rbac.role.custom_role_permissions_restricted.yaml
azure.securitycenter.assessments.periodic_configured,azure,securitycenter,assessments,MEDIUM,Check that Azure Security Center is configured to run continuous assessments and provide secure scores.,Check that Azure Security Center is configured to run continuous assessments and provide secure scores.,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.12.1,azure_rule_config/securitycenter/azure.securitycenter.assessments.periodic_configured.yaml
azure.sentinel.data_connector.is_configured,azure,sentinel,data_connector,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,azure_rule_config/sentinel/azure.sentinel.data_connector.is_configured.yaml
azure.sql.connection.credentials_in_keyvault_configured,azure,sql,connection,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_AZURE,CIS_AZURE/2.5,azure_rule_config/sql/azure.sql.connection.credentials_in_keyvault_configured.yaml
azure.storage.bucket.lifecycle_enabled,azure,storage,bucket,MEDIUM,Requirement 10.7.3,Requirement 10.7.3,config,L1_API_BOOLEAN,PCI_DSS,pci_dss_v4_10.7.2;pci_dss_v4_10.7.3;pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,azure_rule_config/storage/azure.storage.bucket.lifecycle_enabled.yaml
azure.storage.immutable.blob_enabled,azure,storage,immutable,MEDIUM,"A1.2 Backup and Disaster Recovery: The entity implements backup processes, data","A1.2 Backup and Disaster Recovery: The entity implements backup processes, data",config,L1_API_BOOLEAN,SOC2,soc2_a1_2,azure_rule_config/storage/azure.storage.immutable.blob_enabled.yaml
azure.compute.virtual_machine.time_sync_configured,azure,compute,virtual_machine,MEDIUM,(refined),(refined); Check if Azure VMs are configured to use time synchronization from host or NTP.,config,L5_NEEDS_AGENT,PCI_DSS,PCI_DSS/10.6.1,azure_rule_config/compute/azure.compute.virtual_machine.time_sync_configured.yaml
azure.vm.guest_config.antimalware_enabled,azure,vm,guest_config,MEDIUM,Check if Azure VMs have Microsoft Antimalware or Defender extension enabled and running.,Check if Azure VMs have Microsoft Antimalware or Defender extension enabled and running.; (refined),config,L5_NEEDS_AGENT,CANADA_PBMM,CANADA_PBMM/SI-3(2),azure_rule_config/vm/azure.vm.guest_config.antimalware_enabled.yaml
azure.vpn.virtual_network_gateway.split_tunnel_configured,azure,vpn,virtual_network_gateway,MEDIUM,check that Azure VPN gateway point-to-site configurations disable split tunneling,check that Azure VPN gateway point-to-site configurations disable split tunneling; (refined),config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.13.7,azure_rule_config/vpn/azure.vpn.virtual_network_gateway.split_tunnel_configured.yaml
