rule_id,provider,service,category,severity,title,description,check_type,complexity,frameworks,compliance_ids,source_file
k8s.core.node.inventory_enabled,k8s,core,node,MEDIUM,(refined),(refined); PARTIAL: k8s.core.node.inventory ||| verifies node (compute) inventory but not other cluster-wide system components like control plane or a,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),k8s_rule_config/core/k8s.core.node.inventory_enabled.yaml
k8s.core.service_account.name_configured,k8s,core,service_account,MEDIUM,Check that all Kubernetes ServiceAccounts are identified with a unique name within a namespace.,Check that all Kubernetes ServiceAccounts are identified with a unique name within a namespace.; (refined),config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.5.1,k8s_rule_config/core/k8s.core.service_account.name_configured.yaml
k8s.etcd.data_directory.ownership_configured,k8s,etcd,data_directory,MEDIUM,Check that the etcd data directory is owned by the etcd:etcd user and group.,Check that the etcd data directory is owned by the etcd:etcd user and group.; Check etcd data directory ownership is set to etcd:etcd; (refined),config,L2_API_CONFIG,CIS;CIS_K8S,CIS/1.1.12;CIS/1.4.12;CIS_K8S/1.1.12;CIS_K8S/1.4.12,k8s_rule_config/etcd/k8s.etcd.data_directory.ownership_configured.yaml
k8s.etcd.data_directory.permissions_configured,k8s,etcd,data_directory,MEDIUM,Check etcd data directory file permissions are set to 700 or more restrictive,Check etcd data directory file permissions are set to 700 or more restrictive; (refined),config,L2_API_CONFIG,CIS;CIS_K8S,CIS/1.1.11;CIS_K8S/1.1.11,k8s_rule_config/etcd/k8s.etcd.data_directory.permissions_configured.yaml
k8s.falco.daemonset.status_configured,k8s,falco,daemonset,MEDIUM,check that a runtime security tool like Falco is deployed as a DaemonSet,check that a runtime security tool like Falco is deployed as a DaemonSet,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SI-4(16),k8s_rule_config/falco/k8s.falco.daemonset.status_configured.yaml
k8s.kube_apiserver.argument.streaming_connection_idle_timeout_configured,k8s,kube_apiserver,argument,MEDIUM,Ensure kube-apiserver --streaming-connection-idle-timeout is not set to 0,Ensure kube-apiserver --streaming-connection-idle-timeout is not set to 0; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.6;CIS_K8S/2.1.6,k8s_rule_config/kube_apiserver/k8s.kube_apiserver.argument.streaming_connection_idle_timeout_configured.yaml
k8s.kubeconfig.file.permissions_configured,k8s,kubeconfig,file,MEDIUM,Check proxy kubeconfig file permissions are 600 or more restrictive,Check proxy kubeconfig file permissions are 600 or more restrictive; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.3;CIS_K8S/4.1.3,k8s_rule_config/kubeconfig/k8s.kubeconfig.file.permissions_configured.yaml
k8s.kubelet.config.cadvisor_port_configured,k8s,kubelet,config,MEDIUM,Ensure the kubelet's --cadvisor-port argument is disabled (set to 0) to prevent unauthorized access to container metrics.,Ensure the kubelet's --cadvisor-port argument is disabled (set to 0) to prevent unauthorized access to container metrics.; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.13;CIS_K8S/2.1.13,k8s_rule_config/kubelet/k8s.kubelet.config.cadvisor_port_configured.yaml
k8s.kubelet.config.cipher_suites_configured,k8s,kubelet,config,MEDIUM,Check kubelet configuration file for strong cryptographic ciphers.,Check kubelet configuration file for strong cryptographic ciphers.; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.13;CIS_K8S/4.2.13,k8s_rule_config/kubelet/k8s.kubelet.config.cipher_suites_configured.yaml
k8s.kubelet.config.file_ownership_enforced,k8s,kubelet,config,MEDIUM,validate kubelet config.yaml file ownership is set to root:root,validate kubelet config.yaml file ownership is set to root:root; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.10;CIS_K8S/4.1.10,k8s_rule_config/kubelet/k8s.kubelet.config.file_ownership_enforced.yaml
k8s.kubelet.config.rotate_certificates_configured,k8s,kubelet,config,MEDIUM,Ensure kubelet does not have rotate-certificates set to false,Ensure kubelet does not have rotate-certificates set to false; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.11;CIS_K8S/4.2.11,k8s_rule_config/kubelet/k8s.kubelet.config.rotate_certificates_configured.yaml
k8s.node.cni.file_permissions_restricted,k8s,node,cni,MEDIUM,"PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration c","PARTIAL: k8s.kubernetes.cni.file_permissions ||| Requires agent-based file integrity monitoring on worker nodes, not a pure API-driven configuration c",config,L5_NEEDS_AGENT,CIS,CIS/1.1.9,k8s_rule_config/node/k8s.node.cni.file_permissions_restricted.yaml
k8s.kubelet.config.event_qps_configured,k8s,kubelet,config,MEDIUM,Check that the kubelet --event-qps argument is set to 0 or an appropriate level for event capture.,Check that the kubelet --event-qps argument is set to 0 or an appropriate level for event capture.; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.2.9;CIS_K8S/4.2.9,k8s_rule_config/kubelet/k8s.kubelet.config.event_qps_configured.yaml
k8s.kubelet.config.make_iptables_util_chains_configured,k8s,kubelet,config,MEDIUM,Ensure kubelet argument --make-iptables-util-chains is set to true,Ensure kubelet argument --make-iptables-util-chains is set to true; Ensure the kubelet --make-iptables-util-chains argument is set to true for proper,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.8;CIS/4.2.7;CIS_K8S/2.1.8;CIS_K8S/4.2.7,k8s_rule_config/kubelet/k8s.kubelet.config.make_iptables_util_chains_configured.yaml
k8s.node.cni.version_configured,k8s,node,cni,MEDIUM,"PARTIAL: k8s.kubernetes.node.cni.version ||| Can verify CNI version on self-managed nodes via node agent, but cannot enforce or verify for managed ser","PARTIAL: k8s.kubernetes.node.cni.version ||| Can verify CNI version on self-managed nodes via node agent, but cannot enforce or verify for managed ser",config,L2_API_CONFIG,CIS,CIS/4.3.1,k8s_rule_config/node/k8s.node.cni.version_configured.yaml
k8s.node.file.ownership_configured,k8s,node,file,MEDIUM,Check that the admin.conf file on each node is owned by root:root,Check that the admin.conf file on each node is owned by root:root; (refined),config,L2_API_CONFIG,CIS;CIS_K8S,CIS/1.1.14;CIS_K8S/1.1.14,k8s_rule_config/node/k8s.node.file.ownership_configured.yaml
k8s.node.file_permissions.proxy_configured,k8s,node,file_permissions,MEDIUM,(refined),(refined); Check that the kube-proxy kubeconfig file permissions are 644 or more restrictive.,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.2.5;CIS_K8S/2.2.5,k8s_rule_config/node/k8s.node.file_permissions.proxy_configured.yaml
k8s.node.file_system.client_ca_ownership_enforced,k8s,node,file_system,MEDIUM,Check that the client certificate authorities file on each node is owned by root:root,Check that the client certificate authorities file on each node is owned by root:root; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.8;CIS_K8S/4.1.8,k8s_rule_config/node/k8s.node.file_system.client_ca_ownership_enforced.yaml
k8s.node.file_system.ownership_configured,k8s,node,file_system,MEDIUM,Check that the proxy kubeconfig file on a node is owned by root:root,Check that the proxy kubeconfig file on a node is owned by root:root; Check that kubelet config file ownership is root:root on cluster nodes.; Check t,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/1.4.4;CIS/4.1.4;CIS_K8S/1.4.4;CIS_K8S/2.2.2;CIS_K8S/4.1.4,k8s_rule_config/node/k8s.node.file_system.ownership_configured.yaml
k8s.kubelet.config.protect_kernel_defaults_configured,k8s,kubelet,config,MEDIUM,Check that the kubelet argument --protect-kernel-defaults is set to true for node security.,Check that the kubelet argument --protect-kernel-defaults is set to true for node security.; Check that the kubelet --protect-kernel-defaults argument,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.7;CIS/4.2.6;CIS_K8S/2.1.7;CIS_K8S/4.2.6,k8s_rule_config/kubelet/k8s.kubelet.config.protect_kernel_defaults_configured.yaml
k8s.namespace.default_configured,k8s,namespace,default_configured,MEDIUM,"PARTIAL: k8s.namespace.default ||| requires agent-based audit of cluster RBAC, not pure API configuration","PARTIAL: k8s.namespace.default ||| requires agent-based audit of cluster RBAC, not pure API configuration",config,L2_API_CONFIG,CIS_K8S,CIS_K8S/5.7.4,k8s_rule_config/namespace/k8s.namespace.default_configured.yaml
k8s.namespace.labels_configured,k8s,namespace,labels_configured,MEDIUM,PARTIAL: k8s.namespace.labels ||| verifies namespace labels as a tagging proxy but not all cluster resources,PARTIAL: k8s.namespace.labels ||| verifies namespace labels as a tagging proxy but not all cluster resources,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,k8s_rule_config/namespace/k8s.namespace.labels_configured.yaml
k8s.network.ingress.tls_secret_configured,k8s,network,ingress,HIGH,PARTIAL: k8s.network.ingress.tls_secret_configured ||| verifies TLS secret is referenced but not the TLS version or cipher strength,PARTIAL: k8s.network.ingress.tls_secret_configured ||| verifies TLS secret is referenced but not the TLS version or cipher strength,config,L3_API_LIST_CROSS,CIS,CIS/10.3,k8s_rule_config/network/k8s.network.ingress.tls_secret_configured.yaml
k8s.network.network_policy.ingress_restricted,k8s,network,network_policy,MEDIUM,Check that NetworkPolicy resources restrict inbound pod traffic.,Check that NetworkPolicy resources restrict inbound pod traffic.; Check that NetworkPolicy resources restrict ingress from external sources to only au,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/SC-7(12);CANADA_PBMM/SC-7(13);CANADA_PBMM/SC-7(18);CANADA_PBMM/SC-7(7);CANADA_PBMM/SC-7(8),k8s_rule_config/network/k8s.network.network_policy.ingress_restricted.yaml
k8s.network.service.external_traffic_policy_configured,k8s,network,service,MEDIUM,Check that Service externalTrafficPolicy is set for local traffic handling and failover.,Check that Service externalTrafficPolicy is set for local traffic handling and failover.; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-8(2),k8s_rule_config/network/k8s.network.service.external_traffic_policy_configured.yaml
k8s.node.file_system.certificate_authorities_permissions_restricted,k8s,node,file_system,MEDIUM,Check that the kubelet's CA certificate file permissions are set to 600 or more restrictive.,Check that the kubelet's CA certificate file permissions are set to 600 or more restrictive.; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.7;CIS_K8S/4.1.7,k8s_rule_config/node/k8s.node.file_system.certificate_authorities_permissions_restricted.yaml
k8s.node.kubelet.hostname_override_configured,k8s,node,kubelet,MEDIUM,(refined),(refined); Check that the kubelet's --hostname-override argument is not set for node configuration.,config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/2.1.10;CIS/4.2.8;CIS_K8S/2.1.10;CIS_K8S/4.2.8,k8s_rule_config/node/k8s.node.kubelet.hostname_override_configured.yaml
k8s.node.kubelet.kubeconfig_ownership_enforced,k8s,node,kubelet,MEDIUM,Check that the kubelet kubeconfig file ownership is set to root:root,Check that the kubelet kubeconfig file ownership is set to root:root; (refined),config,L5_NEEDS_AGENT,CIS;CIS_K8S,CIS/4.1.6;CIS_K8S/4.1.6,k8s_rule_config/node/k8s.node.kubelet.kubeconfig_ownership_enforced.yaml
k8s.node.time_sync_configured,k8s,node,time_sync_configured,MEDIUM,(refined),"(refined); Check if Kubernetes nodes (e.g., via DaemonSet) are configured to run an NTP client or service.",config,L5_NEEDS_AGENT,PCI_DSS,PCI_DSS/10.6.1,k8s_rule_config/node/k8s.node.time_sync_configured.yaml
k8s.persistentvolume.encryption_enabled,k8s,persistentvolume,encryption_enabled,HIGH,Check that PersistentVolumes are configured to use encryption at rest.,Check that PersistentVolumes are configured to use encryption at rest.,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CA-8(1),k8s_rule_config/persistentvolume/k8s.persistentvolume.encryption_enabled.yaml
k8s.pod.required_labels_configured,k8s,pod,required_labels_configured,MEDIUM,Check that Kubernetes Pods have required labels for configuration management.,Check that Kubernetes Pods have required labels for configuration management.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-6(1),k8s_rule_config/pod/k8s.pod.required_labels_configured.yaml
k8s.pod.spec.containers_image_configured,k8s,pod,spec,MEDIUM,Check that pods use containers from an approved baseline image.,Check that pods use containers from an approved baseline image.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-2(2),k8s_rule_config/pod/k8s.pod.spec.containers_image_configured.yaml
k8s.rbac.namespace_configured,k8s,rbac,namespace_configured,MEDIUM,PARTIAL: k8s.rbac.namespace ||| verifies namespace configuration exists but not testing execution or isolation effectiveness,PARTIAL: k8s.rbac.namespace ||| verifies namespace configuration exists but not testing execution or isolation effectiveness,config,L2_API_CONFIG,CIS,CIS/5.6.1,k8s_rule_config/rbac/k8s.rbac.namespace_configured.yaml
k8s.rbac.network_policy_configured,k8s,rbac,network_policy_configured,MEDIUM,PARTIAL: k8s.rbac.network_policy ||| verifies network policy configuration exists but not specific to maintenance sessions,PARTIAL: k8s.rbac.network_policy ||| verifies network policy configuration exists but not specific to maintenance sessions,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/MA-4(6),k8s_rule_config/rbac/k8s.rbac.network_policy_configured.yaml
k8s.rbac.role_configured,k8s,rbac,role_configured,MEDIUM,PARTIAL: k8s.rbac.role ||| verifies RBAC role configuration exists but cannot verify change analysis process execution,PARTIAL: k8s.rbac.role ||| verifies RBAC role configuration exists but cannot verify change analysis process execution,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.4.4,k8s_rule_config/rbac/k8s.rbac.role_configured.yaml
k8s.rbac.role.administrators_cannot_update_cluster_role_binding_configured,k8s,rbac,role,MEDIUM,PARTIAL: k8s.rbac.role.administrators_cannot_update_cluster_role_binding ||| verifies RBAC bindings but not direct tenancy/namespace admin group modif,PARTIAL: k8s.rbac.role.administrators_cannot_update_cluster_role_binding ||| verifies RBAC bindings but not direct tenancy/namespace admin group modif,config,L2_API_CONFIG,CIS_K8S,CIS_K8S/5.1.3,k8s_rule_config/rbac/k8s.rbac.role.administrators_cannot_update_cluster_role_binding_configured.yaml
k8s.rbac.role.deny_maintenance_tools_restricted,k8s,rbac,role,MEDIUM,PARTIAL: k8s.rbac.role.deny_maintenance_tools ||| verifies RBAC policy denies specific verbs/APIGroups but cannot verify restriction of physical/vendo,PARTIAL: k8s.rbac.role.deny_maintenance_tools ||| verifies RBAC policy denies specific verbs/APIGroups but cannot verify restriction of physical/vendo,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-3(1),k8s_rule_config/rbac/k8s.rbac.role.deny_maintenance_tools_restricted.yaml
k8s.rbac.role.rules_configured,k8s,rbac,role,MEDIUM,Check RBAC ClusterRoles and Roles have defined rules with explicit resource/verb boundaries.,Check RBAC ClusterRoles and Roles have defined rules with explicit resource/verb boundaries.; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-6,k8s_rule_config/rbac/k8s.rbac.role.rules_configured.yaml
k8s.rbac.role.verbs_configured,k8s,rbac,role,MEDIUM,PARTIAL: k8s.rbac.role.verbs ||| verifies RBAC policy configuration but not audit log coverage or centralized collection,PARTIAL: k8s.rbac.role.verbs ||| verifies RBAC policy configuration but not audit log coverage or centralized collection,config,L2_API_CONFIG,CIS,CIS/3.2.2,k8s_rule_config/rbac/k8s.rbac.role.verbs_configured.yaml
k8s.rbac.rolebinding.annotations_configured,k8s,rbac,rolebinding,MEDIUM,Check RBAC RoleBindings for nonlocal access require specific authentication annotations.,Check RBAC RoleBindings for nonlocal access require specific authentication annotations.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-4(1),k8s_rule_config/rbac/k8s.rbac.rolebinding.annotations_configured.yaml
k8s.rbac.rolebinding.external_subjects_configured,k8s,rbac,rolebinding,MEDIUM,Check RoleBindings/ClusterRoleBindings for unauthorized external subjects.,Check RoleBindings/ClusterRoleBindings for unauthorized external subjects.; Check RoleBindings/ClusterRoleBindings for subjects from unauthorized exte,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AC-20(1);CANADA_PBMM/AC-20(2);CANADA_PBMM/SA-9(2);CANADA_PBMM/SA-9(4);CANADA_PBMM/SA-9(5),k8s_rule_config/rbac/k8s.rbac.rolebinding.external_subjects_configured.yaml
k8s.rbac.service_account.secret_mounts_configured,k8s,rbac,service_account,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/4.1.6,k8s_rule_config/rbac/k8s.rbac.service_account.secret_mounts_configured.yaml
k8s.rbac.token.review_expiration_configured,k8s,rbac,token,MEDIUM,Check TokenReview or bound service account token expiration is configured.,Check TokenReview or bound service account token expiration is configured.; (refined),config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.1.11,k8s_rule_config/rbac/k8s.rbac.token.review_expiration_configured.yaml
k8s.rbac.user.account_management_enabled,k8s,rbac,user,MEDIUM,Ensure account management controls are enabled for Kubernetes users and service accounts,Ensure account management controls are enabled for Kubernetes users and service accounts; (refined),config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/AC-2(1),k8s_rule_config/rbac/k8s.rbac.user.account_management_enabled.yaml
k8s.secret.type_configured,k8s,secret,type_configured,MEDIUM,Check that Kubernetes Secrets of type kubernetes.io/tls or opaque are used for storing cryptographic keys and material.,Check that Kubernetes Secrets of type kubernetes.io/tls or opaque are used for storing cryptographic keys and material.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-12(1),k8s_rule_config/secret/k8s.secret.type_configured.yaml
k8s.storage.persistent_volume.encryption_state_configured,k8s,storage,persistent_volume,HIGH,PARTIAL: k8s.storage.persistent_volume.encryption_state ||| verifies storage class encryption config but not underlying provider-managed encryption,PARTIAL: k8s.storage.persistent_volume.encryption_state ||| verifies storage class encryption config but not underlying provider-managed encryption,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-28(1),k8s_rule_config/storage/k8s.storage.persistent_volume.encryption_state_configured.yaml
k8s.storage.persistentvolume.reclaim_policy_configured,k8s,storage,persistentvolume,MEDIUM,PARTIAL: k8s.storage.persistentvolume.reclaim_policy ||| verifies persistent storage policy for data retention but not completeness/accuracy/timelines,PARTIAL: k8s.storage.persistentvolume.reclaim_policy ||| verifies persistent storage policy for data retention but not completeness/accuracy/timelines,config,L2_API_CONFIG,SOC2,SOC2/PI1.5,k8s_rule_config/storage/k8s.storage.persistentvolume.reclaim_policy_configured.yaml
k8s.workload.backup_annotation_configured,k8s,workload,backup_annotation_configured,MEDIUM,Check that critical workloads (Pods/Deployments) have annotations/labels indicating backup or disaster recovery intent.,Check that critical workloads (Pods/Deployments) have annotations/labels indicating backup or disaster recovery intent.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-2(1),k8s_rule_config/workload/k8s.workload.backup_annotation_configured.yaml
k8s.workload.container.image_baseline_enabled,k8s,workload,container,MEDIUM,Check that Pod container images are from an approved baseline repository.,Check that Pod container images are from an approved baseline repository.,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-2(3),k8s_rule_config/workload/k8s.workload.container.image_baseline_enabled.yaml
k8s.workload.container.image_digest_configured,k8s,workload,container,MEDIUM,Check that container workloads specify an immutable image digest (not tag) for integrity.,Check that container workloads specify an immutable image digest (not tag) for integrity.; Check that container workloads specify immutable image dige,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SI-7(1);CANADA_PBMM/SI-7(7),k8s_rule_config/workload/k8s.workload.container.image_digest_configured.yaml
k8s.workload.replica_high_availability_enabled,k8s,workload,replica_high_availability_enabled,MEDIUM,Check Kubernetes Deployments/StatefulSets have multiple replicas and pod disruption budgets for high availability.,Check Kubernetes Deployments/StatefulSets have multiple replicas and pod disruption budgets for high availability.; (refined),config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-2(8),k8s_rule_config/workload/k8s.workload.replica_high_availability_enabled.yaml
