rule_id,provider,service,category,severity,title,description,check_type,complexity,frameworks,compliance_ids,source_file
gcp.compute.image.shielded_vm_enabled,gcp,compute,image,MEDIUM,PARTIAL: gcp.compute.image.shielded_vm_enabled ||| verifies image integrity via shielded VM but not full developer CM process,PARTIAL: gcp.compute.image.shielded_vm_enabled ||| verifies image integrity via shielded VM but not full developer CM process,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/SA-10(1),gcp_rule_config/compute/gcp.compute.image.shielded_vm_enabled.yaml
gcp.compute.instance.automatic_restart_configured,gcp,compute,instance,MEDIUM,Check Compute Engine instances are configured with automatic restart for recovery,Check Compute Engine instances are configured with automatic restart for recovery,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/compute/gcp.compute.instance.automatic_restart_configured.yaml
gcp.compute.instance.disaster_recovery_enabled,gcp,compute,instance,MEDIUM,"Check that Compute Engine instances have disaster recovery configured (e.g., via persistent disk snapshots and instance templates).","Check that Compute Engine instances have disaster recovery configured (e.g., via persistent disk snapshots and instance templates).; Check that Comput",config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2);CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),gcp_rule_config/compute/gcp.compute.instance.disaster_recovery_enabled.yaml
gcp.compute.instance.image_scan_enabled,gcp,compute,instance,MEDIUM,(refined),(refined); Check if Compute Engine VMs are configured to use images with Security Health Analytics or require scanning via Security Command Center.,config,L1_API_BOOLEAN,NIST_800_171,NIST_800_171/3.14.5,gcp_rule_config/compute/gcp.compute.instance.image_scan_enabled.yaml
gcp.compute.instance.inventory_enabled,gcp,compute,instance,MEDIUM,Check that all Compute Engine instances are tracked in an inventory system via labels or Asset Inventory.,Check that all Compute Engine instances are tracked in an inventory system via labels or Asset Inventory.; Check that all Compute Engine instances are,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),gcp_rule_config/compute/gcp.compute.instance.inventory_enabled.yaml
gcp.compute.instance.ip_forwarding_check,gcp,compute,instance,MEDIUM,Ensure That IP Forwarding Is Not Enabled on Instances,Ensure That IP Forwarding Is Not Enabled on Instances,config,L2_API_CONFIG,CIS_GCP,cis_gcp_4.6,gcp_rule_config/compute/gcp.compute.instance.ip_forwarding_check.yaml
gcp.compute.instance.maintenance_behavior_configured,gcp,compute,instance,MEDIUM,Check that Compute Engine instances are configured to terminate on stop for non-local maintenance.,Check that Compute Engine instances are configured to terminate on stop for non-local maintenance.,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/compute/gcp.compute.instance.maintenance_behavior_configured.yaml
gcp.compute.instance.maintenance_policy_configured,gcp,compute,instance,MEDIUM,Check Compute Engine instances have automated or approved maintenance policies.,Check Compute Engine instances have automated or approved maintenance policies.; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-6,gcp_rule_config/compute/gcp.compute.instance.maintenance_policy_configured.yaml
gcp.compute.instance.older_than_specific_days_configured,gcp,compute,instance,MEDIUM,Baseline Configuration,Baseline Configuration,config,L2_API_CONFIG,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;fedramp_moderate_CM_2;fedramp_moderate_CM_2_2;fedramp_moderate_CM_2_3;fedramp_moderate_CM_2_7;...(+5 more),gcp_rule_config/compute/gcp.compute.instance.older_than_specific_days_configured.yaml
gcp.compute.instance.os_config_time_sync_configured,gcp,compute,instance,MEDIUM,Check that Compute Engine VMs are configured to use Google's internal NTP service for accurate time synchronization.,Check that Compute Engine VMs are configured to use Google's internal NTP service for accurate time synchronization.; (refined),config,L5_NEEDS_AGENT,NIST_800_171,NIST_800_171/3.3.7,gcp_rule_config/compute/gcp.compute.instance.os_config_time_sync_configured.yaml
gcp.compute.instance.patch_management_configured,gcp,compute,instance,MEDIUM,(refined),(refined); Check that Compute Engine VMs have OS patch management enabled via OS Config.; Check that Compute Engine VMs have patch management enabled,config,L5_NEEDS_AGENT,CANADA_PBMM,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),gcp_rule_config/compute/gcp.compute.instance.patch_management_configured.yaml
gcp.compute.instance.recovery_automation_configured,gcp,compute,instance,MEDIUM,"Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured.","Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured.; (refined)",config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-10,gcp_rule_config/compute/gcp.compute.instance.recovery_automation_configured.yaml
gcp.compute.instance.required_tags_configured,gcp,compute,instance,MEDIUM,Check that Compute Engine instances have required tags for configuration management.,Check that Compute Engine instances have required tags for configuration management.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-6(1),gcp_rule_config/compute/gcp.compute.instance.required_tags_configured.yaml
gcp.compute.instance_template.metadata_streaming_connection_idle_timeout_configured,gcp,compute,instance_template,MEDIUM,Ensure GCE instance templates do not set streaming connection idle timeout to 0.,Ensure GCE instance templates do not set streaming connection idle timeout to 0.; (refined),config,L5_NEEDS_AGENT,CIS;CIS_GCP,CIS/3.2.5;CIS_GCP/3.2.5,gcp_rule_config/compute/gcp.compute.instance_template.metadata_streaming_connection_idle_timeout_configured.yaml
gcp.compute.network.default_in_use_configured,gcp,compute,network,MEDIUM,Network Security,Network Security,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.20,gcp_rule_config/compute/gcp.compute.network.default_in_use_configured.yaml
gcp.compute.network_peering.export_custom_routes_configured,gcp,compute,network_peering,MEDIUM,Check that VPC network peering does not export custom routes to the peer network.,Check that VPC network peering does not export custom routes to the peer network.; Check that VPC network peering does not export custom routes.,config,L3_API_LIST_CROSS,CANADA_PBMM,CANADA_PBMM/CA-3(3);CANADA_PBMM/CA-3(5),gcp_rule_config/compute/gcp.compute.network_peering.export_custom_routes_configured.yaml
gcp.compute.region_backend_services.failover_configured,gcp,compute,region_backend_services,MEDIUM,Ensure regional backend services have failover policies configured.,Ensure regional backend services have failover policies configured.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-8(3),gcp_rule_config/compute/gcp.compute.region_backend_services.failover_configured.yaml
gcp.cloudfunctions.function.not_publicly_accessible_enforced,gcp,cloudfunctions,function,HIGH,Boundary Protection,Boundary Protection,config,L2_API_CONFIG,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_AC_17;canada_pbmm_moderate_CCCS_SC_7;fedramp_moderate_AC_17;fedramp_moderate_AC_17_1;fedramp_moderate_AC_17_2;...(+29 more),gcp_rule_config/cloudfunctions/gcp.cloudfunctions.function.not_publicly_accessible_enforced.yaml
gcp.gcr.container.scanning_enabled,gcp,gcr,container,MEDIUM,CC3.1 COSO Principle 6: The entity specifies objectives with sufficient clarity,CC3.1 COSO Principle 6: The entity specifies objectives with sufficient clarity,config,L1_API_BOOLEAN,SOC2,soc2_cc_3_1;soc2_cc_3_2,gcp_rule_config/gcr/gcp.gcr.container.scanning_enabled.yaml
gcp.storage.bucket.replication_enabled,gcp,storage,bucket,MEDIUM,Disaster Recovery,Disaster Recovery,config,L1_API_BOOLEAN,RBI_BANK;RBI_NBFC,rbi_bank_6.2;rbi_nbfc_5.3,gcp_rule_config/storage/gcp.storage.bucket.replication_enabled.yaml
gcp.gke.binary.authorization_policy_compliance_enabled,gcp,gke,binary,MEDIUM,Ensure only trusted container images are used,Ensure only trusted container images are used,config,L1_API_BOOLEAN,CIS_GCP,cis_gcp_5.1.4,gcp_rule_config/gke/gcp.gke.binary.authorization_policy_compliance_enabled.yaml
gcp.gke.cluster.alpha_features_disabled_for_production_configured,gcp,gke,cluster,MEDIUM,Ensure that Alpha clusters are not used for production  workloads,Ensure that Alpha clusters are not used for production  workloads,config,L2_API_CONFIG,CIS_GCP,cis_gcp_5.10.2,gcp_rule_config/gke/gcp.gke.cluster.alpha_features_disabled_for_production_configured.yaml
gcp.gke.ingress.google_managed_ssl_certificates_compliance_enabled,gcp,gke,ingress,HIGH,Ensure use of Google-managed SSL Certificates,Ensure use of Google-managed SSL Certificates,config,L3_API_LIST_CROSS,CIS_GCP,cis_gcp_5.4.5,gcp_rule_config/gke/gcp.gke.ingress.google_managed_ssl_certificates_compliance_enabled.yaml
gcp.gke.node.pool_auto_repair_status_check,gcp,gke,node,MEDIUM,Ensure Node Auto-Repair is Enabled for GKE Nodes,Ensure Node Auto-Repair is Enabled for GKE Nodes,config,L2_API_CONFIG,CIS_GCP,cis_gcp_5.5.2,gcp_rule_config/gke/gcp.gke.node.pool_auto_repair_status_check.yaml
gcp.gke.node.pool_gke_sandbox_enabled,gcp,gke,node,MEDIUM,Consider GKE Sandbox for running untrusted workloads,Consider GKE Sandbox for running untrusted workloads,config,L1_API_BOOLEAN,CIS_GCP,cis_gcp_5.10.3,gcp_rule_config/gke/gcp.gke.node.pool_gke_sandbox_enabled.yaml
gcp.iam.account.access_approval_enabled,gcp,iam,account,MEDIUM,Access Control,Access Control,config,L1_API_BOOLEAN,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.8.2;iso27001_2022_A.8.3;soc2_cc_1_3;soc2_cc_6_3,gcp_rule_config/iam/gcp.iam.account.access_approval_enabled.yaml
gcp.iam.account.password_policy_minimum_length_configured,gcp,iam,account,MEDIUM,Check Google Cloud IAM password policy enforces a minimum password length.,Check Google Cloud IAM password policy enforces a minimum password length.; Ensure project-level password policy enforces a minimum password length.;,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AC-2(2);CANADA_PBMM/AC-2(3),gcp_rule_config/iam/gcp.iam.account.password_policy_minimum_length_configured.yaml
gcp.iam.group.has_users_check,gcp,iam,group,MEDIUM,Grant access based on need-to-know and least privilege,Grant access based on need-to-know and least privilege,config,L2_API_CONFIG,CISA_CE,cisa_ce_v1_Your_Surroundings_2,gcp_rule_config/iam/gcp.iam.group.has_users_check.yaml
gcp.iam.no.guest_accounts_with_permissions_restricted,gcp,iam,no,MEDIUM,Guest Account Management,Guest Account Management,config,L2_API_CONFIG,RBI_BANK,rbi_bank_9.3,gcp_rule_config/iam/gcp.iam.no.guest_accounts_with_permissions_restricted.yaml
gcp.iam.notification.group_mapping_configured,gcp,iam,notification,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/4.4,gcp_rule_config/iam/gcp.iam.notification.group_mapping_configured.yaml
gcp.iam.organization.essential_contacts_configured,gcp,iam,organization,MEDIUM,"CC1.3 COSO Principle 3: Management establishes, with board oversight, structures","CC1.3 COSO Principle 3: Management establishes, with board oversight, structures",config,L2_API_CONFIG,ISO27001_2022;SOC2,iso27001_2022_A.5.5;iso27001_2022_A.5.6;soc2_cc_1_3,gcp_rule_config/iam/gcp.iam.organization.essential_contacts_configured.yaml
gcp.iam.policy.condition_ip_configured,gcp,iam,policy,MEDIUM,Check IAM policy bindings for maintenance actions to ensure they require a source IP from an approved network.,Check IAM policy bindings for maintenance actions to ensure they require a source IP from an approved network.; (refined),config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/MA-4(6),gcp_rule_config/iam/gcp.iam.policy.condition_ip_configured.yaml
gcp.iam.policy.deny_maintenance_tools_restricted,gcp,iam,policy,MEDIUM,Check IAM policy bindings for denies on maintenance-related permissions.,Check IAM policy bindings for denies on maintenance-related permissions.; Check IAM policy bindings for denies on compute/disk maintenance permissions,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),gcp_rule_config/iam/gcp.iam.policy.deny_maintenance_tools_restricted.yaml
gcp.iam.policy.temporary_token_expiry_configured,gcp,iam,policy,MEDIUM,(refined),(refined),config,L4_POLICY_PARSE,CIS_GCP,CIS_GCP/1.7,gcp_rule_config/iam/gcp.iam.policy.temporary_token_expiry_configured.yaml
gcp.iam.policy_binding.external_principals_configured,gcp,iam,policy_binding,MEDIUM,Check IAM policy bindings for unauthorized external principals.,Check IAM policy bindings for unauthorized external principals.,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/SA-9(4),gcp_rule_config/iam/gcp.iam.policy_binding.external_principals_configured.yaml
gcp.iam.role.custom_role_change_control_configured,gcp,iam,role,MEDIUM,Check that custom IAM roles are not changed without approval.,Check that custom IAM roles are not changed without approval.; (refined),config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/CM-3(4),gcp_rule_config/iam/gcp.iam.role.custom_role_change_control_configured.yaml
gcp.iam.role.custom_role_permissions_restricted,gcp,iam,role,MEDIUM,(refined),(refined); Check custom IAM roles have defined maximum permissions permissions boundaries.,config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/SC-6,gcp_rule_config/iam/gcp.iam.role.custom_role_permissions_restricted.yaml
gcp.iam.role.permission_configured,gcp,iam,role,MEDIUM,Check IAM custom roles for unauthorized maintenance tool actions,Check IAM custom roles for unauthorized maintenance tool actions; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-3(3),gcp_rule_config/iam/gcp.iam.role.permission_configured.yaml
gcp.iam.service.account_sod_check,gcp,iam,service,MEDIUM,Ensure That Separation of Duties Is Enforced While Assigning  Service Account Re,Ensure That Separation of Duties Is Enforced While Assigning  Service Account Re,config,L2_API_CONFIG,CIS_GCP,cis_gcp_1.8,gcp_rule_config/iam/gcp.iam.service.account_sod_check.yaml
gcp.iam.service_account.account_management_enabled,gcp,iam,service_account,MEDIUM,Ensure account management controls are enabled for IAM service accounts and users,Ensure account management controls are enabled for IAM service accounts and users; (refined),config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/AC-2(1),gcp_rule_config/iam/gcp.iam.service_account.account_management_enabled.yaml
gcp.iam.user.mfa_enabled,gcp,iam,user,HIGH,Check that all user accounts have two-step verification enforced.,Check that all user accounts have two-step verification enforced.; Check that all user accounts have MFA enabled for console access.; Ensure all users,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/IA-4(2);CANADA_PBMM/IA-4(3);CANADA_PBMM/IA-4(4),gcp_rule_config/iam/gcp.iam.user.mfa_enabled.yaml
gcp.kms.cryptokey.iam_member_configured,gcp,kms,cryptokey,HIGH,"Check that Cloud KMS CryptoKeys have IAM bindings restricting roles like cloudkms.admin, cloudkms.cryptoKeyEncrypterDecrypter.","Check that Cloud KMS CryptoKeys have IAM bindings restricting roles like cloudkms.admin, cloudkms.cryptoKeyEncrypterDecrypter.",config,L4_POLICY_PARSE,CANADA_PBMM,CANADA_PBMM/SC-12(1),gcp_rule_config/kms/gcp.kms.cryptokey.iam_member_configured.yaml
gcp.kms.cryptokey.rotation_schedule_configured,gcp,kms,cryptokey,HIGH,Check that Cloud KMS CryptoKeys have a next rotation time and rotation period set.,Check that Cloud KMS CryptoKeys have a next rotation time and rotation period set.; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-12(3),gcp_rule_config/kms/gcp.kms.cryptokey.rotation_schedule_configured.yaml
gcp.loadbalancing.deletion_protection_enabled,gcp,loadbalancing,deletion_protection_enabled,MEDIUM,Architecture And Provisioning For Name/Address Resolution Service,Architecture And Provisioning For Name/Address Resolution Service,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;canada_pbmm_moderate_CCCS_CM_3;canada_pbmm_moderate_CCCS_CP_2;canada_pbmm_moderate_CCCS_SC_22;fedramp_moderate_CM_2;...(+25 more),gcp_rule_config/loadbalancing/gcp.loadbalancing.deletion_protection_enabled.yaml
gcp.loadbalancing.desync_mitigation_mode_configured,gcp,loadbalancing,desync_mitigation_mode_configured,MEDIUM,Examine audit log configurations and log data to verify that changes to identifi,Examine audit log configurations and log data to verify that changes to identifi,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/loadbalancing/gcp.loadbalancing.desync_mitigation_mode_configured.yaml
gcp.loadbalancing.logging_enabled,gcp,loadbalancing,logging_enabled,MEDIUM,Audit Record Generation,Audit Record Generation,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;fedramp_moderate_AU_12;...(+30 more),gcp_rule_config/loadbalancing/gcp.loadbalancing.logging_enabled.yaml
gcp.logging.sink.filter_attributes_configured,gcp,logging,sink,MEDIUM,ensure log sinks capture required audit event details,ensure log sinks capture required audit event details,config,L2_API_CONFIG,PCI_DSS,PCI_DSS/10.2.2,gcp_rule_config/logging/gcp.logging.sink.filter_attributes_configured.yaml
gcp.logging.sink.filter_expression_configured,gcp,logging,sink,MEDIUM,verify log sink filter excludes sensitive content types,verify log sink filter excludes sensitive content types,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AU-3(1),gcp_rule_config/logging/gcp.logging.sink.filter_expression_configured.yaml
gcp.logging.sink.pubsub_destination_configured,gcp,logging,sink,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_GCP,CIS_GCP/2.2,gcp_rule_config/logging/gcp.logging.sink.pubsub_destination_configured.yaml
gcp.organization_policy.constraint_configured,gcp,organization_policy,constraint_configured,MEDIUM,Check that organization policy constraints require change approval for critical resources.,Check that organization policy constraints require change approval for critical resources.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-3,gcp_rule_config/organization_policy/gcp.organization_policy.constraint_configured.yaml
gcp.resourcemanager.organization.hierarchy_configured,gcp,resourcemanager,organization,MEDIUM,Requirement 7.2.5.1,Requirement 7.2.5.1,config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/resourcemanager/gcp.resourcemanager.organization.hierarchy_configured.yaml
gcp.securitycenter.scc.is_enabled,gcp,securitycenter,scc,MEDIUM,(refined),(refined),config,L1_API_BOOLEAN,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/securitycenter/gcp.securitycenter.scc.is_enabled.yaml
gcp.securitycenter.organization.enabled,gcp,securitycenter,organization,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/8.1.16,gcp_rule_config/securitycenter/gcp.securitycenter.organization.enabled.yaml
gcp.securitycenter.scanner.enabled,gcp,securitycenter,scanner,MEDIUM,PARTIAL: gcp.securitycenter.scanner.enabled ||| verifies security scanning for Cloud Storage but not specific diagnostic media,PARTIAL: gcp.securitycenter.scanner.enabled ||| verifies security scanning for Cloud Storage but not specific diagnostic media,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.7.4,gcp_rule_config/securitycenter/gcp.securitycenter.scanner.enabled.yaml
gcp.sql.instance.enhanced_monitoring_enabled,gcp,sql,instance,MEDIUM,CCCS CA-7: Continuous Monitoring,CCCS CA-7: Continuous Monitoring,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;RBI_NBFC,canada_pbmm_moderate_CCCS_CA_7;canada_pbmm_moderate_CCCS_SI_2;fedramp_moderate_CA_7;fedramp_moderate_CA_7_1;fedramp_moderate_CA_7_4;...(+18 more),gcp_rule_config/sql/gcp.sql.instance.enhanced_monitoring_enabled.yaml
gcp.sql.instance.local_infile_flag_disabled,gcp,sql,instance,MEDIUM,Ensure That the ‘Local_infile’ Database Flag for a Cloud  SQL MySQL Instance Is,Ensure That the ‘Local_infile’ Database Flag for a Cloud  SQL MySQL Instance Is,config,L1_API_BOOLEAN,CIS_GCP,cis_gcp_6.1.3,gcp_rule_config/sql/gcp.sql.instance.local_infile_flag_disabled.yaml
gcp.sql.instance.log_error_verbosity_check,gcp,sql,instance,MEDIUM,Ensure ‘Log_error_verbosity’ Database Flag for Cloud SQL  PostgreSQL Instance Is,Ensure ‘Log_error_verbosity’ Database Flag for Cloud SQL  PostgreSQL Instance Is,config,L2_API_CONFIG,CIS_GCP,cis_gcp_6.2.1,gcp_rule_config/sql/gcp.sql.instance.log_error_verbosity_check.yaml
gcp.sql.instance.log_min_messages_compliance_check,gcp,sql,instance,MEDIUM,Ensure that the ‘Log_min_messages’ Flag for a Cloud SQL  PostgreSQL Instance is,Ensure that the ‘Log_min_messages’ Flag for a Cloud SQL  PostgreSQL Instance is,config,L2_API_CONFIG,CIS_GCP,cis_gcp_6.2.5,gcp_rule_config/sql/gcp.sql.instance.log_min_messages_compliance_check.yaml
gcp.sql.instance.user_connections_flag_non_limiting_configured,gcp,sql,instance,MEDIUM,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Se,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Se,config,L2_API_CONFIG,CIS_GCP,cis_gcp_6.3.3,gcp_rule_config/sql/gcp.sql.instance.user_connections_flag_non_limiting_configured.yaml
gcp.sql.instance.user_options_flag_not_configured,gcp,sql,instance,MEDIUM,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Co,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Co,config,L2_API_CONFIG,CIS_GCP,cis_gcp_6.3.4,gcp_rule_config/sql/gcp.sql.instance.user_options_flag_not_configured.yaml
gcp.sql.multi.az_enabled,gcp,sql,multi,MEDIUM,Disaster Recovery,Disaster Recovery,config,L1_API_BOOLEAN,RBI_BANK;RBI_NBFC,rbi_bank_6.2;rbi_nbfc_5.3,gcp_rule_config/sql/gcp.sql.multi.az_enabled.yaml
gcp.sql.mysql.skip_show_database_flag_check,gcp,sql,mysql,MEDIUM,Ensure ‘Skip_show_database’ Database Flag for Cloud  SQL MySQL Instance Is Set t,Ensure ‘Skip_show_database’ Database Flag for Cloud  SQL MySQL Instance Is Set t,config,L2_API_CONFIG,CIS_GCP,cis_gcp_6.1.2,gcp_rule_config/sql/gcp.sql.mysql.skip_show_database_flag_check.yaml
