rule_id,provider,service,category,severity,title,description,check_type,complexity,frameworks,compliance_ids,source_file
ibm.activity_tracker.threat_detection_enumeration_configured,ibm,activity_tracker,threat_detection_enumeration_configured,MEDIUM,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,config,L2_API_CONFIG,ISO27001_2022;SOC2,iso27001_2022_A.5.7;soc2_cc_3_3,ibm_rule_config/activity_tracker/ibm.activity_tracker.threat_detection_enumeration_configured.yaml
ibm.activity_tracker.threat_detection_llm_jacking_configured,ibm,activity_tracker,threat_detection_llm_jacking_configured,MEDIUM,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,config,L2_API_CONFIG,ISO27001_2022;SOC2,iso27001_2022_A.5.7;soc2_cc_3_3,ibm_rule_config/activity_tracker/ibm.activity_tracker.threat_detection_llm_jacking_configured.yaml
ibm.activity_tracker.configuration.enabled,ibm,activity_tracker,configuration,MEDIUM,PARTIAL: ibm.activity_tracker.configuration.enabled ||| verifies audit log generation but not the underlying time sync mechanism for stamps,PARTIAL: ibm.activity_tracker.configuration.enabled ||| verifies audit log generation but not the underlying time sync mechanism for stamps,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.3.7,ibm_rule_config/activity_tracker/ibm.activity_tracker.configuration.enabled.yaml
ibm.activity_tracker.event_routing.enabled,ibm,activity_tracker,event_routing,MEDIUM,PARTIAL: ibm.activity_tracker.event_routing.enabled ||| verifies audit logging exists for platform actions but not VoIP-specific monitoring,PARTIAL: ibm.activity_tracker.event_routing.enabled ||| verifies audit logging exists for platform actions but not VoIP-specific monitoring,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.13.14,ibm_rule_config/activity_tracker/ibm.activity_tracker.event_routing.enabled.yaml
ibm.activity_tracker.instance.status_configured,ibm,activity_tracker,instance,MEDIUM,check that IBM Cloud Activity Tracker instance is provisioned and active,check that IBM Cloud Activity Tracker instance is provisioned and active; check that ibm cloud activity tracker is provisioned and active; check that,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SI-4(11);CANADA_PBMM/SI-4(16);CANADA_PBMM/SI-4(20);CANADA_PBMM/SI-4(23),ibm_rule_config/activity_tracker/ibm.activity_tracker.instance.status_configured.yaml
ibm.activity_tracker.route.destination_and_filter_configured,ibm,activity_tracker,route,MEDIUM,Ensure an Activity Tracker route exists that routes all management events to a secure destination.,Ensure an Activity Tracker route exists that routes all management events to a secure destination.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/AU-2(3),ibm_rule_config/activity_tracker/ibm.activity_tracker.route.destination_and_filter_configured.yaml
ibm.activity_tracker.route.encryption_enabled,ibm,activity_tracker,route,HIGH,PARTIAL: ibm.activity_tracker.route.encryption_enabled ||| verifies encryption-at-rest for audit log storage but not access control processes,PARTIAL: ibm.activity_tracker.route.encryption_enabled ||| verifies encryption-at-rest for audit log storage but not access control processes,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/AU-9(4),ibm_rule_config/activity_tracker/ibm.activity_tracker.route.encryption_enabled.yaml
ibm.activity_tracker.route.global_events_enabled,ibm,activity_tracker,route,MEDIUM,Check that Activity Tracker routes are configured to collect global management events.,Check that Activity Tracker routes are configured to collect global management events.,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/SI-4(14),ibm_rule_config/activity_tracker/ibm.activity_tracker.route.global_events_enabled.yaml
ibm.activity_tracker.route.is_configured,ibm,activity_tracker,route,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_IBM,CIS_IBM/3.1,ibm_rule_config/activity_tracker/ibm.activity_tracker.route.is_configured.yaml
ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,activity_tracker,tracker,MEDIUM,(refined),(refined),config,L1_API_BOOLEAN,CIS,CIS/2.1.2,ibm_rule_config/activity_tracker/ibm.activity_tracker.tracker.activity_tracker_enabled.yaml
ibm.activity_tracker.tracker.log_retention_days_configured,ibm,activity_tracker,tracker,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/2.1.2,ibm_rule_config/activity_tracker/ibm.activity_tracker.tracker.log_retention_days_configured.yaml
ibm.api.connect.authorization_enabled,ibm,api,connect,MEDIUM,API Security,API Security,config,L1_API_BOOLEAN,RBI_BANK;RBI_NBFC,rbi_bank_12.1;rbi_nbfc_2.10;rbi_nbfc_2.11,ibm_rule_config/api/ibm.api.connect.authorization_enabled.yaml
ibm.api.connect.restapi_client_certificate_enabled,ibm,api,connect,MEDIUM,Access Control Decisions - Access control decisions | transmit access authorizat,Access Control Decisions - Access control decisions | transmit access authorizat,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CA_9;canada_pbmm_moderate_CCCS_SC_13;fedramp_moderate_CA_9;fedramp_moderate_SC_13;nist_800_53_rev5_AC_17_2;...(+43 more),ibm_rule_config/api/ibm.api.connect.restapi_client_certificate_enabled.yaml
ibm.api.connect.restapi_logging_enabled,ibm,api,connect,MEDIUM,Audit Record Generation,Audit Record Generation,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;canada_pbmm_moderate_CCCS_CA_7;...(+45 more),ibm_rule_config/api/ibm.api.connect.restapi_logging_enabled.yaml
ibm.api.connect.restapi_tracing_enabled,ibm,api,connect,MEDIUM,Examine audit log configurations and log data to verify that access to all audit,Examine audit log configurations and log data to verify that access to all audit,config,L1_API_BOOLEAN,PCI_DSS,pci_dss_v4_10.2.1.3;pci_dss_v4_10.4.1.1,ibm_rule_config/api/ibm.api.connect.restapi_tracing_enabled.yaml
ibm.api.connect.restapi_waf_acl_attached_configured,ibm,api,connect,MEDIUM,All security policies and operational procedures that are identified in Requirem,All security policies and operational procedures that are identified in Requirem,config,L2_API_CONFIG,NIST_800_53;PCI_DSS,nist_800_53_rev5_AC_4_21;pci_dss_v4_1.1.1;pci_dss_v4_1.1.2,ibm_rule_config/api/ibm.api.connect.restapi_waf_acl_attached_configured.yaml
ibm.functions.app.access_keys_configured,ibm,functions,app,MEDIUM,Information Access Restriction,Information Access Restriction,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.3,ibm_rule_config/functions/ibm.functions.app.access_keys_configured.yaml
ibm.functions.app.identity_without_admin_privileges_configured,ibm,functions,app,MEDIUM,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,config,L2_API_CONFIG,SOC2,soc2_cc_3_3,ibm_rule_config/functions/ibm.functions.app.identity_without_admin_privileges_configured.yaml
ibm.blockstorage.volume.encryption_at_rest_configured,ibm,blockstorage,volume,HIGH,Check that block storage volumes storing CUI are encrypted at rest.,Check that block storage volumes storing CUI are encrypted at rest.; (refined),config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.8.1,ibm_rule_config/blockstorage/ibm.blockstorage.volume.encryption_at_rest_configured.yaml
ibm.cdn.distributions.custom_ssl_certificate_configured,ibm,cdn,distributions,HIGH,Examine key storage locations and observe processes to verify that keys are stor,Examine key storage locations and observe processes to verify that keys are stor,config,L2_API_CONFIG,PCI_DSS,pci_dss_v4_3.6.1.4,ibm_rule_config/cdn/ibm.cdn.distributions.custom_ssl_certificate_configured.yaml
ibm.cdn.distributions.origin_traffic_encrypted,ibm,cdn,distributions,MEDIUM,Examine documentation and interview personnel to verify that security policies a,Examine documentation and interview personnel to verify that security policies a,config,L1_API_BOOLEAN,PCI_DSS,pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4,ibm_rule_config/cdn/ibm.cdn.distributions.origin_traffic_encrypted.yaml
ibm.cdn.distributions.using_deprecated_ssl_protocols_configured,ibm,cdn,distributions,HIGH,Examine documentation and interview personnel to verify that security policies a,Examine documentation and interview personnel to verify that security policies a,config,L2_API_CONFIG,PCI_DSS,pci_dss_v4_2.3.1;pci_dss_v4_2.3.2;pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4;...(+1 more),ibm_rule_config/cdn/ibm.cdn.distributions.using_deprecated_ssl_protocols_configured.yaml
ibm.cis.ddos.protection_proxied_status_check,ibm,cis,ddos,MEDIUM,Ensure DDoS protection is Active on IBM Cloud Internet  Services,Ensure DDoS protection is Active on IBM Cloud Internet  Services,config,L2_API_CONFIG,CIS_IBM,cis_ibm_6.1.3,ibm_rule_config/cis/ibm.cis.ddos.protection_proxied_status_check.yaml
ibm.cis.waf.enabled_status_check,ibm,cis,waf,MEDIUM,Ensure Web application firewall is set to ON in IBM Cloud  Internet Services (CI,Ensure Web application firewall is set to ON in IBM Cloud  Internet Services (CI,config,L2_API_CONFIG,CIS_IBM,cis_ibm_6.1.2,ibm_rule_config/cis/ibm.cis.waf.enabled_status_check.yaml
ibm.cloud.functions.function_restrict_public_access_restricted,ibm,cloud,functions,HIGH,API Security,API Security,config,L2_API_CONFIG,RBI_BANK;RBI_NBFC,rbi_bank_12.1;rbi_nbfc_2.10,ibm_rule_config/cloud/ibm.cloud.functions.function_restrict_public_access_restricted.yaml
ibm.cloud_databases.instance.backup_policies_configured,ibm,cloud_databases,instance,MEDIUM,Check IBM Cloud Databases instance backup policy is configured,Check IBM Cloud Databases instance backup policy is configured,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-10(2),ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.backup_policies_configured.yaml
ibm.cos.signed_url.allowed_protocols_https_only,ibm,cos,signed_url,HIGH,(refined),(refined),config,L2_API_CONFIG,CIS,CIS/2.1.1.1,ibm_rule_config/cos/ibm.cos.signed_url.allowed_protocols_https_only.yaml
ibm.cloudant.database.non_del_doc_purge_configured,ibm,cloudant,database,MEDIUM,Check IBM Cloudant database has non-deleted document purging disabled for backup.,Check IBM Cloudant database has non-deleted document purging disabled for backup.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-9(3),ibm_rule_config/cloudant/ibm.cloudant.database.non_del_doc_purge_configured.yaml
ibm.cloudant.instance.https_enforcement_configured,ibm,cloudant,instance,HIGH,Ensure IBM Cloudant is only accessible via HTTPS or TLS  Connections,Ensure IBM Cloudant is only accessible via HTTPS or TLS  Connections,config,L2_API_CONFIG,CIS_IBM,cis_ibm_5.3,ibm_rule_config/cloudant/ibm.cloudant.instance.https_enforcement_configured.yaml
ibm.code.engine.managed_updates_enabled,ibm,code,engine,MEDIUM,Enable automatic updates and patch quickly,Enable automatic updates and patch quickly,config,L1_API_BOOLEAN,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Booting_Up_3;rbi_bank_21.2;rbi_nbfc_2.6,ibm_rule_config/code/ibm.code.engine.managed_updates_enabled.yaml
ibm.config.recorder.all_regions_enabled,ibm,config,recorder,MEDIUM,164_308_a_1_ii_a: 164.308(a)(1)(ii)(A) Risk analysis,164_308_a_1_ii_a: 164.308(a)(1)(ii)(A) Risk analysis,config,L1_API_BOOLEAN,GDPR;HIPAA;ISO27001_2022;SOC2,gdpr_article_25;gdpr_article_30;hipaa_164_308_a_1_ii_a;iso27001_2022_A.12.4;iso27001_2022_A.5.16;...(+5 more),ibm_rule_config/config/ibm.config.recorder.all_regions_enabled.yaml
ibm.containerregistry.image.security_advisory_enabled,ibm,containerregistry,image,MEDIUM,PARTIAL: ibm.containerregistry.image.security_advisory_enabled ||| verifies IBM Container Registry vulnerability scanning is configured but does not c,PARTIAL: ibm.containerregistry.image.security_advisory_enabled ||| verifies IBM Container Registry vulnerability scanning is configured but does not c,config,L1_API_BOOLEAN,PCI_DSS,PCI_DSS/11.3.1.3,ibm_rule_config/containerregistry/ibm.containerregistry.image.security_advisory_enabled.yaml
ibm.cos.bucket.anonymous_auth_disabled,ibm,cos,bucket,HIGH,(refined),(refined),config,L1_API_BOOLEAN,CIS_IBM,CIS_IBM/2.1.5,ibm_rule_config/cos/ibm.cos.bucket.anonymous_auth_disabled.yaml
ibm.cos.bucket.cross_account_replication_disabled,ibm,cos,bucket,MEDIUM,(refined),(refined),config,L1_API_BOOLEAN,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/cos/ibm.cos.bucket.cross_account_replication_disabled.yaml
ibm.cos.bucket.kms_encryption_enabled,ibm,cos,bucket,HIGH,(refined),(refined),config,L1_API_BOOLEAN,CIS_IBM,CIS_IBM/2.1.1.1,ibm_rule_config/cos/ibm.cos.bucket.kms_encryption_enabled.yaml
ibm.cos.bucket.replication_enabled,ibm,cos,bucket,MEDIUM,Disaster Recovery,Disaster Recovery,config,L1_API_BOOLEAN,RBI_BANK;RBI_NBFC,rbi_bank_6.2;rbi_nbfc_5.3,ibm_rule_config/cos/ibm.cos.bucket.replication_enabled.yaml
ibm.cos.bucket.server_access_logging_enabled,ibm,cos,bucket,MEDIUM,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS;SOC2,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;fedramp_moderate_AU_12;...(+51 more),ibm_rule_config/cos/ibm.cos.bucket.server_access_logging_enabled.yaml
ibm.cos.bucket.temporary_url_expiry_configured,ibm,cos,bucket,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/cos/ibm.cos.bucket.temporary_url_expiry_configured.yaml
ibm.cos.bucket.tls_policy_configured,ibm,cos,bucket,HIGH,Check that Cloud Object Storage buckets have a TLS policy requiring TLS 1.2.,Check that Cloud Object Storage buckets have a TLS policy requiring TLS 1.2.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SC-8(1),ibm_rule_config/cos/ibm.cos.bucket.tls_policy_configured.yaml
ibm.cos.bucket.versioning_enabled,ibm,cos,bucket,MEDIUM,Check IBM Cloud Object Storage bucket has versioning enabled for data recovery.,Check IBM Cloud Object Storage bucket has versioning enabled for data recovery.; Check IBM Cloud Object Storage bucket has versioning enabled for data,config,L1_API_BOOLEAN,CANADA_PBMM;CIS,CANADA_PBMM/CP-9(2);CANADA_PBMM/CP-9(5);CANADA_PBMM/CP-9(7);CIS/6.1,ibm_rule_config/cos/ibm.cos.bucket.versioning_enabled.yaml
ibm.cloud_databases.auto.minor_version_upgrade_configured,ibm,cloud_databases,auto,MEDIUM,Enable automatic updates and patch quickly,Enable automatic updates and patch quickly,config,L2_API_CONFIG,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Booting_Up_3;rbi_bank_21.2;rbi_nbfc_2.6,ibm_rule_config/cloud_databases/ibm.cloud_databases.auto.minor_version_upgrade_configured.yaml
ibm.cloud_databases.cluster.copy_tags_to_snapshots_configured,ibm,cloud_databases,cluster,MEDIUM,Labelling Of Information,Labelling Of Information,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.5.13,ibm_rule_config/cloud_databases/ibm.cloud_databases.cluster.copy_tags_to_snapshots_configured.yaml
ibm.cloud_databases.cluster.multi_az_enabled,ibm,cloud_databases,cluster,MEDIUM,Redundancy of information processing facilities,Redundancy of information processing facilities,config,L1_API_BOOLEAN,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/cloud_databases/ibm.cloud_databases.cluster.multi_az_enabled.yaml
ibm.cloud_databases.connection.credentials_in_secrets_manager_configured,ibm,cloud_databases,connection,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/cloud_databases/ibm.cloud_databases.connection.credentials_in_secrets_manager_configured.yaml
ibm.cloud_databases.instance.enhanced_monitoring_enabled,ibm,cloud_databases,instance,MEDIUM,"3_12_4: 3.12.4 Develop, document, and periodically update system security plans","3_12_4: 3.12.4 Develop, document, and periodically update system security plans",config,L1_API_BOOLEAN,NIST_800_171;RBI_NBFC,nist_800_171_r2_3_12_4;rbi_nbfc_3.2,ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.enhanced_monitoring_enabled.yaml
ibm.cloud_databases.instance.iam_authentication_enabled,ibm,cloud_databases,instance,MEDIUM,Database Access Control,Database Access Control,config,L1_API_BOOLEAN,RBI_BANK,rbi_bank_8.2,ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.iam_authentication_enabled.yaml
ibm.cloud_databases.instance.no_public_access_enforced,ibm,cloud_databases,instance,HIGH,164_308_a_3_i: 164.308(a)(3)(i) Workforce security,164_308_a_3_i: 164.308(a)(3)(i) Workforce security,config,L2_API_CONFIG,HIPAA;ISO27001_2022;NIST_800_171;RBI_BANK,hipaa_164_308_a_3_i;hipaa_164_312_a_1;iso27001_2022_A.12.6;iso27001_2022_A.13.1;iso27001_2022_A.8.1;...(+9 more),ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.no_public_access_enforced.yaml
ibm.cloud_databases.postgresql.backup_policy_configured,ibm,cloud_databases,postgresql,MEDIUM,Check IBM Databases for PostgreSQL backup policy is configured,Check IBM Databases for PostgreSQL backup policy is configured,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-7(1),ibm_rule_config/cloud_databases/ibm.cloud_databases.postgresql.backup_policy_configured.yaml
ibm.cloud_databases.cluster.minor_version_upgrade_enabled,ibm,cloud_databases,cluster,MEDIUM,Examine documented software development procedures to verify that processes are,Examine documented software development procedures to verify that processes are,config,L1_API_BOOLEAN,PCI_DSS,pci_dss_v4_6.2.1;pci_dss_v4_6.2.2;pci_dss_v4_6.2.3;pci_dss_v4_6.2.3.1;pci_dss_v4_6.2.4,ibm_rule_config/cloud_databases/ibm.cloud_databases.cluster.minor_version_upgrade_enabled.yaml
ibm.cloud_databases.instance.protected_by_backup_plan_configured,ibm,cloud_databases,instance,MEDIUM,Requirement 3.1.1,Requirement 3.1.1,config,L2_API_CONFIG,PCI_DSS,pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.protected_by_backup_plan_configured.yaml
ibm.cloud_databases.instance.storage_encrypted,ibm,cloud_databases,instance,MEDIUM,CCCS CP-9: System Backup,CCCS CP-9: System Backup,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,canada_pbmm_moderate_CCCS_CP_9;fedramp_moderate_CP_9;fedramp_moderate_CP_9_1;fedramp_moderate_CP_9_2;fedramp_moderate_CP_9_3;...(+12 more),ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.storage_encrypted.yaml
ibm.cloud_databases.redis.cluster_backup_enabled,ibm,cloud_databases,redis,MEDIUM,Requirement 3.1.1,Requirement 3.1.1,config,L1_API_BOOLEAN,PCI_DSS,pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,ibm_rule_config/cloud_databases/ibm.cloud_databases.redis.cluster_backup_enabled.yaml
ibm.cloud_databases.service.domains_audit_logging_enabled,ibm,cloud_databases,service,MEDIUM,Requirement 3.4.2,Requirement 3.4.2,config,L1_API_BOOLEAN,PCI_DSS,pci_dss_v4_3.4.2,ibm_rule_config/cloud_databases/ibm.cloud_databases.service.domains_audit_logging_enabled.yaml
ibm.cloud_databases.service.domains_node_to_node_encryption_enabled,ibm,cloud_databases,service,HIGH,Access Control Decisions - Access control decisions | transmit access authorizat,Access Control Decisions - Access control decisions | transmit access authorizat,config,L1_API_BOOLEAN,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,canada_pbmm_moderate_CCCS_CA_9;canada_pbmm_moderate_CCCS_SC_13;fedramp_moderate_CA_9;fedramp_moderate_SC_13;nist_800_53_rev5_AC_24_1;...(+48 more),ibm_rule_config/cloud_databases/ibm.cloud_databases.service.domains_node_to_node_encryption_enabled.yaml
ibm.direct_link.connection.redundancy_configured,ibm,direct_link,connection,MEDIUM,Redundancy of information processing facilities,Redundancy of information processing facilities,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/direct_link/ibm.direct_link.connection.redundancy_configured.yaml
ibm.direct_link.virtual.interface_redundancy_configured,ibm,direct_link,virtual,MEDIUM,Redundancy of information processing facilities,Redundancy of information processing facilities,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/direct_link/ibm.direct_link.virtual.interface_redundancy_configured.yaml
ibm.dns.dnssec.disabled,ibm,dns,dnssec,MEDIUM,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",config,L2_API_CONFIG,SOC2,soc2_cc_6_7,ibm_rule_config/dns/ibm.dns.dnssec.disabled.yaml
ibm.dns.rsasha1.in_use_to_zone_sign_in_dnssec_configured,ibm,dns,rsasha1,MEDIUM,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",config,L2_API_CONFIG,SOC2,soc2_cc_6_7,ibm_rule_config/dns/ibm.dns.rsasha1.in_use_to_zone_sign_in_dnssec_configured.yaml
ibm.event.notifications.topic_subscription_configured,ibm,event,notifications,MEDIUM,Incident Management,Incident Management,config,L2_API_CONFIG,RBI_BANK;RBI_NBFC,rbi_bank_14.1;rbi_nbfc_3.3,ibm_rule_config/event/ibm.event.notifications.topic_subscription_configured.yaml
ibm.functions.function.secrets_in_secrets_manager_configured,ibm,functions,function,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/functions/ibm.functions.function.secrets_in_secrets_manager_configured.yaml
ibm.functions.function.iam_role_least_privilege_enforced,ibm,functions,function,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CIS_IBM,CIS_IBM/1.15,ibm_rule_config/functions/ibm.functions.function.iam_role_least_privilege_enforced.yaml
