id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references
1.2.22,alicloud_1_1_2_22,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,Retain	10	or	an	appropriate	number	of	old	log	files.,"Kubernetes	automatically	rotates	the	log	files.	Retaining	old	log	files	ensures	that	you would	have	sufficient	log	data	available	for	carrying	out	any	investigation	or	correlation. For	example,	if	you	have	set	file	size	of	100	MB	and	the	number	of	old	log	files	to	keep	as 10,	you	would	approximate	have	1	GB	of	log	data	that	you	could	potentially	use	for	your analysis. Impact: None",Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--audit-log-maxbackup	argument	is	set	to	10	or	as	appropriate.,"Edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	on	the	master	node	and	set	the	--audit-log-maxbackup	parameter	to	10 or	to	an	appropriate	value. --audit-log-maxbackup=10 Default	Value: By	default,	auditing	is	not	enabled. References: 100	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 6.3	Ensure	Audit	Logging	Systems	Are	Not	Subject	To	Loss	(i.e.	rotation/archive) Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated	on	a	regular	basis,	so	that	log	files	will	not	fill	up	between	log	rotation	intervals. The	logs	must	be	archived	and	digitally	signed	on	a	periodic	basis. Version	7 6.4	Ensure	adequate	storage	for	logs Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated. 101	|	P a g e",,None,"100	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 6.3	Ensure	Audit	Logging	Systems	Are	Not	Subject	To	Loss	(i.e.	rotation/archive) Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated	on	a	regular	basis,	so	that	log	files	will	not	fill	up	between	log	rotation	intervals. The	logs	must	be	archived	and	digitally	signed	on	a	periodic	basis. Version	7 6.4	Ensure	adequate	storage	for	logs Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated. 101	|	P a g e"
1.2.23,alicloud_1_1_2_23,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --audit-log-maxsize argument is set to 100 or as appropriate,Rotate	log	files	on	reaching	100	MB	or	as	appropriate.,"Kubernetes	automatically	rotates	the	log	files.	Retaining	old	log	files	ensures	that	you would	have	sufficient	log	data	available	for	carrying	out	any	investigation	or	correlation.	If you	have	set	file	size	of	100	MB	and	the	number	of	old	log	files	to	keep	as	10,	you	would approximate	have	1	GB	of	log	data	that	you	could	potentially	use	for	your	analysis. Impact: None",Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--audit-log-maxsize	argument	is	set	to	100	or	as	appropriate.,"Edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	on	the	master	node	and	set	the	--audit-log-maxsize	parameter	to	an appropriate	size	in	MB.	For	example,	to	set	it	as	100	MB: --audit-log-maxsize=100 Default	Value: By	default,	auditing	is	not	enabled. References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 102	|	P a g e 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 6.3	Ensure	Audit	Logging	Systems	Are	Not	Subject	To	Loss	(i.e.	rotation/archive) Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated	on	a	regular	basis,	so	that	log	files	will	not	fill	up	between	log	rotation	intervals. The	logs	must	be	archived	and	digitally	signed	on	a	periodic	basis. Version	7 6.4	Ensure	adequate	storage	for	logs Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated. 103	|	P a g e",,None,"1. https://kubernetes.io/docs/admin/kube-apiserver/ 102	|	P a g e 2. https://kubernetes.io/docs/concepts/cluster-administration/audit/ 3. https://github.com/kubernetes/features/issues/22 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 6.3	Ensure	Audit	Logging	Systems	Are	Not	Subject	To	Loss	(i.e.	rotation/archive) Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated	on	a	regular	basis,	so	that	log	files	will	not	fill	up	between	log	rotation	intervals. The	logs	must	be	archived	and	digitally	signed	on	a	periodic	basis. Version	7 6.4	Ensure	adequate	storage	for	logs Ensure	that	all	systems	that	store	logs	have	adequate	storage	space	for	the	logs generated. 103	|	P a g e"
1.2.24,alicloud_1_1_2_24,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --request-timeout argument is set as appropriate,Set	global	request	timeout	for	API	server	requests	as	appropriate.,"Setting	global	request	timeout	allows	extending	the	API	server	request	timeout	limit	to	a duration	appropriate	to	the	user's	connection	speed.	By	default,	it	is	set	to	60	seconds which	might	be	problematic	on	slower	connections	making	cluster	resources	inaccessible once	the	data	volume	for	requests	exceeds	what	can	be	transmitted	in	60	seconds.	But, setting	this	timeout	limit	to	be	too	large	can	exhaust	the	API	server	resources	making	it prone	to	Denial-of-Service	attack.	Hence,	it	is	recommended	to	set	this	limit	as	appropriate and	change	the	default	limit	of	60	seconds	only	if	needed. Impact: None",Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--request-timeout	argument	is	either	not	set	or	set	to	an	appropriate value.,"Edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	and	set	the	below	parameter	as	appropriate	and	if	needed.	For	example, --request-timeout=300s Default	Value: By	default,	--request-timeout	is	set	to	60	seconds. 104	|	P a g e References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/pull/51415 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.6	Enforce	Detailed	Audit	Logging	For	Sensitive	Information Enforce	detailed	audit	logging	for	access	to	nonpublic	data	and	special	authentication	for sensitive	data. Version	7 14.9	Enforce	Detail	Logging	for	Access	or	Changes	to	Sensitive	Data Enforce	detailed	audit	logging	for	access	to	sensitive	data	or	changes	to	sensitive	data (utilizing	tools	such	as	File	Integrity	Monitoring	or	Security	Information	and	Event Monitoring). 105	|	P a g e",,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/pull/51415 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.6	Enforce	Detailed	Audit	Logging	For	Sensitive	Information Enforce	detailed	audit	logging	for	access	to	nonpublic	data	and	special	authentication	for sensitive	data. Version	7 14.9	Enforce	Detail	Logging	for	Access	or	Changes	to	Sensitive	Data Enforce	detailed	audit	logging	for	access	to	sensitive	data	or	changes	to	sensitive	data (utilizing	tools	such	as	File	Integrity	Monitoring	or	Security	Information	and	Event Monitoring). 105	|	P a g e
1.2.25,alicloud_1_1_2_25,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --service-account-lookup argument is set to true,Validate	service	account	before	validating	token.,"If	--service-account-lookup	is	not	enabled,	the	apiserver	only	verifies	that	the authentication	token	is	valid,	and	does	not	validate	that	the	service	account	token mentioned	in	the	request	is	actually	present	in	etcd.	This	allows	using	a	service	account token	even	after	the	corresponding	service	account	is	deleted.	This	is	an	example	of	time	of check	to	time	of	use	security	issue. Impact: None",Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	if	the	--service-account-lookup	argument	exists	it	is	set	to	true.,"Edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	on	the	master	node	and	set	the	below	parameter. --service-account-lookup=true Alternatively,	you	can	delete	the	--service-account-lookup	parameter	from	this	file	so that	the	default	takes	effect. Default	Value: By	default,	--service-account-lookup	argument	is	set	to	true. 106	|	P a g e References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 3. https://en.wikipedia.org/wiki/Time_of_check_to_time_of_use Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 16	Account	Monitoring	and	Control Account	Monitoring	and	Control 107	|	P a g e",,None,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 3. https://en.wikipedia.org/wiki/Time_of_check_to_time_of_use Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 16	Account	Monitoring	and	Control Account	Monitoring	and	Control 107	|	P a g e
1.2.26,alicloud_1_1_2_26,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --service-account-key-file argument is set as appropriate,Explicitly	set	a	service	account	public	key	file	for	service	accounts	on	the	apiserver.,"By	default,	if	no	--service-account-key-file	is	specified	to	the	apiserver,	it	uses	the private	key	from	the	TLS	serving	certificate	to	verify	service	account	tokens.	To	ensure	that the	keys	for	service	account	tokens	could	be	rotated	as	needed,	a	separate	public/private key	pair	should	be	used	for	signing	service	account	tokens.	Hence,	the	public	key	should	be specified	to	the	apiserver	with	--service-account-key-file. Impact: The	corresponding	private	key	must	be	provided	to	the	controller	manager.	You	would need	to	securely	maintain	the	key	file	and	rotate	the	keys	based	on	your	organization's	key rotation	policy.",Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--service-account-key-file	argument	exists	and	is	set	as	appropriate.,"Edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	on	the	master	node	and	set	the	--service-account-key-file	parameter to	the	public	key	file	for	service	accounts: --service-account-key-file=<filename> Default	Value: By	default,	--service-account-key-file	argument	is	not	set. 108	|	P a g e References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 3	Secure	Configurations	for	Hardware	and	Software	on	Mobile	Devices,	Laptops, Workstations,	and	Servers Secure	Configurations	for	Hardware	and	Software	on	Mobile	Devices,	Laptops, Workstations,	and	Servers 109	|	P a g e",,The	corresponding	private	key	must	be	provided	to	the	controller	manager.	You	would need	to	securely	maintain	the	key	file	and	rotate	the	keys	based	on	your	organization's	key rotation	policy.,"1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://github.com/kubernetes/kubernetes/issues/24167 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 3	Secure	Configurations	for	Hardware	and	Software	on	Mobile	Devices,	Laptops, Workstations,	and	Servers Secure	Configurations	for	Hardware	and	Software	on	Mobile	Devices,	Laptops, Workstations,	and	Servers 109	|	P a g e"
1.2.27,alicloud_1_1_2_27,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,etcd	should	be	configured	to	make	use	of	TLS	encryption	for	client	connections.,etcd	is	a	highly-available	key	value	store	used	by	Kubernetes	deployments	for	persistent storage	of	all	of	its	REST	API	objects.	These	objects	are	sensitive	in	nature	and	should	be protected	by	client	authentication.	This	requires	the	API	server	to	identify	itself	to	the	etcd server	using	a	client	certificate	and	key. Impact: TLS	and	client	certificate	authentication	must	be	configured	for	etcd.,Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--etcd-certfile	and	--etcd-keyfile	arguments	exist	and	they	are	set	as appropriate.,"Follow	the	Kubernetes	documentation	and	set	up	the	TLS	connection	between	the apiserver	and	etcd.	Then,	edit	the	API	server	pod	specification	file /etc/kubernetes/manifests/kube-apiserver.yaml	on	the	master	node	and	set	the	etcd certificate	and	key	file	parameters. --etcd-certfile=<path/to/client-certificate-file> --etcd-keyfile=<path/to/client-key-file> Default	Value: By	default,	--etcd-certfile	and	--etcd-keyfile	arguments	are	not	set 110	|	P a g e References: 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://coreos.com/etcd/docs/latest/op-guide/security.html Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 9	Limitation	and	Control	of	Network	Ports,	Protocols,	and	Services Limitation	and	Control	of	Network	Ports,	Protocols,	and	Services 111	|	P a g e",,TLS	and	client	certificate	authentication	must	be	configured	for	etcd.,"1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://coreos.com/etcd/docs/latest/op-guide/security.html Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 9	Limitation	and	Control	of	Network	Ports,	Protocols,	and	Services Limitation	and	Control	of	Network	Ports,	Protocols,	and	Services 111	|	P a g e"
1.2.28,alicloud_1_1_2_28,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup	TLS	connection	on	the	API	server.,API	server	communication	contains	sensitive	parameters	that	should	remain	encrypted	in transit.	Configure	the	API	server	to	serve	only	HTTPS	traffic. Impact: TLS	and	client	certificate	authentication	must	be	configured	for	your	Kubernetes	cluster deployment.,Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--tls-cert-file	and	--tls-private-key-file	arguments	exist	and	they are	set	as	appropriate.,"Follow	the	Kubernetes	documentation	and	set	up	the	TLS	connection	on	the	apiserver. Then,	edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	on	the	master	node	and	set	the	TLS	certificate	and	private	key	file parameters. --tls-cert-file=<path/to/tls-certificate-file> --tls-private-key-file=<path/to/tls-key-file> Default	Value: By	default,	--tls-cert-file	and	--tls-private-key-file	arguments	are	not	set. References: 112	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.2	Encrypt	All	Sensitive	Information	Over	Less-trusted	Networks All	communication	of	sensitive	information	over	less-trusted	networks	should	be encrypted.	Whenever	information	flows	over	a	network	with	a	lower	trust	level,	the information	should	be	encrypted. Version	7 14.4	Encrypt	All	Sensitive	Information	in	Transit Encrypt	all	sensitive	information	in	transit. 113	|	P a g e",,TLS	and	client	certificate	authentication	must	be	configured	for	your	Kubernetes	cluster deployment.,"112	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.2	Encrypt	All	Sensitive	Information	Over	Less-trusted	Networks All	communication	of	sensitive	information	over	less-trusted	networks	should	be encrypted.	Whenever	information	flows	over	a	network	with	a	lower	trust	level,	the information	should	be	encrypted. Version	7 14.4	Encrypt	All	Sensitive	Information	in	Transit Encrypt	all	sensitive	information	in	transit. 113	|	P a g e"
1.2.29,alicloud_1_1_2_29,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --client-ca-file argument is set as appropriate,Setup	TLS	connection	on	the	API	server.,"API	server	communication	contains	sensitive	parameters	that	should	remain	encrypted	in transit.	Configure	the	API	server	to	serve	only	HTTPS	traffic.	If	--client-ca-file argument	is	set,	any	request	presenting	a	client	certificate	signed	by	one	of	the	authorities in	the	client-ca-file	is	authenticated	with	an	identity	corresponding	to	the CommonName	of	the	client	certificate. Impact: TLS	and	client	certificate	authentication	must	be	configured	for	your	Kubernetes	cluster deployment.",Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--client-ca-file	argument	exists	and	it	is	set	as	appropriate.,"Follow	the	Kubernetes	documentation	and	set	up	the	TLS	connection	on	the	apiserver. Then,	edit	the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube- apiserver.yaml	on	the	master	node	and	set	the	client	certificate	authority	file. --client-ca-file=<path/to/client-ca-file> Default	Value: By	default,	--client-ca-file	argument	is	not	set. References: 114	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.2	Encrypt	All	Sensitive	Information	Over	Less-trusted	Networks All	communication	of	sensitive	information	over	less-trusted	networks	should	be encrypted.	Whenever	information	flows	over	a	network	with	a	lower	trust	level,	the information	should	be	encrypted. Version	7 14.4	Encrypt	All	Sensitive	Information	in	Transit Encrypt	all	sensitive	information	in	transit. 115	|	P a g e",,TLS	and	client	certificate	authentication	must	be	configured	for	your	Kubernetes	cluster deployment.,"114	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. http://rootsquash.com/2016/05/10/securing-the-kubernetes-api/ 3. https://github.com/kelseyhightower/docker-kubernetes-tls-guide Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.2	Encrypt	All	Sensitive	Information	Over	Less-trusted	Networks All	communication	of	sensitive	information	over	less-trusted	networks	should	be encrypted.	Whenever	information	flows	over	a	network	with	a	lower	trust	level,	the information	should	be	encrypted. Version	7 14.4	Encrypt	All	Sensitive	Information	in	Transit Encrypt	all	sensitive	information	in	transit. 115	|	P a g e"
1.2.30,alicloud_1_1_2_30,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --etcd-cafile argument is set as appropriate,etcd	should	be	configured	to	make	use	of	TLS	encryption	for	client	connections.,etcd	is	a	highly-available	key	value	store	used	by	Kubernetes	deployments	for	persistent storage	of	all	of	its	REST	API	objects.	These	objects	are	sensitive	in	nature	and	should	be protected	by	client	authentication.	This	requires	the	API	server	to	identify	itself	to	the	etcd server	using	a	SSL	Certificate	Authority	file. Impact: TLS	and	client	certificate	authentication	must	be	configured	for	etcd.,Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--etcd-cafile	argument	exists	and	it	is	set	as	appropriate.,"Follow	the	Kubernetes	documentation	and	set	up	the	TLS	connection	between	the apiserver	and	etcd.	Then,	edit	the	API	server	pod	specification	file /etc/kubernetes/manifests/kube-apiserver.yaml	on	the	master	node	and	set	the	etcd certificate	authority	file	parameter. --etcd-cafile=<path/to/ca-file> Default	Value: By	default,	--etcd-cafile	is	not	set. References: 116	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://coreos.com/etcd/docs/latest/op-guide/security.html Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.2	Encrypt	All	Sensitive	Information	Over	Less-trusted	Networks All	communication	of	sensitive	information	over	less-trusted	networks	should	be encrypted.	Whenever	information	flows	over	a	network	with	a	lower	trust	level,	the information	should	be	encrypted. Version	7 14.4	Encrypt	All	Sensitive	Information	in	Transit Encrypt	all	sensitive	information	in	transit. 117	|	P a g e",,TLS	and	client	certificate	authentication	must	be	configured	for	etcd.,"116	|	P a g e 1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://coreos.com/etcd/docs/latest/op-guide/security.html Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.2	Encrypt	All	Sensitive	Information	Over	Less-trusted	Networks All	communication	of	sensitive	information	over	less-trusted	networks	should	be encrypted.	Whenever	information	flows	over	a	network	with	a	lower	trust	level,	the information	should	be	encrypted. Version	7 14.4	Encrypt	All	Sensitive	Information	in	Transit Encrypt	all	sensitive	information	in	transit. 117	|	P a g e"
1.2.31,alicloud_1_1_2_31,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that the --encryption-provider-config argument is set as appropriate,Encrypt	etcd	key-value	store.,etcd	is	a	highly	available	key-value	store	used	by	Kubernetes	deployments	for	persistent storage	of	all	of	its	REST	API	objects.	These	objects	are	sensitive	in	nature	and	should	be encrypted	at	rest	to	avoid	any	disclosures. Impact: None,"Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Verify	that	the	--encryption-provider-config	argument	is	set	to	a	EncryptionConfig	file. Additionally,	ensure	that	the	EncryptionConfig	file	has	all	the	desired	resources	covered especially	any	secrets.","Follow	the	Kubernetes	documentation	and	configure	a	EncryptionConfig	file.	Then,	edit the	API	server	pod	specification	file	/etc/kubernetes/manifests/kube-apiserver.yaml on	the	master	node	and	set	the	--encryption-provider-config	parameter	to	the	path	of that	file: --encryption-provider-config=</path/to/EncryptionConfig/File> Default	Value: By	default,	--encryption-provider-config	is	not	set. References: 118	|	P a g e 1. https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/ 2. https://acotten.com/post/kube17-security 3. https://kubernetes.io/docs/admin/kube-apiserver/ 4. https://github.com/kubernetes/features/issues/92 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.5	Encrypt	At	Rest	Sensitive	Information Sensitive	information	stored	on	systems	shall	be	encrypted	at	rest	and	require	a secondary	authentication	mechanism,	not	integrated	into	the	operating	system,	in	order	to access	the	information. Version	7 14.8	Encrypt	Sensitive	Information	at	Rest Encrypt	all	sensitive	information	at	rest	using	a	tool	that	requires	a	secondary authentication	mechanism	not	integrated	into	the	operating	system,	in	order	to	access	the information. 119	|	P a g e",,None,"118	|	P a g e 1. https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/ 2. https://acotten.com/post/kube17-security 3. https://kubernetes.io/docs/admin/kube-apiserver/ 4. https://github.com/kubernetes/features/issues/92 Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.5	Encrypt	At	Rest	Sensitive	Information Sensitive	information	stored	on	systems	shall	be	encrypted	at	rest	and	require	a secondary	authentication	mechanism,	not	integrated	into	the	operating	system,	in	order	to access	the	information. Version	7 14.8	Encrypt	Sensitive	Information	at	Rest Encrypt	all	sensitive	information	at	rest	using	a	tool	that	requires	a	secondary authentication	mechanism	not	integrated	into	the	operating	system,	in	order	to	access	the information. 119	|	P a g e"
1.2.32,alicloud_1_1_2_32,CIS ALIBABA CLOUD CONTAINER SERVICE FOR KUBERNETES (ACK) BENCHMARK V1.0.0,Ensure that encryption providers are appropriately configured,"Where	etcd	encryption	is	used,	appropriate	providers	should	be	configured.","Where	etcd	encryption	is	used,	it	is	important	to	ensure	that	the	appropriate	set	of encryption	providers	is	used.	Currently,	the	aescbc,	kms	and	secretbox	are	likely	to	be appropriate	options. Impact: None","Run	the	following	command	on	the	master	node: ps -ef | grep kube-apiserver Get	the	EncryptionConfig	file	set	for	--encryption-provider-config	argument.	Verify that	aescbc,	kms	or	secretbox	is	set	as	the	encryption	provider	for	all	the	desired resources.","Follow	the	Kubernetes	documentation	and	configure	a	EncryptionConfig	file.	In	this	file, choose	aescbc,	kms	or	secretbox	as	the	encryption	provider. Default	Value: By	default,	no	encryption	provider	is	set. References: 1. https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/ 2. https://acotten.com/post/kube17-security 3. https://kubernetes.io/docs/admin/kube-apiserver/ 120	|	P a g e 4. https://github.com/kubernetes/features/issues/92 5. https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/#providers Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.5	Encrypt	At	Rest	Sensitive	Information Sensitive	information	stored	on	systems	shall	be	encrypted	at	rest	and	require	a secondary	authentication	mechanism,	not	integrated	into	the	operating	system,	in	order	to access	the	information. Version	7 14.8	Encrypt	Sensitive	Information	at	Rest Encrypt	all	sensitive	information	at	rest	using	a	tool	that	requires	a	secondary authentication	mechanism	not	integrated	into	the	operating	system,	in	order	to	access	the information. 121	|	P a g e",,None,"1. https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/ 2. https://acotten.com/post/kube17-security 3. https://kubernetes.io/docs/admin/kube-apiserver/ 120	|	P a g e 4. https://github.com/kubernetes/features/issues/92 5. https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/#providers Additional	Information: This	control	cannot	be	audited	and	modified	in	ACK	managed	clusters. CIS	Controls: Version	6 14.5	Encrypt	At	Rest	Sensitive	Information Sensitive	information	stored	on	systems	shall	be	encrypted	at	rest	and	require	a secondary	authentication	mechanism,	not	integrated	into	the	operating	system,	in	order	to access	the	information. Version	7 14.8	Encrypt	Sensitive	Information	at	Rest Encrypt	all	sensitive	information	at	rest	using	a	tool	that	requires	a	secondary authentication	mechanism	not	integrated	into	the	operating	system,	in	order	to	access	the information. 121	|	P a g e"
