id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references
1.1.11,gcp_1_1_1_11,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nosuid option set on /dev/shm partition,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Setting this option on a file system prevents users from introducing privileged programs onto the system and allowing non-root users to execute them.,Verify that the nosuid option is set if a /dev/shm partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/dev/shm\s' | grep -v nosuid,"Run the following command to remount /dev/shm : # mount -o remount,nosuid /dev/shm /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,
1.1.12,gcp_1_1_1_12,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure noexec option set on /dev/shm partition,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Setting this option on a file system prevents users from executing programs from shared memory. This deters users from introducing potentially malicious software on the system.,Verify that the noexec option is set if a /dev/shm partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/dev/shm\s' | grep -v noexec,"Run the following command to remount /dev/shm: # mount -o remount,noexec /dev/shm /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,
1.1.13,gcp_1_1_1_13,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Disable Automounting,"autofs allows automatic mounting of devices, typically including CD/DVDs and USB drives.",With automounting enabled anyone with physical access could attach a USB drive or disc and have its contents available in system even if they lacked permissions to mount it themselves. Impact: The use of portable hard drives is very common for workstation users. If your organization allows the use of portable storage or media on workstations and physical access controls to workstations is considered adequate there is little value add in turning off automounting.,"# systemctl is-enabled autofs disabled Verify result is not ""enabled"".","Run the following command to disable autofs: # systemctl disable autofs Additional Information: Additional methods of disabling a service exist. Consult your distribution documentation for appropriate methods. This control should align with the tolerance of the use of portable drives and optical media in the organization. On a server requiring an admin to manually mount media can be part of defense-in-depth to reduce the risk of unapproved software or information being introduced or proprietary software or information being exfiltrated. If admins commonly use flash drives and Server access has sufficient physical controls, requiring manual mounting may not increase security.",,,
1.2.1,gcp_1_1_2_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure dm-verity is enabled,"device-mapper-verity (dm-verity) kernel feature feature provides transparent integrity checking of block devices using a cryptographic digest provided by the kernel crypto API. When a dm-verity device is configured, it is expected that the caller has been authenticated in some way (cryptographic signatures, etc). After instantiation, all hashes will be verified on-demand during disk access. If they cannot be verified up to the root node of the tree, the root hash, then the I/O will fail. This should detect tampering with any data on the device and the hash data.","The Container-Optimized OS root filesystem is always mounted as read-only. Additionally, its checksum is computed at build time and verified by the kernel on each boot. This mechanism prevents against attackers from ""owning"" the machine through permanent local changes.",Verify dm-verity is enabled in kernel config with the following command: # zcat /proc/config.gz | grep CONFIG_DM_VERITY CONFIG_DM_VERITY=y,"An OS image update that has the dm-verity enabled kernel is required. References: 1. AIDE stable manual: http://aide.sourceforge.net/stable/manual.html Additional Information: The prelinking feature can interfere with AIDE because it alters binaries to speed up their start up times. Run prelink -ua to restore the binaries to their prelinked state, thus avoiding false positives from AIDE.",,,
1.3.1,gcp_1_1_3_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure authentication required for single user mode,Single user mode (rescue mode) is used for recovery when the system detects an issue during boot or by manual selection from the bootloader.,Requiring authentication in single user mode (rescue mode) prevents an unauthorized user from rebooting the system into single user to gain root privileges without credentials.,Run the following commands and verify that /sbin/sulogin or /usr/sbin/sulogin is used as shown: # grep /systemd-sulogin-shell /usr/lib/systemd/system/rescue.service ExecStart=-/usr/lib/systemd/systemd-sulogin-shell rescue # grep /systemd-sulogin-shell /usr/lib/systemd/system/emergency.service ExecStart=-/usr/lib/systemd/systemd-sulogin-shell emergency,"Rootfs is read-only file system. Therefore, update to an OS image which requires single user mode authentication.",,,
1.4.1,gcp_1_1_4_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure core dumps are restricted,"A core dump is the memory of an executable program. It is generally used to determine why a program aborted. It can also be used to glean confidential information from a core file. The system provides the ability to set a soft limit for core dumps, but this can be overridden by the user.","Setting a hard limit on core dumps prevents users from overriding the soft variable. If core dumps are required, consider setting limits for user groups (see limits.conf(5) ). In addition, setting the fs.suid_dumpable variable to 0 will prevent setuid programs from dumping core.","Run the following commands and verify output matches: # grep ""hard core"" /etc/security/limits.conf /etc/security/limits.d/* * hard core 0 # sysctl fs.suid_dumpable fs.suid_dumpable = 0 Run the following commands to check if systemd-coredump is installed: # systemctl is-enabled systemd-coredump@.service # systemctl is-enabled systemd-coredump.socket if static is returned systemd-coredump is installed","Add the following line to /etc/security/limits.conf or a /etc/security/limits.d/* file: * hard core 0 Run the following command to set the active kernel parameter: # sysctl -w fs.suid_dumpable=0 If systemd-coredump@ is installed: edit /etc/systemd/coredump.conf and add/modify the following lines: Storage=none ProcessSizeMax=0  Run the command: systemctl daemon-reload /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,
1.4.2,gcp_1_1_4_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure XD/NX support is enabled,"The NX bit (no-execute) is a technology used in CPUs to segregate areas of memory for use by either storage of processor instructions or for storage of data. An operating system with support for the NX bit may mark certain areas of memory as non- executable. The processor will then refuse to execute any code residing in these areas of memory. This ability can help prevent exploitation of buffer overflow vulnerabilities and should be activated whenever possible. Recent processors in the x86 family support the ability to prevent code execution on a per memory page basis. On AMD processors, this ability is called No Execute (NX), on Intel processors it is called Execute Disable (XD) and on ARM processors it is called Execute Never (XN). Extra steps must be taken to ensure that this protection is enabled, particularly on 32-bit x86 systems. Other processors, such as Itanium and POWER, have included such support since inception and the standard kernel for those platforms supports the feature. Starting from ARMv6, the XN bit is supported by default and the kernel cannot disable it. For this reason, this recommend is not applicable for Container-Optimized OS ARM images.",Enabling any feature that can protect against buffer overflow attacks enhances the security of the system.,"Run the following command and verify your kernel has identified and activated NX/XD protection. # journalctl | grep 'protection: active' kernel: NX (Execute Disable) protection: active OR on systems without journalctl [[ -n $(grep noexec[0-9]*=off /proc/cmdline) || -z $(grep -E -i ' (pae|nx) ' /proc/cpuinfo) || -n $(grep '\sNX\s.*\sprotection:\s' /var/log/dmesg | grep - v active) ]] && echo ""NX Protection is not active"" Nothing should be returned","On 32 bit systems install a kernel with PAE support, no installation is required on 64 bit systems: If necessary configure your bootloader to load the new kernel and reboot the system. You may need to enable NX or XD support in your bios. Additional Information: Ensure your system supports the XD or NX bit and has PAE support before implementing this recommendation as this may prevent it from booting if these are not supported by your hardware.",,,
1.4.3,gcp_1_1_4_3,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure address space layout randomization (ASLR) is enabled,Address space layout randomization (ASLR) is an exploit mitigation technique which randomly arranges the address space of key data areas of a process.,Randomly placing virtual memory regions will make it difficult to write memory page exploits as the memory placement will be consistently shifting.,"Run the following command and verify output matches: # sysctl kernel.randomize_va_space kernel.randomize_va_space = 2 # grep ""kernel\.randomize_va_space"" /etc/sysctl.conf /etc/sysctl.d/* kernel.randomize_va_space = 2",Set the following parameter in /etc/sysctl.conf or a /etc/sysctl.d/* file: kernel.randomize_va_space = 2 Run the following command to set the active kernel parameter: # sysctl -w kernel.randomize_va_space=2,,,
1.5.1.1,gcp_1_1_5_1_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure message of the day is configured properly,"The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version","Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the "" uname -a "" command once they have logged in.","Run the following command and verify that the contents match site policy: # cat /etc/motd Run the following command and verify no results are returned: # grep -E -i ""(\\v|\\r|\\m|\\s|$(grep '^ID=' /etc/os-release | cut -d= -f2 | sed -e 's/""//g'))"" /etc/motd","Edit the /etc/motd file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , \v or references to the OS platform /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot.",,,
1.5.1.2,gcp_1_1_5_1_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure local login warning banner is configured properly,"The contents of the /etc/issue file are displayed to users prior to login for local terminals. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version - or the operating system's name","Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the "" uname -a "" command once they have logged in.","Run the following command and verify that the contents match site policy: # cat /etc/issue Run the following command and verify no results are returned: # grep -E -i ""(\\v|\\r|\\m|\\s|$(grep '^ID=' /etc/os-release | cut -d= -f2 | sed -e 's/""//g'))"" /etc/issue","Edit the /etc/issue file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , \v or references to the OS platform # echo ""Authorized uses only. All activity may be monitored and reported."" > /etc/issue /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot.",,,
1.5.1.3,gcp_1_1_5_1_3,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure remote login warning banner is configured properly,"The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version","Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the "" uname -a "" command once they have logged in.","Run the following command and verify that the contents match site policy: # cat /etc/issue.net Run the following command and verify no results are returned: # grep -E -i ""(\\v|\\r|\\m|\\s|$(grep '^ID=' /etc/os-release | cut -d= -f2 | sed -e 's/""//g'))"" /etc/issue.net","Edit the /etc/issue.net file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , \v or references to the OS platform # echo ""Authorized uses only. All activity may be monitored and reported."" > /etc/issue.net /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot.",,,
1.5.1.4,gcp_1_1_5_1_4,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/motd are configured,The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users.,If the /etc/motd file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,Run the following command and verify Uid and Gid are both 0/root and Access is 644 : # stat /etc/motd Access: (0644/-rw-r--r--)  Uid: (    0/    root)   Gid: (    0/    root),"Run the following commands to set permissions on /etc/motd : # chown root:root /etc/motd # chmod 644 /etc/motd /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot.",,,
1.5.1.5,gcp_1_1_5_1_5,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/issue are configured,The contents of the /etc/issue file are displayed to users prior to login for local terminals.,If the /etc/issue file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,Run the following command and verify Uid and Gid are both 0/root and Access is 644 : # stat /etc/issue Access: (0644/-rw-r--r--)  Uid: (    0/    root)   Gid: (    0/    root),"Run the following commands to set permissions on /etc/issue : # chown root:root /etc/issue # chmod 644 /etc/issue /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot.",,,
1.5.1.6,gcp_1_1_5_1_6,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure permissions on /etc/issue.net are configured,The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services.,If the /etc/issue.net file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,Run the following command and verify Uid and Gid are both 0/root and Access is 644 : # stat /etc/issue.net Access: (0644/-rw-r--r--)  Uid: (    0/    root)   Gid: (    0/    root),"Run the following commands to set permissions on /etc/issue.net : # chown root:root /etc/issue.net # chmod 644 /etc/issue.net /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot.",,,
1.6,gcp_1_1_6,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure AppArmor is installed,SELinux and AppArmor provide Mandatory Access Controls.,Without a Mandatory Access Control system installed only the default Discretionary Access Control system will be available.,"Verify that AppArmor is installed with the following command: # grep '\""name\"": \""apparmor\""' /etc/cos-package-info.json ""name"": ""apparmor"",",Update to an OS image that includes the the apparmor package. Additional Information: SELinux and AppArmor both have several package names in use on different distributions. Research the appropriate packages for your environment.,,,
2.1.1.1,gcp_1_2_1_1_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure time synchronization is in use,System time should be synchronized between all systems in an environment. This is typically done by establishing an authoritative time server or set of servers and having all systems synchronize their clocks to them.,"Time synchronization is important to support time sensitive security mechanisms like Kerberos and also ensures log files have consistent time records across the enterprise, which aids in forensic investigations.","On physical systems or virtual systems where host based time synchronization is not available verify that chrony is installed with the following command: # grep '\""name\"": \""chrony\""' /etc/cos-package-info.json ""name"": ""chrony"", On virtual systems where host based time synchronization is available consult your virtualization software documentation and verify that host based synchronization is in use.","On physical systems or virtual systems where host based time synchronization is not available update to an image that comes with chrony package installed. On virtual systems where host based time synchronization is available consult your virtualization software documentation and setup host based synchronization. Additional Information: systemd-timesyncd is part of systemd. Some versions of systemd have been compiled without systemd-timesycnd. On these distributions, chrony or NTP should be used instead of systemd-timesycnd.",,,
2.1.1.2,gcp_1_2_1_1_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure chrony is configured,chrony is a daemon which implements the Network Time Protocol (NTP) is designed to synchronize system clocks across a variety of systems and use a source that is highly accurate. More information on chrony can be found at http://chrony.tuxfamily.org/. chrony can be configured to be a client and/or a server.,If chrony is in use on the system proper configuration is vital to ensuring time synchronization is working properly. This recommendation only applies if chrony is in use on the system.,"Run the following command and verify remote server is configured properly: # grep -E ""^(server|pool)"" /etc/chrony/chrony.conf server <remote-server> Multiple servers may be configured. Run the following command and verify the first field for the chronyd process is ntp or chrony: # ps -ef | grep chronyd ntp     491     1  0 20:32 ?        00:00:00 /usr/sbin/chronyd Or # ps -ef | grep chronyd chrony     491     1  0 20:32 ?        00:00:00 /usr/sbin/chronyd",Update to an OS image that has the correct chrony configuration.,,,
2.1.2,gcp_1_2_1_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure X Window System is not installed,"The X Window System provides a Graphical User Interface (GUI) where users can have multiple windows in which to run programs and various add on. The X Windows system is typically used on workstations where users login, but not on servers where users typically do not login.","Unless your organization specifically requires graphical login access via X Windows, remove it to reduce the potential attack surface. Impact: Many Linux systems run applications which require a Java runtime. Some Linux Java packages have a dependency on specific X Windows xorg-x11-fonts. One workaround to avoid this dependency is to use the ""headless"" Java packages for your specific Java runtime, if provided by your distribution.",Verify X Windows System is not installed. The following command should return empty result. # grep xorg /etc/cos-package-info.json,An OS image update that does not include X Window System is required.,,,
2.1.3,gcp_1_2_1_3,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure NFS and RPC are not enabled,The Network File System (NFS) is one of the first and most widely distributed file systems in the UNIX environment. It provides the ability for systems to mount file systems of other servers through the network.,"If the system does not export NFS shares or act as an NFS client, it is recommended that these services be disabled to reduce the remote attack surface.","Run the following commands to verify the nfs-server and rpcbind are not enabled: # systemctl is-enabled nfs-server disabled # systemctl is-enabled rpcbind disabled Verify result is not ""enabled"" for both.","Run the following commands to disable the nfs-server and rpcbind: # systemctl --now disable nfs-server # systemctl --now disable rpcbind /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot. Additional Information: Additional methods of disabling a service exist. Consult your distribution documentation for appropriate methods.",,,
2.1.4,gcp_1_2_1_4,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure rsync service is not enabled,The rsyncd service can be used to synchronize files between systems over network links.,The rsyncd service presents a security risk as it uses unencrypted protocols for communication.,"Run the following command to verify rsyncd is not enabled: # systemctl is-enabled rsyncd disabled Verify result is not ""enabled"".","Run the following command to disable rsyncd : # systemctl --now disable rsyncd /etc is stateless on Container-Optimized OS. Therefore, the steps mentioned above needs to be performed after every boot. Additional Information: Additional methods of disabling a service exist. Consult your distribution documentation for appropriate methods. On some distributions the rsync service is known as rsync, not rsyncd.",,,
3.1.1,gcp_1_3_1_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure packet redirect sending is disabled,"ICMP Redirects are used to send routing information to other hosts. As a host itself does not act as a router (in a host only configuration), there is no need to send redirects.",An attacker could use a compromised host to send invalid ICMP redirects to other router devices in an attempt to corrupt routing and have users access a system set up by the attacker as opposed to a valid system.,"Run the following commands and verify output matches: # sysctl net.ipv4.conf.all.send_redirects net.ipv4.conf.all.send_redirects = 0 # sysctl net.ipv4.conf.default.send_redirects net.ipv4.conf.default.send_redirects = 0 # grep ""net\.ipv4\.conf\.all\.send_redirects"" /etc/sysctl.conf /etc/sysctl.d/* net.ipv4.conf.all.send_redirects = 0 # grep ""net\.ipv4\.conf\.default\.send_redirects"" /etc/sysctl.conf /etc/sysctl.d/* net.ipv4.conf.default.send_redirects= 0","Set the following parameters in /etc/sysctl.conf or a /etc/sysctl.d/* file: net.ipv4.conf.all.send_redirects = 0 net.ipv4.conf.default.send_redirects = 0 Run the following commands to set the active kernel parameters: # sysctl -w net.ipv4.conf.all.send_redirects=0 # sysctl -w net.ipv4.conf.default.send_redirects=0 # sysctl -w net.ipv4.route.flush=1 /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,
