check_name,matched_rule_ids,method,confidence,reasoning
aws_iam_group_change_notification_configured,oci.events.rule.iam_group_change_notification_configured,ai_verified,high,"This rule directly matches the AWS check's service (IAM), action (change notification), and target resource (group) for monitoring group modifications."
aws_iam_group_policy_access_control,,ai_rejected,none,"The AWS check targets IAM group policy access control, but all candidate rules are OCI-specific and none directly map to monitoring or enforcing access control on group policies in IAM."
aws_iam_identity_provider_change_notifications,oci.events.rule.identity_provider_change_notification_configured,ai_verified,medium,"This rule directly matches the AWS check's focus on configuring notifications for identity provider changes, despite the cloud provider difference."
aws_iam_password_policy_minimum_length_enforced,,ai_rejected,none,"The check is for AWS IAM password policy, but all candidate rules are for OCI (Oracle Cloud Infrastructure) services, so there is no direct match."
aws_iam_policy_admin_group_only,,ai_rejected,none,"The AWS check targets IAM policies restricting admin access to a specific group, while all OCI candidates focus on different services, actions, or resource scopes without matching the exact security v"
aws_iam_policy_change_notification_enabled,oci.events.rule.rule_iam_policy_change_notification_enabled,ai_verified,high,"This rule directly matches the AWS check's service (IAM), action (policy change), and target (notification configuration) for monitoring IAM policy modifications."
aws_iam_policy_storage_admin_delete_restriction_check,oci.identity.user.policy_storage_admin_delete_permission_restricted,ai_verified,medium,"Both checks focus on restricting delete permissions for storage admin roles, indicating a similar security intent despite the different cloud providers (AWS vs OCI)."
aws_iam_service_admins_access_control_check,,ai_rejected,none,"The check name is for AWS IAM service admins, but all candidate rules are for OCI services, so there is no service or resource match."
aws_iam_user_change_notification_configured,oci.events.rule.iam_user_change_notification_event_rule_configured,ai_verified,high,This rule directly matches the AWS check's purpose of monitoring IAM user changes through event notifications in OCI's equivalent service.
aws_iam_user_single_active_access_key_check,oci.identity.user.user_single_active_api_key,ai_verified,high,Both checks enforce the same security control of ensuring users have only one active access key to prevent credential sprawl and reduce attack surface.
aws_iam_users_mfa_enabled,,weak_match,0.22,weak token overlap — likely no matching rule
aws_kms_cmk_rotation_check,oci.key_management.key.cmk_rotation_enabled,ai_verified,medium,"The check name focuses on AWS KMS CMK rotation, which aligns with OCI's key management service for CMK rotation, though it is a cross-cloud mapping."
aws_s3_bucket_encryption_cmk_enabled,,ai_rejected,none,"The check name is for AWS S3, but all candidate rules are for OCI Object Storage, indicating a service mismatch and no valid implementation of the same security check."
aws_s3_bucket_public_access_check,oci.object_storage.bucket.bucket_block_public_access_enabled,ai_verified,medium,"Both checks focus on ensuring S3/Object Storage buckets have public access blocked, though the AWS check is specifically for S3 while OCI rules target Object Storage buckets."
aws_s3_bucket_versioning_enabled,oci.object_storage.bucket.bucket_versioning_enabled;oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_bucket_versioning_enabled,ai_verified,high,These three OCI rules directly correspond to AWS S3 bucket versioning check by verifying object storage bucket versioning is enabled.
aws_s3_bucket_write_logging_enabled,oci.object_storage.bucket.storage_bucket_write_access_logging_enabled,ai_verified,high,This rule directly matches the AWS S3 bucket write logging check by targeting object storage buckets and specifically checking for write access logging.
aws_ssm_ec2_oke_kubelet_conf_permissions_check,,weak_match,0.17,weak token overlap — likely no matching rule
aws_ssm_kubelet_rotate_certificates_check,,weak_match,0.18,weak token overlap — likely no matching rule
aws_vpc_flow_logging_enabled_for_all_subnets,,weak_match,0.20,weak token overlap — likely no matching rule
oracle_No checks defined,oci.identity.user.checks_configured,deep_review_high,high,"The compliance check name 'oracle_No checks defined' directly corresponds to a rule that verifies whether checks are configured, which is exactly what 'oci.identity.user.checks_configured' does."
oracle_accessanalyzer_enabled,,weak_match,0.12,weak token overlap — likely no matching rule
oracle_accessanalyzer_enabled_without_findings,oci.cloud_guard.target.enabled_without_findings,ai_verified,high,"Both checks focus on a security service being enabled but having no findings, with Oracle Access Analyzer and OCI Cloud Guard serving similar continuous security monitoring roles."
oracle_account_maintain_current_contact_details,oci.identity.user.maintain_current_contact_details,ai_verified,high,Both the check name and the rule directly address maintaining current contact details for Oracle Cloud Identity user accounts.
oracle_account_maintain_different_contact_details_to_security_billing_and_operations,oci.identity.user.maintain_different_contact_details_to_security_operations,ai_verified,high,"The check name and rule both enforce maintaining distinct contact details for security and operations within Oracle Cloud Identity, directly matching the service, action, and target resource."
oracle_account_security_contact_information_is_registered,oci.identity.user.security_contact_information_is_registered,ai_verified,high,This rule directly matches the check name's focus on verifying that security contact information is registered for Oracle Cloud accounts.
oracle_acm_certificates_expiration_check,oci.certificates.certificates.expiration_check,ai_verified,high,"This rule directly matches the service (certificates), action (expiration_check), and target resource (certificates) of the given check name for Oracle ACM certificates."
oracle_aisearch_service_not_publicly_accessible,,weak_match,0.18,weak token overlap — likely no matching rule
oracle_aks_clusters_created_with_private_nodes,oci.bds.bds_instance.cluster_private_networking_enforced,deep_review_medium,medium,"Both controls enforce private networking for clusters, though the check name specifies AKS (Kubernetes) while the candidate is for BDS (Big Data Service)."
oracle_aks_clusters_public_access_disabled,oci.container_engine.cluster.clusters_public_access_disabled;oci.container_engine.cluster.private_endpoint_enabled_public_access_disabled,ai_verified,high,"Both rules specifically check for public access restrictions on Oracle Container Engine (AKS) clusters, matching the service, resource type, and security violation described in the check name."
oracle_aks_network_policy_enabled,oci.container_engine.cluster.network_policy_enabled,ai_verified,high,"The check name targets Oracle AKS (Container Engine) network policy status, which directly matches the service, resource, and security control of the first rule."
oracle_analytics_workgroup_encryption,oci.analytics.analytics_instance.workgroup_encryption,ai_verified,high,The check name directly matches the rule's focus on workgroup encryption for Oracle Analytics.
oracle_api_gateway_api_gateway_https_required,oci.apigateway.gateway.gateway_api_https_required,ai_verified,high,Both the check name and the rule directly enforce HTTPS requirement for API Gateway endpoints.
oracle_api_gateway_authorization_enabled,oci.apigateway.gateway.gateway_authorization_enabled,ai_verified,high,Both the check name and rule directly target authorization configuration for Oracle API Gateway services.
oracle_api_gateway_client_certificate_enabled,oci.apigateway.gateway.gateway_client_certificate_enabled,ai_verified,high,"The rule directly matches the service (apigateway), action (client certificate check), and target resource (gateway) specified in the check name."
oracle_api_gateway_restapi_client_certificate_enabled,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled;oci.apigateway.gateway.restapi_client_certificate_enabled,ai_verified,high,"Both rules match the exact service (apigateway), action (client certificate enabled), and target resource (REST API) as the check name."
oracle_api_gateway_restapi_logging_enabled,oci.apigateway.gateway.gateway_restapi_logging_enabled;oci.apigateway.gateway.restapi_logging_enabled,ai_verified,high,"Both rules match the service (OCI API Gateway), action (logging enabled), and target resource (REST API) exactly as specified in the check name."
oracle_api_gateway_restapi_tracing_enabled,oci.apigateway.gateway.gateway_restapi_tracing_enabled,ai_verified,high,"The rule ID exactly matches the check name in service (apigateway), action (tracing enabled), and target resource (gateway restapi)."
oracle_api_gateway_restapi_waf_acl_attached,oci.apigateway.gateway.gateway_restapi_waf_acl_attached,ai_verified,high,"This rule directly matches the service (apigateway), resource type (gateway/restapi), and security control (WAF ACL attachment) specified in the check name."
oracle_apigateway_restapi_cache_encrypted,oci.apigateway.gateway.restapi_cache_encrypted,ai_verified,high,"The rule ID directly matches the check name in service, action, and target resource, specifically addressing REST API cache encryption."
oracle_apigateway_restapi_client_certificate_enabled,oci.apigateway.gateway.restapi_client_certificate_enabled,ai_verified,high,"This rule directly matches the check name's service (apigateway), target resource (restapi), and security control (client certificate enabled)."
oracle_apigateway_restapi_logging_enabled,oci.apigateway.gateway.gateway_restapi_logging_enabled;oci.apigateway.gateway.restapi_logging_enabled,ai_verified,high,"Both rules match the service (OCI API Gateway), action (logging enabled), and target resource (REST API) exactly as specified in the check name."
oracle_apigateway_restapi_public,oci.apigateway.gateway.restapi_public,ai_verified,high,"The check name directly matches the rule ID in service, resource, and security focus on public exposure of REST APIs."
oracle_apigatewayv2_api_access_logging_enabled,oci.apigateway.gateway.api_access_logging_enabled,ai_verified,high,"The check name and rule both target API Gateway service access logging, ensuring the same security violation detection."
oracle_apikeys_api_restrictions_configured,oci.identity.user.api_restrictions_configured,ai_verified,high,"Both checks focus on ensuring API restrictions are configured, with the candidate rule directly matching the service (identity/user) and security action (api_restrictions_configured) for Oracle Cloud."
oracle_apikeys_key_rotated_in_90_days,oci.identity.api_key.key_rotated_in_90_days,ai_verified,high,"This rule directly matches the check name's service (OCI/API keys), action (rotation), timeframe (90 days), and target resource (API keys)."
oracle_app_function_access_keys_configured,oci.functions.application.function_access_keys_configured,ai_verified,high,The check name and rule ID both target Oracle Functions applications and specifically address the configuration of access keys.
oracle_app_function_identity_without_admin_privileges,oci.functions.application.function_identity_without_admin_privileges,ai_verified,high,The check name and rule ID both specifically target Oracle Functions applications to ensure function identities lack administrative privileges.
oracle_app_function_not_publicly_accessible,,weak_match,0.18,weak token overlap — likely no matching rule
oracle_app_http_logs_enabled,oci.functions.application.http_logs_enabled,ai_verified,high,"Both the check name and the rule focus on enabling HTTP logs for Oracle Cloud applications, specifically targeting the same service (Functions) and resource type."
oracle_app_minimum_tls_version_12,oci.compute.instance.app_tls_min_1_2_enforced,ai_verified,medium,"The check name specifically mentions 'app' and targets Oracle Cloud, matching the compute instance rule that enforces TLS 1.2 for applications."
oracle_appstream_fleet_default_internet_access_disabled,oci.compute.instance.fleet_default_internet_access_disabled,ai_verified,high,"The check name and rule both target Oracle Cloud (OCI) compute fleets to ensure default internet access is disabled, matching service, action, and resource."
oracle_appsync_field_level_logging_enabled,oci.apigateway.gateway.field_level_logging_enabled,ai_verified,high,This rule directly matches the check name's focus on field-level logging for API services in Oracle Cloud.
oracle_artifacts_container_analysis_enabled,oci.artifacts.container_repository.container_analysis_enabled,ai_verified,high,"The rule name directly matches the check name in service, resource, and security control."
oracle_athena_workgroup_encryption,oci.analytics.analytics_instance.workgroup_encryption,deep_review_high,high,"Both the compliance check and the catalog rule specifically target encryption for a workgroup in an analytics service, indicating the same control."
oracle_athena_workgroup_logging_enabled,oci.analytics.analytics_instance.workgroup_logging_enabled,deep_review_high,high,"Both the compliance check and the catalog rule specifically target logging enablement for a workgroup in Oracle's analytics services, indicating the same control."
oracle_audit_cloudwatch_logging_enabled,oci.audit.configuration.cloudwatch_logging_enabled,token_match_high,0.60,Jaccard=0.60
oracle_audit_cloudwatch_logs_enabled,oci.audit.configuration.cloudwatch_logs_enabled,token_match_high,0.60,Jaccard=0.60
oracle_audit_enabled,oci.audit.configuration.enabled,ai_verified,high,"The check name 'oracle_audit_enabled' directly corresponds to ensuring audit configuration is enabled in OCI, which matches the rule's purpose of verifying audit service activation."
oracle_audit_kms_encryption_enabled,oci.audit.configuration.kms_encryption_enabled,token_match_high,0.60,Jaccard=0.60
oracle_audit_log_file_validation_enabled,oci.audit.configuration.log_file_validation_enabled,token_match_high,0.67,Jaccard=0.67
oracle_audit_logs_object_storage_bucket_access_logging_enabled,oci.audit.configuration.logs_object_storage_bucket_access_logging_enabled,token_match_high,0.78,Jaccard=0.78
oracle_audit_logs_s3_bucket_access_logging_enabled,oci.audit.configuration.logs_s3_bucket_access_logging_enabled,token_match_high,0.75,Jaccard=0.75
oracle_audit_logs_s3_bucket_is_not_publicly_accessible,oci.audit.configuration.logs_s3_bucket_is_public_access_blocked,ai_verified,high,Both the check name and this rule specifically target preventing public access to Oracle audit logs S3 buckets.
oracle_audit_monitoring_logging_enabled,oci.audit.configuration.monitoring_logging_enabled,token_match_high,0.60,Jaccard=0.60
oracle_audit_multi_region_enabled,oci.audit.configuration.multi_region_enabled,token_match_high,0.60,Jaccard=0.60
oracle_audit_multi_region_enabled_logging_management_events,oci.audit.configuration.multi_region_enabled_logging_management_events,token_match_high,0.75,Jaccard=0.75
oracle_audit_object_storage_dataevents_read_enabled,oci.audit.configuration.object_storage_dataevents_read_enabled,token_match_high,0.71,Jaccard=0.71
oracle_audit_object_storage_dataevents_write_enabled,oci.audit.configuration.object_storage_dataevents_write_enabled,token_match_high,0.71,Jaccard=0.71
oracle_audit_s3_dataevents_read_enabled,oci.audit.configuration.s3_dataevents_read_enabled,token_match_high,0.67,Jaccard=0.67
oracle_audit_s3_dataevents_write_enabled,oci.audit.configuration.s3_dataevents_write_enabled,token_match_high,0.67,Jaccard=0.67
oracle_audit_threat_detection_enumeration,oci.audit.configuration.threat_detection_enumeration,token_match_high,0.67,Jaccard=0.67
oracle_audit_threat_detection_llm_jacking,oci.audit.configuration.threat_detection_llm_jacking,token_match_high,0.71,Jaccard=0.71
oracle_audit_threat_detection_privilege_escalation,oci.audit.configuration.threat_detection_privilege_escalation,token_match_high,0.71,Jaccard=0.71
oracle_autonomous_dw_cluster_audit_logging,oci.database.autonomous_database.dw_cluster_audit_logging,token_match_high,0.62,Jaccard=0.62
oracle_autonomous_dw_cluster_automated_snapshot,oci.database.autonomous_database.cluster_snapshot_encrypted,ai_verified,low,"The check name focuses on automated snapshots for Oracle Autonomous Data Warehouse clusters, but the closest matching rule only addresses snapshot encryption, not the existence or configuration of aut"
oracle_autonomous_dw_cluster_automatic_upgrades,oci.database.autonomous_database.dw_cluster_automatic_upgrades,ai_verified,medium,"The check name specifically targets 'oracle_autonomous_dw_cluster_automatic_upgrades' which matches the service (autonomous_database), resource type (dw_cluster), and security control (automatic_upgra"
oracle_autonomous_dw_cluster_encrypted,oci.database.autonomous_database.cluster_storage_encrypted,ai_verified,medium,"This rule matches the service (database/autonomous_database), target resource (cluster storage), and security check (encryption) most closely aligned with the given check name for Oracle Autonomous Da"
oracle_autonomous_dw_cluster_maintenance_settings,oci.database.autonomous_database.dw_cluster_maintenance_settings,ai_verified,medium,"The check name specifies 'oracle_autonomous_dw_cluster_maintenance_settings' which directly matches the service (autonomous_database), resource type (dw_cluster), and security control (maintenance_set"
oracle_autonomous_dw_cluster_public_access,oci.database.autonomous_database.dw_cluster_public_access,token_match_high,0.62,Jaccard=0.62
oracle_autoscaling_group_capacity_rebalance_enabled,oci.compute.instance.group_capacity_rebalance_enabled,ai_verified,high,"Both the check name and rule target Oracle Cloud Infrastructure compute instance groups with capacity rebalancing enabled, indicating the same security control for auto-scaling resilience."
oracle_autoscaling_group_configured,oci.compute.instance_pool.group_configured,deep_review_medium,medium,"The check name refers to autoscaling group configuration, and the candidate 'oci.compute.instance_pool.group_configured' is the closest match as it involves configuring compute instance groups, which are often used for autoscaling in Oracle Cloud."
oracle_autoscaling_group_health_check_enabled,oci.compute.instance_pool.group_health_check_enabled,ai_verified,high,Both the check name and the rule directly target enabling health checks for auto-scaling groups in Oracle Cloud Infrastructure.
oracle_autoscaling_group_multiple_az,oci.compute.instance_pool.group_multiple_az,ai_verified,high,"The check name directly matches the candidate rule in service (compute/autoscaling), action (multiple AZs), and target resource (instance pool/autoscaling group)."
oracle_awslambda_function_inside_vcn,oci.functions.application.function_inside_vcn,ai_verified,high,"Both the check name and rule ID specifically target Oracle Cloud Functions (Lambda equivalent) being deployed inside a VCN, indicating identical security validation for network isolation."
oracle_awslambda_function_inside_vpc,,weak_match,0.22,weak token overlap — likely no matching rule
oracle_awslambda_function_invoke_api_operations_audit_logging_enabled,oci.functions.application.function_invoke_api_operations_audit_logging_enabled,ai_verified,high,"The rule directly matches the check's service (functions), action (function_invoke_api_operations), and security control (audit_logging_enabled) for Oracle Cloud Infrastructure."
oracle_awslambda_function_not_publicly_accessible,,weak_match,0.18,weak token overlap — likely no matching rule
oracle_awslambda_function_url_cors_policy,oci.functions.application.function_url_cors_policy,ai_verified,high,"The check name and rule ID both target CORS policy configuration for function URLs in Oracle Cloud Functions, indicating an exact service, resource, and security control match."
oracle_awslambda_function_url_public,oci.functions.application.function_url_public,ai_verified,high,The check name directly matches the candidate rule for detecting public access to Oracle Functions via function URLs.
oracle_awslambda_function_vcn_multi_az,oci.functions.application.function_vcn_multi_az,ai_verified,high,"This rule directly matches the service (functions/application), action (multi-AZ check), and target resource (function in VCN) specified in the check name."
oracle_backup_backup_encryption_enabled,oci.database.autonomous_database.backup_encryption_enabled,ai_verified,high,"This rule directly matches the service (database), action (backup encryption), and target resource (autonomous database backup) specified in the check name."
oracle_backup_enabled_for_ec2,oci.compute.instance.backup_enabled,deep_review_high,high,"The check name 'oracle_backup_enabled_for_ec2' directly corresponds to enabling backups for compute instances (EC2 equivalent), which matches the candidate rule for compute instance backup."
oracle_backup_plan_configured,oci.database.autonomous_database.plan_configured,ai_verified,high,The check name directly matches the rule's purpose of verifying a backup plan is configured for an Oracle Cloud Autonomous Database.
oracle_backup_plan_min_retention,oci.database.autonomous_database.plan_min_retention,ai_verified,high,The check name 'oracle_backup_plan_min_retention' directly matches the candidate rule for autonomous database backup plan minimum retention.
oracle_backup_plans_exist,oci.database.autonomous_database.plans_exist,ai_verified,high,"The check name 'oracle_backup_plans_exist' directly matches the rule's service (Oracle Cloud Infrastructure), action (backup plans), and target resource (autonomous database)."
oracle_backup_recovery_point_encrypted,oci.database.autonomous_database.recovery_point_encrypted,ai_verified,high,"This rule directly matches the check name by targeting Oracle database recovery points and verifying encryption, which aligns with the security violation of unencrypted backup recovery points."
oracle_backup_recovery_point_encryption,oci.database.autonomous_database.recovery_point_encryption;oci.database.autonomous_database.recovery_point_encrypted,ai_verified,high,"Both rules specifically check encryption of recovery points for Oracle Autonomous Database, which directly matches the target resource and security requirement of the given check name."
oracle_backup_recovery_point_retention,oci.database.autonomous_database.recovery_point_retention,ai_verified,high,"The check name directly matches the rule's service (database), action (recovery point retention), and target resource (autonomous database), indicating it validates the same backup recovery retention "
oracle_backup_reportplans_exist,oci.database.autonomous_database.reportplans_exist,ai_verified,high,"This rule directly matches the service (database/autonomous_database), action (reportplans_exist), and target resource type from the check name."
oracle_backup_vault_encryption_enabled,oci.database.backup.encryption_cmk_key_enabled,ai_verified,medium,"This rule specifically addresses backup encryption using a customer-managed key (CMK) in Oracle Cloud, which aligns with the check's focus on backup vault encryption."
oracle_backup_vaults_encrypted,oci.database.autonomous_database.vaults_encrypted,deep_review_high,high,"Both the compliance check and the rule directly address encryption for Oracle Backup Vaults, indicating the same specific control."
oracle_backup_vaults_exist,oci.database.autonomous_database.vaults_exist,deep_review_medium,medium,"Both the check name and the candidate refer to the existence of vaults for backup purposes, though the candidate is specifically scoped to autonomous databases while the check name is more general."
oracle_bedrock_model_invocation_logging_enabled,oci.ai_language.project.model_invocation_logging_enabled,deep_review_high,high,"Both controls specifically enforce model invocation logging for AI services, with the candidate directly matching the Bedrock service's logging requirement."
oracle_bedrock_model_invocation_logs_encryption_enabled,oci.ai_language.project.model_invocation_logs_encryption_enabled,deep_review_high,high,"The candidate directly matches the check name's focus on encryption of model invocation logs, differing only in the service prefix (ai_language vs. bedrock), which is a minor variation in the same control."
oracle_big_data_cluster_master_nodes_no_public_ip,oci.bds.bds_instance.cluster_master_nodes_no_public_ip,ai_verified,high,"This rule matches the service (BDS), resource (cluster master nodes), and security check (no public IP) exactly as specified in the compliance check name."
oracle_bigquery_dataset_cmk_encryption,oci.object_storage.bucket.bucket_encryption_cmk_enabled;oci.object_storage.bucket.encryption_cmk_key_enabled,deep_review_medium,medium,"Both the check name and the selected candidates enforce encryption using customer-managed keys (CMK), but they apply to different Oracle services (BigQuery vs. Object Storage) with similar security intent."
oracle_bigquery_dataset_public_access,oci.analytics.analytics_instance.dataset_public_access,deep_review_medium,medium,"Both focus on preventing public access to datasets, but the check name specifies BigQuery while the candidate is for Oracle Analytics."
oracle_bigquery_table_cmk_encryption,,ai_rejected,none,"The check name refers to Oracle BigQuery table CMK encryption, but all candidate rules are for OCI Analytics or NoSQL services, not BigQuery."
oracle_cache_redis_cluster_backup_enabled,oci.redis.cluster.backup_retention,ai_verified,high,"The check name specifies Oracle Cache (Redis) cluster backup enabled, which directly matches the service (redis.cluster) and security control (backup retention) of the top candidate rule."
oracle_cdn_cloudfront_https_required,oci.edge_services.distribution.cloudfront_https_required;oci.edge_services.distribution.cdn_https_only_viewer_protocol,ai_verified,high,"Both rules target the same service (OCI Edge Services/CDN) and enforce HTTPS for content delivery, matching the check's focus on requiring HTTPS for CloudFront-like distributions."
oracle_cdn_distributions_custom_ssl_certificate,oci.edge_services.distribution.distributions_custom_ssl_certificate,ai_verified,high,"This rule directly matches the check name's service (edge_services/distribution), action (custom SSL certificate check), and target resource (CDN distributions)."
oracle_cdn_distributions_logging_enabled,oci.edge_services.distribution.distributions_logging_enabled,ai_verified,high,The check name directly matches the rule's service (edge_services/distribution) and security control (logging enabled for distributions).
oracle_cdn_distributions_origin_traffic_encrypted,oci.edge_services.distribution.distributions_origin_traffic_encrypted,ai_verified,high,"This rule matches the check name exactly in service (edge_services/distribution), action (origin traffic encryption), and target resource (distributions)."
oracle_cdn_distributions_using_deprecated_ssl_protocols,oci.edge_services.distribution.distributions_using_deprecated_ssl_protocols,ai_verified,high,"This rule directly matches the check name's service (edge_services/distribution), action (detecting deprecated SSL protocols), and target resource (distributions)."
oracle_certificates_certificate_expiration,oci.certificates.certificate.certificate_expiration,token_match_high,0.60,Jaccard=0.60
oracle_certificates_certificates_expiration_check,oci.certificates.certificates.expiration_check;oci.certificates.certificate.certificate_expiration,ai_verified,high,"Both rules match the service (certificates), action (expiration check), and target resource (certificates) of the given check name."
oracle_cloud_guard_centrally_managed,oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled,ai_verified,medium,"Both rules check if Cloud Guard targets are enabled, which aligns with the central management aspect of the check name, though the exact scope may vary."
oracle_cloud_guard_eks_audit_log_enabled,oci.cloudguard.audit.cloud_guard_disabled,ai_verified,medium,"The check name focuses on Cloud Guard audit logging for EKS, and the candidate rule directly addresses Cloud Guard audit logging, though it specifies a disabled state rather than enabled."
oracle_cloud_guard_enabled,oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled,ai_verified,high,"Both rules directly check if Cloud Guard is enabled, matching the service, action, and target resource of the given check name."
oracle_cloud_guard_guardduty_enabled,oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled,ai_verified,medium,"Both rules match the service (Cloud Guard) and the action (enabled/is_enabled) but lack explicit 'guardduty' terminology, suggesting they may be broader implementations of Cloud Guard enablement."
oracle_cloud_guard_is_enabled,oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled,ai_verified,high,"Both rules directly check if Cloud Guard is enabled, matching the service, action, and target resource of the compliance check."
oracle_cloud_guard_no_high_severity_findings,oci.cloud_guard.target.high_severity_findings_blocked,ai_verified,high,"This rule directly addresses blocking high severity findings in Cloud Guard, matching the service, action, and target resource of the check name."
oracle_cloud_guard_recorder_all_regions_enabled,oci.cloud_guard.target.recorder_all_regions_enabled,ai_verified,high,"The rule ID directly matches the check name in service, action, and target resource for enabling Cloud Guard recorder across all regions."
oracle_cloud_guard_security_center_enabled,oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled,ai_verified,high,"Both rules directly check if Cloud Guard (the security center) is enabled, matching the service and security intent of the given check name."
oracle_cloud_guard_vulnerability_assessment_enabled,oci.cloud_guard.target.enabled;oci.cloud_guard.target.is_enabled,ai_verified,medium,"Both rules check if Cloud Guard targets are enabled, which aligns with the vulnerability assessment being active, though the exact naming match is not perfect."
oracle_cloudfront_distributions_field_level_encryption_enabled,oci.edge_services.distribution.distributions_field_level_encryption_enabled,ai_verified,high,"The rule directly matches the service (edge services/distribution), action (field-level encryption), and target resource (distributions) as specified in the check name."
oracle_cloudfront_distributions_https_enabled,oci.edge_services.distribution.cloudfront_https_required,ai_verified,high,"This rule directly matches the service (edge_services), resource (distribution/CloudFront), and security requirement (HTTPS enabled)."
oracle_cloudfront_distributions_logging_enabled,oci.edge_services.distribution.distributions_logging_enabled,ai_verified,high,Both checks target Oracle Cloud distributions (edge services) and verify logging is enabled for the same resource type.
oracle_cloudfront_distributions_multiple_origin_failover_configured,oci.edge_services.distribution.distributions_multiple_origin_failover_configured,ai_verified,high,"Exact service (edge_services/distribution), action (multiple origin failover), and resource (distributions) match for CloudFront distributions."
