check_name,matched_rule_ids,method,confidence,reasoning
gcp_bigquery_cluster_public_access,gcp.bigquery.audit.public_query,ai_verified,medium,"Both checks focus on detecting public access to BigQuery resources, with the catalog rule specifically identifying queries executed against public datasets by unknown principals."
gcp_bigquery_dataset_cmk_encryption,gcp.bigquery.dataset.catalog_metadata_encryption_enabled,ai_verified,high,"Both the check name and this rule specifically target BigQuery dataset encryption with customer-managed keys (CMK), focusing on the same service, action, and resource type."
gcp_bigquery_dataset_default_cmek_encryption_check,gcp.bigquery.dataset.dataset_encrypted_at_rest_cmek,ai_verified,high,"Both the check name and this rule specifically target BigQuery dataset encryption at rest using CMEK, making them functionally equivalent."
gcp_bigquery_dataset_public_access,gcp.bigquery.dataset.dataset_public_sharing_disabled;gcp.bigquery.audit.dataset_made_public,ai_verified,high,"Both rules specifically detect BigQuery datasets with public access, matching the service (BigQuery), action (public access detection), and target resource (dataset) of the compliance check."
gcp_bigquery_dataset_public_access_check,gcp.bigquery.dataset.dataset_public_sharing_disabled,ai_verified,high,Both the check name and the rule directly target preventing public access to BigQuery datasets.
gcp_bigquery_dlp_classification_configured,gcp.dlp.inspect_template.classification_auto_classification_enabled_where_supported,ai_verified,high,"The check name focuses on DLP classification configuration in BigQuery, which directly matches the candidate rule about enabling auto-classification in DLP inspect templates."
gcp_bigquery_table_cmek_at_rest_encryption_check,gcp.bigquery.dataset.cluster_encryption_at_rest_cmek,token_match_high,0.67,Jaccard=0.67
gcp_bigquery_table_cmk_encryption,gcp.bigquery.table.table_encrypted,ai_verified,high,"Both the check name and rule focus on encryption of BigQuery tables, specifically requiring customer-managed keys (CMK) for table-level encryption."
gcp_bigquery_workgroup_encryption,gcp.bigquery.dataset.workgroup_query_result_encryption_enabled,ai_verified,high,The check name directly matches the rule's focus on enforcing encryption for BigQuery workgroup query results.
gcp_bigtable_backup_enabled,gcp.spanner.instance.backup_enabled,deep_review_medium,medium,"The check name is about Bigtable backup enablement, and while no exact Bigtable rule exists, the Spanner backup rule enforces the same conceptual control of enabling backups for a database service, just for a different GCP database product."
gcp_cdn_cloudfront_https_required,gcp.compute.backend_service.cdn_https_only_viewer_protocol,ai_verified,medium,"The check name focuses on requiring HTTPS for CDN (CloudFront-like) in GCP, which aligns with the candidate rule's purpose of enforcing HTTPS for viewer protocols in backend services with CDN."
gcp_cdn_distributions_custom_ssl_certificate,gcp.compute.backend_service.cdn_valid_trusted_certificate_attached,ai_verified,medium,"This rule directly checks for a valid trusted certificate attached to a CDN backend service, which aligns with verifying custom SSL certificates on GCP CDN distributions."
gcp_cdn_distributions_logging_enabled,gcp.compute.backend_service.cdn_access_logging_enabled,ai_verified,high,"Both checks focus on enabling logging specifically for CDN (Content Delivery Network) distributions in GCP, targeting the same service and resource type."
gcp_cdn_distributions_origin_traffic_encrypted,gcp.compute.backend_service.cdn_origin_access_restricted,deep_review_medium,medium,"Both address securing CDN origins, though the check name focuses on traffic encryption while the rule emphasizes access restriction, which are related security concepts for origin protection."
gcp_cdn_distributions_using_deprecated_ssl_protocols,gcp.compute.backend_service.cdn_tls_min_1_2_enforced,deep_review_medium,medium,"Both address secure transport protocols for CDN distributions, with the check focusing on deprecated SSL protocols and the rule enforcing minimum TLS 1.2, which covers the same security concept of preventing weak/outdated cryptographic protocols."
gcp_certificate_manager_certificate_expiration,gcp.certificatemanager.certificate.manager_certificates_expiration_configured,token_match_high,0.67,Jaccard=0.67
gcp_certificate_manager_certificates_expiration_check,gcp.certificatemanager.certificate.manager_certificates_expiration_configured,token_match_high,0.83,Jaccard=0.83
gcp_cloud_asset_inventory_api_enabled_check,gcp.cloudasset.asset.config_recorder_enabled,ai_verified,high,"This rule directly checks if the Cloud Asset Inventory service (config recorder) is enabled, which matches the given check name for enabling the Cloud Asset Inventory API."
gcp_cloud_build_project_no_secrets_in_variables,gcp.cloudfunctions.function.function_env_no_plaintext_secrets;gcp.dataflow.parameter.parameter_attributes_no_plaintext_secrets;gcp.gke.workload.workload_env_no_plaintext_secrets,deep_review_medium,medium,"These rules all enforce the same core concept of preventing plaintext secrets in configuration variables across different GCP services, matching the check's focus on Cloud Build variables."
gcp_cloud_build_project_source_repo_url_no_sensitive_credentials,gcp.cloudbuild.audit.build_triggered_from_external_source,deep_review_medium,medium,"Both address Cloud Build source repository security concerns, though the check name focuses on credential exposure in URLs while the catalog rule focuses on external/unverified source verification."
gcp_cloud_functions_env_vars_secret_check,gcp.cloudfunctions.function.function_env_no_plaintext_secrets,deep_review_high,high,The check name 'gcp_cloud_functions_env_vars_secret_check' directly matches candidate #10 'gcp.cloudfunctions.function.function_env_no_plaintext_secrets' as both address Cloud Functions environment variables containing secrets.
gcp_cloud_functions_function_restrict_public_access,gcp.data_access.public_object_access,deep_review_medium,medium,"The check name is about restricting public access to Cloud Functions, which aligns with the broader concept of preventing public object access in GCP data access controls, though not function-specific."
gcp_cloud_functions_function_url_authentication,,ai_rejected,none,"The check name refers to Cloud Functions URL authentication, but none of the candidate rules address authentication or IAM configuration."
gcp_cloud_run_task_definition_logging_enabled,gcp.cloudfunctions.function.function_logging_and_tracing_enabled,deep_review_medium,medium,"Both controls enforce logging for serverless compute services, with Cloud Run and Cloud Functions being conceptually similar managed platforms where enabling logging is a security best practice."
gcp_cloudfunctions_concurrency_limit,gcp.cloudfunctions.provisioned_concurrency.prov_conc_execution_role_least_privilege,deep_review_medium,medium,"The check name 'gcp_cloudfunctions_concurrency_limit' focuses on concurrency configuration, and the candidate rule is the only one directly addressing concurrency (provisioned concurrency) in the list, though it emphasizes least privilege rather than"
gcp_cloudsql_backup_enabled,gcp.filestore.instance.backup_enabled,deep_review_medium,medium,"The candidate rule specifically checks for backup enablement, which matches the core concept of ensuring backups are enabled, though it targets Filestore rather than Cloud SQL."
gcp_cloudsql_backup_retention,,ai_rejected,none,"The check name is about backup retention for Cloud SQL, but all candidate rules are about database object permissions and DDL operations, not backup configuration or retention policies."
gcp_cloudsql_instance_automated_backups,,ai_rejected,none,"The check name focuses on automated backups for Cloud SQL instances, but none of the candidate rules specifically address backup configuration or retention settings."
gcp_cloudsql_instance_high_availability,,ai_rejected,none,"The check name targets high availability configuration for Cloud SQL instances, but none of the candidate rules address availability settings or replication; they focus on audit logging, DDL operation"
gcp_cloudsql_instance_postgres_log_connections_flag,,ai_rejected,none,"The check name targets a specific PostgreSQL logging flag in Cloud SQL, which is a configuration audit, while all candidate rules are focused on database object operations or instance modifications, n"
gcp_cloudsql_instance_postgres_log_disconnections_flag,gcp.audit.cloudsql_instance_change,deep_review_medium,medium,"The check name focuses on PostgreSQL log_disconnections flag configuration, which would be part of Cloud SQL instance configuration changes monitored by the general audit rule."
gcp_cloudsql_instance_postgres_log_error_verbosity_flag,gcp.audit.cloudsql_instance_change,deep_review_medium,medium,"The check name focuses on PostgreSQL log error verbosity flag configuration for Cloud SQL instances, which is a specific instance configuration change that would be captured by the broader Cloud SQL instance change audit rule."
gcp_cloudsql_instance_postgres_log_min_duration_statement_flag,gcp.audit.cloudsql_instance_change,deep_review_medium,medium,"The check name focuses on PostgreSQL log_min_duration_statement flag configuration for Cloud SQL instances, which is a specific database flag setting that would be enforced through Cloud SQL instance configuration changes, making the general instance"
gcp_cloudsql_instance_postgres_log_min_error_statement_flag,,ai_rejected,none,"The check name targets PostgreSQL Cloud SQL instance logging configuration, while all candidate rules are either unrelated to logging, target different services, or are generic audit/error rules."
gcp_cloudsql_instance_postgres_log_min_messages_flag,,ai_rejected,none,"The check name targets PostgreSQL-specific logging configuration in Cloud SQL, but none of the candidate rules address logging flags or PostgreSQL settings."
gcp_cloudsql_instance_postgres_log_statement_flag,gcp.audit.cloudsql_instance_change,deep_review_medium,medium,"The check name focuses on PostgreSQL log_statement flag configuration, which is a specific Cloud SQL instance setting, and the candidate rule covers Cloud SQL instance changes, likely including such configuration audits."
gcp_cloudsql_instance_public_access,gcp.sql.instance.instance_public_access_disabled;gcp.sql.database_instance.db_public_access_disabled,ai_verified,high,"Both rules target Cloud SQL instances and check for disabling public access, matching the service and security violation."
gcp_cloudsql_instance_public_ip,gcp.sql.audit.instance_public_ip_enabled,ai_verified,high,"This rule specifically checks for public IPs on Cloud SQL instances, matching both the service (Cloud SQL) and security concern (public IP exposure) of the given check name."
gcp_cloudsql_instance_ssl_connections,,ai_rejected,none,"The check name targets SSL connections for Cloud SQL instances, but none of the candidate rules audit SSL or encryption settings."
gcp_cloudstorage_bucket_log_retention_policy_lock,gcp.storage.audit.retention_policy_deleted,ai_verified,medium,"Both the check name and this rule focus on Cloud Storage bucket retention policy enforcement, though the check name specifically mentions lock status while the rule detects deletion."
gcp_cloudstorage_bucket_public_access,gcp.storage.bucket.bucket_block_public_access_enabled,ai_verified,high,"This rule directly checks for public access prevention on Cloud Storage buckets, matching the service (storage), action (block public access), and target resource (bucket) of the given check."
gcp_compute_alb_https_redirect,,ai_rejected,none,"The check name targets HTTPS redirect for Application Load Balancers, but none of the candidate rules address load balancer redirect configuration or HTTPS enforcement at the load balancer level."
gcp_compute_autoscaler_configured,,ai_rejected,none,"None of the candidate rules relate to autoscaler configuration, as they cover firewall logging, health checks, access control, anomaly detection, and disk encryption instead."
gcp_compute_backend_service_https_logging_enabled,gcp.compute.backend_service.cdn_access_logging_enabled,token_match_high,0.62,Jaccard=0.62
gcp_compute_backup_enabled,gcp.compute.snapshot.backup_destination_private_only;gcp.compute.snapshot.backup_encrypted_at_rest_cmek;gcp.compute.snapshot.backup_immutable_or_worm_enabled_where_supported;gcp.compute.snapshot.backup_schedule_defined_min_frequency,deep_review_medium,medium,"The check name 'gcp_compute_backup_enabled' is a general backup requirement for compute resources, while the selected catalog rules are specific backup controls for compute snapshots covering different aspects like encryption, immutability, and sched"
gcp_compute_disk_csek_status_check,gcp.compute.disk.disk_encryption_at_rest_enabled,ai_verified,high,"Both checks verify that Compute Engine disks have encryption at rest enabled, with CSEK being Google-managed encryption keys."
gcp_compute_ebs_default_encryption,gcp.compute.disk.disk_encryption_at_rest_enabled;gcp.compute.disk.volume_encryption_at_rest_enabled,ai_verified,high,"Both rules focus on encryption at rest for compute disks, which matches the EBS default encryption check for Google Cloud Platform compute resources."
gcp_compute_ebs_public_snapshot,gcp.compute.disk.disk_snapshots_not_public,ai_verified,high,"This rule directly checks for public snapshots on Compute Engine disks, matching the service, action, and target resource of the given check."
gcp_compute_ebs_volume_encrypted,gcp.compute.disk.disk_snapshots_encrypted,ai_verified,medium,"Both checks focus on encryption of Compute Engine persistent disks (EBS volumes in AWS terminology) rather than snapshots, root volumes, or images."
gcp_compute_ebs_volume_encryption,gcp.compute.disk.volume_encryption_at_rest_enabled,ai_verified,high,The check name directly matches the rule's focus on ensuring Compute Engine disk volumes are encrypted at rest.
gcp_compute_ebs_volume_encryption_enabled,gcp.compute.disk.volume_encryption_at_rest_enabled,ai_verified,high,Both the check name and rule focus specifically on ensuring Compute Engine persistent disks (EBS volumes) have encryption at rest enabled.
gcp_compute_ebs_volume_protected_by_backup_plan,,ai_rejected,none,"The check name refers to EBS volume backup plan protection, but all candidate rules focus on encryption, snapshot security, or backup vault access, not on verifying a backup plan is configured for the"
gcp_compute_firewall_rdp_access_from_the_internet_allowed,gcp.compute.firewall.sg_ingress_no_0_0_0_0,ai_verified,medium,"Both checks target GCP firewall rules restricting internet access to specific ports, with the given check focusing on RDP (port 3389) and the candidate rule addressing general ingress from 0.0.0.0/0."
gcp_compute_firewall_rule_no_rdp_internet_access,gcp.compute.firewall.firewall_no_permit_any_any;gcp.compute.firewall.sg_ingress_no_0_0_0_0,deep_review_medium,medium,"Both rules address the same core concept of preventing overly permissive firewall rules that allow RDP from the internet (0.0.0.0/0), though with slightly different wording."
gcp_compute_firewall_ssh_access_from_the_internet_allowed,gcp.compute.firewall.sg_ingress_no_0_0_0_0,ai_verified,medium,Both checks target GCP Compute firewall rules to prevent unrestricted SSH access from the internet (0.0.0.0/0).
gcp_compute_firewall_ssh_internet_restriction_check,gcp.compute.firewall.sg_ingress_no_0_0_0_0,ai_verified,high,Both the check name and the rule focus on restricting SSH access from the internet (0.0.0.0/0) in GCP firewall configurations.
gcp_compute_instance_block_project_wide_ssh_keys_disabled,gcp.compute.instance.vm_ssh_key_based_auth_required,ai_verified,medium,"The check name targets disabling project-wide SSH keys on a VM instance, which aligns with requiring VM-specific SSH key authentication rather than using shared project-wide keys."
gcp_compute_instance_confidential_computing_enabled,gcp.compute.instance.vm_vtpm_enabled,ai_verified,high,Both the check name and the rule focus on enabling confidential computing features (specifically vTPM) for GCP Compute instances.
gcp_compute_instance_default_service_account_full_access_check,gcp.gke.cluster.cluster_default_service_account_automount_disabled,ai_verified,low,"Only this rule partially matches by addressing default service account usage, but it targets GKE clusters, not Compute Engine instances."
gcp_compute_instance_default_service_account_in_use_with_full_api_access,gcp.gke.cluster.cluster_default_service_account_automount_disabled,deep_review_medium,medium,"Both controls address restricting default service account usage with broad permissions, though one targets Compute Engine VMs and the other targets GKE clusters."
gcp_compute_instance_detailed_monitoring_enabled,gcp.compute.monitoring.monitoring_alerts_for_anomalies_configured,deep_review_medium,medium,"Both focus on monitoring aspects of compute instances, though the check name specifies 'detailed monitoring' while the rule mentions 'monitoring alerts for anomalies' which are conceptually related monitoring controls."
gcp_compute_instance_encryption_with_csek_enabled,gcp.compute.instance.instance_disk_encrypted,ai_verified,high,"Both the check name and rule focus on encryption of compute instance disks, specifically addressing CSEK (Customer-Supplied Encryption Keys) requirements."
gcp_compute_instance_gke_worker_nodes_firewall_restriction,gcp.compute.firewall.firewall_no_permit_any_any;gcp.compute.firewall.sg_ingress_no_0_0_0_0,deep_review_medium,medium,"The check name focuses on firewall restrictions for GKE worker nodes, which aligns with the concept of preventing overly permissive firewall rules (like 'any-any' or '0.0.0.0' ingress) even though the wording differs."
gcp_compute_instance_group_autoscaling,,ai_rejected,none,"The check name refers to autoscaling, but none of the candidate rules address autoscaling configuration or violations."
gcp_compute_instance_imdsv2_enabled,gcp.compute.instance.vm_imds_hardened,deep_review_high,high,"Both the compliance check and catalog rule specifically address hardening of the Instance Metadata Service (IMDS), with the check name referencing IMDSv2 and the rule ID directly indicating IMDS hardening."
gcp_compute_instance_ip_forwarding_check,,ai_rejected,none,"The check name targets IP forwarding, while all candidate rules target public IP assignment, which are unrelated security violations."
gcp_compute_instance_ip_forwarding_is_enabled,,ai_rejected,none,"The check name focuses on IP forwarding being enabled, while all candidate rules are about preventing public IP assignment, which is a different security violation."
gcp_compute_instance_managed_by_ssm,,ai_rejected,none,"The check name refers to a VM being managed by SSM (Systems Manager), which is a configuration management and patching service, but none of the candidate rules address management agents, service confi"
gcp_compute_instance_metadata_block_project_ssh_keys_enabled,gcp.compute.instance.instance_ssh_password_auth_disabled;gcp.compute.instance.vm_ssh_password_auth_disabled,ai_verified,medium,"The check name focuses on blocking project-wide SSH keys via instance metadata, which aligns with rules that enforce disabling SSH password authentication or controlling SSH key usage at the instance "
gcp_compute_instance_no_public_ip,gcp.compute.instance.instance_no_public_ip_unless_required,token_match_high,0.71,Jaccard=0.71
gcp_compute_instance_older_than_specific_days,,ai_rejected,none,"No candidate rule matches the check for detecting compute instances older than a specific number of days, as all provided rules focus on encryption, logging, TPM, or creation/deletion events."
gcp_compute_instance_profile_attached,gcp.compute.instance_group.instance_group_instance_profile_least_privilege,ai_verified,medium,"The check name focuses on Compute instances having IAM profiles attached, which aligns with the candidate rule checking instance groups for least privilege instance profiles."
gcp_compute_instance_public_ip,gcp.compute.instance.instance_no_public_ip_unless_required,token_match_high,0.71,Jaccard=0.71
gcp_compute_instance_serial_port_access_disabled,gcp.compute.audit.serial_port_enabled,ai_verified,high,Both the check name and this rule directly target the security violation of serial port access being enabled on GCP Compute instances.
gcp_compute_instance_serial_ports_in_use,gcp.compute.instance.vm_serial_console_access_restricted,ai_verified,high,Both the check name and rule focus on restricting serial port console access for GCP compute instances.
gcp_compute_instance_service_account_non_default_check,gcp.gke.cluster.cluster_default_service_account_automount_disabled;gcp.gke.namespace.namespace_default_service_account_automount_disabled,deep_review_medium,medium,"Both the compliance check and the selected catalog rules address restricting the use of default service accounts, though they apply to different GCP resources (Compute Engine VMs vs GKE clusters/namespaces)."
gcp_compute_instance_shielded_vm_compliance_check,gcp.compute.instance.vm_vtpm_enabled;gcp.compute.instance.vm_secure_boot_enabled,ai_verified,medium,Both rules specifically enforce Shielded VM features (vTPM and Secure Boot) which are core components of the compliance check for shielded VM configuration.
gcp_compute_instance_shielded_vm_enabled,gcp.compute.instance.vm_vtpm_enabled,token_match_high,0.67,Jaccard=0.67
gcp_compute_instance_ssh_key_authentication,gcp.compute.audit.ssh_key_added_to_instance,token_match_high,0.62,Jaccard=0.62
gcp_compute_load_balancer_ssl_policy_check_secure_ciphers,gcp.compute.forwarding_rule.listener_cipher_policy_secure,ai_verified,high,Both the check name and rule focus on verifying secure cipher policies for GCP Compute load balancer SSL configurations.
gcp_compute_loadbalancer_logging_enabled,gcp.compute.firewall.firewall_logging_enabled,token_match_high,0.60,Jaccard=0.60
gcp_compute_network_check_default_absence,gcp.compute.network.vpc_dns_hostnames_and_support_configured,deep_review_medium,medium,"Both address the configuration of default network settings in GCP VPCs, though the catalog rule focuses on DNS configuration while the check name suggests verifying absence of default networks."
gcp_compute_network_default_in_use,,ai_rejected,none,"The check name targets the default network being in use, while all candidate rules focus on different security controls like isolation, logging, or DNS configuration."
gcp_compute_network_dns_logging_enabled,gcp.dns.managed_zone.zone_query_logging_enabled,deep_review_high,high,"Both the compliance check and the catalog rule specifically address DNS query/logging functionality, making them the same control despite slightly different naming."
gcp_compute_network_legacy_check,gcp.compute.network.vpc_route_tables_no_unintended_internet_paths,deep_review_medium,medium,"The check name 'gcp_compute_network_legacy_check' likely refers to preventing legacy/default network configurations that could expose unintended internet access, which aligns with candidate 10's focus on ensuring VPC route tables don't create uninten"
gcp_compute_network_not_legacy,gcp.compute.isolation.isolation_quarantine_network_defined,deep_review_medium,medium,"Both controls focus on ensuring networks are properly isolated and not using legacy/default configurations, though the catalog rule uses different terminology."
gcp_compute_networkacl_allow_ingress_any_port,gcp.compute.firewall.nacl_no_allow_all_rules,ai_verified,high,Both the check name and this rule specifically target network ACL/firewall rules that allow unrestricted ingress access.
gcp_compute_networkacl_allow_ingress_tcp_port_22,gcp.compute.firewall.nacl_no_allow_all_rules,ai_verified,medium,"The check name targets GCP Compute Network ACLs allowing ingress on TCP port 22 (SSH), which aligns with firewall rules restricting overly permissive ingress access, though not an exact match for port"
gcp_compute_networkacl_allow_ingress_tcp_port_3389,gcp.compute.firewall.sg_ingress_only_required_ports,deep_review_medium,medium,"The check name is about blocking TCP port 3389 (RDP) ingress, which is a specific example of restricting firewall rules to only required ports, matching the broader control of limiting unnecessary port access."
gcp_compute_networkacl_unrestricted_ingress,gcp.compute.firewall.sg_ingress_no_0_0_0_0;gcp.compute.firewall.net_sg_no_0_0_0_0_ingress;gcp.compute.firewall.warehouse_sg_no_0_0_0_0_ingress,ai_verified,high,"All three rules detect unrestricted ingress from 0.0.0.0/0 in GCP Compute firewall configurations, matching the service, action, and target resource of the given check."
gcp_compute_patch_compliance,gcp.osconfig.guest_policy.patch_compliance_configured,ai_verified,high,"Both the check name and the rule focus on patch compliance configuration for GCP compute resources, specifically using OSConfig guest policies."
gcp_compute_project_os_login_compliance_check,gcp.compute.audit.os_login_disabled,ai_verified,high,"The check name directly references OS Login compliance, which matches the candidate rule's focus on detecting disabled OS Login on Compute instances."
gcp_compute_project_os_login_enabled,gcp.compute.audit.os_login_disabled,ai_verified,high,Both the check name and the candidate rule specifically target the OS Login setting at the project level in GCP Compute.
gcp_compute_public_address_shodan,gcp.compute.instance.instance_no_public_ip_unless_required;gcp.compute.instance.vm_no_public_ip_assigned;gcp.compute.instance_group.instance_group_no_public_ip_assigned;gcp.compute.instance_template.launch_template_no_public_ip_default;gcp.compute.preemptible_instance.spot_instance_no_public_ip_assigned,deep_review_medium,medium,"All selected rules enforce the same core concept of preventing public IP exposure on compute resources, which aligns with the Shodan-related check for public addresses."
gcp_compute_securitygroup_allow_ingress_from_internet_to_all_ports,gcp.compute.firewall.sg_ingress_no_0_0_0_0,ai_verified,high,"Both the check name and this rule specifically target GCP Compute firewall rules that allow ingress from the internet (0.0.0.0/0) to all ports, addressing the same security violation."
gcp_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22,gcp.compute.firewall.sg_ingress_no_0_0_0_0;gcp.compute.firewall.net_sg_no_0_0_0_0_ingress,ai_verified,high,Both rules check for firewall ingress rules allowing traffic from 0.0.0.0/0 (internet) which matches the security violation of allowing SSH (TCP port 22) from the internet.
