check_name,category,matched_rule_ids,confidence,reasoning
alicloud_rds_cluster_minor_version_upgrade_enabled,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_dynamodb_table_encryption_enabled,"wrong_csp[dynamodb,rds]",,,check contains non-alicloud service markers
alicloud_rds_instance_backup_enabled,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_configuration_change_monitoring,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_default_admin,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_deletion_protection,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_enhanced_monitoring_enabled,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_inside_vpc,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_integration_cloudmonitor_logs,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_integration_cloudwatch_logs,"wrong_csp[cloudwatch,rds]",,,check contains non-alicloud service markers
alicloud_rds_instance_multi_az,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_performance_insights_enabled,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_protected_by_backup_plan,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_sql_audit_retention_period_check,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_instance_sql_auditing_enabled,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_snapshots_encrypted,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_storage_encrypted,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_s3_bucket_metrics_enabled,wrong_csp[s3_bucket],,,check contains non-alicloud service markers
alicloud_s3_bucket_replication_enabled,wrong_csp[s3_bucket],,,check contains non-alicloud service markers
alicloud_s3_bucket_versioning_enabled,wrong_csp[s3_bucket],,,check contains non-alicloud service markers
alicloud_slb_alb_https_redirect,wrong_csp[alb],,,check contains non-alicloud service markers
alicloud_vpc_endpoint_for_ec2_enabled,wrong_csp[ec2_],,,check contains non-alicloud service markers
alicloud_No checks defined,deep_review,,none,"The compliance check name 'alicloud_No checks defined' indicates no specific security control is being enforced, so none of the candidate rules, which all define specific checks, match."
alicloud_aks_clusters_public_access_disabled,deep_review,alicloud.ack.cluster.public_access_blocked,high,Both the compliance check and the catalog rule specifically target disabling public access for Kubernetes clusters (AKS/ACK).
alicloud_analyticdb_cluster_encrypted,deep_review,alicloud.analyticdb.cluster.encryption_at_rest_enabled,high,"Both the compliance check and catalog rule enforce encryption for AnalyticDB clusters, with 'encrypted' referring to encryption at rest."
alicloud_api_gateway_authorization_enabled,deep_review,,none,"The check name 'alicloud_api_gateway_authorization_enabled' refers to enabling authorization controls, but none of the candidates directly address authorization mechanisms like API keys, IAM roles, or OAuth."
alicloud_athena_workgroup_logging_enabled,deep_review,,none,"The check name refers to Athena workgroup logging, but all candidates are for other services like ActionTrail, ALB, Cloud Firewall, API Gateway, or ApsaraMQ, none of which match the specific Athena workgroup logging control."
alicloud_autoscaling_group_multiple_az,deep_review,alicloud.ess.group.multi_az_deployment,high,Both the check name and the rule ID directly address deploying Auto Scaling groups across multiple availability zones for high availability.
alicloud_backup_enabled_for_ec2,deep_review,alicloud.ecs.backup.automated_enabled,high,"Both the check name and the rule ID specifically address enabling automated backup for ECS instances (EC2), which is the same control."
alicloud_defender_assessments_vm_endpoint_protection_installed,deep_review,,none,"The compliance check is about endpoint protection installation on VMs, while all candidates are about endpoint configuration, deletion protection, or access controls for services like ALB, DLF, and API Gateway."
alicloud_defender_auto_provisioning_log_analytics_agent_vms_on,deep_review,alicloud.general.log_collection_enabled.configured,high,Both controls focus on enabling automatic log collection/agent provisioning for monitoring and security purposes.
alicloud_defender_auto_provisioning_vulnerabilty_assessments_machines_on,deep_review,,none,"The check name is about enabling auto-provisioning for vulnerability assessments on machines, but none of the candidates address vulnerability assessment auto-provisioning or similar machine security scanning."
alicloud_defender_ensure_defender_for_alicloud_sql_databases_is_on,deep_review,,none,"The check name is about enabling Defender for SQL databases, but none of the candidates relate to database security or Defender services."
alicloud_defender_ensure_defender_for_app_services_is_on,deep_review,,none,"None of the candidates relate to enabling a security monitoring service for App Services, which is the core control described by the check name."
alicloud_defender_ensure_defender_for_arm_is_on,deep_review,,none,"The check name is about enabling a security service (Defender for ARM), but none of the candidates relate to ARM-specific security or Defender services."
alicloud_defender_ensure_defender_for_containers_is_on,deep_review,alicloud.ack.enabled.for_ec2,medium,"The check name refers to enabling a security service for containers, which aligns with enabling ACK (Alibaba Cloud Container Service for Kubernetes) security features, though not a direct match for a specific 'defender' service."
alicloud_defender_ensure_defender_for_cosmosdb_is_on,deep_review,,none,"The check name is about enabling defender for CosmosDB, but all candidates are unrelated to database security or threat detection services."
alicloud_defender_ensure_defender_for_databases_is_on,deep_review,,none,"The check name is about enabling a database-specific security service (Defender for Databases), but none of the candidates relate to database security or threat detection services."
alicloud_defender_ensure_defender_for_keyvault_is_on,deep_review,,none,"The check name is about enabling a defender service for key vault, but all candidates are related to ECS disks, logging, or other services, not key vault protection."
alicloud_defender_ensure_defender_for_os_relational_databases_is_on,deep_review,,none,"The check name is about enabling Alibaba Cloud Defender for OS relational databases, but none of the candidates relate to database security or Cloud Defender services."
alicloud_defender_ensure_defender_for_server_is_on,deep_review,,none,"The check name is about enabling Alibaba Cloud Security Center (Defender) for servers, but none of the candidates relate to Security Center or threat detection services."
alicloud_defender_ensure_defender_for_sql_servers_is_on,deep_review,,none,"The check name is about enabling a specific security service (Defender for SQL Servers), but none of the candidates relate to that service or database-specific threat detection."
alicloud_defender_ensure_defender_for_storage_is_on,deep_review,,none,"The check name is about enabling threat detection for storage, while all candidates focus on encryption, privacy, or disk management, which are different security controls."
alicloud_defender_ensure_iot_hub_defender_is_on,deep_review,,none,"The check name is about enabling IoT Hub Defender, but all candidates are unrelated to IoT security or Defender for IoT."
alicloud_defender_ensure_mcas_is_enabled,deep_review,alicloud.accessanalyzer.enabled.configured,medium,"The check name refers to enabling MCAS (Microsoft Cloud App Security), which is a cloud access security broker, while the candidate rule is about enabling Access Analyzer, a similar security monitoring and analysis service in Alibaba Cloud."
alicloud_defender_ensure_notify_emails_to_owners,deep_review,,none,"The check name is about notifying email owners, but all candidates are about encryption, logging, or service enablement with no relation to email notifications."
alicloud_defender_ensure_system_updates_are_applied,deep_review,alicloud.ecs.instance.security_patches_applied,high,Both the check name and the rule ID directly address applying security updates/patches to ECS instances.
alicloud_defender_ensure_wdatp_is_enabled,deep_review,,none,"The check name refers to enabling WDATP (Windows Defender Advanced Threat Protection), which is a specific endpoint security service, but none of the provided catalog candidates relate to endpoint protection or threat detection for instances."
alicloud_documentdb_cluster_multi_az_enabled,deep_review,alicloud.general.cluster.multi_az_deployment,high,"The check name specifically targets DocumentDB cluster multi-AZ deployment, and the candidate rule 'alicloud.general.cluster.multi_az_deployment' directly enforces the same multi-AZ deployment control for clusters in general, which includes DocumentD"
alicloud_ecs_securitygroup_with_many_ingress_egress_rules,deep_review,,none,"The check name focuses on limiting the number of rules in a security group, while all candidates address specific port restrictions or default deny policies, not rule quantity."
alicloud_fsx_backup_enabled,deep_review,alicloud.efs.backup.enabled;alicloud.efs.have.backup_enabled,medium,"Both the check name and candidate rules enforce backup for file storage services, with 'fsx' likely referring to a file system similar to EFS."
alicloud_iam_role_kms_enforce_separation_of_duties,deep_review,,none,"The check name is about IAM role KMS separation of duties, but all candidates are about KMS encryption enabled or role least privilege, which are different controls."
alicloud_iam_role_sa_enforce_separation_of_duties,deep_review,,none,"The check name focuses on enforcing separation of duties for IAM roles and service accounts, but all candidates are about least privilege or specific service checks, not separation of duties."
alicloud_iam_sa_no_administrative_privileges,deep_review,alicloud.api.function.identity_without_admin_privileges,high,Both the check name and the candidate rule explicitly target preventing administrative privileges for service accounts/identities.
alicloud_keyvault_logging_enabled,deep_review,,none,"The check name is about key vault logging, but all candidates are for other services like ActionTrail, ALB, Cloud Firewall, API Gateway, and ApsaraMQ, with no match for key vault or similar secret management service."
alicloud_keyvault_private_endpoints,deep_review,alicloud.general.account.private_endpoints_mandatory,medium,"The check name focuses on key vault private endpoints, which is a specific case of the broader control requiring private endpoints for services, matching the general account-level rule."
alicloud_kms_cmk_are_used,deep_review,alicloud.actiontrail.kms.encryption_enabled,medium,"The check name is a general statement about using KMS CMKs, while the candidate specifically ensures KMS encryption is enabled for ActionTrail, which is a specific application of the same concept."
alicloud_kms_cmk_not_deleted_unintentionally,deep_review,alicloud.cloudmonitor.log_metric_filter_for_kms_cmk_deletion_or_disablement.configured;alicloud.cloudmonitor.log_metric_filter_kms_cmk_deletion_or_disablement.configured,medium,"The check name focuses on preventing unintentional KMS CMK deletion, which aligns with monitoring for CMK deletion or disablement events in the candidates, though the enforcement mechanism differs (prevention vs. detection)."
alicloud_kms_cmk_not_multi_region,deep_review,,none,"The check name is about KMS customer master keys not being multi-region, but all candidates are about multi-region logging, KMS encryption for other services, or multi-AZ, not about restricting KMS keys to a single region."
alicloud_kms_cmk_rotation_enabled,deep_review,,none,"The check name is about KMS key rotation, but all candidates are about KMS encryption or deletion monitoring, which are different controls."
alicloud_kms_cmk_state_change_alerts,deep_review,alicloud.cloudmonitor.log_metric_filter_for_kms_cmk_deletion_or_disablement.configured;alicloud.cloudmonitor.log_metric_filter_kms_cmk_deletion_or_disablement.configured,medium,"The check name focuses on alerts for KMS CMK state changes, which aligns with monitoring for CMK deletion or disablement, though the wording differs slightly."
alicloud_kms_key_lifecycle_policy,deep_review,alicloud.cms.metric.metric_filter_kms_key_deletion_or_disable_detected_filter_present,medium,"The check name refers to a KMS key lifecycle policy, which typically governs key rotation, deletion, or disablement, and the selected candidate rule specifically monitors for KMS key deletion or disable events, aligning with lifecycle management aspe"
alicloud_kms_key_not_publicly_accessible,deep_review,,none,"The check name is about KMS key public accessibility, but all candidates are about different services (CR, EFS, ACK, etc.), none specifically for KMS."
alicloud_kms_kms_key_expiration_set,deep_review,,none,"The check name is about KMS key expiration settings, but all candidates focus on encryption enablement, configuration, or certificate expiration, not key expiration."
alicloud_mns_topic_subscription_configured,deep_review,,none,"The check name is about MNS topic subscription configuration, but none of the candidates address MNS topics or subscriptions, focusing instead on EventBridge, ApsaraMQ Kafka, or other unrelated services."
alicloud_mysql_flexible_server_audit_log_connection_activated,deep_review,alicloud.analyticdb.cluster.audit_logging;alicloud.analyticdb.cluster.audit_logging_enabled;alicloud.analyticdb.cluster_audit_logging_enabled.configured,medium,"The check name focuses on MySQL audit logs for connections, while the selected candidates enforce audit logging for AnalyticDB clusters, both addressing database audit logging but for different services."
alicloud_mysql_flexible_server_audit_log_enabled,deep_review,,none,"The check name is specific to MySQL flexible server audit logs, but all candidates are for other services (general log collection, IMS, ACK, AnalyticDB, Cloud Firewall, CMS, DDoS) and do not match the MySQL database audit control."
alicloud_mysql_flexible_server_minimum_tls_version_12,deep_review,alicloud.api.minimum.tls_version_12,high,"Both the compliance check and the catalog rule enforce minimum TLS version 1.2, with the catalog rule being a general API requirement that would apply to MySQL flexible servers as well."
alicloud_mysql_flexible_server_ssl_connection_enabled,deep_review,alicloud.dataworks.connection.tls_required,medium,"Both controls enforce TLS/SSL encryption for database connections, though they apply to different services (MySQL vs DataWorks)."
alicloud_nas_have_backup_enabled,deep_review,alicloud.efs.have.backup_enabled,high,"Both the check name and the rule ID specifically enforce backup enablement for NAS/EFS services, representing the exact same control."
alicloud_network_bastion_host_exists,deep_review,,none,"None of the candidates address bastion host existence or network jump host controls; they focus on network policies, logging, or container security instead."
alicloud_network_http_internet_access_restricted,deep_review,alicloud.ecs.firewall.rdp_access_internet_blocked;alicloud.ecs.firewall.ssh_access_internet_blocked,medium,"The check name focuses on restricting HTTP internet access, while the selected rules block specific protocols (RDP/SSH) from the internet, representing the same concept of restricting internet access to network services but with different protocol fo"
alicloud_network_udp_internet_access_restricted,deep_review,alicloud.ecs.firewall.rdp_access_internet_blocked;alicloud.ecs.firewall.ssh_access_internet_blocked,medium,"The check name focuses on restricting UDP internet access, while the selected candidates restrict RDP and SSH internet access, all enforcing the same concept of blocking specific high-risk protocols from the internet."
alicloud_network_watcher_enabled,deep_review,,none,"The check name refers to enabling a network watcher service, but none of the candidates directly address a network monitoring or observability service with a similar function."
alicloud_oss_bucket_cross_region_replication,deep_review,alicloud.hbr.replication.cross_region_replication_encrypted,medium,"Both controls address cross-region replication, but the catalog rule specifically focuses on encryption during replication while the check name is broader about replication itself."
alicloud_oss_bucket_default_encryption,deep_review,,none,"No candidate directly addresses OSS bucket default encryption, as all are about EBS, access logging, public access, or unrelated services."
alicloud_oss_bucket_default_kms_encryption,deep_review,alicloud.ecs.ebs.default_encryption,medium,"Both controls enforce default encryption using KMS for a specific resource type, though one is for OSS buckets and the other for EBS volumes."
alicloud_oss_bucket_encryption_byok_enabled,deep_review,alicloud.general.development_endpoint.oss_encryption_at_rest_enabled;alicloud.general.etl_job.oss_encryption_at_rest_enabled;alicloud.general.project.oss_logs_encryption_at_rest_enabled,medium,"The check name focuses on OSS bucket encryption using BYOK, while the selected candidates enforce OSS encryption at rest, which is the same core concept of data encryption for OSS, though not explicitly BYOK-specific."
alicloud_oss_bucket_encryption_enabled,deep_review,,none,"None of the candidates directly enforce OSS bucket encryption, as they focus on access logging, public access, or encryption for other services like DataWorks, ACK, or ActionTrail."
alicloud_oss_bucket_enforces_ssl,deep_review,,none,"None of the candidates address enforcing SSL/TLS for OSS bucket access, which is the specific control described by the check name."
alicloud_oss_bucket_https_only_enforcement,deep_review,alicloud.general.https_enforced.configured,medium,"The check name focuses on OSS bucket HTTPS enforcement, while the candidate is a general HTTPS enforcement rule, but both enforce the same concept of requiring HTTPS for secure access."
alicloud_oss_bucket_kms_encryption,deep_review,,none,"The check name is about OSS bucket KMS encryption, but all candidates refer to KMS encryption for other services like ActionTrail, Config, DataWorks, or CMS, not OSS buckets."
alicloud_oss_bucket_lifecycle_enabled,deep_review,alicloud.cms.log.group_retention_policy_specific_days_enabled_alicloud_oss_bucket_lifecycle_enabled,high,"The candidate rule name directly includes the compliance check name 'alicloud_oss_bucket_lifecycle_enabled', indicating it enforces the same lifecycle control for OSS buckets."
alicloud_oss_bucket_log_monitoring_alerts_configured,deep_review,alicloud.cloudmonitor.oss_bucket_policy_changes_log_metric_filter_enabled.configured;alicloud.cms.log.metric_filter_for_oss_bucket_policy_changes;alicloud.cloudmonitor.log.metric_filter_and_alert_for_oss_bucket_policy_changes,medium,"The check name focuses on OSS bucket log monitoring alerts, while the selected candidates specifically address log metric filters and alerts for OSS bucket policy changes, which is a related but narrower aspect of log monitoring."
alicloud_oss_bucket_object_versioning,deep_review,,none,"The check name is about OSS bucket object versioning, but all candidates are about access logging, public access blocking, or policy change monitoring, which are unrelated controls."
alicloud_oss_bucket_replication_enabled,deep_review,,none,"None of the candidates address OSS bucket replication; they focus on logging, public access, or event monitoring instead."
alicloud_oss_bucket_secure_transport_policy,deep_review,,none,"The check name is about enforcing secure transport (HTTPS) for OSS buckets, but all candidates focus on logging, monitoring, or public access, not transport encryption."
alicloud_oss_bucket_versioning_enabled,deep_review,,none,"None of the candidates address OSS bucket versioning; they focus on logging, public access, or event monitoring instead."
alicloud_postgresql_flexible_server_enforce_ssl_enabled,deep_review,alicloud.general.instance.ssl_connections_enforced,medium,"Both controls enforce SSL/TLS encryption for database connections, though the check name specifies PostgreSQL Flexible Server while the candidate is a general instance rule."
alicloud_postgresql_flexible_server_log_checkpoints_on,deep_review,,none,"The check name is specific to PostgreSQL flexible server log checkpoints, but all candidates are about general log collection, encryption, or unrelated services, with no match for database-level checkpoint logging."
alicloud_postgresql_flexible_server_log_connections_on,deep_review,alicloud.cloudfw.instance.postgres_log_connections_flag,high,"Both the check name and the rule ID specifically target enabling the logging of connections for PostgreSQL databases, indicating the same security control."
alicloud_postgresql_flexible_server_log_retention_days_greater_3,deep_review,,none,"The check name is about PostgreSQL flexible server log retention, but all candidates are for CloudMonitor, CMS, OSS, BSS, or DataHub services, not PostgreSQL."
alicloud_ram_alicloud_attached_policy_no_administrative_privileges,deep_review,,none,"The check name is about RAM policies with administrative privileges, but none of the candidates address RAM policy permissions or administrative access controls."
alicloud_ram_console_mfa_enabled,deep_review,,none,"The check name is about enabling MFA for RAM console access, but all candidates are about MFA alerts, RADIUS enforcement, OS login, or unrelated services, not the direct enforcement of MFA for console sign-in."
alicloud_ram_customer_attached_policy_no_administrative_privileges,deep_review,,none,"The check name is about RAM customer-attached policies lacking administrative privileges, but none of the candidates address RAM policy permissions or administrative access controls."
alicloud_ram_customer_unattached_policy_no_administrative_privileges,deep_review,,none,"The check name is about RAM policies with administrative privileges, but none of the candidates address RAM policy attachment or administrative privilege restrictions."
alicloud_ram_group_has_users,deep_review,,none,"The check name is about RAM groups having users, but all candidates are about other resource types like ESS, ALB, CMS logs, ECS security groups, or DevOps, with no match for RAM user-group membership."
alicloud_ram_inline_policy_allows_privilege_escalation,deep_review,,none,"The check name is about RAM inline policies allowing privilege escalation, but all candidates are about unrelated services (ActionTrail, DataWorks, ACK, etc.) or different concepts like least privilege policies, not inline policy privilege escalation"
alicloud_ram_inline_policy_no_administrative_privileges,deep_review,,none,"The check name is about RAM inline policies with administrative privileges, but none of the candidates address RAM user/role inline policies or administrative privilege restrictions."
alicloud_ram_no_guest_accounts_with_permissions,deep_review,,none,"The check name targets RAM guest accounts with permissions, but all candidates focus on specific services, privileged permissions, or least privilege, not guest accounts in RAM."
alicloud_ram_no_root_access_key,deep_review,alicloud.api.function.access_keys_configured,medium,"Both controls address access key security, but the check name specifically targets root user access keys while the candidate is a broader check for access keys configuration."
alicloud_ram_password_policy_compliance,deep_review,,none,"The check name is about RAM password policy compliance, but none of the candidates relate to RAM, IAM, or password policies."
alicloud_ram_password_policy_expiration_check,deep_review,,none,"The check name is about RAM password policy expiration, but none of the candidates relate to RAM or password policies; they cover certificates, network policies, and other unrelated controls."
alicloud_ram_password_policy_lowercase,deep_review,,none,"The check name is about RAM password policy requiring lowercase letters, but none of the candidates address RAM password complexity controls."
alicloud_ram_password_policy_lowercase_check,deep_review,,none,"The check name is about RAM password policy requiring lowercase letters, but none of the candidates address RAM password complexity controls."
alicloud_ram_password_policy_max_login_attempts_check,deep_review,,none,"The check name is about RAM password policy login attempts, but none of the candidates address password policy or login attempt limits."
alicloud_ram_password_policy_minimum_length_14,deep_review,,none,"The check name is about RAM password policy minimum length, but none of the candidates relate to RAM password policies or user credential security."
alicloud_ram_password_policy_minimum_length_check,deep_review,,none,"The check name is about RAM password policy minimum length, but all candidates are unrelated to RAM password policies, covering topics like certificates, network policies, TLS, and database privileges."
alicloud_ram_password_policy_number,deep_review,,none,"The compliance check 'alicloud_ram_password_policy_number' relates to RAM password policy requiring numeric characters, but none of the candidates address RAM password policies or numeric character requirements."
alicloud_ram_password_policy_password_reuse_prevention_check,deep_review,,none,"The check name is about RAM password policy reuse prevention, but none of the candidates address password policies or reuse prevention."
alicloud_ram_password_policy_require_numbers_check,deep_review,,none,"The compliance check is about RAM password policy requiring numbers, but none of the candidates address RAM password complexity requirements."
alicloud_ram_password_policy_require_symbols,deep_review,,none,"The check name is about RAM password policy requiring symbols, but none of the candidates address RAM password policies or similar IAM password controls."
alicloud_ram_password_policy_require_uppercase,deep_review,,none,"The check name is about RAM password policy requiring uppercase letters, but none of the candidates address RAM password policies or similar IAM password complexity controls."
alicloud_ram_password_policy_reuse_24,deep_review,,none,"The check name is about RAM password policy preventing password reuse, but none of the candidates address RAM password policies or password reuse controls."
alicloud_ram_password_policy_strong,deep_review,alicloud.ecs.instance.password_auth_disabled,low,"Both relate to password security, but the check focuses on RAM password policy strength while the candidate disables password authentication for ECS instances, which are different controls."
alicloud_ram_password_policy_symbol,deep_review,,none,"The check name is about RAM password policy requiring symbols, but none of the candidates address RAM password policies."
alicloud_ram_password_policy_uppercase,deep_review,,none,"None of the candidates relate to RAM password policy requiring uppercase characters, as they cover network policies, cipher policies, access control, alerts, least privilege, ECS authentication, and backup retention instead."
alicloud_ram_policy_attached_only_to_group_or_roles,deep_review,,none,"None of the candidates relate to RAM policy attachment restrictions to groups or roles; they cover unrelated services like EIP, monitoring, ACK, ESS, ALB, and API Gateway."
alicloud_ram_policy_no_administrative_privileges,deep_review,,none,"The check name is about restricting administrative privileges in RAM policies, but none of the candidates address RAM policy privilege management."
alicloud_ram_policy_overly_permissive,deep_review,,none,"The check name is about overly permissive RAM policies, but none of the candidates directly address RAM policy permissions or least privilege for IAM."
alicloud_ram_root_access_key_existence_check,deep_review,alicloud.api.function.access_keys_configured,medium,"Both address access key existence, but the check focuses on root user keys while the candidate is a general access key configuration rule."
alicloud_ram_root_account_mfa_enabled_check,deep_review,alicloud.actiontrail.mfa_signin_alerts.configured,medium,"Both controls address MFA for root accounts, but the check name focuses on enabling MFA while the candidate focuses on configuring alerts for MFA sign-ins."
alicloud_ram_root_hardware_mfa_enabled,deep_review,,none,"The check name specifically requires hardware MFA for the root account, but none of the candidates address hardware MFA for the root user in RAM."
alicloud_ram_root_mfa_enabled,deep_review,,none,"The check name is about enabling MFA for the root RAM user, but none of the candidates directly enforce MFA for the root account; they cover related alerts, radius enforcement, or other root user controls."
alicloud_ram_securityaudit_role_created,deep_review,,none,"The check name is about creating a specific RAM role for security audit, while all candidates focus on enforcing least privilege or specific access controls for various services, not role creation."
alicloud_ram_support_role_created,deep_review,,none,"The check name 'alicloud_ram_support_role_created' suggests verifying the existence of a specific support role, but all candidates focus on least privilege or specific access controls, not role creation."
alicloud_ram_user_accesskey_unused,deep_review,,none,"None of the candidates address unused RAM user access keys, focusing instead on unrelated services like ECS, ACK, or Elasticsearch."
alicloud_ram_user_console_access_unused,deep_review,,none,"The check name targets unused console access for RAM users, but none of the candidates address unused access detection or console access for RAM users specifically."
alicloud_ram_user_group_membership,deep_review,,none,"The check name is about RAM user group membership, but all candidates are unrelated to RAM, covering topics like auto scaling, load balancers, logging, and security groups."
alicloud_ram_user_hardware_mfa_enabled,deep_review,alicloud.general.mfa_radius_enforced.configured,medium,"Both controls enforce MFA for user access, but the check name specifies hardware MFA for RAM users while the candidate refers to RADIUS-enforced MFA, which is a broader but related concept."
alicloud_ram_user_in_group,deep_review,,none,"The check name is about RAM users being assigned to groups, but all candidates are unrelated to RAM or user management, covering health checks, logging, security groups, and DevOps instead."
alicloud_ram_user_mfa_enabled,deep_review,alicloud.actiontrail.mfa_signin_alerts.configured;alicloud.actiontrail.logs.monitor_mfa_signin_alert,low,"The check name is about enabling MFA for RAM users, while the candidates are about configuring alerts for MFA sign-in events, which is a related but different control."
alicloud_ram_user_mfa_enabled_console_access,deep_review,alicloud.bss.categories.access_billing_admins_mfa_required,medium,"Both enforce MFA for console access, but the check is specific to RAM users while the candidate is for billing admins."
alicloud_ram_user_mfa_status_check,deep_review,alicloud.general.mfa_radius_enforced.configured,medium,"Both controls focus on enforcing MFA for user authentication, though the check name specifies RAM users while the candidate is broader and includes RADIUS."
alicloud_ram_user_no_inline_policies,deep_review,,none,"None of the candidates address RAM user inline policies, which are about direct policy attachments to users rather than roles, instance profiles, or other services."
alicloud_ram_user_policy_attachment_check,deep_review,,none,"The check name is about RAM user policy attachments, but none of the candidates address RAM user permissions or policy attachments."
alicloud_ram_user_unused_credentials,deep_review,,none,"The check name is about unused RAM user credentials, but all candidates focus on different controls like network ACLs, credential storage, or Kubernetes permissions."
alicloud_redshift_backup_enabled,deep_review,alicloud.general.backup_enabled.configured,medium,"The check name specifies Redshift backup, but no exact match exists; the general backup rule covers the same concept of enabling backups across services."
alicloud_redshift_cluster_encrypted_at_rest,deep_review,alicloud.general.cluster.storage_encryption_at_rest_enabled,medium,"Both enforce encryption at rest for clusters, but the check name specifies Redshift while the rule is a general cluster encryption control."
