check_name,category,matched_rule_ids,confidence,reasoning
gcp_compute_network_default_in_use,deep_review,,none,"The check name 'gcp_compute_network_default_in_use' suggests a control about preventing the use of the default network, but none of the candidates directly address default network usage or restrictions."
gcp_compute_network_dns_logging_enabled,deep_review,gcp.dns.managed_zone.zone_query_logging_enabled,high,"Both the compliance check and the catalog rule specifically address DNS query/logging functionality, making them the same control despite slightly different naming."
gcp_compute_network_legacy_check,deep_review,gcp.compute.network.vpc_route_tables_no_unintended_internet_paths,medium,"The check name 'gcp_compute_network_legacy_check' likely refers to preventing legacy/default network configurations that could expose unintended internet access, which aligns with candidate 10's focus on ensuring VPC route tables don't create uninten"
gcp_compute_network_not_legacy,deep_review,gcp.compute.isolation.isolation_quarantine_network_defined,medium,"Both controls focus on ensuring networks are properly isolated and not using legacy/default configurations, though the catalog rule uses different terminology."
gcp_compute_networkacl_allow_ingress_tcp_port_3389,deep_review,gcp.compute.firewall.sg_ingress_only_required_ports,medium,"The check name is about blocking TCP port 3389 (RDP) ingress, which is a specific example of restricting firewall rules to only required ports, matching the broader control of limiting unnecessary port access."
gcp_compute_public_address_shodan,deep_review,gcp.compute.instance.instance_no_public_ip_unless_required;gcp.compute.instance.vm_no_public_ip_assigned;gcp.compute.instance_group.instance_group_no_public_ip_assigned;gcp.compute.instance_template.launch_template_no_public_ip_default;gcp.compute.preemptible_instance.spot_instance_no_public_ip_assigned,medium,"All selected rules enforce the same core concept of preventing public IP exposure on compute resources, which aligns with the Shodan-related check for public addresses."
gcp_compute_securitygroup_common_ports_restricted,deep_review,gcp.compute.firewall.sg_ingress_only_required_ports;gcp.compute.firewall.net_sg_only_required_ports_open,medium,"Both the check name and these rules focus on restricting common/standard ports in firewall configurations, though they use different phrasing ('common ports restricted' vs 'only required ports open')."
gcp_compute_securitygroup_rdp_restricted,deep_review,gcp.compute.instance.vm_security_group_inbound_restricted,medium,"Both controls focus on restricting inbound network access to GCP compute resources, though the check name specifically mentions RDP while the catalog rule covers broader security group inbound restrictions."
gcp_compute_securitygroup_ssh_restricted,deep_review,gcp.compute.instance.vm_security_group_inbound_restricted,medium,"Both controls focus on restricting inbound network access to GCP compute instances, with the check name specifically targeting SSH restrictions while the catalog rule addresses broader inbound security group restrictions."
gcp_compute_ssm_association_compliance,deep_review,,none,"The check name 'gcp_compute_ssm_association_compliance' suggests a control related to Systems Manager (SSM) associations, which is an AWS concept, and none of the GCP catalog candidates address SSM or equivalent instance management/configuration comp"
gcp_compute_stopped_instance,deep_review,,none,"The check name 'gcp_compute_stopped_instance' suggests a control related to detecting or managing stopped VM instances, but none of the candidates address instance state or stopping actions."
gcp_compute_volume_in_use,deep_review,,none,"The check name 'gcp_compute_volume_in_use' suggests a control about verifying that compute volumes are actively used or attached, but none of the candidates address volume usage or attachment; they focus on encryption, logging, or access controls ins"
gcp_dataproc_encrypted_with_cmks_disabled,deep_review,gcp.dataproc.cluster.dev_endpoint_encrypted,low,"The check name refers to Dataproc encryption with CMKs, but none of the candidates directly address cluster encryption with CMKs; the closest is a rule about Dataproc developer endpoint encryption, which is related but not the same control."
gcp_dns_managed_zone_dnssec_no_rsa_sha1_key,deep_review,gcp.dns.managed_zone.zone_dnssec_enabled_where_supported,medium,"Both controls focus on DNSSEC configuration for managed zones, though the check name specifically prohibits RSA-SHA1 keys while the catalog rule ensures DNSSEC is enabled where supported."
gcp_dns_managed_zone_dnssec_zone_signing_algorithm_not_rsa_sha1,deep_review,gcp.dns.managed_zone.zone_dnssec_enabled_where_supported,medium,"Both controls address DNSSEC configuration for managed zones, though the check name specifically prohibits RSA-SHA1 algorithm while the catalog rule focuses on enabling DNSSEC where supported."
gcp_dns_rsasha1_in_use_to_key_sign_in_dnssec,deep_review,gcp.dns.managed_zone.zone_dnssec_enabled_where_supported,medium,"Both address DNSSEC security controls in Cloud DNS, though the check specifically targets RSASHA1 algorithm usage while the rule focuses on DNSSEC enablement."
gcp_dns_rsasha1_in_use_to_zone_sign_in_dnssec,deep_review,gcp.dns.managed_zone.zone_dnssec_enabled_where_supported,medium,"Both address DNSSEC security controls, though the check name specifically targets RSASHA1 deprecation while the rule focuses on DNSSEC enablement."
gcp_eip_attached,deep_review,gcp.compute.firewall.firewall_rule_groups_attached,medium,"Both involve attachment of security controls to network resources, though 'eip' likely refers to external IPs while the candidate is about firewall rule groups."
gcp_elasticsearch_service_domains_access_control_enabled,deep_review,,none,"The check name refers to Elasticsearch service domains access control, but all candidates are about GCP services like Compute, Endpoints, or GKE, with no match for Elasticsearch or similar managed database access controls."
gcp_elasticsearch_service_domains_audit_logging_enabled,deep_review,gcp.container.audit.audit_logging_disabled,medium,"Both controls focus on enabling audit logging for specific GCP services (Elasticsearch vs GKE), sharing the same core security concept despite different service targets."
gcp_elasticsearch_service_domains_encryption_at_rest_enabled,deep_review,gcp.compute.disk.disk_encryption_at_rest_enabled;gcp.compute.disk.volume_encryption_at_rest_enabled,medium,"The check name targets Elasticsearch service domains requiring encryption at rest, which conceptually matches GCP's disk encryption controls for persistent storage, though the specific service differs."
gcp_elasticsearch_service_domains_https_communications_enforced,deep_review,,none,"The check name refers to Elasticsearch service domains requiring HTTPS, but none of the candidates address Elasticsearch or similar managed search services in GCP."
gcp_elasticsearch_service_domains_node_to_node_encryption_enabled,deep_review,,none,"The check name refers to Elasticsearch node-to-node encryption, but all candidates are for unrelated GCP services (GKE, AI Platform, Cloud Run, etc.) with no Elasticsearch or similar managed search service encryption rule present."
gcp_elasticsearch_service_domains_not_publicly_accessible,deep_review,gcp.compute.image.image_not_publicly_shared;gcp.storage.object.object_not_publicly_readable,medium,"These rules enforce the same 'not publicly accessible' security control concept for different GCP resources, matching the check's intent despite different service names."
gcp_firestore_accelerator_cluster_encryption_enabled,deep_review,gcp.firestore.document.table_encryption_at_rest_enabled,medium,"Both controls focus on encryption for Firestore data at rest, though the check name mentions 'accelerator cluster' while the rule covers general table/document encryption."
gcp_firestore_global_tables_enabled,deep_review,gcp.firestore.document.table_private_network_only_where_supported,medium,"Both controls focus on Firestore network security, with 'global tables enabled' likely referring to restricting access to private networks rather than public exposure, which aligns with the candidate's private network enforcement."
gcp_firestore_pitr_enabled,deep_review,gcp.bigtable.table.global_table_pitr_enabled_where_supported,medium,"Both controls focus on enabling point-in-time recovery (PITR) for GCP database services, though the check name specifies Firestore while the rule is for Bigtable."
gcp_firestore_table_protected_by_backup_plan,deep_review,gcp.backupdr.backup_plan.coverage_unprotected_assets_alerting_enabled,medium,"Both address backup protection coverage for assets, though the check name specifically mentions Firestore tables while the rule is about alerting for unprotected assets in general."
gcp_firestore_tables_kms_cmk_encryption_enabled,deep_review,,none,"The check name is about Firestore tables using KMS CMK encryption, but none of the candidates refer to Firestore or Cloud Datastore, so there is no match."
gcp_firestore_tables_pitr_enabled,deep_review,gcp.bigtable.table.global_table_pitr_enabled_where_supported,medium,"Both focus on enabling point-in-time recovery (PITR) for database tables, though the check name specifies Firestore while the rule is for Bigtable, which are different GCP database services with similar PITR capabilities."
gcp_functions_function_not_publicly_accessible,deep_review,gcp.cloudfunctions.function.function_logging_and_tracing_enabled,low,"None of the candidates directly address Cloud Functions public accessibility, but the logging rule is the only one in the correct Cloud Functions domain, suggesting a possible partial match."
gcp_functions_function_url_public,deep_review,gcp.data_access.public_object_access,medium,"The check name is about preventing public access to Cloud Functions URLs, which aligns with the broader concept of preventing public object access in GCP, though the specific service differs."
gcp_gcr_container_scanning_enabled,deep_review,,none,"The compliance check is about container image scanning in GCR, while all candidates are about GKE cluster configuration, audit logging, or activity monitoring with no relation to image vulnerability scanning."
gcp_gcs_bucket_default_kms_encryption,deep_review,gcp.storage.bucket.bucket_encryption_at_rest_enabled,medium,"Both controls address encryption for GCS buckets, though the check name specifies default KMS encryption while the catalog rule focuses on encryption at rest more broadly."
gcp_gcs_bucket_replication_enabled,deep_review,,none,"None of the candidates address bucket replication, which is a distinct control for data redundancy across regions or buckets."
gcp_gke_binary_authorization_policy_compliance,deep_review,,none,"The check name is about GKE binary authorization policy compliance, but none of the candidates address container image validation or binary authorization."
gcp_gke_cluster_alpha_features_disabled_for_production,deep_review,,none,"None of the candidates address disabling alpha features in GKE clusters for production, which is a specific feature lifecycle control not covered by the listed security or audit rules."
gcp_gke_cluster_autoscaling_enabled,deep_review,,none,"None of the candidates directly address cluster autoscaling, which is a specific GKE feature for automatically adjusting node pool size."
gcp_gke_cluster_binary_authorization_enforced,deep_review,,none,"None of the candidates address binary authorization enforcement for GKE clusters, which is a specific security control about container image validation."
gcp_gke_cluster_client_certificate_authentication_disabled,deep_review,gcp.gke.control_plane_etcd.etcd_client_tls_enabled,medium,"Both controls address disabling client certificate authentication for GKE cluster components, though one focuses on general cluster authentication while the other specifically targets etcd client TLS."
gcp_gke_cluster_control_plane_authorized_networks_check,deep_review,,none,"The check name is about authorized networks for the GKE control plane, but none of the candidates address network authorization or IP allowlisting for the control plane endpoint."
gcp_gke_cluster_kubernetes_dashboard_disabled,deep_review,,none,"None of the candidates address disabling the Kubernetes dashboard in GKE clusters, which is the specific control described by the check name."
gcp_gke_cluster_logging_monitoring_service_enabled,deep_review,gcp.gke.autopilot.fargate_profile_logging_enabled,medium,"Both controls focus on enabling logging/monitoring for GKE services, though the candidate specifically addresses Autopilot/Fargate profiles while the check name is more general about GKE cluster logging/monitoring services."
gcp_gke_cluster_master_authorized_networks_enabled,deep_review,gcp.gke.cluster.cluster_private_control_plane_endpoint_enabled,medium,"Both controls address securing GKE cluster master/control plane access, though one specifies authorized networks while the other specifies private endpoint."
gcp_gke_cluster_release_channel_regular_or_stable,deep_review,gcp.audit.gke_cluster_create;gcp.audit.gke_cluster_update,medium,"The check name focuses on GKE cluster release channel configuration (regular/stable), which would be enforced during cluster creation or updates, making these audit rules the closest conceptual match despite different wording."
gcp_gke_cluster_system_masters_group_absence,deep_review,gcp.gke.cluster.cluster_private_control_plane_endpoint_enabled,medium,"Both controls address securing GKE cluster master access, with the check name focusing on preventing system masters group exposure and the rule enforcing private control plane endpoints for the same security objective."
gcp_gke_cluster_uses_a_supported_version,deep_review,gcp.osconfig.patch_deployment.managed_compliant_patching_gcp_gke_cluster_uses_a_su_enabled,high,"This rule explicitly contains the exact compliance check name in its identifier, indicating it enforces the same control for GKE cluster version support."
gcp_gke_cluster_vpc_native_alias_ip_enabled,deep_review,gcp.audit.gke_cluster_create;gcp.audit.gke_cluster_update,medium,"The check name focuses on VPC-native alias IP configuration in GKE clusters, which is a cluster-level network setting that would be enforced during cluster creation or updates, matching the audit rules for those operations."
gcp_gke_endpoints_not_publicly_accessible,deep_review,gcp.cloudkms.crypto_key.kms_key_not_publicly_accessible,medium,"Both controls focus on preventing public accessibility of GCP resources, though one targets GKE endpoints and the other targets KMS keys."
gcp_gke_ingress_google_managed_ssl_certificates_compliance,deep_review,,none,"The compliance check is about GKE ingress using Google-managed SSL certificates, but none of the candidates address SSL certificate management for GKE ingress."
gcp_gke_ingress_google_managed_ssl_certificates_enabled,deep_review,,none,"The check name is about enabling Google-managed SSL certificates for GKE ingress, but none of the candidates address SSL certificates or ingress TLS configuration."
gcp_gke_namespace_administrative_boundary_enforced,deep_review,gcp.gke.namespace.namespace_network_policies_present,medium,"Both address namespace isolation/security boundaries, though 'administrative boundary' could refer to network policies or other namespace-level controls."
gcp_gke_node_pool_auto_repair_status_check,deep_review,,none,"The check name is about GKE node pool auto-repair status, but none of the candidates address auto-repair, auto-upgrade, or node health automation."
gcp_gke_node_pool_auto_upgrade_status_check,deep_review,,none,"None of the candidates address node pool auto-upgrade status; they cover different GKE security controls like encryption, identity, networking, and container security."
gcp_gke_node_pool_gke_sandbox_enabled,deep_review,,none,"None of the candidates address GKE Sandbox (gVisor) container runtime security, which is the specific control described by the check name."
gcp_gke_node_pool_image_type_cos_containerd_check,deep_review,gcp.gke.node_pool.node_pool_shielded_secure_boot_enabled,medium,"The check name refers to GKE node pool image type requiring COS with containerd, which is conceptually related to shielded node security features including secure boot, though not an exact wording match."
gcp_gke_node_pool_service_account_privilege_check,deep_review,gcp.gke.cluster.cluster_default_service_account_automount_disabled,medium,"Both controls address limiting service account privileges in GKE, though the check name focuses on node pool service accounts while the rule focuses on default service account automount at the cluster level."
gcp_gke_nodepool_metadata_server_enabled,deep_review,gcp.audit.gke_cluster_create;gcp.audit.gke_cluster_update,medium,"The check name is about GKE node pool metadata server configuration, which would be enforced during cluster creation or updates, though the catalog rules don't specifically mention metadata server settings."
gcp_gke_rbac_no_system_anonymous_bindings,deep_review,gcp.gke.rbac.rbac_no_cluster_admin_to_authenticated,medium,"Both controls address restricting cluster-admin permissions to system:anonymous or system:authenticated users, though the candidate rule uses different phrasing for the same RBAC security concept."
gcp_gke_shielded_node_pool_integrity_monitoring_enabled,deep_review,gcp.gke.node_pool.node_pool_shielded_secure_boot_enabled,medium,"Both controls relate to GKE shielded node features, but the check name focuses on integrity monitoring while the rule focuses on secure boot, which are complementary aspects of shielded nodes."
gcp_iam_account_access_approval_enabled,deep_review,,none,"The compliance check is about enabling Access Approval for IAM account access, but all candidates are about service account activities or impersonation, which are unrelated controls."
gcp_iam_audit_logs_enabled,deep_review,,none,"The check name 'gcp_iam_audit_logs_enabled' refers to enabling audit logging for IAM, but all candidates are specific audit event alerts, not a control for enabling logs."
gcp_iam_gke_service_account_read_only_image_repo_access,deep_review,gcp.gke.cluster.cluster_default_service_account_automount_disabled;gcp.gke.namespace.namespace_default_service_account_automount_disabled,medium,"Both the compliance check and these catalog rules address GKE service account access controls, specifically limiting service account permissions for container image repositories."
gcp_iam_group_has_users,deep_review,,none,"The check name 'gcp_iam_group_has_users' implies verifying that IAM groups contain members, but all candidates focus on policies, auditing, or unrelated controls, with no rule addressing group membership validation."
gcp_iam_kms_role_conflict_check,deep_review,gcp.kms.activity.set_iam_policy;gcp.kms.audit.keyring_iam_modified,medium,"The check name focuses on KMS role conflicts, which aligns with KMS IAM policy modifications that could create dangerous role assignments, though the catalog rules monitor policy changes rather than specifically checking for conflicts."
gcp_iam_no_guest_accounts_with_permissions,deep_review,,none,"None of the candidates address guest accounts or preventing permissions for unauthenticated/allUsers users, which is the core concept of the compliance check."
