check_name,matched_rule_ids,method,confidence,reasoning
ibm_activity_tracker_logs_cos_bucket_access_logging_enabled,ibm.object_storage.bucket.activity_tracking_enabled,deep_review_high,high,"The check name directly refers to enabling access logging for COS buckets, which is the same control as enabling activity tracking for object storage buckets."
ibm_activity_tracker_logs_s3_bucket_access_logging_enabled,,ai_rejected,none,No rule matches the specific check for S3 bucket access logging being enabled on Activity Tracker logs.
ibm_activity_tracker_logs_s3_bucket_is_not_publicly_accessible,,ai_rejected,none,"No rule matches the specific security check for ensuring IBM Activity Tracker logs S3 buckets are not publicly accessible, as all candidates focus on different services, actions, or resource types."
ibm_activity_tracker_multi_region_enabled,,ai_rejected,none,"No rule matches the check for enabling multi-region Activity Tracker, as all candidates monitor specific deletion or activity events, not configuration compliance."
ibm_activity_tracker_multi_region_enabled_logging_management_events,,ai_rejected,none,"The check name refers to enabling multi-region logging for management events, while all candidate rules monitor specific deletion or configuration changes, not the presence or configuration of multi-r"
ibm_activity_tracker_s3_dataevents_read_enabled,,ai_rejected,none,"The check name refers to enabling S3 data event read logging in Activity Tracker, but all candidate rules monitor deletion or admin actions, not the enabling of a specific logging feature."
ibm_activity_tracker_s3_dataevents_write_enabled,,ai_rejected,none,"The check name refers to enabling S3 data event write logging in Activity Tracker, while all candidate rules monitor deletion or administrative actions, not the configuration of data event collection."
ibm_activity_tracker_threat_detection_enumeration,,ai_rejected,none,"The check name refers to threat detection enumeration for Activity Tracker, but none of the candidate rules address threat detection, enumeration, or security monitoring of that service."
ibm_activity_tracker_threat_detection_llm_jacking,,ai_rejected,none,"The check name refers to a specific threat detection feature for LLM jacking, which is not represented by any of the candidate rules that monitor general deletion or activity events."
ibm_activity_tracker_threat_detection_privilege_escalation,ibm.ciem.chain.privilege_escalation_via_trusted_profile,ai_verified,medium,"The check name focuses on privilege escalation detection in Activity Tracker, and the candidate rule specifically addresses privilege escalation via trusted profiles, aligning on the core security vio"
ibm_aisearch_service_not_publicly_accessible,,ai_rejected,none,"No candidate rule matches the service (AI Search), action (public accessibility check), and target resource (service) of the given check."
ibm_aks_clusters_created_with_private_nodes,ibm.containers.cluster.private_endpoint_enabled,ai_verified,high,Both the check name and rule focus on ensuring private networking (private nodes/endpoints) for IBM Kubernetes clusters.
ibm_aks_clusters_public_access_disabled,ibm.containers.cluster.public_endpoint_disabled,ai_verified,high,Both checks specifically target disabling public access endpoints for Kubernetes clusters (AKS) in IBM Cloud.
ibm_aks_network_policy_enabled,,ai_rejected,none,"The check name 'ibm_aks_network_policy_enabled' targets Kubernetes network policy enforcement in AKS, while all candidate rules focus on IAM policy management or generic policy violations without spec"
ibm_analytics_engine_cluster_master_nodes_no_public_ip,ibm.vpc.instance.no_public_ip_address,ai_verified,medium,"Both checks focus on preventing public IP assignment to compute resources, though the services (Analytics Engine vs. VPC instances) differ."
ibm_api_connect_authorization_enabled,,ai_rejected,none,"The check name refers to API Connect authorization, but all candidate rules are about IAM API keys or Key Protect, with no match in service, action, or target resource."
ibm_api_connect_client_certificate_enabled,,ai_rejected,none,"The check name refers to enabling client certificates for IBM API Connect, which is a service-specific configuration, while all candidate rules are for IBM Certificate Manager or IAM and address certi"
ibm_api_connect_restapi_client_certificate_enabled,,ai_rejected,none,"The check name refers to enabling client certificates for IBM API Connect REST APIs, but all candidate rules are for IBM Certificate Manager or IAM, with no match in service, action, or target resourc"
ibm_api_connect_restapi_logging_enabled,,ai_rejected,none,"The check name refers to API Connect REST API logging, but none of the candidate rules target the API Connect service or its logging configuration."
ibm_api_connect_restapi_tracing_enabled,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_api_connect_restapi_waf_acl_attached,,weak_match,0.18,weak token overlap — likely no matching rule
ibm_api_gateway_api_gateway_https_required,ibm.vpc.load_balancer.https_listener_enabled,deep_review_medium,medium,"Both controls enforce HTTPS/TLS encryption for network traffic, though one is for API Gateway and the other for load balancers."
ibm_apigateway_restapi_cache_encrypted,,ai_rejected,none,"No catalog rule matches the service (API Gateway), action (cache encryption), and target resource (REST API cache) of the given check."
ibm_apigateway_restapi_client_certificate_enabled,,ai_rejected,none,"The check name relates to API Gateway REST API client certificate enforcement, while all candidate rules focus on Certificate Manager certificate properties or cluster logging, with no matching servic"
ibm_apigateway_restapi_logging_enabled,ibm.vpc.load_balancer.logging_enabled,deep_review_medium,medium,"Both controls enforce logging for a specific IBM Cloud service component, though one is for API Gateway REST APIs and the other for VPC load balancers."
ibm_apigateway_restapi_public,,ai_rejected,none,"No candidate rule matches the API Gateway service, public access check, or REST API resource type."
ibm_apigatewayv2_api_access_logging_enabled,ibm.vpc.load_balancer.logging_enabled,deep_review_medium,medium,"Both controls enforce logging for API/network services, though one is specifically for API Gateway V2 and the other for VPC load balancers."
ibm_apikeys_api_restrictions_configured,ibm.iam_identity.account.api_key_creation_restricted,deep_review_medium,medium,"The check name focuses on API key restrictions, and this rule directly addresses restricting API key creation, which aligns with the concept of configuring API restrictions."
ibm_apikeys_key_rotated_in_90_days,ibm.secrets_manager.secret.rotation_period_90_days,ai_verified,medium,"Both checks enforce 90-day rotation for secrets/keys, though the check name specifies API keys while the rule targets Secrets Manager secrets."
ibm_app_function_access_keys_configured,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_app_function_identity_without_admin_privileges,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_app_function_not_publicly_accessible,ibm.code_engine.app.requires_authentication,deep_review_medium,medium,"Both controls focus on restricting public access to applications, though one specifies 'not publicly accessible' and the other 'requires authentication' for the same underlying security goal."
ibm_app_http_logs_enabled,ibm.containers.cluster.logging_configured,deep_review_medium,medium,"Both controls focus on enabling logging for IBM services, though one specifies HTTP logs for apps and the other is for cluster logging."
ibm_app_minimum_tls_version_12,ibm.databases.deployment.tls_12_minimum,ai_verified,high,"Both the check name and rule focus on enforcing TLS 1.2 as the minimum version for IBM cloud services, with the rule specifically targeting database deployments which aligns with the general applicati"
ibm_appstream_fleet_default_internet_access_disabled,,ai_rejected,none,"The check name targets AppStream fleet default internet access, but no candidate rules address AppStream or fleet-specific internet access controls."
ibm_appsync_field_level_logging_enabled,,ai_rejected,none,"The check name refers to AppSync field-level logging, but all candidate rules are for unrelated services like containers, VPC, and general activity logging."
ibm_artifacts_container_analysis_enabled,,ai_rejected,none,"The check name 'ibm_artifacts_container_analysis_enabled' refers to enabling vulnerability scanning for container images, which is not directly implemented by any of the candidate rules focusing on im"
ibm_athena_workgroup_encryption,ibm.object_storage.bucket.encryption_at_rest_enabled,deep_review_medium,medium,"Both controls enforce encryption at rest for data storage services, though the specific service (Athena vs. Object Storage) differs."
ibm_athena_workgroup_logging_enabled,,ai_rejected,none,"None of the candidate rules check for Athena workgroup logging, as they are for containers, VPC load balancers, or Activity Tracker events, not Athena query logging."
ibm_autoscaling_group_capacity_rebalance_enabled,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_autoscaling_group_configured,,ai_rejected,none,"The check name 'ibm_autoscaling_group_configured' relates to autoscaling configuration, but none of the candidate rules address autoscaling, container registries, IAM activities, access groups, IAM po"
ibm_autoscaling_group_health_check_enabled,,ai_rejected,none,"None of the candidate rules relate to autoscaling group health checks, as they cover unrelated services like container registry, IAM, and VPC instances."
ibm_autoscaling_group_multiple_az,,ai_rejected,none,"The check name refers to IBM autoscaling groups across multiple availability zones, but none of the candidate rules are related to autoscaling, availability zones, or VPC infrastructure."
ibm_awslambda_function_inside_vpc,,ai_rejected,none,"The check name targets AWS Lambda functions inside a VPC, but all candidate rules are for IBM VPC services and unrelated resources."
ibm_awslambda_function_invoke_api_operations_activity_tracker_logging_enabled,,ai_rejected,none,"The check name focuses on AWS Lambda function invoke API operations with Activity Tracker logging enabled, while all candidate rules are for IBM cloud services and unrelated to AWS Lambda or API invoc"
ibm_awslambda_function_not_publicly_accessible,,ai_rejected,none,"No rule matches because the check targets AWS Lambda functions, while all candidate rules are for IBM Cloud services."
ibm_awslambda_function_url_cors_policy,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_awslambda_function_url_public,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_awslambda_function_vpc_multi_az,,ai_rejected,none,"The check name targets AWS Lambda functions with VPC multi-AZ configuration, while all candidate rules are for IBM VPC services monitoring different resources and actions."
ibm_backup_backup_encryption_enabled,ibm.databases.backup.encrypted,ai_verified,high,"The check name directly matches the rule for database backup encryption, covering the same service (databases), action (backup), and security requirement (encryption enabled)."
ibm_backup_enabled_for_ec2,,ai_rejected,none,"The check name targets EC2 backup, but all candidate rules are for databases, certificates, containers, or activity logs, with no match in service, action, or target resource."
ibm_backup_plan_configured,,ai_rejected,none,"None of the candidate rules check for backup plan configuration, which is a distinct control from backup encryption, PITR, or other unrelated security checks."
ibm_backup_plan_min_retention,ibm.object_storage.bucket.retention_policy_configured,ai_verified,medium,"The check name focuses on minimum backup retention, which aligns with the rule for configuring a retention policy on object storage buckets, a common backup target."
ibm_backup_plans_exist,,ai_rejected,none,"The check name 'ibm_backup_plans_exist' focuses on the existence of backup plans, while all candidate rules address specific backup features (encryption, PITR) or unrelated services, with no rule dire"
ibm_backup_recovery_point_encrypted,ibm.databases.backup.encrypted,ai_verified,high,Both the check name and rule focus on encryption of backup/recovery points for IBM database services.
ibm_backup_recovery_point_encryption,ibm.databases.backup.encrypted,ai_verified,medium,"The check name focuses on backup encryption for IBM services, which aligns closely with the candidate rule that specifically checks for encrypted database backups."
ibm_backup_recovery_point_retention,ibm.object_storage.bucket.retention_policy_configured,ai_verified,medium,"The check name focuses on backup retention, which aligns most closely with a rule enforcing retention policies on storage resources, despite the service mismatch between general backup and object stor"
ibm_backup_reportplans_exist,,ai_rejected,none,"The check name 'ibm_backup_reportplans_exist' suggests verifying the existence of backup report plans, but none of the candidate rules address backup reporting or plan existence."
ibm_backup_vault_encryption_enabled,ibm.databases.backup.encrypted,ai_verified,medium,"The check name specifically targets backup vault encryption, which aligns with the database backup encryption rule, though the service scope may differ slightly."
ibm_backup_vaults_encrypted,ibm.databases.backup.encrypted,token_match_high,0.60,Jaccard=0.60
ibm_backup_vaults_exist,,ai_rejected,none,"The check name 'ibm_backup_vaults_exist' focuses on the existence of backup vaults, but none of the candidate rules address backup vault existence, instead covering encryption, point-in-time recovery,"
ibm_bedrock_model_invocation_logging_enabled,,ai_rejected,none,"No catalog rule matches the specific check for IBM Bedrock model invocation logging, as all candidates are for unrelated services like containers, VPC, or general activity tracker events."
ibm_bedrock_model_invocation_logs_encryption_enabled,,ai_rejected,none,"No rule matches the service (IBM Bedrock), action (model invocation logs), and target resource (logs encryption) of the given check."
ibm_bigquery_dataset_cmk_encryption,ibm.object_storage.bucket.encryption_at_rest_enabled,deep_review_medium,medium,"Both controls enforce encryption at rest using customer-managed keys (CMK) for cloud storage services, though they apply to different IBM Cloud services (BigQuery vs. Object Storage)."
ibm_bigquery_dataset_public_access,ibm.cos.activity.bucket_created_public,deep_review_medium,medium,"Both controls address preventing public access to cloud storage resources, though one targets BigQuery datasets and the other targets Cloud Object Storage buckets."
ibm_bigquery_table_cmk_encryption,ibm.object_storage.bucket.encryption_at_rest_enabled,deep_review_medium,medium,"Both controls enforce encryption at rest for cloud data storage services, though one is for BigQuery tables with CMK and the other for object storage buckets."
ibm_block_storage_encryption_at_rest_byok_check,ibm.block_storage.volume.encryption_at_rest_enabled,token_match_high,0.75,Jaccard=0.75
ibm_block_storage_encryption_at_rest_hyper_protect,ibm.block_storage.volume.encryption_at_rest_enabled,token_match_high,0.67,Jaccard=0.67
ibm_block_storage_unattached_disks_encryption_customer_keys,ibm.block_storage.volume.encryption_at_rest_enabled,ai_verified,high,"Both the check name and rule focus on encryption for IBM Block Storage volumes, specifically requiring customer-managed keys for unattached disks."
ibm_block_storage_volume_encryption_at_rest_customer_keys_enabled,ibm.block_storage.volume.encryption_at_rest_enabled,token_match_high,0.78,Jaccard=0.78
ibm_block_storage_volume_encryption_at_rest_customer_managed_keys_enabled,ibm.block_storage.volume.encryption_at_rest_enabled,token_match_high,0.70,Jaccard=0.70
ibm_block_storage_volume_encryption_customer_managed_keys,ibm.block_storage.volume.encryption_at_rest_enabled,ai_verified,high,"Both checks focus on encryption at rest for IBM Block Storage volumes, with the check name specifically requiring customer-managed keys which is a stricter subset of general encryption at rest."
ibm_cdn_cloudfront_https_required,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_cdn_distributions_custom_ssl_certificate,,ai_rejected,none,"The check name targets CDN distributions with custom SSL certificates, but all candidate rules are for Certificate Manager certificates or object storage SSL, not CDN-specific SSL certificate validati"
ibm_cdn_distributions_logging_enabled,ibm.vpc.load_balancer.logging_enabled,deep_review_medium,medium,"Both controls enforce logging for network services, with the CDN check focusing on distributions and the candidate on load balancers, representing the same concept of enabling logging for traffic visibility."
ibm_cdn_distributions_origin_traffic_encrypted,,ai_rejected,none,"The check name targets CDN distribution origin traffic encryption, but no candidate rule addresses CDN, traffic encryption, or origin security."
ibm_cdn_distributions_using_deprecated_ssl_protocols,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_certificate_manager_certificate_auto_renewal_status_check,ibm.certificate_manager.certificate.auto_renewal_enabled,token_match_high,0.83,Jaccard=0.83
ibm_certificate_manager_certificate_expiration,ibm.certificate_manager.certificate.not_expired,token_match_high,0.60,Jaccard=0.60
ibm_certificate_manager_certificates_expiration_check,ibm.certificate_manager.certificate.not_expired,ai_verified,high,"The check name directly targets certificate expiration, which matches the rule's purpose of ensuring certificates are not expired."
ibm_cis_ddos_protection_proxied_status_check,,weak_match,0.11,weak token overlap — likely no matching rule
ibm_cis_waf_enabled_status_check,,weak_match,0.14,weak token overlap — likely no matching rule
ibm_cloud_activity_tracker_logging_configured_per_region,,ai_rejected,none,"The check name requires Activity Tracker logging to be configured per region, but all candidate rules monitor deletions, changes, or unrelated services rather than verifying initial configuration."
ibm_cloud_databases_disk_encryption_status,ibm.databases.deployment.encryption_at_rest_enabled,ai_verified,high,"Both the check name and rule focus on encryption status for IBM Cloud Databases deployments, specifically targeting disk/at-rest encryption for database instances."
ibm_cloud_functions_function_restrict_public_access,,ai_rejected,none,"The check name targets IBM Cloud Functions (serverless functions), while all candidate rules are for Object Storage, IAM Access Groups, or Containers, with no matching service, action, or target resou"
ibm_cloud_functions_function_url_authentication,ibm.code_engine.app.requires_authentication,deep_review_medium,medium,"Both controls enforce authentication for serverless function endpoints, though they apply to different IBM Cloud services (Cloud Functions vs. Code Engine)."
ibm_cloud_virtual_machine_error_policy_check,ibm.scc.audit.policy_violation,deep_review_medium,medium,"The check name refers to a virtual machine error policy, which aligns with a security policy violation in IBM SCC, though the specific focus on virtual machines is not explicitly stated in the candidate's description."
ibm_cloudant_accelerator_cluster_encryption_enabled,ibm.databases.deployment.encryption_at_rest_enabled,deep_review_high,high,"Both the check name and the candidate rule specifically address enabling encryption at rest for data storage, which is the same security control."
ibm_cloudant_dedicated_hardware_customer_key_encryption_enabled,ibm.databases.deployment.encryption_at_rest_enabled,deep_review_medium,medium,"Both controls focus on enabling encryption at rest for database services, though the check name specifies Cloudant with customer-managed keys while the rule is a general databases encryption rule."
ibm_cloudant_encryption_enabled,ibm.databases.deployment.encryption_at_rest_enabled,ai_verified,medium,"Both checks focus on encryption at rest for database/data services, though Cloudant is a specific NoSQL database service while the catalog rule covers broader database deployments."
ibm_cloudant_global_tables_enabled,,weak_match,0.14,weak token overlap — likely no matching rule
ibm_cloudant_instance_https_enforcement,,ai_rejected,none,"No catalog rule matches the Cloudant-specific HTTPS enforcement check, as the candidates are for unrelated services (VPC, Databases, Event Streams, Secrets Manager)."
ibm_cloudant_pitr_enabled,ibm.databases.backup.pitr_enabled,ai_verified,high,Both the check name and rule directly target Point-in-Time Recovery (PITR) enablement for IBM Cloudant databases.
ibm_cloudant_table_encryption_enabled,ibm.databases.deployment.encryption_at_rest_enabled,ai_verified,medium,"Both checks focus on encryption at rest for database-like services, though Cloudant is a specific NoSQL DBaaS while the rule is for general IBM Databases deployments."
ibm_cloudant_table_protected_by_backup_plan,ibm.databases.backup.encrypted;ibm.databases.backup.pitr_enabled,deep_review_medium,medium,"Both candidates address database backup protection, though the check name specifically mentions backup plans while the candidates focus on encryption and point-in-time recovery features."
ibm_cloudant_tables_kms_cmk_encryption_enabled,ibm.databases.deployment.encryption_at_rest_enabled,ai_verified,medium,"The check targets Cloudant (a database service) requiring KMS CMK encryption, which aligns with the database deployment encryption rule, though not a perfect service match."
ibm_cloudant_tables_pitr_enabled,ibm.databases.backup.pitr_enabled,ai_verified,high,"Both the check name and rule focus on enabling point-in-time recovery (PITR) for database/Cloudant services, indicating the same security control for backup protection."
ibm_cloudfront_distributions_field_level_encryption_enabled,,ai_rejected,none,"The check name refers to CloudFront distributions and field-level encryption, which is a CDN service feature, while all candidate rules are for unrelated IBM services like VPC, databases, and block st"
ibm_cloudfront_distributions_https_enabled,,ai_rejected,none,"The check name refers to IBM CloudFront distributions requiring HTTPS, but none of the candidate rules address CloudFront or enforce HTTPS on distributions."
ibm_cloudfront_distributions_logging_enabled,,ai_rejected,none,"The check name refers to CloudFront distributions (a CDN service) and logging being enabled, but none of the candidate rules address CloudFront or CDN logging; they focus on containers, VPC load balan"
ibm_cloudfront_distributions_multiple_origin_failover_configured,,weak_match,0.11,weak token overlap — likely no matching rule
ibm_cloudfront_distributions_origin_traffic_encrypted,,ai_rejected,none,"The check name refers to encrypting origin traffic for CloudFront distributions, but none of the candidate rules address traffic encryption for content delivery network origins."
ibm_cloudsql_instance_automated_backups,,ai_rejected,none,"The check name refers to automated backups for IBM Cloud SQL instances, but none of the candidate rules address backup configuration or database instance backup policies."
ibm_cloudsql_instance_postgres_log_connections_flag,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_cloudsql_instance_postgres_log_disconnections_flag,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_cloudsql_instance_postgres_log_error_verbosity_flag,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_cloudsql_instance_postgres_log_min_duration_statement_flag,,weak_match,0.18,weak token overlap — likely no matching rule
ibm_cloudsql_instance_postgres_log_min_error_statement_flag,,weak_match,0.18,weak token overlap — likely no matching rule
ibm_cloudsql_instance_postgres_log_min_messages_flag,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_cloudsql_instance_postgres_log_statement_flag,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_cloudsql_instance_public_access,ibm.containers.cluster.public_endpoint_disabled,deep_review_medium,medium,"Both controls focus on disabling public access to cloud resources, though one is for Cloud SQL instances and the other for Kubernetes clusters."
ibm_cloudsql_instance_public_ip,ibm.vpc.instance.no_public_ip_address,ai_verified,high,"Both the check name and the rule focus on preventing Cloud SQL instances (VPC instances) from having public IP addresses, directly addressing the same security violation."
ibm_cloudsql_instance_ssl_connections,ibm.object_storage.bucket.ssl_enforced,ai_verified,low,"Only the object storage rule shares the SSL/TLS enforcement theme, but it targets a different service (object storage vs. Cloud SQL) and resource type (bucket vs. instance)."
ibm_cloudstorage_bucket_log_retention_policy_lock,ibm.object_storage.bucket.retention_policy_configured,ai_verified,high,"Both the check name and rule focus on retention policy configuration for IBM Cloud Storage buckets, specifically ensuring retention policies are properly set and locked."
ibm_cloudstorage_bucket_public_access,ibm.object_storage.bucket.no_public_access,ai_verified,high,Both the check name and this rule specifically target IBM Cloud Storage bucket public access control.
ibm_cloudtrail_cos_dataevents_read_enabled,,ai_rejected,none,"The check name focuses on enabling CloudTrail data events for read operations on COS, while all candidate rules monitor bucket-level configuration changes, not data event logging."
ibm_cloudtrail_cos_dataevents_write_enabled,,ai_rejected,none,"The check name refers to enabling CloudTrail data events for write operations on COS, which is a logging configuration, while all candidate rules monitor bucket configuration changes or deletions, not"
ibm_cloudtrail_key_protect_encryption_enabled,,ai_rejected,none,"The check name refers to CloudTrail logs being encrypted with Key Protect, while all candidate rules are about Key Protect key properties or access events, not about encryption of CloudTrail."
ibm_cloudtrail_logs_cos_bucket_access_logging_enabled,,ai_rejected,none,"The check name is about enabling CloudTrail logs for COS bucket access logging, which is a specific audit logging configuration, while all candidate rules are about bucket configuration changes, delet"
ibm_cloudtrail_logs_cos_bucket_is_not_publicly_accessible,,ai_rejected,none,"No rule matches the specific check for CloudTrail logs COS bucket public accessibility, as all candidates either monitor bucket changes/deletions or target different services/resources."
ibm_cloudwatch_alarm_cpu_utilization_configured,,weak_match,0.12,weak token overlap — likely no matching rule
ibm_cloudwatch_alarm_memory_utilization_configured,,weak_match,0.12,weak token overlap — likely no matching rule
ibm_cloudwatch_changes_to_network_acls_alarm_configured,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_cloudwatch_changes_to_network_gateways_alarm_configured,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_cloudwatch_changes_to_network_route_tables_alarm_configured,,weak_match,0.18,weak token overlap — likely no matching rule
ibm_cloudwatch_changes_to_vpcs_alarm_configured,,weak_match,0.12,weak token overlap — likely no matching rule
ibm_cloudwatch_log_group_key_protect_encryption_enabled,,ai_rejected,none,"The check name is about CloudWatch Log Group encryption with Key Protect, but all candidate rules are about Key Protect key properties or KMS activity, not about Log Group encryption configuration."
ibm_cloudwatch_log_group_kms_encryption_enabled,,ai_rejected,none,"The check name focuses on CloudWatch Log Group KMS encryption, but all candidate rules are for unrelated IBM services (VPC, container registry, databases) and do not address log encryption."
ibm_cloudwatch_log_group_retention_policy_specific_days_enabled,,ai_rejected,none,"No catalog rule matches the service (CloudWatch/Logs), action (retention policy enforcement), and target resource (log group) specified in the check name."
ibm_cloudwatch_log_metric_filter_and_alarm_for_activity_tracker_configuration_changes_enabled,ibm.logging.activity.log_routing_changed,ai_verified,medium,"The check name specifically targets configuration changes to Activity Tracker, which aligns with the rule detecting changes to Activity Tracker routes or targets."
ibm_cloudwatch_log_metric_filter_and_alarm_for_ibm_config_configuration_changes_enabled,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_key_protect_cmk,ibm.kms.activity.key_protect_key_disable,ai_verified,high,"The check name focuses on detecting disable or scheduled deletion of Key Protect CMKs, which directly matches the rule for key disable events."
ibm_cloudwatch_log_metric_filter_for_cos_bucket_policy_changes,ibm.cos.activity.bucket_policy_change,ai_verified,high,"Both the check name and rule specifically target monitoring COS bucket policy changes with identical service, action, and resource focus."
ibm_cloudwatch_log_metric_filter_ibm_organizations_changes,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_cloudwatch_log_metric_filter_policy_changes,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_cloudwatch_log_metric_filter_security_group_changes,ibm.vpc.activity.security_group_rule_change,ai_verified,medium,"The check name focuses on monitoring security group changes via log metric filtering, which aligns with the candidate rule that detects security group rule modifications."
ibm_code_engine_managed_updates_enabled,,ai_rejected,none,"No catalog rule matches the security check for enabling managed updates in IBM Code Engine, as all candidates address different services or unrelated security controls."
ibm_code_engine_task_definition_logging_enabled,ibm.code_engine.project.activity_tracking_configured,deep_review_medium,medium,"Both controls focus on logging/tracking configuration in IBM Code Engine, though one specifies task definition logging while the other addresses project-level activity tracking."
ibm_codeartifact_packages_external_public_publishing_disabled,ibm.object_storage.bucket.no_public_access,deep_review_medium,medium,"Both controls aim to prevent public exposure of resources, with the check focusing on external public publishing of packages and the candidate on blocking public access to storage buckets."
ibm_codebuild_project_artifact_encryption,ibm.object_storage.bucket.encryption_at_rest_enabled,deep_review_medium,medium,"Both controls enforce encryption at rest for cloud artifacts, though the specific service (CodeBuild vs. Object Storage) differs."
ibm_codebuild_project_cos_logs_encrypted,,ai_rejected,none,No catalog rule matches the specific check for IBM CodeBuild project Cloud Object Storage logs encryption.
ibm_codebuild_project_envvar_awscred_check,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_codebuild_project_logging_enabled,ibm.code_engine.project.activity_tracking_configured,deep_review_medium,medium,"Both controls focus on enabling logging or activity tracking for a project-level resource, though they target different IBM services (CodeBuild vs. Code Engine)."
ibm_codebuild_project_older_90_days,,ai_rejected,none,"No catalog rule matches the service (CodeBuild), action (detect older than 90 days), and target resource (project) for the given check."
ibm_codebuild_project_source_repo_url_check,,weak_match,0.20,weak token overlap — likely no matching rule
ibm_codebuild_project_user_controlled_buildspec,,weak_match,0.22,weak token overlap — likely no matching rule
ibm_codebuild_report_group_export_encrypted,,ai_rejected,none,"The check name refers to CodeBuild report group export encryption, but none of the candidate rules are related to CodeBuild, report groups, or export encryption."
ibm_compute_ebs_volume_encryption_enabled,ibm.vpc.volume.encryption_enabled,ai_verified,high,"This rule directly matches the service (VPC/Compute), resource type (volume), and security check (encryption enabled) specified in the compliance check name."
