check_name,matched_rule_ids,method,confidence,reasoning
aws_account_security_contact_information_is_registered,aws.account.security.contact_information_configured,token_match_high,0.83,Jaccard=0.83
aws_acm_certificate_expiration,aws.acm.certificate.expiration_monitored,token_match_high,0.80,Jaccard=0.80
aws_acm_certificates_expiration_check,aws.acm.certificates.certificate_expiration_monitored,token_match_high,0.67,Jaccard=0.67
aws_apigateway_api_gateway_https_required,aws.apigateway.resource.api_gateway_https_required,token_match_high,1.00,Jaccard=1.00
aws_apigateway_authorization_enabled,aws.apigateway.resource.authorization_enabled,token_match_high,1.00,Jaccard=1.00
aws_apigateway_client_certificate_enabled,aws.apigateway.certificate.certificate_enabled,token_match_high,0.75,Jaccard=0.75
aws_apigateway_restapi_cache_encrypted,aws.apigateway.resource.restapi_cache_encrypted,token_match_high,1.00,Jaccard=1.00
aws_apigateway_restapi_client_certificate_enabled,aws.apigateway.certificate.certificate_enabled,token_match_high,0.60,Jaccard=0.60
aws_apigateway_restapi_logging_enabled,aws.apigateway.resource.restapi_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_apigateway_restapi_public,aws.apigateway.restapi.public_access_restricted,token_match_high,0.67,Jaccard=0.67
aws_apigatewayv2_api_access_logging_enabled,aws.apigatewayv2.api.access_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_appstream_fleet_default_internet_access_disabled,aws.appstream.resource.fleet_default_internet_access_disabled,token_match_high,1.00,Jaccard=1.00
aws_appsync_field_level_logging_enabled,aws.appsync.field.level_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_athena_workgroup_encryption,aws.athena.workgroup.encryption_at_rest_enabled,token_match_high,0.67,Jaccard=0.67
aws_athena_workgroup_logging_enabled,aws.athena.resource.workgroup_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_autoscaling_group_capacity_rebalance_enabled,aws.autoscaling.group.autoscaling_capacity_rebalance_enabled,token_match_high,1.00,Jaccard=1.00
aws_autoscaling_group_configured,aws.autoscaling.group.autoscaling_multiple_az_configured,token_match_high,0.75,Jaccard=0.75
aws_autoscaling_group_health_check_enabled,aws.autoscaling.group.security_check_health_check_enabled,token_match_high,0.80,Jaccard=0.80
aws_autoscaling_group_multiple_az,aws.autoscaling.group.autoscaling_multiple_az_configured,token_match_high,1.00,Jaccard=1.00
aws_awslambda_function_inside_vpc,aws.lambda.function.inside_vpc_configured,token_match_high,0.67,Jaccard=0.67
aws_awslambda_function_invoke_api_operations_cloudtrail_logging_enabled,aws.lambda.function.invoke_api_operations_cloudtrail_logging_enabled,token_match_high,0.78,Jaccard=0.78
aws_awslambda_function_not_publicly_accessible,aws.lambda.function.not_publicly_accessible_configured,token_match_high,0.67,Jaccard=0.67
aws_awslambda_function_url_cors_policy,aws.lambda.function.url_cors_policy_configured,token_match_high,0.71,Jaccard=0.71
aws_awslambda_function_url_public,aws.lambda.function.url_public_configured,token_match_high,0.67,Jaccard=0.67
aws_awslambda_function_vpc_multi_az,aws.lambda.function.vpc_multi_az_configured,token_match_high,0.67,Jaccard=0.67
aws_backup_backup_encryption_enabled,aws.backup.resource.encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_backup_enabled_for_ec2,aws.backup.resource.backup_enabled_for_ec2,token_match_high,1.00,Jaccard=1.00
aws_backup_plan_configured,aws.backup.backupplan.backup_plan_configured,token_match_high,0.75,Jaccard=0.75
aws_backup_plan_min_retention,aws.backup.backupplan.backup_retention_minimum_configured,ai_verified,high,"This rule specifically checks for minimum backup retention configuration in AWS Backup plans, which directly matches the security check for minimum retention periods."
aws_backup_plans_exist,aws.backup.backupplan.backup_plans_configured,token_match_high,0.60,Jaccard=0.60
aws_backup_recovery_point_encrypted,aws.backup.resource.backup_recovery_point_encrypted,token_match_high,1.00,Jaccard=1.00
aws_backup_recovery_point_encryption,aws.backup.resource.backup_recovery_point_encrypted,token_match_high,0.67,Jaccard=0.67
aws_backup_recovery_point_retention,aws.backup.recoverypoint.recovery_point_retention_configured,token_match_high,0.83,Jaccard=0.83
aws_backup_replication_check,aws.backup.resource.backup_replication_enabled,token_match_high,1.00,Jaccard=1.00
aws_backup_reportplans_exist,,ai_rejected,none,"The check name 'aws_backup_reportplans_exist' specifically validates the existence of AWS Backup report plans, which is a distinct service feature not covered by any of the candidate rules focusing on"
aws_backup_vault_encryption_enabled,aws.backup.resource.vault_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_backup_vaults_encrypted,aws.backup.resource.backup_vaults_encrypted,token_match_high,1.00,Jaccard=1.00
aws_backup_vaults_exist,aws.backup.backupvault.backup_vaults_exist_configured,token_match_high,0.80,Jaccard=0.80
aws_bedrock_model_invocation_logging_enabled,aws.bedrock.resource.model_invocation_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_bedrock_model_invocation_logs_encryption_enabled,aws.bedrock.resource.model_invocation_logs_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudfront_cloudfront_https_required,aws.cloudfront.resource.cloudfront_https_required,token_match_high,1.00,Jaccard=1.00
aws_cloudfront_distributions_field_level_encryption_enabled,aws.cloudfront.resource.distributions_field_level_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudfront_distributions_logging_enabled,aws.cloudfront.distributions.logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudfront_distributions_multiple_origin_failover_configured,aws.cloudfront.distributions_multiple_origin_failover_configured.distributions_origin_failover_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudfront_distributions_origin_traffic_encrypted,aws.cloudfront.resource.distributions_origin_traffic_encrypted,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_cloudwatch_logging_enabled,aws.cloudtrail.cloudwatch.logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_cloudwatch_logs_enabled,aws.cloudtrail.cloudwatch.logging_enabled,token_match_high,0.60,Jaccard=0.60
aws_cloudtrail_cloudwatch_monitor_no_mfa_console_signin,aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin.cloudwatch_monitor_no_mfa_console_signin_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_cloudwatch_monitor_security_group_changes,aws.cloudwatch.log.metric_filter_security_group_changes_configured,ai_verified,high,"This rule specifically monitors security group changes via CloudWatch metric filters, which directly matches the security violation detection described in the check name."
aws_cloudtrail_config_change_monitoring,aws.cloudtrail.config_changes_monitoring.config_changes_monitoring_configured,token_match_high,0.67,Jaccard=0.67
aws_cloudtrail_config_changes_monitoring,aws.cloudtrail.config_changes_monitoring.config_changes_monitoring_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_console_auth_failures_monitoring,aws.cloudtrail.console_auth_failures_monitoring.console_auth_failures_monitoring_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_enabled,aws.cloudtrail.multi.trail_cloudtrail_region_enabled,deep_review_high,high,"Both the check name and the rule focus on ensuring CloudTrail is enabled, with the rule specifically verifying multi-region or regional trail activation."
aws_cloudtrail_iam_policy_change_monitoring,aws.cloudtrail.policy.change_monitoring_configured,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_kms_encryption_enabled,aws.cloudtrail.kms.encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_log_file_validation_enabled,aws.cloudtrail.log.file_validation_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_logs_s3_bucket_access_logging_enabled,aws.cloudtrail.logs.s3_bucket_access_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_logs_s3_bucket_is_not_publicly_accessible,aws.cloudtrail.logs.s3_bucket_is_not_publicly_accessible_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_monitor_network_gateway_changes,aws.cloudtrail.network.gateway_changes_configured,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_monitor_organizations_changes_metric_filter,aws.cloudtrail.monitor_organizations_changes_metric_filter.trail_cloudtrail_monitor_organizations_changes_metric_filter_configured,token_match_high,0.88,Jaccard=0.88
aws_cloudtrail_multi_region_enabled,aws.cloudtrail.multi.trail_cloudtrail_region_enabled,token_match_high,0.80,Jaccard=0.80
aws_cloudtrail_multi_region_enabled_logging_management_events,aws.cloudtrail.resource.trail_cloudtrail_multi_region_enabled,ai_verified,high,"This rule specifically checks for multi-region CloudTrail logging of management events, matching both the service (CloudTrail), action (multi-region enabled), and target resource (management events lo"
aws_cloudtrail_nacl_change_monitoring_configuration_check,aws.cloudtrail.resource.nacl_change_monitoring_configuration_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_nacl_event_selectors_monitoring,aws.cloudtrail.nacl_event_selectors_monitoring.nacl_event_selectors_monitoring_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_network_gateway_change_monitoring,aws.cloudtrail.network.gateway_change_monitoring_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_organizations_changes_monitoring_setup,aws.cloudtrail.organizations_changes_monitoring_setup.organizations_changes_monitoring_setup_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_root_account_usage_monitoring_config,aws.cloudtrail.account.usage_monitoring_config_configured,token_match_high,0.86,Jaccard=0.86
aws_cloudtrail_route_table_changes_metric_filter_alarm,aws.cloudtrail.route_table_changes_metric_filter_alarm.route_table_changes_metric_filter_alarm_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_route_table_changes_metric_filter_alarm_monitoring,aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring.route_table_changes_monitored,token_match_high,0.90,Jaccard=0.90
aws_cloudtrail_s3_data_events_logging_enabled,aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled,deep_review_high,high,"The check name specifically targets S3 data events logging in CloudTrail, which is directly matched by the candidate rule focusing on enabling S3 data events read logging."
aws_cloudtrail_s3_dataevents_read_enabled,aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_s3_dataevents_write_enabled,aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_s3_object_level_logging_enabled,aws.s3.bucket.object_level_write_logging_enabled,token_match_high,0.62,Jaccard=0.62
aws_cloudtrail_s3_policy_change_monitoring,aws.cloudtrail.policy.change_monitoring_configured,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_security_group_change_alerts_configured,aws.cloudtrail.group.change_alerts_configured,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_threat_detection_enumeration,aws.cloudtrail.threat_detection_enumeration.trail_cloudtrail_threat_detection_enumeration_configured,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_threat_detection_llm_jacking,aws.cloudtrail.threat_detection_llm_jacking.trail_cloudtrail_threat_detection_llm_jacking_configured,token_match_high,0.86,Jaccard=0.86
aws_cloudtrail_threat_detection_privilege_escalation,aws.cloudtrail.threat_detection_privilege_escalation.trail_cloudtrail_threat_detection_privilege_escalation_configured,token_match_high,0.86,Jaccard=0.86
aws_cloudtrail_trail_encryption_at_rest_kms_enabled,aws.cloudtrail.kms.encryption_enabled;aws.cloudtrail.resource.kms_encryption_enabled,ai_verified,high,"Both rules match the AWS CloudTrail service, KMS encryption action, and CloudTrail trail resource target for encryption at rest."
aws_cloudtrail_trail_log_file_validation_check,aws.cloudtrail.resource.trail_cloudtrail_log_file_validation_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_trail_log_file_validation_status_check,aws.cloudtrail.resource.trail_cloudtrail_log_file_validation_enabled,token_match_high,0.86,Jaccard=0.86
aws_cloudtrail_trail_multi_region_logging_enabled,aws.cloudtrail.multi.trail_cloudtrail_region_enabled,token_match_high,0.83,Jaccard=0.83
aws_cloudtrail_trail_multi_region_management_logging_enabled,aws.cloudtrail.multi.trail_cloudtrail_region_enabled,token_match_high,0.71,Jaccard=0.71
aws_cloudtrail_trail_sse_kms_encryption_at_rest_enabled,aws.cloudtrail.kms.encryption_enabled;aws.cloudtrail.resource.kms_encryption_enabled,ai_verified,high,"Both rules match the service (CloudTrail), action (KMS encryption), and target resource (trail at rest) as the given check."
aws_cloudtrail_unauthorized_api_calls_monitoring_configured,aws.cloudtrail.unauthorized_api_calls_monitoring_configured.unauthorized_api_calls_monitoring_configured_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudtrail_vpc_change_monitoring_configured,aws.cloudtrail.policy.change_monitoring_configured,token_match_high,0.67,Jaccard=0.67
aws_cloudtrail_vpc_changes_monitoring_enabled,aws.cloudtrail.resource.vpc_changes_monitoring_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_alarm_configured,aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured,token_match_high,0.75,Jaccard=0.75
aws_cloudwatch_alarm_cpu_utilization_configured,aws.cloudwatch.alarm_cpu_utilization_configured.alarm_cloudwatch_alarm_cpu_utilization_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_alarm_memory_utilization_configured,aws.cloudwatch.alarm_memory_utilization_configured.alarm_cloudwatch_alarm_memory_utilization_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_changes_to_network_acls_alarm_configured,aws.cloudwatch.changes.to_network_acls_alarm_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_changes_to_network_gateways_alarm_configured,aws.cloudwatch.changes.to_network_gateways_alarm_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_changes_to_network_route_tables_alarm_configured,aws.cloudwatch.changes.to_network_route_tables_alarm_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_changes_to_vpcs_alarm_configured,aws.cloudwatch.changes.to_vpcs_alarm_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_analysis_enabled,aws.cloudwatch.resource.log_cloudwatch_log_analysis_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_group_edr_log_delivery_configured,aws.cloudwatch.group.cloudwatch_log_edr_log_delivery_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_group_kms_encryption_enabled,aws.cloudwatch.log.group_kms_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_group_no_secrets_in_logs,aws.cloudwatch.group.cloudwatch_log_no_secrets_in_logs_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_group_not_publicly_accessible,aws.cloudwatch.group.not_publicly_accessible_configured,token_match_high,0.83,Jaccard=0.83
aws_cloudwatch_log_group_retention,aws.cloudwatch.group.retention_policy_configured,token_match_high,0.67,Jaccard=0.67
aws_cloudwatch_log_group_retention_policy_specific_days_enabled,aws.cloudwatch.log.group_retention_policy_specific_days_enabled,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_alarm_configured,aws.cloudwatch.log_metric_filter_alarm_configured.log_metric_log_metric_filter_alarm_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled,aws.cloudwatch.log.metric_log_metric_alarm_aws_config_configuration_changes_configured,token_match_high,0.88,Jaccard=0.88
aws_cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled,aws.cloudwatch.log.metric_log_metric_alarm_cloudtrail_configuration_changes_configured,token_match_high,0.88,Jaccard=0.88
aws_cloudwatch_log_metric_filter_authentication_failures,aws.cloudwatch.log.metric_filter_authentication_failures_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_aws_organizations_changes,aws.cloudwatch.log_metric_filter_aws_organizations_changes.log_metric_log_metric_filter_aws_organizations_changes_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk,aws.cloudwatch.log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk.metric_alarm_kms_cmk_deletion_configured,token_match_high,0.91,Jaccard=0.91
aws_cloudwatch_log_metric_filter_for_s3_bucket_policy_changes,aws.cloudwatch.log.metric_filter_for_s3_bucket_policy_changes_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_policy_changes,aws.cloudwatch.log.metric_filter_policy_changes_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_root_usage,aws.cloudwatch.log.metric_log_metric_filter_root_usage_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_security_group_changes,aws.cloudwatch.log.metric_filter_security_group_changes_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_sign_in_without_mfa,aws.cloudwatch.log.metric_filter_sign_in_without_mfa_configured,token_match_high,1.00,Jaccard=1.00
aws_cloudwatch_log_metric_filter_unauthorized_api_calls,aws.cloudwatch.log.metric_filter_unauthorized_api_calls_configured,token_match_high,1.00,Jaccard=1.00
aws_codeartifact_packages_external_public_publishing_disabled,aws.codeartifact.resource.packages_external_public_publishing_disabled,token_match_high,1.00,Jaccard=1.00
aws_codebuild_project_artifact_encryption,aws.codebuild.projectartifact.encryption_enabled,ai_verified,high,"Both the check name and rule ID specifically target AWS CodeBuild project artifact encryption, indicating they implement the same security control."
aws_codebuild_project_envvar_awscred_check,aws.codebuild.resource.codebuild_project_envvar_awscred_configured,token_match_high,1.00,Jaccard=1.00
aws_codebuild_project_logging_enabled,aws.codebuild.resource.project_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_codebuild_project_older_90_days,aws.codebuild.project.codebuild_older_90_days_configured,token_match_high,1.00,Jaccard=1.00
aws_codebuild_project_s3_logs_encrypted,aws.codebuild.resource.codebuild_project_s3_logs_encrypted,token_match_high,1.00,Jaccard=1.00
aws_codebuild_project_source_repo_url_check,aws.codebuild.resource.codebuild_project_source_repo_url_configured,token_match_high,1.00,Jaccard=1.00
aws_codebuild_project_user_controlled_buildspec,aws.codebuild.user.codebuild_controlled_buildspec_configured,token_match_high,0.83,Jaccard=0.83
aws_codebuild_report_group_export_encrypted,aws.codebuild.group.codebuild_export_encrypted,token_match_high,0.83,Jaccard=0.83
aws_config_configuration_recorder_enabled_in_all_regions,aws.config.recorder.config_all_regions_enabled,token_match_high,1.00,Jaccard=1.00
aws_config_enabled,aws.config.configuration_recorder.configuration_config_recorder_enabled,token_match_high,0.67,Jaccard=0.67
aws_config_lambda_config_recording_enabled,aws.config.resource.config_lambda_config_recording_enabled,token_match_high,1.00,Jaccard=1.00
aws_config_recorder_all_regions_enabled,aws.config.recorder.config_all_regions_enabled,token_match_high,1.00,Jaccard=1.00
aws_config_recorder_status_check_all_regions,aws.config.recorder.config_all_regions_enabled,token_match_high,0.80,Jaccard=0.80
aws_datasync_task_logging_enabled,aws.datasync.resource.task_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_directconnect_connection_redundancy,aws.directconnect.connection_redundancy.directconnect_connection_redundancy_configured,token_match_high,1.00,Jaccard=1.00
aws_directconnect_virtual_interface_redundancy,aws.directconnect.virtual_interface_redundancy.directconnect_virtual_interface_redundancy_configured,token_match_high,1.00,Jaccard=1.00
aws_directoryservice_directory_log_forwarding_enabled,aws.directoryservice.resource.directoryservice_directory_log_forwarding_enabled,token_match_high,1.00,Jaccard=1.00
aws_directoryservice_supported_mfa_radius_enabled,aws.directoryservice.resource.supported_mfa_radius_enabled,token_match_high,1.00,Jaccard=1.00
aws_dms_endpoint_redis_in_transit_encryption_enabled,aws.dms.resource.endpoint_redis_in_transit_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_dms_instance_multi_az_enabled,aws.dms.instance.dms_multi_az_enabled,token_match_high,1.00,Jaccard=1.00
aws_dms_replication_task_source_logging_enabled,aws.dms.resource.replication_task_source_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_dms_replication_task_target_logging_enabled,aws.dms.resource.replication_task_target_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_docdb_cluster_backup_retention_period_configured,aws.docdb.cluster.backup_retention_period_configured,token_match_high,1.00,Jaccard=1.00
aws_docdb_cluster_encryption_in_transit_enabled,aws.docdb.cluster.encryption_in_transit_enabled,token_match_high,1.00,Jaccard=1.00
aws_docdb_cluster_engine_version_check,aws.docdb.cluster.docdb_engine_version_configured,token_match_high,1.00,Jaccard=1.00
aws_docdb_cluster_iam_authentication_enabled,aws.docdb.cluster.iam_authentication_enabled,token_match_high,1.00,Jaccard=1.00
aws_docdb_cluster_monitoring_and_alerting_configured,aws.docdb.cluster.monitoring_and_alerting_configured,token_match_high,1.00,Jaccard=1.00
aws_docdb_vpc_security_configuration_check,aws.docdb.resource.vpc_security_configuration_configured,token_match_high,1.00,Jaccard=1.00
aws_documentdb_cluster_audit_logging_to_cloudwatch_enabled,aws.docdb.cluster.audit_logging_to_cloudwatch_enabled,token_match_high,0.71,Jaccard=0.71
aws_documentdb_cluster_cloudwatch_log_export,aws.docdb.cluster.docdb_cloudwatch_log_export_configured,token_match_high,0.71,Jaccard=0.71
aws_documentdb_cluster_encryption_at_rest_enabled,aws.docdb.cluster.encryption_at_rest_enabled,token_match_high,0.71,Jaccard=0.71
aws_documentdb_cluster_multi_az_enabled,aws.docdb.cluster.docdb_multi_az_enabled,token_match_high,0.60,Jaccard=0.60
aws_documentdb_cluster_preferred_backup_window_configured,aws.docdb.cluster.preferred_backup_window_configured,token_match_high,0.71,Jaccard=0.71
aws_documentdb_cluster_storage_encrypted,aws.docdb.cluster.docdb_storage_encrypted,token_match_high,0.67,Jaccard=0.67
aws_drs_failover_execution_check,aws.drs.resource.drs_failover_execution_configured,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_accelerator_cluster_encryption_enabled,aws.dynamodb.accelerator.cluster_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_accelerator_cluster_in_transit_encryption_enabled,aws.dynamodb.accelerator.cluster_encryption_enabled,token_match_high,0.83,Jaccard=0.83
aws_dynamodb_accelerator_cluster_multi_az,aws.dynamodb.cluster.dynamodb_multi_az_configured,token_match_high,0.80,Jaccard=0.80
aws_dynamodb_autoscaling_enabled,aws.dynamodb.resource.dynamodb_autoscaling_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_backup_enabled,aws.dynamodb.resource.backup_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_encryption_enabled,aws.dynamodb.resource.encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_global_tables_enabled,aws.dynamodb.resource.global_tables_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_pitr_enabled,aws.dynamodb.resource.dynamodb_pitr_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_table_protected_by_backup_plan,aws.dynamodb.table_protected_by_backup_plan.table_protected_by_backup_plan_configured,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_tables_kms_cmk_encryption_enabled,aws.dynamodb.resource.tables_kms_cmk_encryption_enabled,token_match_high,1.00,Jaccard=1.00
aws_dynamodb_tables_pitr_enabled,aws.dynamodb.tables.table_pitr_enabled,token_match_high,0.80,Jaccard=0.80
aws_ebs_snapshot_encryption,aws.ebs.snapshot.encryption_at_rest_enabled,token_match_high,0.67,Jaccard=0.67
aws_ebs_volume_backup_configured,aws.ebs.volume.backup_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_ami_public,aws.ec2.amipublic.ami_public_configured,token_match_high,0.80,Jaccard=0.80
aws_ec2_ami_public_visibility_check,aws.ec2.resource.ami_public_visibility_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_backup_enabled,aws.backup.resource.backup_enabled_for_ec2,token_match_high,1.00,Jaccard=1.00
aws_ec2_client_vpn_endpoint_connection_logging_enabled,aws.ec2.resource.client_vpn_endpoint_connection_logging_enabled,token_match_high,1.00,Jaccard=1.00
aws_ec2_default_security_group_restriction_check,aws.ec2.security_group_default_restrict_traffic.default_deny_all_traffic_enforced,ai_verified,high,"This rule directly targets the default security group's traffic restriction, matching the service, action, and resource focus of the given check."
aws_ec2_ebs_default_encryption,aws.ec2.ebs.default_encryption_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_ebs_encryption_by_default_enabled,aws.ec2.ebs.default_encryption_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_ebs_public_snapshot,aws.ec2.ebs.public_snapshot_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_ebs_snapshot_account_block_public_access,aws.ec2.account.block_public_access_configured,token_match_high,0.75,Jaccard=0.75
aws_ec2_ebs_snapshots_encrypted,aws.ec2.resource.ebs_snapshots_encrypted,token_match_high,1.00,Jaccard=1.00
aws_ec2_ebs_volume_encrypted,aws.ebs.volume.snapshots_encrypted,token_match_high,0.67,Jaccard=0.67
aws_ec2_ebs_volume_encryption,aws.ec2.ebs.volume_encryption_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_ebs_volume_encryption_enabled,aws.ec2.ebs.volume_encryption_configured,token_match_high,1.00,Jaccard=1.00
aws_ec2_ebs_volume_protected_by_backup_plan,aws.ec2.volume.protected_by_backup_plan_configured,token_match_high,0.86,Jaccard=0.86
aws_ec2_ebs_volume_snapshots_exists,aws.ec2.volume.snapshots_exists_configured,token_match_high,0.83,Jaccard=0.83
aws_ec2_elastic_ip_shodan,aws.ec2.eip.shodan_exposure_detected,ai_verified,high,"This rule directly matches the check name's focus on Elastic IP Shodan exposure detection, while other rules address general public IP configurations without specific Shodan monitoring."
aws_ec2_elastic_ip_unassigned,aws.ec2.eip.not_in_use,deep_review_high,high,Both the compliance check 'aws_ec2_elastic_ip_unassigned' and the candidate rule 'aws.ec2.eip.not_in_use' directly address the same control of identifying unassigned Elastic IPs.
