check_name,category,matched_rule_ids,confidence,reasoning
oracle_backup_vaults_exist,deep_review,oci.database.autonomous_database.vaults_exist,medium,"Both the check name and the candidate refer to the existence of vaults for backup purposes, though the candidate is specifically scoped to autonomous databases while the check name is more general."
oracle_bedrock_model_invocation_logging_enabled,deep_review,oci.ai_language.project.model_invocation_logging_enabled,high,"Both controls specifically enforce model invocation logging for AI services, with the candidate directly matching the Bedrock service's logging requirement."
oracle_bedrock_model_invocation_logs_encryption_enabled,deep_review,oci.ai_language.project.model_invocation_logs_encryption_enabled,high,"The candidate directly matches the check name's focus on encryption of model invocation logs, differing only in the service prefix (ai_language vs. bedrock), which is a minor variation in the same control."
oracle_bigquery_dataset_cmk_encryption,deep_review,oci.object_storage.bucket.bucket_encryption_cmk_enabled;oci.object_storage.bucket.encryption_cmk_key_enabled,medium,"Both the check name and the selected candidates enforce encryption using customer-managed keys (CMK), but they apply to different Oracle services (BigQuery vs. Object Storage) with similar security intent."
oracle_bigquery_dataset_public_access,deep_review,oci.analytics.analytics_instance.dataset_public_access,medium,"Both focus on preventing public access to datasets, but the check name specifies BigQuery while the candidate is for Oracle Analytics."
oracle_bigquery_table_cmk_encryption,deep_review,,none,"The compliance check is for Google BigQuery table encryption with customer-managed keys, but all Oracle catalog candidates are for Oracle Cloud services like OCI Analytics, NoSQL, or storage, which are fundamentally different platforms and not equiva"
oracle_cloudsql_instance_postgres_log_connections_flag,deep_review,oci.mysql.db_system.instance_postgres_log_connections_flag,high,Both the compliance check and the catalog rule explicitly target enabling the PostgreSQL log_connections flag for database instances.
oracle_cloudsql_instance_postgres_log_disconnections_flag,deep_review,oci.mysql.db_system.instance_postgres_log_disconnections_flag,high,Both the compliance check and the catalog rule directly target enabling the PostgreSQL log_disconnections flag for database instances.
oracle_cloudsql_instance_postgres_log_min_duration_statement_flag,deep_review,oci.mysql.db_system.instance_postgres_log_min_duration_statement_flag,high,"The candidate rule ID is an exact match for the compliance check name, both targeting PostgreSQL's log_min_duration_statement flag configuration."
oracle_cloudsql_instance_postgres_log_min_messages_flag,deep_review,oci.mysql.db_system.instance_postgres_log_min_messages_flag,high,"The candidate rule ID is an exact match for the compliance check name, both targeting PostgreSQL's log_min_messages configuration flag."
oracle_cloudsql_instance_postgres_log_statement_flag,deep_review,oci.mysql.db_system.instance_postgres_log_statement_flag,high,"Both the compliance check and the catalog rule explicitly target the PostgreSQL log_statement flag for database instances, indicating the same logging control."
oracle_compute_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports,deep_review,oci.compute.instance.securitygroup_allow_ingress_from_internet_to_ports,medium,"The check name targets high-risk TCP ports, while the candidate rule generically covers ports, which is a broader but conceptually similar control on internet ingress to specific ports."
oracle_compute_stopped_instance,deep_review,,none,"The compliance check is about ensuring compute instances are stopped, but none of the candidates address instance state or stopping instances; they focus on security configurations like backups, monitoring, or exposure."
oracle_config_enabled,deep_review,oci.audit.configuration.config_recorder_enabled,high,Both the compliance check name 'oracle_config_enabled' and the catalog rule 'oci.audit.configuration.config_recorder_enabled' directly address enabling the OCI Audit configuration recorder.
oracle_containerregistry_not_publicly_accessible,deep_review,,none,"The compliance check is about container registry public accessibility, but none of the candidates address container registry services."
oracle_cosmosdb_account_firewall_use_selected_networks,deep_review,oci.database.autonomous_database.account_firewall_use_selected_networks,high,"Both the compliance check and the candidate rule enforce the same control of restricting database account access to selected networks via firewall rules, despite being for different database services (CosmosDB vs. Autonomous Database)."
oracle_cosmosdb_account_use_private_endpoints,deep_review,oci.database.autonomous_database.account_use_private_endpoints,medium,"Both controls enforce the use of private endpoints for specific cloud services, though they apply to different services (CosmosDB vs. Autonomous Database)."
oracle_database_instance_protected_by_backup_plan,deep_review,oci.database.autonomous_database.instance_backup_enabled,medium,"Both controls focus on ensuring database instances have backup protection, though the check name specifies 'protected by backup plan' while the candidate specifies 'backup enabled' which represents the same core concept of backup enforcement."
oracle_documentdb_cluster_storage_encrypted,deep_review,oci.database.autonomous_database.cluster_storage_encrypted,medium,"Both controls enforce storage encryption for database clusters, but the check name specifies 'documentdb' while the candidate is for 'autonomous_database', indicating a similar concept with different Oracle service terminology."
oracle_ecr_repositories_not_publicly_accessible,deep_review,oci.artifacts.container_repository.repositories_public_access_blocked,high,"Both the compliance check and the catalog rule specifically address blocking public access to container repositories, making them the same control."
oracle_efs_backup_enabled,deep_review,oci.file_storage.file_system.backup_enabled;oci.file_storage.file_system.have_backup_enabled,high,"Both the compliance check and the catalog rules explicitly target backup enablement for Oracle Cloud Infrastructure (OCI) File Storage file systems, which is the service referred to by 'EFS' in the check name."
oracle_efs_encryption_at_rest_enabled,deep_review,oci.object_storage.bucket.object_encrypted_at_rest,medium,"Both the check name and the candidate enforce encryption at rest, but for different Oracle services (EFS vs. Object Storage)."
oracle_efs_have_backup_enabled,deep_review,oci.file_storage.file_system.have_backup_enabled,high,Both the compliance check name 'oracle_efs_have_backup_enabled' and the candidate rule 'oci.file_storage.file_system.have_backup_enabled' specifically address enabling backups for Oracle Cloud Infrastructure file storage systems.
oracle_efs_multi_az_enabled,deep_review,oci.file_storage.file_system.multi_az_enabled,high,"Both the compliance check and the catalog rule specifically enforce multi-AZ availability for file storage systems, making them the same control."
oracle_efs_not_publicly_accessible,deep_review,oci.object_storage.object.object_not_publicly_readable_blocked,medium,"Both controls focus on preventing public access to storage resources, though one is for Elastic File System (EFS) and the other for Object Storage."
oracle_eip_attached,deep_review,oci.virtual_network.vnic.ip_attached,high,Both the compliance check 'oracle_eip_attached' and the catalog rule 'oci.virtual_network.vnic.ip_attached' directly concern the attachment of an IP address (EIP) to a network resource.
oracle_eks_cluster_not_publicly_accessible,deep_review,oci.bds.bds_instance.cluster_publicly_accesible,medium,"Both controls focus on preventing public accessibility of a cluster, though one is for EKS and the other for BDS."
oracle_elasticbeanstalk_environment_monitoring_logging_enabled,deep_review,oci.compute.instance.environment_monitoring_logging_enabled,medium,"Both controls focus on enabling monitoring and logging for an environment, though the check name specifies Elastic Beanstalk while the candidate is for compute instances, indicating the same concept with different service contexts."
oracle_fsx_backup_enabled,deep_review,oci.file_storage.file_system.backup_enabled;oci.file_storage.file_system.have_backup_enabled,high,"Both the compliance check and the catalog rules are about enabling backups for Oracle Cloud Infrastructure (OCI) file storage systems, with 'fsx' likely referring to file storage."
oracle_functions_function_not_publicly_accessible,deep_review,oci.functions.application.function_public_access_blocked;oci.functions.application.function_restrict_public_access,high,"Both candidates directly address restricting public access to functions, which matches the compliance check's focus on preventing functions from being publicly accessible."
oracle_iam_role_kms_enforce_separation_of_duties,deep_review,,none,"The compliance check name focuses on enforcing separation of duties for IAM roles with KMS, but none of the candidates address this specific combination of IAM roles and KMS duties."
oracle_iam_role_sa_enforce_separation_of_duties,deep_review,,none,"The compliance check is about enforcing separation of duties for IAM roles and service accounts, but none of the candidates address this specific control; they focus on least privilege, audit events, or unrelated features."
oracle_identity_securityaudit_role_created,deep_review,oci.identity.policy.rbac_role_no_inline_policies_restricted,low,"The check name suggests a role for security audit purposes, while the candidate rule restricts inline policies on RBAC roles, which is a related but not identical security control."
oracle_identity_support_role_created,deep_review,,none,"The check name 'oracle_identity_support_role_created' suggests verifying the existence of a specific support role, while all candidates focus on policy restrictions, permissions, or role configurations, not on the creation of a particular role."
oracle_keyvault_logging_enabled,deep_review,,none,"The check name is about Oracle Key Vault logging, but none of the candidates refer to Key Vault or Vault services, only other OCI resources like audit, load balancer, and network firewall."
oracle_logging_log_metric_filter_and_alert_for_project_ownership_changes_enabled,deep_review,oci.monitoring.alarm.log_metric_filter_oracle_organizations_changes,medium,"The check name focuses on project ownership changes, which is conceptually similar to organization changes in Oracle Cloud, as both involve administrative control and resource management."
oracle_logging_sink_created,deep_review,,none,"The check name 'oracle_logging_sink_created' refers to creating a logging sink (likely for data export or aggregation), while all candidates are about enabling logging for specific services, which is a different control."
oracle_monitoring_log_group_not_publicly_accessible,deep_review,oci.monitoring.alarm.log_group_public_access_blocked,high,Both the compliance check name and the candidate rule directly address preventing public access to log groups.
oracle_monitoring_log_metric_filter_unauthorized_api_calls,deep_review,oci.monitoring.alarm.log_metric_filter_and_alarm_for_enabled,medium,"The check name is generic about unauthorized API calls, while the candidate is a general rule for enabling log metric filters and alarms, which is the same underlying control concept of monitoring API activity."
oracle_neptune_cluster_copy_tags_to_snapshots,deep_review,oci.database.autonomous_database.cluster_copy_tags_to_snapshots,high,"Both the compliance check and the catalog rule explicitly enforce copying tags to snapshots for a database cluster, with only the service name differing (Neptune vs. Oracle Autonomous Database)."
oracle_neptune_cluster_integration_monitoring_logs,deep_review,oci.database.autonomous_database.cluster_integration_monitoring_logs,medium,"Both the check name and the candidate focus on enabling monitoring logs for a cluster integration, though they target different Oracle services (Neptune vs. Autonomous Database)."
oracle_neptune_cluster_multi_az,deep_review,oci.nosql.table.cluster_multi_az_enabled,medium,"Both the check name and the candidate enforce multi-AZ deployment for a database cluster, but they target different database services (Neptune vs. NoSQL)."
oracle_neptune_cluster_snapshot_encrypted,deep_review,oci.database.autonomous_database.cluster_snapshot_encrypted,medium,"Both controls enforce encryption for cluster snapshots, but the check name specifies 'neptune' (likely AWS Neptune) while the candidate is for Oracle's 'autonomous_database', indicating a conceptual match with different service implementations."
oracle_neptune_cluster_storage_encrypted,deep_review,oci.database.cluster.cluster_encrypted_at_rest,medium,"Both controls enforce encryption for database cluster storage at rest, though they target different database services (Neptune vs. generic Oracle Database clusters)."
oracle_networkfirewall_in_all_vcn,deep_review,oci.network_firewall.network_firewall.in_all_vcn,high,"The check name and the top candidate rule ID both explicitly refer to ensuring network firewalls are present in all VCNs, indicating an exact match."
oracle_networkfirewall_logging_enabled,deep_review,oci.network_firewall.network_firewall.firewall_logging_enabled;oci.network_firewall.network_firewall.logging_enabled,high,"Both candidate rule IDs directly specify logging for network firewalls, which matches the compliance check name exactly."
oracle_networkfirewall_multi_az,deep_review,oci.network_firewall.network_firewall.multi_az,high,The check name 'oracle_networkfirewall_multi_az' directly matches the catalog rule for network firewall multi-AZ deployment.
oracle_object_storage_bucket_enforces_ssl,deep_review,,none,"The compliance check is about enforcing SSL for bucket access, but none of the candidates address SSL/TLS or secure transport requirements."
oracle_oke_cluster_uses_a_supported_version,deep_review,oci.container_engine.cluster.cni_version_required,medium,"Both the check name and candidate focus on version support for OKE cluster components, though the check specifies 'cluster version' while the candidate specifies 'CNI version'."
oracle_oke_endpoints_not_publicly_accessible,deep_review,,none,"The compliance check is about OKE endpoints not being publicly accessible, but none of the candidates address public accessibility of OKE endpoints; they focus on other OKE events or unrelated services."
oracle_opensearch_service_domains_access_control_enabled,deep_review,,none,"The compliance check is for Oracle OpenSearch service domains, but all candidates are for Oracle Analytics, Compute, Database, or AI services, which are unrelated and enforce different controls."
oracle_opensearch_service_domains_audit_logging_enabled,deep_review,oci.audit.configuration.logging_enabled,medium,"Both controls focus on enabling audit logging, but the check name specifies OpenSearch service domains while the candidate is a general audit logging configuration."
oracle_opensearch_service_domains_encryption_at_rest_enabled,deep_review,,none,"The check name is for Oracle OpenSearch service domains, but all candidates are for other services (Analytics, Redis, Database, Streaming, Data Catalog), so there is no match for the same control."
oracle_opensearch_service_domains_fault_tolerant_data_nodes,deep_review,,none,"The compliance check is for Oracle OpenSearch service domains, but all candidates are for Oracle Analytics service domains, which are different services and not directly comparable."
oracle_opensearch_service_domains_fault_tolerant_master_nodes,deep_review,,none,"The compliance check is for Oracle OpenSearch Service domains, but all candidates are for Oracle Analytics Cloud instances, which are completely different services with different architectures and controls."
oracle_opensearch_service_domains_https_communications_enforced,deep_review,,none,"The compliance check is about OpenSearch service domains enforcing HTTPS communications, but all candidates are for Analytics service domains, which are a different Oracle service and unrelated to HTTPS enforcement."
oracle_opensearch_service_domains_internal_user_database_enabled,deep_review,oci.analytics.analytics_instance.service_domains_internal_user_database_enabled,medium,"Both checks target enabling an internal user database for service domains, but one is for OpenSearch and the other for Analytics, indicating the same concept with different service contexts."
oracle_opensearch_service_domains_monitoring_logging_enabled,deep_review,,none,"The check name is about OpenSearch service domains, but all candidates refer to analytics instances, audit, monitoring, or logging services, not OpenSearch."
oracle_opensearch_service_domains_node_to_node_encryption_enabled,deep_review,,none,"The compliance check is for Oracle OpenSearch Service domains requiring node-to-node encryption, but all candidates are for Oracle Analytics instances, which are a different service and do not match the control."
oracle_opensearch_service_domains_not_publicly_accessible,deep_review,oci.analytics.analytics_instance.service_domains_public_access_blocked,medium,"Both controls focus on preventing public access to service domains, though the check name specifies OpenSearch while the candidate rule is for Analytics."
oracle_postgresql_flexible_server_allow_access_services_disabled,deep_review,oci.mysql.db_system.flexible_server_allow_access_services_disabled,high,"Both rules target the same control of disabling access services for flexible servers, just applied to different database services (PostgreSQL vs MySQL)."
oracle_postgresql_flexible_server_enforce_ssl_enabled,deep_review,oci.mysql.db_system.flexible_server_enforce_ssl_enabled,medium,"Both controls enforce SSL for flexible servers, but the check name specifies PostgreSQL while the candidate is for MySQL, indicating the same concept across different database services."
oracle_postgresql_flexible_server_log_checkpoints_on,deep_review,oci.mysql.db_system.flexible_server_log_checkpoints_on,high,"The candidate rule ID directly matches the compliance check name's intent of enabling log checkpoints, only differing in the database service (MySQL vs. PostgreSQL)."
oracle_postgresql_flexible_server_log_connections_on,deep_review,oci.mysql.db_system.instance_postgres_log_connections_flag,high,"Both the compliance check and the candidate specifically target enabling connection logging for PostgreSQL databases, making them the same control."
oracle_postgresql_flexible_server_log_disconnections_on,deep_review,oci.mysql.db_system.instance_postgres_log_disconnections_flag,high,"Both the compliance check and the candidate specifically target enabling log disconnections for PostgreSQL, making them the same control."
oracle_postgresql_flexible_server_log_retention_days_greater_3,deep_review,oci.mysql.db_system.flexible_server_log_retention_days_greater_3,high,"Both rules enforce the same control of requiring log retention days greater than 3 for flexible database servers, just for different database engines (PostgreSQL vs MySQL)."
oracle_securityhub_enabled,deep_review,,none,"The check name is about enabling Oracle Security Hub, but none of the candidates address that specific service or a general security monitoring hub."
oracle_sns_topics_not_publicly_accessible,deep_review,oci.ons.topic.topics_public_access_blocked,high,Both the compliance check and the catalog rule directly address preventing public access to Oracle Cloud Infrastructure (OCI) Notifications Service (ONS) topics.
oracle_sqlserver_tde_encrypted_with_cmk,deep_review,oci.database.autonomous_database.tde_encrypted_with_cmk,medium,"Both controls enforce TDE encryption with customer-managed keys, but one is for SQL Server databases while the other is for Autonomous Databases."
oracle_sqs_queues_not_publicly_accessible,deep_review,oci.queue.queue.queues_public_access_blocked,high,Both the compliance check and the catalog rule specifically address preventing public access to queues in Oracle Cloud.
oracle_storagegateway_fileshare_encryption_enabled,deep_review,oci.file_storage.file_system.fileshare_encryption_enabled,high,"Both the compliance check and the catalog rule specifically target encryption for file shares, indicating the same security control."
oracle_transfer_server_in_transit_encryption_enabled,deep_review,oci.object_storage.bucket.server_in_transit_encryption_enabled,medium,"Both the check name and the candidate focus on enabling in-transit encryption for a server or service, though the specific Oracle service (transfer server vs. object storage bucket) differs."
oracle_vault_cmk_not_deleted_unintentionally,deep_review,oci.key_management.vault.cmk_are_used,medium,"Both the check name and the candidate focus on preventing unintentional deletion or misuse of customer-managed keys (CMKs), though the candidate emphasizes usage monitoring rather than explicit deletion protection."
oracle_wafv2_web_acl_logging_enabled,deep_review,oci.waf.web_app_firewall.webacl_logging_enabled,high,The compliance check name 'oracle_wafv2_web_acl_logging_enabled' directly matches the candidate rule 'oci.waf.web_app_firewall.webacl_logging_enabled' in both service context and control objective.
oracle_wafv2_webacl_logging_enabled,deep_review,oci.waf.web_app_firewall.webacl_logging_enabled,high,The compliance check name directly matches the catalog rule ID for enabling logging on WAF web ACLs.
