check_name,category,matched_rule_ids,confidence,reasoning
azure_search_service_domains_https_communications_enforced,deep_review,azure.search.service.domains_node_to_node_encryption_enabled,medium,"Both controls enforce secure communication, with the check name focusing on HTTPS and the candidate on node-to-node encryption, which are conceptually similar for securing data in transit."
azure_shield_advanced_protection_in_internet_facing_load_balancers,deep_review,azure.security.defender.arm_protection_enabled,low,"The check name refers to advanced protection for internet-facing load balancers, which is conceptually related to Azure Defender for ARM (which includes DDoS protection), but none of the candidates directly address load balancer-specific advanced thr"
azure_sql_instance_enhanced_monitoring_enabled,deep_review,azure.vm.instance.detailed_monitoring_enabled,medium,"Both controls focus on enabling enhanced/detailed monitoring, though one is for SQL instances and the other is for VM instances, representing the same concept with different target resources."
azure_storage_bucket_cross_region_replication,deep_review,azure.storage.table.data_protection_global_cross_region_replication_encrypted,high,"Both the check name and the rule directly address cross-region replication for Azure storage, with the rule specifically covering global replication and encryption, which aligns with the core control."
azure_storage_bucket_enforces_ssl,deep_review,azure.storage.sas.https.only.check,high,"Both the check name and the rule enforce SSL/TLS (HTTPS) for secure access to Azure storage, ensuring data in transit is encrypted."
azure_storage_bucket_lifecycle_enabled,deep_review,,none,"The check name refers to storage bucket lifecycle management, but none of the candidates address lifecycle policies for storage objects or buckets."
azure_storage_bucket_replication_enabled,deep_review,azure.storage.account.cross.tenant.replication.disabled,medium,"The check name refers to bucket replication, which is conceptually similar to cross-tenant replication in Azure Storage, though the phrasing differs."
azure_storage_immutable_blob_enabled,deep_review,,none,"The check name is about immutable blob storage (WORM policy), but none of the candidates directly address immutability; the closest are versioning and soft delete, which are related data protection features but not the same control."
azure_vm_scale_set_configured,deep_review,,none,"The check name 'azure_vm_scale_set_configured' is too generic and does not specify a security control, while all candidates target specific security features like MFA, backups, or extensions."
azure_vm_securitygroup_default_restricted,deep_review,azure.compute.virtual_machine.vm_security_group_inbound_restricted,high,Both the compliance check name and the candidate rule directly address restricting inbound traffic via security groups for Azure VMs.
azure_vm_securitygroup_rdp_restricted,deep_review,azure.compute.virtual_machine.vm_security_group_inbound_restricted,high,"Both the compliance check and the catalog rule directly address restricting inbound network access via security groups, specifically for RDP in the check and generally for inbound traffic in the rule."
azure_vm_securitygroup_ssh_restricted,deep_review,azure.compute.virtual_machine.vm_security_group_inbound_restricted,high,Both the compliance check name and the candidate rule directly address restricting inbound network access (specifically SSH) via security groups on Azure VMs.
azure_vm_stopped_instance,deep_review,,none,"The compliance check 'azure_vm_stopped_instance' refers to ensuring virtual machines are stopped to avoid unnecessary costs or security exposure, while all candidates are about monitoring, management, backup, or security features of running VMs."
azure_vm_volume_in_use,deep_review,azure.compute.virtual_machine.vm_root_volume_encrypted_cmek,medium,"The check name 'azure_vm_volume_in_use' suggests a focus on VM volumes, and the candidate rule specifically addresses root volume encryption, which is a related security control for volumes in use."
azure_wafv2_web_acl_logging_enabled,deep_review,azure.monitor.resource.logging.enabled.check,medium,"The check name is about enabling logging for WAFv2 web ACLs, which is a specific case of resource logging, matching the general logging enforcement in the candidate."
