csp,unique_compliance_id,framework,control_id,title,missing_check_name,suggested_rule_id,priority,rule_type,notes
alicloud,cis_alicloud_2.15,CIS_ALICLOUD,2.15,Ensure log monitoring and alerts are set up for RDS instance  configuration changes,alicloud_rds_instance_configuration_change_monitoring,alicloud.rds.instance.configuration_change_monitoring,1,config,Generated from compliance_agent check name; refine during rule development
alicloud,cis_alicloud_2.5,CIS_ALICLOUD,2.5,Ensure virtual network flow log service is enabled,alicloud_vpc_flow_log_service_integration_check,alicloud.vpc.flow.log_service_integration_check,1,config,Generated from compliance_agent check name; refine during rule development
alicloud,cis_alicloud_3.4,CIS_ALICLOUD,3.4,"Ensure routing tables for VPC peering are ""least access""",alicloud_vpc_route_table_least_access_check,alicloud.vpc.route.table_least_access_check,1,config,Generated from compliance_agent check name; refine during rule development
alicloud,cis_alicloud_6.3,CIS_ALICLOUD,6.3,Ensure that 'Auditing' is set to 'On' for applicable database  instances,alicloud_rds_instance_sql_auditing_enabled,alicloud.rds.instance.sql_auditing_enabled,1,config,Generated from compliance_agent check name; refine during rule development
alicloud,cis_alicloud_6.4,CIS_ALICLOUD,6.4,Ensure that 'Auditing' Retention is 'greater than 6 months',alicloud_rds_instance_sql_audit_retention_period_check,alicloud.rds.instance.sql_audit_retention_period_check,1,config,Generated from compliance_agent check name; refine during rule development
alicloud,cis_alicloud_8.3,CIS_ALICLOUD,8.3,Ensure that Automatic Quarantine is enabled,alicloud_securitycenter_automatic_quarantine_check,alicloud.securitycenter.automatic.quarantine_check,1,config,Generated from compliance_agent check name; refine during rule development
alicloud,cis_alicloud_8.5,CIS_ALICLOUD,8.5,Ensure that notification is enabled on all high risk items,alicloud_securitycenter_notifications_highrisk_check,alicloud.securitycenter.notifications.highrisk_check,1,config,Generated from compliance_agent check name; refine during rule development
aws,cis_aws_11.2,CIS_AWS,11.2,Ensure Network Access is Secure,aws_qldb_vpc_network_access_secure_configuration_check,aws.qldb.vpc.network_access_secure_configuration_check,1,config,Generated from compliance_agent check name; refine during rule development
aws,cis_aws_11.3,CIS_AWS,11.3,Ensure Data at Rest is Encrypted,aws_qldb_ledger_encryption_at_rest_enabled,aws.qldb.ledger.encryption_at_rest_enabled,1,config,Generated from compliance_agent check name; refine during rule development
aws,cis_aws_11.6,CIS_AWS,11.6,Ensure Monitoring and Logging is Enabled,aws_qldb_logging_and_monitoring_compliance_check,aws.qldb.logging.and_monitoring_compliance_check,1,config,Generated from compliance_agent check name; refine during rule development
aws,cis_aws_11.7,CIS_AWS,11.7,Ensure to Enable Backup and Recovery,aws_qldb_ledger_journal_export_configured,aws.qldb.ledger.journal_export_configured,1,config,Generated from compliance_agent check name; refine during rule development
aws,cis_aws_3.2.8,CIS_AWS,3.2.8,Ensure that the --rotate-certificates argument is not present  or is set to true,aws_eks_kubelet_rotate_certificates_check,aws.eks.kubelet.rotate_certificates_check,1,config,Generated from compliance_agent check name; refine during rule development
azure,cis_azure_10.1,CIS_AZURE,10.1,Ensure 'Encryption key source' is set to 'Customer Managed  Key' for Azure NetApp Files accounts,azure_netappfiles_encryption_key_source_cmk_check,azure.netappfiles.encryption.key_source_cmk_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_1.8,CIS_GCP,1.8,Ensure That Separation of Duties Is Enforced While Assigning  Service Account Related Roles to Users,gcp_iam_service_account_sod_check,gcp.iam.service.account_sod_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_4.6,CIS_GCP,4.6,Ensure That IP Forwarding Is Not Enabled on Instances,gcp_compute_instance_ip_forwarding_check,gcp.compute.instance.ip_forwarding_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.1.4,CIS_GCP,5.1.4,Ensure only trusted container images are used,gcp_gke_binary_authorization_policy_compliance,gcp.gke.binary.authorization_policy_compliance,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.10.1,CIS_GCP,5.10.1,Ensure Kubernetes Web UI is Disabled,gcp_gke_cluster_kubernetes_dashboard_disabled,gcp.gke.cluster.kubernetes_dashboard_disabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.10.2,CIS_GCP,5.10.2,Ensure that Alpha clusters are not used for production  workloads,gcp_gke_cluster_alpha_features_disabled_for_production,gcp.gke.cluster.alpha_features_disabled_for_production,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.10.3,CIS_GCP,5.10.3,Consider GKE Sandbox for running untrusted workloads,gcp_gke_node_pool_gke_sandbox_enabled,gcp.gke.node.pool_gke_sandbox_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.10.4,CIS_GCP,5.10.4,Ensure use of Binary Authorization,gcp_gke_cluster_binary_authorization_enforced,gcp.gke.cluster.binary_authorization_enforced,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.4.2,CIS_GCP,5.4.2,Ensure Control Plane Authorized Networks is Enabled,gcp_gke_cluster_control_plane_authorized_networks_check,gcp.gke.cluster.control_plane_authorized_networks_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.4.5,CIS_GCP,5.4.5,Ensure use of Google-managed SSL Certificates,gcp_gke_ingress_google_managed_ssl_certificates_compliance,gcp.gke.ingress.google_managed_ssl_certificates_compliance,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.5.2,CIS_GCP,5.5.2,Ensure Node Auto-Repair is Enabled for GKE Nodes,gcp_gke_node_pool_auto_repair_status_check,gcp.gke.node.pool_auto_repair_status_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.5.3,CIS_GCP,5.5.3,Ensure Node Auto-Upgrade is Enabled for GKE Nodes,gcp_gke_node_pool_auto_upgrade_status_check,gcp.gke.node.pool_auto_upgrade_status_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.6.7,CIS_GCP,5.6.7,Ensure use of Google-managed SSL Certificates,gcp_gke_ingress_google_managed_ssl_certificates_enabled,gcp.gke.ingress.google_managed_ssl_certificates_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.1.2,CIS_GCP,6.1.2,Ensure ‘Skip_show_database’ Database Flag for Cloud  SQL MySQL Instance Is Set to ‘On’,gcp_sql_mysql_skip_show_database_flag_check,gcp.sql.mysql.skip_show_database_flag_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.1.3,CIS_GCP,6.1.3,Ensure That the ‘Local_infile’ Database Flag for a Cloud  SQL MySQL Instance Is Set to ‘Off’,gcp_sql_instance_local_infile_flag_disabled,gcp.sql.instance.local_infile_flag_disabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.1,CIS_GCP,6.2.1,Ensure ‘Log_error_verbosity’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set to ‘DEFAULT’ or Stricter,gcp_sql_instance_log_error_verbosity_check,gcp.sql.instance.log_error_verbosity_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.2,CIS_GCP,6.2.2,Ensure That the ‘Log_connections’ Database Flag for Cloud  SQL PostgreSQL Instance Is Set to ‘On’,gcp_sql_postgresql_log_connections_flag_check,gcp.sql.postgresql.log_connections_flag_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.3,CIS_GCP,6.2.3,Ensure That the ‘Log_disconnections’ Database Flag for  Cloud SQL PostgreSQL Instance Is Set to ‘On’,gcp_sql_postgresql_log_disconnections_flag_enabled,gcp.sql.postgresql.log_disconnections_flag_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.4,CIS_GCP,6.2.4,Ensure ‘Log_statement’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set Appropriately,gcp_sql_postgresql_log_statement_flag_check,gcp.sql.postgresql.log_statement_flag_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.5,CIS_GCP,6.2.5,Ensure that the ‘Log_min_messages’ Flag for a Cloud SQL  PostgreSQL Instance is set at minimum to 'Warning',gcp_sql_instance_log_min_messages_compliance_check,gcp.sql.instance.log_min_messages_compliance_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.6,CIS_GCP,6.2.6,Ensure ‘Log_min_error_statement’ Database Flag for Cloud  SQL PostgreSQL Instance Is Set to ‘Error’ or Stricter,gcp_sql_postgresql_log_min_error_statement_compliance_check,gcp.sql.postgresql.log_min_error_statement_compliance_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.3.3,CIS_GCP,6.3.3,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Set to a Non-limiting Value,gcp_sql_instance_user_connections_flag_non_limiting,gcp.sql.instance.user_connections_flag_non_limiting,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.3.4,CIS_GCP,6.3.4,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Configured,gcp_sql_instance_user_options_flag_not_configured,gcp.sql.instance.user_options_flag_not_configured,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.3.6,CIS_GCP,6.3.6,Ensure '3625 (trace flag)' Database Flag for all Cloud SQL  SQL Server Instances Is Set to 'on',gcp_sql_sqlserver_trace_flag_3625_enabled,gcp.sql.sqlserver.trace_flag_3625_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.7,CIS_GCP,6.7,Ensure That Cloud SQL Database Instances Are Configured  With Automated Backups,gcp_sql_instance_automated_backups_enabled,gcp.sql.instance.automated_backups_enabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.1.10,CIS_IBM,1.1.10,Ensure that the Container Network Interface file ownership is set to root:root,ibm_openshift_cni_file_ownership_check,ibm.openshift.cni.file_ownership_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.1.11,CIS_IBM,1.1.11,Ensure that the etcd data directory permissions are set to 700 or more restrictive,ibm_openshift_etcd_permissions_check,ibm.openshift.etcd.permissions_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.1.20,CIS_IBM,1.1.20,Ensure that the OpenShift PKI certificate file permissions are set to 600 or more restrictive,ibm_openshift_pki_certificate_permissions_check,ibm.openshift.pki.certificate_permissions_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.1.21,CIS_IBM,1.1.21,Ensure that the OpenShift PKI key file permissions are set to 600,ibm_openshift_pki_keyfile_permissions_check,ibm.openshift.pki.keyfile_permissions_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.1.6,CIS_IBM,1.1.6,Ensure that the scheduler pod specification file ownership is set to root:root,ibm_openshift_scheduler_file_ownership_check,ibm.openshift.scheduler.file_ownership_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.12,CIS_IBM,1.12,Restrict VNC access to cluster workloads,ibm_openshift_vnc_access_restriction_check,ibm.openshift.vnc.access_restriction_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.14,CIS_IBM,1.14,Restrict update access to the CDI CR,ibm_openshift_cdi_access_check,ibm.openshift.cdi.access_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.17,CIS_IBM,1.17,Ensure Inactive User Accounts are Suspend,ibm_iam_user_inactive_accounts_check,ibm.iam.user.inactive_accounts_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.19,CIS_IBM,1.19,Ensure Identity Federation is set up with a Corporate IDP,ibm_iam_identity_federation_status,ibm.iam.identity.federation_status,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2,CIS_IBM,1.2,Ensure API keys unused for 180 days are detected and  optionally disabled,ibm_iam_api_key_unused_detection,ibm.iam.api.key_unused_detection,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.1,CIS_IBM,1.2.1,Ensure that anonymous requests are authorized,ibm_openshift_anonymous_access_check,ibm.openshift.anonymous.access_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.10,CIS_IBM,1.2.10,Ensure that the admission control plugin AlwaysAdmit is not set,ibm_openshift_admission_control_check,ibm.openshift.admission.control_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.12,CIS_IBM,1.2.12,Ensure that the admission control plugin ServiceAccount is set,ibm_openshift_admission_control_serviceaccount_enabled,ibm.openshift.admission.control_serviceaccount_enabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.14,CIS_IBM,1.2.14,Ensure that the admission control plugin SecurityContextConstraint is set,ibm_openshift_admission_securitycontextconstraint_check,ibm.openshift.admission.securitycontextconstraint_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.15,CIS_IBM,1.2.15,Ensure that the admission control plugin NodeRestriction is set,ibm_openshift_admission_plugin_noderestriction_check,ibm.openshift.admission.plugin_noderestriction_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.2,CIS_IBM,1.2.2,Ensure that the --basic-auth-file argument is not set,ibm_openshift_apiserver_basic_auth_file_absence_check,ibm.openshift.apiserver.basic_auth_file_absence_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.20,CIS_IBM,1.2.20,Ensure that the --audit-log-path argument is set,ibm_openshift_audit_log_path_check,ibm.openshift.audit.log_path_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.22,CIS_IBM,1.2.22,Ensure that the maximumRetainedFiles argument is set to 10 or as appropriate,ibm_openshift_audit_log_max_backup_retention,ibm.openshift.audit.log_max_backup_retention,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.23,CIS_IBM,1.2.23,Ensure that the maximumFileSizeMegabytes argument is set to 100,ibm_openshift_audit_log_max_file_size_configured,ibm.openshift.audit.log_max_file_size_configured,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.25,CIS_IBM,1.2.25,Ensure that the --service-account-lookup argument is set to true,ibm_ocp_api_service_account_lookup_check,ibm.ocp.api.service_account_lookup_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.29,CIS_IBM,1.2.29,Ensure that the --client-ca-file argument is set as appropriate,ibm_openshift_apiserver_client_ca_tls_check,ibm.openshift.apiserver.client_ca_tls_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.3,CIS_IBM,1.2.3,Ensure that the --token-auth-file parameter is not set,ibm_openshift_kube_apiserver_token_auth_file_absence_check,ibm.openshift.kube.apiserver_token_auth_file_absence_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.30,CIS_IBM,1.2.30,Ensure that the --etcd-cafile argument is set as appropriate,ibm_openshift_etcd_tls_encryption_check,ibm.openshift.etcd.tls_encryption_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.34,CIS_IBM,1.2.34,Ensure that encryption providers are appropriately configured,ibm_openshift_etcd_encryption_status_check,ibm.openshift.etcd.encryption_status_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.35,CIS_IBM,1.2.35,Ensure that the API Server only makes use of Strong Cryptographic Ciphers,ibm_openshift_api_server_tls_security_profile_check,ibm.openshift.api.server_tls_security_profile_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.5,CIS_IBM,1.2.5,Ensure that the kubelet uses certificates to authenticate,ibm_openshift_kubelet_certificate_authentication_check,ibm.openshift.kubelet.certificate_authentication_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.7,CIS_IBM,1.2.7,Ensure that the --authorization-mode argument is not set to AlwaysAllow,ibm_openshift_apiserver_authorization_mode_check,ibm.openshift.apiserver.authorization_mode_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.8,CIS_IBM,1.2.8,Verify that RBAC is enabled,ibm_openshift_cluster_rbac_status_check,ibm.openshift.cluster.rbac_status_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.2.9,CIS_IBM,1.2.9,Ensure that the APIPriorityAndFairness feature gate is enabled,ibm_openshift_cluster_api_priority_and_fairness_enabled,ibm.openshift.cluster.api_priority_and_fairness_enabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.3.2,CIS_IBM,1.3.2,Ensure that the --use-service-account-credentials argument is set to true,ibm_ocp_controller_service_account_credentials_check,ibm.ocp.controller.service_account_credentials_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.3.5,CIS_IBM,1.3.5,Ensure that the --bind-address argument is set to 127.0.0.1,ibm_ocp_kube_controller_manager_bind_address_check,ibm.ocp.kube.controller_manager_bind_address_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.3.7,CIS_IBM,1.3.7,Ensure that the --bind-address argument is set to 127.0.0.1,ibm_openshift_controller_manager_bind_address_check,ibm.openshift.controller.manager_bind_address_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.5,CIS_IBM,1.5,Enforce the use of trusted registries using TLS,ibm_openshift_insecure_registry_check,ibm.openshift.insecure.registry_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_1.7,CIS_IBM,1.7,Ensure KSM is disabled,ibm_openshift_hyperconverged_ksm_configuration_check,ibm.openshift.hyperconverged.ksm_configuration_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_2.1,CIS_IBM,2.1,Ensure that the --cert-file and --key-file arguments are set as appropriate,ibm_openshift_etcd_tls_configuration_check,ibm.openshift.etcd.tls_configuration_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_2.3,CIS_IBM,2.3,Ensure that the --auto-tls argument is not set to true,ibm_openshift_etcd_auto_tls_check,ibm.openshift.etcd.auto_tls_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_2.7,CIS_IBM,2.7,Ensure that a unique Certificate Authority is used for etcd,ibm_openshift_etcd_unique_ca_check,ibm.openshift.etcd.unique_ca_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_2.8,CIS_IBM,2.8,Encrypt etc,ibm_openshift_etcd_encryption_status_check,ibm.openshift.etcd.encryption_status_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_3.1,CIS_IBM,3.1,Ensure auditing is configured in the IBM Cloud account,ibm_cloud_activity_tracker_logging_configured_per_region,ibm.cloud.activity.tracker_logging_configured_per_region,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_3.2,CIS_IBM,3.2,Disable Shareable disks,ibm_ocp_vm_check_shareable_disks,ibm.ocp.vm.check_shareable_disks,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_3.4,CIS_IBM,3.4,"Ensure alerts are defined on custom views to notify of  unauthorized requests, critical account actions, and high-impact  operations in your account",ibm_activity_tracker_alert_configuration_verification,ibm.activity.tracker.alert_configuration_verification,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_3.5,CIS_IBM,3.5,Ensure the account owner can login only from a list of  authorized countries/IP ranges,ibm_activity_tracker_login_ip_restriction_check,ibm.activity.tracker.login_ip_restriction_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_3.6,CIS_IBM,3.6,Ensure Activity Tracker data is encrypted at rest,ibm_activity_tracker_data_encryption_at_rest,ibm.activity.tracker.data_encryption_at_rest,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_3.7,CIS_IBM,3.7,Ensure Activity Tracker trails are integrated with LogDNA  Logs,ibm_activity_tracker_logdna_archiving_enabled,ibm.activity.tracker.logdna_archiving_enabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.1,CIS_IBM,4.1,Use dedicated VLANs to segment network traffic,ibm_openshift_vlan_configuration_check,ibm.openshift.vlan.configuration_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.1.10,CIS_IBM,4.1.10,Ensure that the kubelet configuration file ownership is set to root:root,ibm_openshift_kubelet_config_file_ownership_check,ibm.openshift.kubelet.config_file_ownership_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.1.2,CIS_IBM,4.1.2,Ensure that the kubelet service file ownership is set to root:root,ibm_openshift_kubelet_service_file_ownership_check,ibm.openshift.kubelet.service_file_ownership_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.1.3,CIS_IBM,4.1.3,If proxy kube proxy configuration file exists ensure permissions are set to 644 or more restrictive,ibm_openshift_kubeproxy_config_permission_check,ibm.openshift.kubeproxy.config_permission_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.1.5,CIS_IBM,4.1.5,Ensure that the --kubeconfig kubelet.conf file permissions are set to 644 or more restrictive,ibm_openshift_kubelet_conf_permissions_check,ibm.openshift.kubelet.conf_permissions_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.1.6,CIS_IBM,4.1.6,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,ibm_openshift_node_kubelet_conf_ownership_check,ibm.openshift.node.kubelet_conf_ownership_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.18,CIS_IBM,4.18,nonRoot,ibm_openshift_vm_feature_gate_non_root_enabled,ibm.openshift.vm.feature_gate_non_root_enabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2,CIS_IBM,4.2,Enable MAC spoof filtering,ibm_openshift_vm_mac_spoof_filtering_enabled,ibm.openshift.vm.mac_spoof_filtering_enabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.10,CIS_IBM,4.2.10,Ensure that the --rotate-certificates argument is not set to false,ibm_openshift_kubelet_cert_rotation_check,ibm.openshift.kubelet.cert_rotation_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.11,CIS_IBM,4.2.11,Verify that the RotateKubeletServerCertificate argument is set to true,ibm_openshift_kubelet_rotate_certificate_check,ibm.openshift.kubelet.rotate_certificate_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.12,CIS_IBM,4.2.12,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,ibm_openshift_kubelet_cipher_check,ibm.openshift.kubelet.cipher_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.13,CIS_IBM,4.2.13,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,ibm_ocp_kubelet_tls_security_profile_check,ibm.ocp.kubelet.tls_security_profile_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.2,CIS_IBM,4.2.2,Ensure that the --anonymous-auth argument is set to false,ibm_openshift_kubelet_anonymous_auth_check,ibm.openshift.kubelet.anonymous_auth_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.3,CIS_IBM,4.2.3,Ensure that the --authorization-mode argument is not set to AlwaysAllow,ibm_openshift_kubelet_authorization_mode_check,ibm.openshift.kubelet.authorization_mode_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.4,CIS_IBM,4.2.4,Ensure that the --client-ca-file argument is set as appropriate,ibm_openshift_kubelet_client_ca_file_verification,ibm.openshift.kubelet.client_ca_file_verification,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.5,CIS_IBM,4.2.5,Verify that the read only port is not used or is set to 0,ibm_openshift_kubelet_read_only_port_disabled,ibm.openshift.kubelet.read_only_port_disabled,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.6,CIS_IBM,4.2.6,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,ibm_openshift_node_streaming_connection_idle_timeout_check,ibm.openshift.node.streaming_connection_idle_timeout_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.7,CIS_IBM,4.2.7,Ensure that the --make-iptables-util-chains argument is set to true,ibm_openshift_kubelet_make_iptables_util_chains_check,ibm.openshift.kubelet.make_iptables_util_chains_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.8,CIS_IBM,4.2.8,Ensure that the kubeAPIQPS [--event-qps] argument is set to 0 or a level which ensures appropriate event capture,ibm_openshift_kubelet_kubeAPIQPS_compliance_check,ibm.openshift.kubelet.kubeAPIQPS_compliance_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.2.9,CIS_IBM,4.2.9,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,ibm_openshift_kubelet_tls_configuration_check,ibm.openshift.kubelet.tls_configuration_check,1,config,Generated from compliance_agent check name; refine during rule development
ibm,cis_ibm_4.3,CIS_IBM,4.3,Use multi-network policies,ibm_openshift_networkpolicy_check,ibm.openshift.networkpolicy.check,1,config,Generated from compliance_agent check name; refine during rule development
