csp,unique_compliance_id,framework,control_id,title,missing_check_name,suggested_rule_id,priority,rule_type,notes
azure,fedramp_moderate_SC_13,FedRAMP_Moderate,SC-13,Cryptographic Protection,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,fedramp_moderate_SC_8,FedRAMP_Moderate,SC-8,Transmission Confidentiality and Integrity,azure_load_balancer_alb_https_redirect,azure.load.balancer.alb_https_redirect,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.5.1,ISO27001_2022,A.5.1,Policies for information security,azure_entra_security_defaults_enabled,azure.entra.security.defaults_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.5.15,ISO27001_2022,A.5.15,Access Control,azure_entra_security_defaults_enabled,azure.entra.security.defaults_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.5.15,ISO27001_2022,A.5.15,Access Control,azure_entra_policy_ensure_default_user_cannot_create_tenants,azure.entra.policy.ensure_default_user_cannot_create_tenants,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.5.18,ISO27001_2022,A.5.18,Access Rights,azure_entra_policy_ensure_default_user_cannot_create_tenants,azure.entra.policy.ensure_default_user_cannot_create_tenants,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.5.2,ISO27001_2022,A.5.2,Roles and Responsibilities,azure_entra_security_defaults_enabled,azure.entra.security.defaults_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.5.2,ISO27001_2022,A.5.2,Roles and Responsibilities,azure_entra_policy_ensure_default_user_cannot_create_tenants,azure.entra.policy.ensure_default_user_cannot_create_tenants,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.8.1,ISO27001_2022,A.8.1,User Endpoint Devices,azure_app_function_not_publicly_accessible,azure.app.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
azure,iso27001_2022_A.8.2,ISO27001_2022,A.8.2,Privileged Access Rights,azure_entra_policy_ensure_default_user_cannot_create_tenants,azure.entra.policy.ensure_default_user_cannot_create_tenants,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_17_2,NIST_800_53,AC-17(2),Remote Access - Remote access | protection of confidentiality and integrity using encryption imp,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_24_1,NIST_800_53,AC-24(1),Access Control Decisions - Access control decisions | transmit access authorization information transmit [,azure_api_management_restapi_client_certificate_enabled,azure.api.management.restapi_client_certificate_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_24_2,NIST_800_53,AC-24(2),Access Control Decisions - Access control decisions | no user or process identity enforce access control de,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_24_2,NIST_800_53,AC-24(2),Access Control Decisions - Access control decisions | no user or process identity enforce access control de,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_24_2,NIST_800_53,AC-24(2),Access Control Decisions - Access control decisions | no user or process identity enforce access control de,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_24_2,NIST_800_53,AC-24(2),Access Control Decisions - Access control decisions | no user or process identity enforce access control de,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_1,NIST_800_53,AC-2(1),Account Management - Account management | automated system account management support the management,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_1,NIST_800_53,AC-2(1),Account Management - Account management | automated system account management support the management,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_1,NIST_800_53,AC-2(1),Account Management - Account management | automated system account management support the management,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_3,NIST_800_53,AC-2(3),Account Management - Account management | disable accounts disable accounts within [ assignment,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_4,NIST_800_53,AC-2(4),Account Management - Account management | automated audit actions automatically audit account creatio,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_6,NIST_800_53,AC-2(6),Account Management - Account management | dynamic privilege management implement [ assignment,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_6,NIST_800_53,AC-2(6),Account Management - Account management | dynamic privilege management implement [ assignment,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_6,NIST_800_53,AC-2(6),Account Management - Account management | dynamic privilege management implement [ assignment,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_6,NIST_800_53,AC-2(6),Account Management - Account management | dynamic privilege management implement [ assignment,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_6,NIST_800_53,AC-2(6),Account Management - Account management | dynamic privilege management implement [ assignment,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_g,NIST_800_53,AC-2-g,Account Management - Monitor the use of accounts;,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_2_j,NIST_800_53,AC-2-j,Account Management - Review accounts for compliance with...,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_1,NIST_800_53,AC-3(1),Access Enforcement - Access enforcement | restricted access to privileged functions [withdrawn,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_10,NIST_800_53,AC-3(10),Access Enforcement - Access enforcement | audited override of access control mechanisms employ an aud,azure_sql_instance_integration_cloudwatch_logs,azure.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_11,NIST_800_53,AC-3(11),Access Enforcement - Access enforcement | restrict access to specific information types restrict acce,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_11,NIST_800_53,AC-3(11),Access Enforcement - Access enforcement | restrict access to specific information types restrict acce,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_11,NIST_800_53,AC-3(11),Access Enforcement - Access enforcement | restrict access to specific information types restrict acce,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_11,NIST_800_53,AC-3(11),Access Enforcement - Access enforcement | restrict access to specific information types restrict acce,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_11,NIST_800_53,AC-3(11),Access Enforcement - Access enforcement | restrict access to specific information types restrict acce,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_12,NIST_800_53,AC-3(12),Access Enforcement - Access enforcement | assert and enforce application access (a) require applicati,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_12,NIST_800_53,AC-3(12),Access Enforcement - Access enforcement | assert and enforce application access (a) require applicati,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_12,NIST_800_53,AC-3(12),Access Enforcement - Access enforcement | assert and enforce application access (a) require applicati,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_12,NIST_800_53,AC-3(12),Access Enforcement - Access enforcement | assert and enforce application access (a) require applicati,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_12,NIST_800_53,AC-3(12),Access Enforcement - Access enforcement | assert and enforce application access (a) require applicati,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_13,NIST_800_53,AC-3(13),Access Enforcement - Access enforcement | attribute - based access control enforce attribute-based ac,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_13,NIST_800_53,AC-3(13),Access Enforcement - Access enforcement | attribute - based access control enforce attribute-based ac,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_13,NIST_800_53,AC-3(13),Access Enforcement - Access enforcement | attribute - based access control enforce attribute-based ac,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_13,NIST_800_53,AC-3(13),Access Enforcement - Access enforcement | attribute - based access control enforce attribute-based ac,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_14,NIST_800_53,AC-3(14),"Access Enforcement - Access enforcement | individual access nist sp 800-53, r ev",azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_14,NIST_800_53,AC-3(14),"Access Enforcement - Access enforcement | individual access nist sp 800-53, r ev",azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_14,NIST_800_53,AC-3(14),"Access Enforcement - Access enforcement | individual access nist sp 800-53, r ev",azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_14,NIST_800_53,AC-3(14),"Access Enforcement - Access enforcement | individual access nist sp 800-53, r ev",azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_14,NIST_800_53,AC-3(14),"Access Enforcement - Access enforcement | individual access nist sp 800-53, r ev",azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_15,NIST_800_53,AC-3(15),Access Enforcement - . a subject that is constrained in its operation by mandator,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_15,NIST_800_53,AC-3(15),Access Enforcement - . a subject that is constrained in its operation by mandator,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_15,NIST_800_53,AC-3(15),Access Enforcement - . a subject that is constrained in its operation by mandator,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_15,NIST_800_53,AC-3(15),Access Enforcement - . a subject that is constrained in its operation by mandator,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_15,NIST_800_53,AC-3(15),Access Enforcement - . a subject that is constrained in its operation by mandator,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_3,NIST_800_53,AC-3(3),"Access Enforcement - Access enforcement | mandatory access control nist sp 800-53, r ev",azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_3,NIST_800_53,AC-3(3),"Access Enforcement - Access enforcement | mandatory access control nist sp 800-53, r ev",azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_3,NIST_800_53,AC-3(3),"Access Enforcement - Access enforcement | mandatory access control nist sp 800-53, r ev",azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_3,NIST_800_53,AC-3(3),"Access Enforcement - Access enforcement | mandatory access control nist sp 800-53, r ev",azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_4,NIST_800_53,AC-3(4),Access Enforcement - Choosing the security attributes and attribute values (specified by the policy),azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_4,NIST_800_53,AC-3(4),Access Enforcement - Choosing the security attributes and attribute values (specified by the policy),azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_4,NIST_800_53,AC-3(4),Access Enforcement - Choosing the security attributes and attribute values (specified by the policy),azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_4,NIST_800_53,AC-3(4),Access Enforcement - Choosing the security attributes and attribute values (specified by the policy),azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_5,NIST_800_53,AC-3(5),Access Enforcement - Changing the rules governing access control; and (c) specifies that [ assignment,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_5,NIST_800_53,AC-3(5),Access Enforcement - Changing the rules governing access control; and (c) specifies that [ assignment,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_5,NIST_800_53,AC-3(5),Access Enforcement - Changing the rules governing access control; and (c) specifies that [ assignment,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_5,NIST_800_53,AC-3(5),Access Enforcement - Changing the rules governing access control; and (c) specifies that [ assignment,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_5,NIST_800_53,AC-3(5),Access Enforcement - Changing the rules governing access control; and (c) specifies that [ assignment,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_6,NIST_800_53,AC-3(6),Access Enforcement - Access enforcement | protection of user and system information [withdrawn,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_6,NIST_800_53,AC-3(6),Access Enforcement - Access enforcement | protection of user and system information [withdrawn,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_6,NIST_800_53,AC-3(6),Access Enforcement - Access enforcement | protection of user and system information [withdrawn,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_6,NIST_800_53,AC-3(6),Access Enforcement - Access enforcement | protection of user and system information [withdrawn,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_6,NIST_800_53,AC-3(6),Access Enforcement - Access enforcement | protection of user and system information [withdrawn,azure_active_directory_user_accesskey_unused,azure.active.directory.user_accesskey_unused,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_7,NIST_800_53,AC-3(7),Access Enforcement - Access enforcement | role - based access control enforce a role-based access con,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_7,NIST_800_53,AC-3(7),Access Enforcement - Access enforcement | role - based access control enforce a role-based access con,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_7,NIST_800_53,AC-3(7),Access Enforcement - Access enforcement | role - based access control enforce a role-based access con,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_7,NIST_800_53,AC-3(7),Access Enforcement - Access enforcement | role - based access control enforce a role-based access con,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_8,NIST_800_53,AC-3(8),Access Enforcement - Access enforcement | revocation of access authorizations enforce the revocation,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_8,NIST_800_53,AC-3(8),Access Enforcement - Access enforcement | revocation of access authorizations enforce the revocation,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_8,NIST_800_53,AC-3(8),Access Enforcement - Access enforcement | revocation of access authorizations enforce the revocation,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_8,NIST_800_53,AC-3(8),Access Enforcement - Access enforcement | revocation of access authorizations enforce the revocation,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_9,NIST_800_53,AC-3(9),Access Enforcement - Access enforcement | controlled release release information outside of the syste,azure_compute_instance_imdsv2_enabled,azure.compute.instance.imdsv2_enabled,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_9,NIST_800_53,AC-3(9),Access Enforcement - Access enforcement | controlled release release information outside of the syste,azure_active_directory_aws_attached_policy_no_administrative_privileges,azure.active.directory.aws_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_9,NIST_800_53,AC-3(9),Access Enforcement - Access enforcement | controlled release release information outside of the syste,azure_active_directory_customer_attached_policy_no_administrative_privileges,azure.active.directory.customer_attached_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
azure,nist_800_53_rev5_AC_3_9,NIST_800_53,AC-3(9),Access Enforcement - Access enforcement | controlled release release information outside of the syste,azure_active_directory_inline_policy_no_administrative_privileges,azure.active.directory.inline_policy_no_administrative_privileges,2,config,Generated from compliance_agent check name; refine during rule development
