csp,unique_compliance_id,framework,control_id,title,missing_check_name,suggested_rule_id,priority,rule_type,notes
gcp,cis_gcp_5.5.3,CIS_GCP,5.5.3,Ensure Node Auto-Upgrade is Enabled for GKE Nodes,gcp_gke_node_pool_auto_upgrade_status_check,gcp.gke.node.pool_auto_upgrade_status_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_5.6.7,CIS_GCP,5.6.7,Ensure use of Google-managed SSL Certificates,gcp_gke_ingress_google_managed_ssl_certificates_enabled,gcp.gke.ingress.google_managed_ssl_certificates_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.1.2,CIS_GCP,6.1.2,Ensure ‘Skip_show_database’ Database Flag for Cloud  SQL MySQL Instance Is Set to ‘On’,gcp_sql_mysql_skip_show_database_flag_check,gcp.sql.mysql.skip_show_database_flag_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.1.3,CIS_GCP,6.1.3,Ensure That the ‘Local_infile’ Database Flag for a Cloud  SQL MySQL Instance Is Set to ‘Off’,gcp_sql_instance_local_infile_flag_disabled,gcp.sql.instance.local_infile_flag_disabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.1,CIS_GCP,6.2.1,Ensure ‘Log_error_verbosity’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set to ‘DEFAULT’ or Stricter,gcp_sql_instance_log_error_verbosity_check,gcp.sql.instance.log_error_verbosity_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.2,CIS_GCP,6.2.2,Ensure That the ‘Log_connections’ Database Flag for Cloud  SQL PostgreSQL Instance Is Set to ‘On’,gcp_sql_postgresql_log_connections_flag_check,gcp.sql.postgresql.log_connections_flag_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.3,CIS_GCP,6.2.3,Ensure That the ‘Log_disconnections’ Database Flag for  Cloud SQL PostgreSQL Instance Is Set to ‘On’,gcp_sql_postgresql_log_disconnections_flag_enabled,gcp.sql.postgresql.log_disconnections_flag_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.4,CIS_GCP,6.2.4,Ensure ‘Log_statement’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set Appropriately,gcp_sql_postgresql_log_statement_flag_check,gcp.sql.postgresql.log_statement_flag_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.5,CIS_GCP,6.2.5,Ensure that the ‘Log_min_messages’ Flag for a Cloud SQL  PostgreSQL Instance is set at minimum to 'Warning',gcp_sql_instance_log_min_messages_compliance_check,gcp.sql.instance.log_min_messages_compliance_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.2.6,CIS_GCP,6.2.6,Ensure ‘Log_min_error_statement’ Database Flag for Cloud  SQL PostgreSQL Instance Is Set to ‘Error’ or Stricter,gcp_sql_postgresql_log_min_error_statement_compliance_check,gcp.sql.postgresql.log_min_error_statement_compliance_check,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.3.3,CIS_GCP,6.3.3,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Set to a Non-limiting Value,gcp_sql_instance_user_connections_flag_non_limiting,gcp.sql.instance.user_connections_flag_non_limiting,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.3.4,CIS_GCP,6.3.4,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Configured,gcp_sql_instance_user_options_flag_not_configured,gcp.sql.instance.user_options_flag_not_configured,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.3.6,CIS_GCP,6.3.6,Ensure '3625 (trace flag)' Database Flag for all Cloud SQL  SQL Server Instances Is Set to 'on',gcp_sql_sqlserver_trace_flag_3625_enabled,gcp.sql.sqlserver.trace_flag_3625_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,cis_gcp_6.7,CIS_GCP,6.7,Ensure That Cloud SQL Database Instances Are Configured  With Automated Backups,gcp_sql_instance_automated_backups_enabled,gcp.sql.instance.automated_backups_enabled,1,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AC_17,FedRAMP_Moderate,AC-17,Remote Access,gcp_functions_function_not_publicly_accessible,gcp.functions.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AC_17_1,FedRAMP_Moderate,AC-17 (1),Remote Access | Monitoring and Control,gcp_functions_function_not_publicly_accessible,gcp.functions.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AC_17_2,FedRAMP_Moderate,AC-17 (2),Remote Access | Protection of Confidentiality and Integrity Using Encryption,gcp_functions_function_not_publicly_accessible,gcp.functions.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AC_17_3,FedRAMP_Moderate,AC-17 (3),Remote Access | Managed Access Control Points,gcp_functions_function_not_publicly_accessible,gcp.functions.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AC_17_4,FedRAMP_Moderate,AC-17 (4),Remote Access | Privileged Commands and Access,gcp_functions_function_not_publicly_accessible,gcp.functions.function.not_publicly_accessible,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12,FedRAMP_Moderate,AU-12,Audit Record Generation,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12,FedRAMP_Moderate,AU-12,Audit Record Generation,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12,FedRAMP_Moderate,AU-12,Audit Record Generation,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12,FedRAMP_Moderate,AU-12,Audit Record Generation,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12,FedRAMP_Moderate,AU-12,Audit Record Generation,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12,FedRAMP_Moderate,AU-12,Audit Record Generation,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_1,FedRAMP_Moderate,AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_1,FedRAMP_Moderate,AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_1,FedRAMP_Moderate,AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_1,FedRAMP_Moderate,AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_1,FedRAMP_Moderate,AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_1,FedRAMP_Moderate,AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_3,FedRAMP_Moderate,AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_3,FedRAMP_Moderate,AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_3,FedRAMP_Moderate,AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_3,FedRAMP_Moderate,AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_3,FedRAMP_Moderate,AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_12_3,FedRAMP_Moderate,AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_2,FedRAMP_Moderate,AU-2,Event Logging,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_2,FedRAMP_Moderate,AU-2,Event Logging,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_2,FedRAMP_Moderate,AU-2,Event Logging,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_2,FedRAMP_Moderate,AU-2,Event Logging,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_2,FedRAMP_Moderate,AU-2,Event Logging,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_2,FedRAMP_Moderate,AU-2,Event Logging,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3,FedRAMP_Moderate,AU-3,Content of Audit Records,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3,FedRAMP_Moderate,AU-3,Content of Audit Records,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3,FedRAMP_Moderate,AU-3,Content of Audit Records,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3,FedRAMP_Moderate,AU-3,Content of Audit Records,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3,FedRAMP_Moderate,AU-3,Content of Audit Records,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3,FedRAMP_Moderate,AU-3,Content of Audit Records,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3_1,FedRAMP_Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3_1,FedRAMP_Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3_1,FedRAMP_Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3_1,FedRAMP_Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3_1,FedRAMP_Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_3_1,FedRAMP_Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_8,FedRAMP_Moderate,AU-8,Time Stamps,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_8,FedRAMP_Moderate,AU-8,Time Stamps,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_8,FedRAMP_Moderate,AU-8,Time Stamps,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_8,FedRAMP_Moderate,AU-8,Time Stamps,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_8,FedRAMP_Moderate,AU-8,Time Stamps,gcp_load_balancing_logging_enabled,gcp.load.balancing.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_8,FedRAMP_Moderate,AU-8,Time Stamps,gcp_sql_instance_integration_cloudwatch_logs,gcp.sql.instance.integration_cloudwatch_logs,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_9,FedRAMP_Moderate,AU-9,Protection of Audit Information,gcp_logging_log_file_validation_enabled,gcp.logging.log.file_validation_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_9_2,FedRAMP_Moderate,AU-9 (2),Protection of Audit Information | Store on Separate Physical Systems or Components,gcp_logging_log_file_validation_enabled,gcp.logging.log.file_validation_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_9_3,FedRAMP_Moderate,AU-9 (3),Protection of Audit Information | Cryptographic Protection,gcp_logging_log_file_validation_enabled,gcp.logging.log.file_validation_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_AU_9_4,FedRAMP_Moderate,AU-9 (4),Protection of Audit Information | Access by Subset of Privileged Users,gcp_logging_log_file_validation_enabled,gcp.logging.log.file_validation_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7,FedRAMP_Moderate,CA-7,Continuous Monitoring,gcp_sql_instance_enhanced_monitoring_enabled,gcp.sql.instance.enhanced_monitoring_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7,FedRAMP_Moderate,CA-7,Continuous Monitoring,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7,FedRAMP_Moderate,CA-7,Continuous Monitoring,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7,FedRAMP_Moderate,CA-7,Continuous Monitoring,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7,FedRAMP_Moderate,CA-7,Continuous Monitoring,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_1,FedRAMP_Moderate,CA-7 (1),Continuous Monitoring | Independent Assessment,gcp_sql_instance_enhanced_monitoring_enabled,gcp.sql.instance.enhanced_monitoring_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_1,FedRAMP_Moderate,CA-7 (1),Continuous Monitoring | Independent Assessment,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_1,FedRAMP_Moderate,CA-7 (1),Continuous Monitoring | Independent Assessment,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_1,FedRAMP_Moderate,CA-7 (1),Continuous Monitoring | Independent Assessment,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_1,FedRAMP_Moderate,CA-7 (1),Continuous Monitoring | Independent Assessment,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_4,FedRAMP_Moderate,CA-7 (4),Continuous Monitoring | Risk Monitoring,gcp_sql_instance_enhanced_monitoring_enabled,gcp.sql.instance.enhanced_monitoring_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_4,FedRAMP_Moderate,CA-7 (4),Continuous Monitoring | Risk Monitoring,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_4,FedRAMP_Moderate,CA-7 (4),Continuous Monitoring | Risk Monitoring,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_4,FedRAMP_Moderate,CA-7 (4),Continuous Monitoring | Risk Monitoring,gcp_logging_s3_dataevents_write_enabled,gcp.logging.s3.dataevents_write_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_7_4,FedRAMP_Moderate,CA-7 (4),Continuous Monitoring | Risk Monitoring,gcp_logging_cloudwatch_logging_enabled,gcp.logging.cloudwatch.logging_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CA_9,FedRAMP_Moderate,CA-9,Internal System Connections,gcp_elasticsearch_service_domains_node_to_node_encryption_enabled,gcp.elasticsearch.service.domains_node_to_node_encryption_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2,FedRAMP_Moderate,CM-2,Baseline Configuration,gcp_compute_instance_managed_by_ssm,gcp.compute.instance.managed_by_ssm,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2,FedRAMP_Moderate,CM-2,Baseline Configuration,gcp_compute_instance_older_than_specific_days,gcp.compute.instance.older_than_specific_days,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2,FedRAMP_Moderate,CM-2,Baseline Configuration,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2,FedRAMP_Moderate,CM-2,Baseline Configuration,gcp_bigquery_cluster_automatic_upgrades,gcp.bigquery.cluster.automatic_upgrades,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_2,FedRAMP_Moderate,CM-2 (2),Baseline Configuration | Automation Support for Accuracy and Currency,gcp_compute_instance_managed_by_ssm,gcp.compute.instance.managed_by_ssm,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_2,FedRAMP_Moderate,CM-2 (2),Baseline Configuration | Automation Support for Accuracy and Currency,gcp_compute_instance_older_than_specific_days,gcp.compute.instance.older_than_specific_days,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_2,FedRAMP_Moderate,CM-2 (2),Baseline Configuration | Automation Support for Accuracy and Currency,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_2,FedRAMP_Moderate,CM-2 (2),Baseline Configuration | Automation Support for Accuracy and Currency,gcp_bigquery_cluster_automatic_upgrades,gcp.bigquery.cluster.automatic_upgrades,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_3,FedRAMP_Moderate,CM-2 (3),Baseline Configuration | Retention of Previous Configurations,gcp_compute_instance_managed_by_ssm,gcp.compute.instance.managed_by_ssm,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_3,FedRAMP_Moderate,CM-2 (3),Baseline Configuration | Retention of Previous Configurations,gcp_compute_instance_older_than_specific_days,gcp.compute.instance.older_than_specific_days,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_3,FedRAMP_Moderate,CM-2 (3),Baseline Configuration | Retention of Previous Configurations,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_3,FedRAMP_Moderate,CM-2 (3),Baseline Configuration | Retention of Previous Configurations,gcp_bigquery_cluster_automatic_upgrades,gcp.bigquery.cluster.automatic_upgrades,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_7,FedRAMP_Moderate,CM-2 (7),Baseline Configuration | Configure Systems and Components for High-risk Areas,gcp_compute_instance_managed_by_ssm,gcp.compute.instance.managed_by_ssm,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_7,FedRAMP_Moderate,CM-2 (7),Baseline Configuration | Configure Systems and Components for High-risk Areas,gcp_compute_instance_older_than_specific_days,gcp.compute.instance.older_than_specific_days,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_7,FedRAMP_Moderate,CM-2 (7),Baseline Configuration | Configure Systems and Components for High-risk Areas,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_2_7,FedRAMP_Moderate,CM-2 (7),Baseline Configuration | Configure Systems and Components for High-risk Areas,gcp_bigquery_cluster_automatic_upgrades,gcp.bigquery.cluster.automatic_upgrades,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_3,FedRAMP_Moderate,CM-3,Configuration Change Control,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_3_1,FedRAMP_Moderate,CM-3 (1),"Configuration Change Control | Automated Documentation, Notification, and Prohibition of Changes",gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_3_2,FedRAMP_Moderate,CM-3 (2),"Configuration Change Control | Testing, Validation, and Documentation of Changes",gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_3_4,FedRAMP_Moderate,CM-3 (4),Configuration Change Control | Security and Privacy Representatives,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_3_6,FedRAMP_Moderate,CM-3 (6),Configuration Change Control | Cryptography Management,gcp_load_balancing_deletion_protection,gcp.load.balancing.deletion_protection,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_6,FedRAMP_Moderate,CM-6,Configuration Settings,gcp_logging_multi_region_enabled,gcp.logging.multi.region_enabled,2,config,Generated from compliance_agent check name; refine during rule development
gcp,fedramp_moderate_CM_6,FedRAMP_Moderate,CM-6,Configuration Settings,gcp_logging_s3_dataevents_read_enabled,gcp.logging.s3.dataevents_read_enabled,2,config,Generated from compliance_agent check name; refine during rule development
