id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.3.3,cis-k8s-k8s-v1120-1-3-3,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --use-service-account-credentials argument is set to true,Use individual service account credentials for each controller.,"The controller manager creates a service account per controller in the kube-system namespace, generates a credential for it, and builds a dedicated API client with that service account credential for each controller loop to use. Setting the --use-service- account-credentials to true runs each control loop within the controller manager using a separate service account credential. When used in combination with RBAC, this ensures that the control loops run with the minimum permissions required to perform their intended tasks.",Run the following command on the Control Plane node: ps -ef | grep kube-controller-manager Verify that the --use-service-account-credentials argument is set to true .,Edit the Controller Manager pod specification file /etc/kubernetes/manifests/kube- controller-manager.yaml on the Control Plane node to set the below parameter. Internal Only - General --use-service-account-credentials=true,• Level 1 - Master Node,"Whatever authorizer is configured for the cluster, it must grant sufficient permissions to the service accounts to perform their intended tasks. When using the RBAC authorizer, those roles are created and bound to the appropriate service accounts in the kube- system namespace automatically with default roles and rolebindings that are auto- reconciled on startup. If using other authorization methods (ABAC, Webhook, etc), the cluster deployer is responsible for granting appropriate permissions to the service accounts (the required permissions can be seen by inspecting the controller-roles.yaml and controller- role-bindings.yaml files for the RBAC roles.",1. https://kubernetes.io/docs/admin/kube-controller-manager/ 2. https://kubernetes.io/docs/admin/service-accounts-admin/ 3. https://github.com/kubernetes/kubernetes/blob/release-1.6/plugin/pkg/auth/authorizer/rbac/bootstrappolicy/testdata/controller-roles.yaml 4. https://github.com/kubernetes/kubernetes/blob/release-1.6/plugin/pkg/auth/authorizer/rbac/bootstrappolicy/testdata/controller-role-bindings.yaml 5. https://kubernetes.io/docs/admin/authorization/rbac/#controller-roles,1 Section,Automated,"By default, --use-service-account-credentials is set to false.",,Automated,HIGH,k8s_kube_controller_manager_use_service_account_credentials_enabled,"Both AI opinions agree that the audit can be automated using Kubernetes APIs and kubectl commands. The kube-controller-manager configuration can be accessed and verified through the Kubernetes API, making it feasible to automate this compliance check. The potential issue of the controller manager not being deployed as a pod in some environments is noted, but in standard Kubernetes setups, this approach is valid.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=kube-controller-manager -o yaml` - Properties to Check: `spec.containers.args` - Pass Criteria: The output should include `--use-service-account-credentials=true`. - Fail Criteria: If the argument is not present or is set to `false`, the control is not compliant.",,Yes,2025-11-02T18:38:06.352153,Automated,HIGH,k8s_kube_controller_manager_use_service_account_credentials_enabled,"Both AI opinions agree that the audit can be automated using Kubernetes APIs and kubectl commands. The kube-controller-manager configuration can be accessed and verified through the Kubernetes API, making it feasible to automate this compliance check. The potential issue of the controller manager not being deployed as a pod in some environments is noted, but in standard Kubernetes setups, this approach is valid.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=kube-controller-manager -o yaml` - Properties to Check: `spec.containers.args` - Pass Criteria: The output should include `--use-service-account-credentials=true`. - Fail Criteria: If the argument is not present or is set to `false`, the control is not compliant.",,Yes,2025-11-02T18:38:06.352153
1.3.4,cis-k8s-k8s-v1120-1-3-4,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --service-account-private-key-file argument is set as appropriate,Explicitly set a service account private key file for service accounts on the controller manager.,"To ensure that keys for service account tokens can be rotated as needed, a separate public/private key pair should be used for signing service account tokens. The private key should be specified to the controller manager with --service-account-private- key-file as appropriate.",Run the following command on the Control Plane node: ps -ef | grep kube-controller-manager Verify that the --service-account-private-key-file argument is set as appropriate.,Edit the Controller Manager pod specification file /etc/kubernetes/manifests/kube- controller-manager.yaml on the Control Plane node and set the --service- account-private-key-file parameter to the private key file for service accounts. --service-account-private-key-file=<filename>,• Level 1 - Master Node,You would need to securely maintain the key file and rotate the keys based on your organization's key rotation policy.,1. https://kubernetes.io/docs/admin/kube-controller-manager/ Internal Only - General,1 Section,Automated,"By default, --service-account-private-key-file it not set.",,Automated,HIGH,k8s_kube_controller_manager_service_account_private_key_file_configured,"The task of verifying the `--service-account-private-key-file` argument in the kube-controller-manager can be automated using Kubernetes APIs. The use of `kubectl` to extract the arguments of the kube-controller-manager pod is a valid approach, assuming the controller manager is deployed as a pod, which is common in many Kubernetes setups. While the second opinion raised concerns about the universality of this method, the automation is feasible for environments where the controller manager is accessible via `kubectl`.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-controller-manager -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--service-account-private-key-file=<filename>` in the arguments list - Pass Criteria: The output includes `--service-account-private-key-file=<filename>` where `<filename>` is the path to the private key file. - Fail Criteria: The output does not include the `--service-account-private-key-file` argument or it is set to an empty value.,,Yes,2025-11-02T18:01:25.655711,Automated,HIGH,k8s_kube_controller_manager_service_account_private_key_file_configured,"The task of verifying the `--service-account-private-key-file` argument in the kube-controller-manager can be automated using Kubernetes APIs. The use of `kubectl` to extract the arguments of the kube-controller-manager pod is a valid approach, assuming the controller manager is deployed as a pod, which is common in many Kubernetes setups. While the second opinion raised concerns about the universality of this method, the automation is feasible for environments where the controller manager is accessible via `kubectl`.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-controller-manager -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--service-account-private-key-file=<filename>` in the arguments list - Pass Criteria: The output includes `--service-account-private-key-file=<filename>` where `<filename>` is the path to the private key file. - Fail Criteria: The output does not include the `--service-account-private-key-file` argument or it is set to an empty value.,,Yes,2025-11-02T18:01:25.655711
1.3.5,cis-k8s-k8s-v1120-1-3-5,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --root-ca-file argument is set as appropriate,Allow pods to verify the API server's serving certificate before establishing connections.,Processes running within pods that need to contact the API server must verify the API server's serving certificate. Failing to do so could be a subject to man-in-the-middle attacks. Providing the root certificate for the API server's serving certificate to the controller manager with the --root-ca-file argument allows the controller manager to inject the trusted bundle into pods so that they can verify TLS connections to the API server.,Run the following command on the Control Plane node: ps -ef | grep kube-controller-manager Verify that the --root-ca-file argument exists and is set to a certificate bundle file containing the root certificate for the API server's serving certificate.,Edit the Controller Manager pod specification file /etc/kubernetes/manifests/kube- controller-manager.yaml on the Control Plane node and set the --root-ca-file parameter to the certificate bundle file`. --root-ca-file=<path/to/file>,• Level 1 - Master Node,You need to setup and maintain root certificate authority file.,1. https://kubernetes.io/docs/admin/kube-controller-manager/ 2. https://github.com/kubernetes/kubernetes/issues/11000 Internal Only - General,1 Section,Automated,"By default, --root-ca-file is not set.",,Automated,HIGH,k8s_kube_controller_manager_root_ca_file_verification,"The compliance control can be effectively automated using Kubernetes APIs and CLI tools. Both AI opinions agree that automation is feasible, although the second opinion suggests a more robust method. The kube-controller-manager's configuration can be checked using `kubectl` commands, which are capable of verifying the presence and correctness of the `--root-ca-file` argument. This approach leverages Kubernetes' native capabilities to inspect configurations, making it a reliable and efficient method.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system kube-controller-manager-<node-name> -o json` - Properties to Check: Look for the `command` or `args` field in the pod specification to verify if the `--root-ca-file` argument is present and correctly set. - Pass Criteria: The `--root-ca-file` argument must be present and set to a valid certificate bundle file path. - Fail Criteria: The `--root-ca-file` argument is missing or not set to a valid path.,,Yes,2025-11-02T18:05:28.941845,Automated,HIGH,k8s_kube_controller_manager_root_ca_file_verification,"The compliance control can be effectively automated using Kubernetes APIs and CLI tools. Both AI opinions agree that automation is feasible, although the second opinion suggests a more robust method. The kube-controller-manager's configuration can be checked using `kubectl` commands, which are capable of verifying the presence and correctness of the `--root-ca-file` argument. This approach leverages Kubernetes' native capabilities to inspect configurations, making it a reliable and efficient method.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system kube-controller-manager-<node-name> -o json` - Properties to Check: Look for the `command` or `args` field in the pod specification to verify if the `--root-ca-file` argument is present and correctly set. - Pass Criteria: The `--root-ca-file` argument must be present and set to a valid certificate bundle file path. - Fail Criteria: The `--root-ca-file` argument is missing or not set to a valid path.,,Yes,2025-11-02T18:05:28.941845
1.3.6,cis-k8s-k8s-v1120-1-3-6,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the RotateKubeletServerCertificate argument is set to true,Enable kubelet server certificate rotation on controller-manager.,RotateKubeletServerCertificate causes the kubelet to both request a serving certificate after bootstrapping its client credentials and rotate the certificate as its existing credentials expire. This automated periodic rotation ensures that the there are no downtimes due to expired certificates and thus addressing availability in the CIA security triad. Note: This recommendation only applies if you let kubelets get their certificates from the API server. In case your kubelet certificates come from an outside authority/tool (e.g. Vault) then you need to take care of rotation yourself.,Run the following command on the Control Plane node: ps -ef | grep kube-controller-manager Verify that RotateKubeletServerCertificate argument exists and is set to true .,Edit the Controller Manager pod specification file /etc/kubernetes/manifests/kube- controller-manager.yaml on the Control Plane node and set the --feature-gates parameter to include RotateKubeletServerCertificate=true . --feature-gates=RotateKubeletServerCertificate=true,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#approval-controller Internal Only - General 2. https://github.com/kubernetes/features/issues/267 3. https://github.com/kubernetes/kubernetes/pull/45059 4. https://kubernetes.io/docs/admin/kube-controller-manager/,1 Section,Automated,"By default, RotateKubeletServerCertificate is set to ""true"" this recommendation verifies that it has not been disabled.",,Automated,HIGH,k8s_kube_controller_manager_rotate_kubelet_server_certificate_enabled,"The compliance control can be effectively checked using Kubernetes CLI commands, specifically `kubectl`, to query the kube-controller-manager configuration. The first AI opinion correctly identified that the configuration can be verified by examining the arguments passed to the kube-controller-manager container. Although the second AI raised concerns about the reliability of the method due to potential variations in pod labeling and configuration management, these can be addressed by ensuring the correct context and environment are used when executing the command.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-controller-manager -o jsonpath='{.items[0].spec.containers[0].args}'` - Properties to Check: Presence of `--feature-gates=RotateKubeletServerCertificate=true` in the command-line arguments - Pass Criteria: The output contains `--feature-gates=RotateKubeletServerCertificate=true` - Fail Criteria: The output does not contain this argument or it is set to false,,Yes,2025-11-02T19:12:58.999871,Automated,HIGH,k8s_kube_controller_manager_rotate_kubelet_server_certificate_enabled,"The compliance control can be effectively checked using Kubernetes CLI commands, specifically `kubectl`, to query the kube-controller-manager configuration. The first AI opinion correctly identified that the configuration can be verified by examining the arguments passed to the kube-controller-manager container. Although the second AI raised concerns about the reliability of the method due to potential variations in pod labeling and configuration management, these can be addressed by ensuring the correct context and environment are used when executing the command.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-controller-manager -o jsonpath='{.items[0].spec.containers[0].args}'` - Properties to Check: Presence of `--feature-gates=RotateKubeletServerCertificate=true` in the command-line arguments - Pass Criteria: The output contains `--feature-gates=RotateKubeletServerCertificate=true` - Fail Criteria: The output does not contain this argument or it is set to false,,Yes,2025-11-02T19:12:58.999871
1.3.7,cis-k8s-k8s-v1120-1-3-7,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --bind-address argument is set to 127.0.0.1,Do not bind the Controller Manager service to non-loopback insecure addresses.,"The Controller Manager API service which runs on port 10252/TCP by default is used for health and metrics information and is available without authentication or encryption. As such it should only be bound to a localhost interface, to minimize the cluster's attack surface",Run the following command on the Control Plane node: ps -ef | grep kube-controller-manager Verify that the --bind-address argument is set to 127.0.0.1,Edit the Controller Manager pod specification file /etc/kubernetes/manifests/kube- controller-manager.yaml on the Control Plane node and ensure the correct value for the --bind-address parameter,• Level 1 - Master Node,None,1. https://kubernetes.io/docs/reference/command-line-tools-reference/kube-controller-manager/,1 Section,Automated,"By default, the --bind-address parameter is set to 0.0.0.0",Although the current Kubernetes documentation site says that --address is deprecated in favour of --bind-address Kubeadm 1.11 still makes use of --address Internal Only - General,Automated,HIGH,k8s_controller_manager_bind_address_check,"The compliance control can be effectively checked using Kubernetes APIs and CLI tools. The `kubectl` command can be used to retrieve the command-line arguments of the kube-controller-manager, which allows for automation of the audit process. The manual inspection of the manifest file can also be automated by scripting the file content check, ensuring that the `--bind-address` is set to `127.0.0.1`. Both AI opinions agree on the potential for automation, with the second opinion suggesting improvements for broader applicability.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -o jsonpath='{.items[?(@.metadata.name==""kube-controller-manager-*)""].spec.containers[0].command}'` - Properties to Check: `--bind-address` argument in the command-line arguments - Pass Criteria: The output includes `--bind-address=127.0.0.1` - Fail Criteria: The output does not include `--bind-address=127.0.0.1` or includes a different value",,Yes,2025-11-02T18:27:42.912256,Automated,HIGH,k8s_controller_manager_bind_address_check,"The compliance control can be effectively checked using Kubernetes APIs and CLI tools. The `kubectl` command can be used to retrieve the command-line arguments of the kube-controller-manager, which allows for automation of the audit process. The manual inspection of the manifest file can also be automated by scripting the file content check, ensuring that the `--bind-address` is set to `127.0.0.1`. Both AI opinions agree on the potential for automation, with the second opinion suggesting improvements for broader applicability.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -o jsonpath='{.items[?(@.metadata.name==""kube-controller-manager-*)""].spec.containers[0].command}'` - Properties to Check: `--bind-address` argument in the command-line arguments - Pass Criteria: The output includes `--bind-address=127.0.0.1` - Fail Criteria: The output does not include `--bind-address=127.0.0.1` or includes a different value",,Yes,2025-11-02T18:27:42.912256
1.4.1,cis-k8s-k8s-v1120-1-4-1,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --profiling argument is set to false,"Disable profiling, if not needed.","Profiling allows for the identification of specific performance bottlenecks. It generates a significant amount of program data that could potentially be exploited to uncover system and program details. If you are not experiencing any bottlenecks and do not need the profiler for troubleshooting purposes, it is recommended to turn it off to reduce the potential attack surface.",Run the following command on the Control Plane node: ps -ef | grep kube-scheduler Verify that the --profiling argument is set to false .,Edit the Scheduler pod specification file /etc/kubernetes/manifests/kube- scheduler.yaml file on the Control Plane node and set the below parameter. --profiling=false,• Level 1 - Master Node,Profiling information would not be available.,1. https://kubernetes.io/docs/admin/kube-scheduler/ 2. https://github.com/kubernetes/community/blob/master/contributors/devel/profiling.md Internal Only - General,1 Section,Automated,"By default, profiling is enabled.",,Automated,HIGH,k8s_kube_scheduler_profiling_argument_check,"Both AI opinions agree that the compliance check can be automated using Kubernetes APIs and `kubectl`. The kube-scheduler runs as a pod, and its configuration can be inspected using Kubernetes CLI tools, making it feasible to automate the check for the `--profiling` argument. The ability to query pod specifications directly aligns with Kubernetes' capabilities for automation.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-scheduler -o json` - Properties to Check: `spec.containers.command` and `spec.containers.args` for the `--profiling` argument - Pass Criteria: The `--profiling` argument is set to `false` - Fail Criteria: The `--profiling` argument is either not present or set to `true`,,Yes,2025-11-02T18:11:45.436751,Automated,HIGH,k8s_kube_scheduler_profiling_argument_check,"Both AI opinions agree that the compliance check can be automated using Kubernetes APIs and `kubectl`. The kube-scheduler runs as a pod, and its configuration can be inspected using Kubernetes CLI tools, making it feasible to automate the check for the `--profiling` argument. The ability to query pod specifications directly aligns with Kubernetes' capabilities for automation.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-scheduler -o json` - Properties to Check: `spec.containers.command` and `spec.containers.args` for the `--profiling` argument - Pass Criteria: The `--profiling` argument is set to `false` - Fail Criteria: The `--profiling` argument is either not present or set to `true`,,Yes,2025-11-02T18:11:45.436751
2.3,cis-k8s-k8s-v1120-2-3,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --auto-tls argument is not set to true,Do not use self-signed certificates for TLS.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should not be available to unauthenticated clients. You should enable the client authentication via valid certificates to secure the access to the etcd service.,"Run the following command on the etcd server node: ps -ef | grep etcd Verify that if the --auto-tls argument exists, it is not set to true .",Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and either remove the --auto-tls parameter or set it to false . --auto-tls=false,• Level 1 - Master Node,Clients will not be able to use self-signed certificates for TLS.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#auto-tls Internal Only - General,2 Section,Automated,"By default, --auto-tls is set to false .",,Automated,HIGH,k8s_etcd_pod_auto_tls_disabled,"The compliance control can be effectively audited using Kubernetes CLI tools such as `kubectl` to check the etcd pod specifications for the `--auto-tls` argument. This approach leverages the Kubernetes API capabilities to automate the verification process, ensuring that the `--auto-tls` flag is not set to `true`. Both AI opinions agree on the feasibility of automation, and the potential issue of non-pod deployments is minimal in standard Kubernetes environments.","- **Kubernetes Resource/Service:** Pods - **API/CLI Method:** `kubectl get pods -n kube-system -o jsonpath='{.items[?(@.metadata.labels.component==""etcd"")].spec.containers[0].args}'` - **Properties to Check:** Command line arguments under `spec.containers.args` for the etcd container - **Pass Criteria:** The `--auto-tls` argument should not be present or should be explicitly set to `false` - **Fail Criteria:** The `--auto-tls` argument is present and set to `true`",,Yes,2025-11-02T17:58:36.981015,Automated,HIGH,k8s_etcd_pod_auto_tls_disabled,"The compliance control can be effectively audited using Kubernetes CLI tools such as `kubectl` to check the etcd pod specifications for the `--auto-tls` argument. This approach leverages the Kubernetes API capabilities to automate the verification process, ensuring that the `--auto-tls` flag is not set to `true`. Both AI opinions agree on the feasibility of automation, and the potential issue of non-pod deployments is minimal in standard Kubernetes environments.","- **Kubernetes Resource/Service:** Pods - **API/CLI Method:** `kubectl get pods -n kube-system -o jsonpath='{.items[?(@.metadata.labels.component==""etcd"")].spec.containers[0].args}'` - **Properties to Check:** Command line arguments under `spec.containers.args` for the etcd container - **Pass Criteria:** The `--auto-tls` argument should not be present or should be explicitly set to `false` - **Fail Criteria:** The `--auto-tls` argument is present and set to `true`",,Yes,2025-11-02T17:58:36.981015
2.4,cis-k8s-k8s-v1120-2-4,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --peer-cert-file and --peer-key-file arguments are set as appropriate,etcd should be configured to make use of TLS encryption for peer connections.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be encrypted in transit and also amongst peers in the etcd clusters.,Run the following command on the etcd server node: ps -ef | grep etcd Verify that the --peer-cert-file and --peer-key-file arguments are set as appropriate. Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable.,"Follow the etcd service documentation and configure peer TLS encryption as appropriate for your etcd cluster. Then, edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameters. --peer-client-file=</path/to/peer-cert-file> --peer-key-file=</path/to/peer-key-file>",• Level 1 - Master Node,etcd cluster peers would need to set up TLS for their communication.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/,2 Section,Automated,"Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable. By default, peer communication over TLS is not configured. Internal Only - General",,Automated,HIGH,k8s_etcd_peer_tls_encryption_in_transit,"The task involves verifying the presence of specific command-line arguments in the etcd pod configuration, which can be effectively automated using Kubernetes CLI tools. Both AI opinions agree that automation is feasible, though the second opinion suggests improvements in parsing methods. By leveraging JSONPath or similar tools, we can reliably extract and validate the required configuration settings without manual intervention.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Presence of `--peer-cert-file` and `--peer-key-file` with valid paths in the etcd pod command line. - Pass Criteria: Both `--peer-cert-file` and `--peer-key-file` arguments are present with valid paths. - Fail Criteria: Either argument is missing or not set to a valid path.,,Yes,2025-11-02T18:54:33.020318,Automated,HIGH,k8s_etcd_peer_tls_encryption_in_transit,"The task involves verifying the presence of specific command-line arguments in the etcd pod configuration, which can be effectively automated using Kubernetes CLI tools. Both AI opinions agree that automation is feasible, though the second opinion suggests improvements in parsing methods. By leveraging JSONPath or similar tools, we can reliably extract and validate the required configuration settings without manual intervention.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Presence of `--peer-cert-file` and `--peer-key-file` with valid paths in the etcd pod command line. - Pass Criteria: Both `--peer-cert-file` and `--peer-key-file` arguments are present with valid paths. - Fail Criteria: Either argument is missing or not set to a valid path.,,Yes,2025-11-02T18:54:33.020318
2.5,cis-k8s-k8s-v1120-2-5,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --peer-client-cert-auth argument is set to true,etcd should be configured for peer authentication.,etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be accessible only by authenticated etcd peers in the etcd cluster.,Run the following command on the etcd server node: ps -ef | grep etcd Verify that the --peer-client-cert-auth argument is set to true . Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable.,Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and set the below parameter. --peer-client-cert-auth=true,• Level 1 - Master Node,All peers attempting to communicate with the etcd server will require a valid client certificate for authentication.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html 2. https://kubernetes.io/docs/admin/etcd/ Internal Only - General 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#peer-client-cert-auth,2 Section,Automated,"Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable. By default, --peer-client-cert-auth argument is set to false .",,Automated,HIGH,k8s_etcd_peer_client_cert_auth_enabled,"Both AI opinions agree that the compliance check can be automated using Kubernetes APIs, specifically by inspecting the etcd pod specifications. The control requires verifying a configuration parameter within the etcd pod, which is accessible via `kubectl` commands. This method is efficient and leverages Kubernetes capabilities to ensure compliance without manual intervention.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=etcd -o yaml` - Properties to Check: `spec.containers.args` for the presence of `--peer-client-cert-auth=true` - Pass Criteria: The etcd pod specification includes `--peer-client-cert-auth=true`. - Fail Criteria: The `--peer-client-cert-auth` argument is absent or set to `false`.,,Yes,2025-11-02T19:00:45.620446,Automated,HIGH,k8s_etcd_peer_client_cert_auth_enabled,"Both AI opinions agree that the compliance check can be automated using Kubernetes APIs, specifically by inspecting the etcd pod specifications. The control requires verifying a configuration parameter within the etcd pod, which is accessible via `kubectl` commands. This method is efficient and leverages Kubernetes capabilities to ensure compliance without manual intervention.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pod -n kube-system -l component=etcd -o yaml` - Properties to Check: `spec.containers.args` for the presence of `--peer-client-cert-auth=true` - Pass Criteria: The etcd pod specification includes `--peer-client-cert-auth=true`. - Fail Criteria: The `--peer-client-cert-auth` argument is absent or set to `false`.,,Yes,2025-11-02T19:00:45.620446
2.6,cis-k8s-k8s-v1120-2-6,CIS_Kubernetes_Benchmark_V1.12_PDF_,Ensure that the --peer-auto-tls argument is not set to true,Do not use automatically generated self-signed certificates for TLS connections between peers.,"etcd is a highly-available key value store used by Kubernetes deployments for persistent storage of all of its REST API objects. These objects are sensitive in nature and should be accessible only by authenticated etcd peers in the etcd cluster. Hence, do not use self-signed certificates for authentication.","Run the following command on the etcd server node: ps -ef | grep etcd Verify that if the --peer-auto-tls argument exists, it is not set to true . Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable.",Edit the etcd pod specification file /etc/kubernetes/manifests/etcd.yaml on the master node and either remove the --peer-auto-tls parameter or set it to false . --peer-auto-tls=false,• Level 1 - Master Node,All peers attempting to communicate with the etcd server will require a valid client certificate for authentication.,1. https://coreos.com/etcd/docs/latest/op-guide/security.html Internal Only - General 2. https://kubernetes.io/docs/admin/etcd/ 3. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#peer-auto-tls,2 Section,Automated,"Note: This recommendation is applicable only for etcd clusters. If you are using only one etcd server in your environment then this recommendation is not applicable. By default, --peer-auto-tls argument is set to false .",,Automated,HIGH,k8s_etcd_peer_auto_tls_disabled,"The compliance control can be effectively checked using Kubernetes CLI commands, specifically by inspecting the etcd pod specifications for the presence and value of the `--peer-auto-tls` argument. Both AI opinions agree that this can be automated, and the use of `kubectl` to retrieve and parse the etcd pod arguments is technically feasible and accurate for environments where etcd is deployed as a pod within Kubernetes.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=etcd -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Command line arguments under `spec.containers.args` for the etcd container - Pass Criteria: The `--peer-auto-tls` argument is either absent or set to `false` - Fail Criteria: The `--peer-auto-tls` argument is set to `true`,,Yes,2025-11-02T18:11:51.230444,Automated,HIGH,k8s_etcd_peer_auto_tls_disabled,"The compliance control can be effectively checked using Kubernetes CLI commands, specifically by inspecting the etcd pod specifications for the presence and value of the `--peer-auto-tls` argument. Both AI opinions agree that this can be automated, and the use of `kubectl` to retrieve and parse the etcd pod arguments is technically feasible and accurate for environments where etcd is deployed as a pod within Kubernetes.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=etcd -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Command line arguments under `spec.containers.args` for the etcd container - Pass Criteria: The `--peer-auto-tls` argument is either absent or set to `false` - Fail Criteria: The `--peer-auto-tls` argument is set to `true`,,Yes,2025-11-02T18:11:51.230444
