rule_id,provider,service,category,severity,title,description,check_type,source_file
ibm.iam.activity.account_settings_change,ibm,iam,activity,HIGH,,,config,ibm_rule_check/iam/iam.checks.yaml
ibm.iam.activity.mfa_settings_change,ibm,iam,activity,CRITICAL,,,config,ibm_rule_check/iam/iam.checks.yaml
ibm.iam.activity.service_id_locked,ibm,iam,activity,HIGH,,,config,ibm_rule_check/iam/iam.checks.yaml
ibm.iam.activity.trusted_profile_change,ibm,iam,activity,CRITICAL,,,config,ibm_rule_check/iam/iam.checks.yaml
ibm.iam_access_groups.access_group.description_present,ibm,iam_access_groups,access_group,LOW,,,config,ibm_rule_check/iam_access_groups/iam_access_groups.checks.yaml
ibm.iam_access_groups.access_group.dynamic_rules_for_federated_users,ibm,iam_access_groups,access_group,MEDIUM,,,config,ibm_rule_check/iam_access_groups/iam_access_groups.checks.yaml
ibm.iam_access_groups.access_group.no_orphaned_group,ibm,iam_access_groups,access_group,LOW,,,config,ibm_rule_check/iam_access_groups/iam_access_groups.checks.yaml
ibm.iam_access_groups.access_group.no_wildcard_policies,ibm,iam_access_groups,access_group,HIGH,,,config,ibm_rule_check/iam_access_groups/iam_access_groups.checks.yaml
ibm.iam_access_groups.account.public_access_disabled,ibm,iam_access_groups,account,CRITICAL,,,config,ibm_rule_check/iam_access_groups/iam_access_groups.checks.yaml
ibm.iam_identity.account.access_token_expiration_configured,ibm,iam_identity,account,MEDIUM,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.account.api_key_creation_restricted,ibm,iam_identity,account,HIGH,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.account.max_sessions_per_identity_configured,ibm,iam_identity,account,MEDIUM,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.account.mfa_enabled,ibm,iam_identity,account,CRITICAL,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.account.service_id_creation_restricted,ibm,iam_identity,account,HIGH,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.account.session_expiration_configured,ibm,iam_identity,account,MEDIUM,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.account.session_invalidation_configured,ibm,iam_identity,account,MEDIUM,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.api_key.description_present,ibm,iam_identity,api_key,LOW,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.api_key.not_long_lived,ibm,iam_identity,api_key,HIGH,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.service_id.api_key_locked,ibm,iam_identity,service_id,HIGH,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_identity.service_id.description_present,ibm,iam_identity,service_id,LOW,,,config,ibm_rule_check/iam_identity/iam_identity.checks.yaml
ibm.iam_policy_management.policy.description_present,ibm,iam_policy_management,policy,LOW,,,config,ibm_rule_check/iam_policy_management/iam_policy_management.checks.yaml
ibm.iam_policy_management.policy.no_wildcard_actions,ibm,iam_policy_management,policy,CRITICAL,,,config,ibm_rule_check/iam_policy_management/iam_policy_management.checks.yaml
ibm.iam_policy_management.policy.resource_group_scoped,ibm,iam_policy_management,policy,HIGH,,,config,ibm_rule_check/iam_policy_management/iam_policy_management.checks.yaml
ibm.iam_policy_management.policy.service_level_scope_defined,ibm,iam_policy_management,policy,HIGH,,,config,ibm_rule_check/iam_policy_management/iam_policy_management.checks.yaml
ibm.iam_policy_management.policy.time_based_conditions_for_sensitive,ibm,iam_policy_management,policy,MEDIUM,,,config,ibm_rule_check/iam_policy_management/iam_policy_management.checks.yaml
ibm.iks.activity.cluster_config_update,ibm,iks,activity,HIGH,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.iks.k8s_audit.namespace_change,ibm,iks,k8s_audit,MEDIUM,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.iks.k8s_audit.pod_exec,ibm,iks,k8s_audit,HIGH,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.iks.k8s_audit.privileged_pod,ibm,iks,k8s_audit,CRITICAL,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.iks.k8s_audit.rolebinding_change,ibm,iks,k8s_audit,CRITICAL,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.iks.k8s_audit.secret_accessed,ibm,iks,k8s_audit,HIGH,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.iks.k8s_audit.webhook_change,ibm,iks,k8s_audit,CRITICAL,,,config,ibm_rule_check/iks/iks.checks.yaml
ibm.key_protect.key.dual_authorization_delete_policy,ibm,key_protect,key,HIGH,,,config,ibm_rule_check/key_protect/key_protect.checks.yaml
ibm.key_protect.key.non_extractable,ibm,key_protect,key,CRITICAL,,,config,ibm_rule_check/key_protect/key_protect.checks.yaml
ibm.key_protect.key.not_deactivated,ibm,key_protect,key,HIGH,,,config,ibm_rule_check/key_protect/key_protect.checks.yaml
ibm.key_protect.key.rotation_enabled,ibm,key_protect,key,HIGH,,,config,ibm_rule_check/key_protect/key_protect.checks.yaml
ibm.key_protect.key.rotation_period_annual_max,ibm,key_protect,key,MEDIUM,,,config,ibm_rule_check/key_protect/key_protect.checks.yaml
ibm.kms.activity.key_protect_key_accessed,ibm,kms,activity,HIGH,,,config,ibm_rule_check/kms/kms.checks.yaml
ibm.kms.activity.key_protect_key_delete,ibm,kms,activity,CRITICAL,,,config,ibm_rule_check/kms/kms.checks.yaml
ibm.kms.activity.key_protect_key_disable,ibm,kms,activity,HIGH,,,config,ibm_rule_check/kms/kms.checks.yaml
ibm.logging.activity.activity_tracker_delete,ibm,logging,activity,CRITICAL,,,config,ibm_rule_check/logging/logging.checks.yaml
ibm.object_storage.bucket.activity_tracking_enabled,ibm,object_storage,bucket,MEDIUM,,,config,ibm_rule_check/object_storage/object_storage.checks.yaml
ibm.object_storage.bucket.encryption_at_rest_enabled,ibm,object_storage,bucket,HIGH,,,config,ibm_rule_check/object_storage/object_storage.checks.yaml
ibm.object_storage.bucket.no_public_access,ibm,object_storage,bucket,CRITICAL,,,config,ibm_rule_check/object_storage/object_storage.checks.yaml
ibm.object_storage.bucket.retention_policy_configured,ibm,object_storage,bucket,MEDIUM,,,config,ibm_rule_check/object_storage/object_storage.checks.yaml
ibm.object_storage.bucket.ssl_enforced,ibm,object_storage,bucket,HIGH,,,config,ibm_rule_check/object_storage/object_storage.checks.yaml
ibm.object_storage.bucket.versioning_enabled,ibm,object_storage,bucket,MEDIUM,,,config,ibm_rule_check/object_storage/object_storage.checks.yaml
ibm.scc.audit.compliance_violation,ibm,scc,audit,HIGH,,,config,ibm_rule_check/scc/scc.checks.yaml
ibm.scc.audit.config_drift,ibm,scc,audit,MEDIUM,,,config,ibm_rule_check/scc/scc.checks.yaml
ibm.scc.audit.critical_finding,ibm,scc,audit,CRITICAL,,,config,ibm_rule_check/scc/scc.checks.yaml
ibm.scc.audit.high_finding,ibm,scc,audit,HIGH,,,config,ibm_rule_check/scc/scc.checks.yaml
ibm.scc.audit.policy_violation,ibm,scc,audit,HIGH,,,config,ibm_rule_check/scc/scc.checks.yaml
ibm.scc.audit.posture_degradation,ibm,scc,audit,HIGH,,,config,ibm_rule_check/scc/scc.checks.yaml
ibm.schematics.workspace.compliance_check_enabled,ibm,schematics,workspace,MEDIUM,,,config,ibm_rule_check/schematics/schematics.checks.yaml
ibm.schematics.workspace.no_sensitive_variables_in_state,ibm,schematics,workspace,HIGH,,,config,ibm_rule_check/schematics/schematics.checks.yaml
ibm.schematics.workspace.private_git_source,ibm,schematics,workspace,MEDIUM,,,config,ibm_rule_check/schematics/schematics.checks.yaml
ibm.schematics.workspace.terraform_version_pinned,ibm,schematics,workspace,LOW,,,config,ibm_rule_check/schematics/schematics.checks.yaml
ibm.secrets.activity.secrets_manager_change,ibm,secrets,activity,HIGH,,,config,ibm_rule_check/secrets/secrets.checks.yaml
ibm.secrets_manager.instance.encryption_with_byok,ibm,secrets_manager,instance,HIGH,,,config,ibm_rule_check/secrets_manager/secrets_manager.checks.yaml
ibm.secrets_manager.instance.private_endpoint_only,ibm,secrets_manager,instance,HIGH,,,config,ibm_rule_check/secrets_manager/secrets_manager.checks.yaml
ibm.secrets_manager.secret.access_group_based_access,ibm,secrets_manager,secret,MEDIUM,,,config,ibm_rule_check/secrets_manager/secrets_manager.checks.yaml
ibm.secrets_manager.secret.auto_rotation_enabled,ibm,secrets_manager,secret,HIGH,,,config,ibm_rule_check/secrets_manager/secrets_manager.checks.yaml
ibm.secrets_manager.secret.not_expired,ibm,secrets_manager,secret,HIGH,,,config,ibm_rule_check/secrets_manager/secrets_manager.checks.yaml
ibm.secrets_manager.secret.rotation_period_90_days,ibm,secrets_manager,secret,MEDIUM,,,config,ibm_rule_check/secrets_manager/secrets_manager.checks.yaml
ibm.vpc.activity.floating_ip_change,ibm,vpc,activity,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.activity.network_acl_change,ibm,vpc,activity,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.activity.public_gateway_change,ibm,vpc,activity,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.activity.security_group_rule_change,ibm,vpc,activity,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.activity.vpc_change,ibm,vpc,activity,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.flow_log.enabled_for_vpc,ibm,vpc,flow_log,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.image.encryption_enabled,ibm,vpc,image,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.image.not_publicly_accessible,ibm,vpc,image,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.instance.boot_volume_encrypted,ibm,vpc,instance,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.instance.metadata_service_disabled,ibm,vpc,instance,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.instance.no_public_ip_address,ibm,vpc,instance,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.instance.not_in_default_security_group,ibm,vpc,instance,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.instance.secure_boot_enabled,ibm,vpc,instance,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.load_balancer.https_listener_enabled,ibm,vpc,load_balancer,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.load_balancer.logging_enabled,ibm,vpc,load_balancer,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.load_balancer.private_load_balancer,ibm,vpc,load_balancer,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.network_acl.default_deny_inbound,ibm,vpc,network_acl,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.network_acl.default_deny_outbound,ibm,vpc,network_acl,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.public_gateway.floating_ip_not_all_subnets,ibm,vpc,public_gateway,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.security_group.default_security_group_restricts_all,ibm,vpc,security_group,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.security_group.no_unrestricted_inbound,ibm,vpc,security_group,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.security_group.no_unrestricted_rdp_access,ibm,vpc,security_group,CRITICAL,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.security_group.no_unrestricted_ssh_access,ibm,vpc,security_group,CRITICAL,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.subnet.auto_assign_public_ip_disabled,ibm,vpc,subnet,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.subnet.not_using_default_network_acl,ibm,vpc,subnet,MEDIUM,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.volume.encryption_enabled,ibm,vpc,volume,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.volume.not_unattached,ibm,vpc,volume,LOW,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.vpn_gateway.ike_policy_strong_algorithm,ibm,vpc,vpn_gateway,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vpc.vpn_gateway.ipsec_policy_pfs_enabled,ibm,vpc,vpn_gateway,HIGH,,,config,ibm_rule_check/vpc/vpc.checks.yaml
ibm.vsi.activity.bare_metal_change,ibm,vsi,activity,HIGH,,,config,ibm_rule_check/vsi/vsi.checks.yaml
ibm.vsi.activity.vsi_action,ibm,vsi,activity,MEDIUM,,,config,ibm_rule_check/vsi/vsi.checks.yaml
