rule_id,provider,service,category,severity,title,description,check_type,source_file
alicloud.ack.managed_services.cluster_service_kube_system_services_not_public,alicloud,ack,managed_services,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.namespace.namespace_default_service_account_automount_disabled,alicloud,ack,namespace,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.namespace.namespace_network_policies_present,alicloud,ack,namespace,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.network_policy.networkpolicy_default_deny_egress_per_namespace,alicloud,ack,network_policy,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.network_policy.networkpolicy_default_deny_ingress_per_namespace,alicloud,ack,network_policy,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.network_policy.policy_enabled,alicloud,ack,network_policy,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.network_policy_enforced_with_least_privilege.configured,alicloud,ack,network_policy_enforced_with_least_privilege,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.auth_disabled,alicloud,ack,node,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.kubelet_anonymous_auth_disabled,alicloud,ack,node,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.kubelet_authz_webhook_or_rbac_enabled,alicloud,ack,node,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.kubelet_read_only_port_disabled,alicloud,ack,node,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.kubelet_tls_min_1_2_enforced,alicloud,ack,node,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.only_port_disabled,alicloud,ack,node,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node.security_patches_current,alicloud,ack,node,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node_pool.disk_encryption_enabled,alicloud,ack,node_pool,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.node_pool.nodes_no_public_ip,alicloud,ack,node_pool,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.plan.min_retention,alicloud,ack,plan,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.plans.exist,alicloud,ack,plans,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.pod.seccomp_profile_runtime_default_enforced,alicloud,ack,pod,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.pod.security_context_configured,alicloud,ack,pod,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.pod.service_account_token_mounting_disabled,alicloud,ack,pod,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.pod_security_policy.net_raw_capability_dropped,alicloud,ack,pod_security_policy,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.psp.net_raw_capability_disabled,alicloud,ack,psp,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.psp.root_user_access_prevented,alicloud,ack,psp,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.ram.role_acr_read_only_access_check,alicloud,ack,ram,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.ram_role.acr_read_only_access_enforced,alicloud,ack,ram_role,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.rbac.authorization_mode_rbac_enabled,alicloud,ack,rbac,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.rbac.least_privilege_secrets_access_enforced,alicloud,ack,rbac,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.rbac.no_cluster_admin_bindings_to_users,alicloud,ack,rbac,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.rbac.no_wildcard_rules_in_clusterroles,alicloud,ack,rbac,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.rbac_k8s.cluster_admin_to_authenticated,alicloud,ack,rbac_k8s,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.rbac_k8s.sa_not_cluster_admin,alicloud,ack,rbac_k8s,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.recovery.point_encrypted,alicloud,ack,recovery,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.recovery.point_encryption,alicloud,ack,recovery,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.recovery.point_retention,alicloud,ack,recovery,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.registry.image_scan_on_push_enabled,alicloud,ack,registry,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.registry.repository_encryption_enabled,alicloud,ack,registry,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.registry_lifecycle_policy.lifecycle_policy_policy_storage_encrypted,alicloud,ack,registry_lifecycle_policy,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.reportplans.exist,alicloud,ack,reportplans,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.repository.vulnerability_scanning_continuous,alicloud,ack,repository,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.scheduler.authentication_kubeconfig_configured,alicloud,ack,scheduler,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.scheduler.authorization_kubeconfig_configured,alicloud,ack,scheduler,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.scheduler.secure_port_tls_enabled,alicloud,ack,scheduler,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.serverless.fargate_profile_execution_role_least_privilege,alicloud,ack,serverless,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.serverless.fargate_profile_logging_enabled,alicloud,ack,serverless,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.serverless.fargate_profile_private_subnets_only,alicloud,ack,serverless,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service.task_definition_logging_enabled,alicloud,ack,service,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.cluster_audit_logging_enabled,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.cluster_default_service_account_automount_disabled,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.cluster_private_control_plane_endpoint_enabled,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.cluster_secrets_encryption_kms_enabled,alicloud,ack,service_account,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.default_no_token_no_roles_enforced,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.external_ips_not_used,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.keys_not_used_or_rotated_90_days_or_less,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.no_user_managed_long_lived_keys,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.scopes_or_roles_least_privilege,alicloud,ack,service_account,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.token_auto_mount_disabled,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.service_account.type_loadbalancer_internal_only_where_required,alicloud,ack,service_account,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.vault.encryption_enabled,alicloud,ack,vault,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.vaults.encrypted,alicloud,ack,vaults,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.vaults.exist,alicloud,ack,vaults,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.workload.balancer_https_tls_encryption_in_transit,alicloud,ack,workload,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.workload.env_no_plaintext_secrets,alicloud,ack,workload,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.workload.host_network_pid_ipc_disabled,alicloud,ack,workload,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.workload.no_hostpath_mounts,alicloud,ack,workload,MEDIUM,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.workload.no_privileged_containers,alicloud,ack,workload,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.ack.workload.run_as_non_root,alicloud,ack,workload,HIGH,,,config,alicloud_rule_check/ack/ack.checks.yaml
alicloud.actiontrail.cloudmonitor.logging_enabled_with_90_day_retention,alicloud,actiontrail,cloudmonitor,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.cloudwatch.logging_enabled,alicloud,actiontrail,cloudwatch,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.configuration.config_delivery_destination_access_least_privilege,alicloud,actiontrail,configuration,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.configuration.config_delivery_kms_encryption_enabled,alicloud,actiontrail,configuration,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.data_events_read_logging_enabled.configured,alicloud,actiontrail,data_events_read_logging_enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.delivery.channel_destination_access_least_privilege,alicloud,actiontrail,delivery,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.delivery.channel_kms_encryption_enabled,alicloud,actiontrail,delivery,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.enabled.configured,alicloud,actiontrail,enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.failed_console_signin_alerts.configured,alicloud,actiontrail,failed_console_signin_alerts,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.kms.encryption_enabled,alicloud,actiontrail,kms,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.kms_encryption_active.configured,alicloud,actiontrail,kms_encryption_active,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.log_file_integrity_validation_enabled.configured,alicloud,actiontrail,log_file_integrity_validation_enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logging.all_regions_enabled,alicloud,actiontrail,logging,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logging.enabled,alicloud,actiontrail,logging,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logging.multi_region_enabled_management_events_with_90_day_retention,alicloud,actiontrail,logging,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logging_all_regions_properly_configured.configured,alicloud,actiontrail,logging_all_regions_properly_configured,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logging_enabled_90_day_retention.configured,alicloud,actiontrail,logging_enabled_90_day_retention,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logging_enabled_with_90_day_retention.configured,alicloud,actiontrail,logging_enabled_with_90_day_retention,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.file_validation_enabled,alicloud,actiontrail,logs,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.kms_encryption_at_rest_enabled,alicloud,actiontrail,logs,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.monitor_mfa_signin_alert,alicloud,actiontrail,logs,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.oss_bucket_access_logging_enabled,alicloud,actiontrail,logs,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.oss_bucket_is_not_publicly_accessible,alicloud,actiontrail,logs,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.s3_bucket_access_logging_enabled,alicloud,actiontrail,logs,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logs.s3_bucket_is_not_publicly_accessible,alicloud,actiontrail,logs,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.logservice.failed_console_signin_alerts,alicloud,actiontrail,logservice,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.mfa_signin_alerts.configured,alicloud,actiontrail,mfa_signin_alerts,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.multi.region_enabled,alicloud,actiontrail,multi,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.multi.region_enabled_logging_management_events,alicloud,actiontrail,multi,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.multi_region_logging_enabled.configured,alicloud,actiontrail,multi_region_logging_enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss.dataevents_read_enabled,alicloud,actiontrail,oss,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss.dataevents_read_logging_enabled,alicloud,actiontrail,oss,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss.dataevents_write_enabled,alicloud,actiontrail,oss,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss.dataevents_write_logging_enabled,alicloud,actiontrail,oss,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss.read_events_enabled,alicloud,actiontrail,oss,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss.write_events_enabled,alicloud,actiontrail,oss,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss_bucket_access_logging_enabled.configured,alicloud,actiontrail,oss_bucket_access_logging_enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss_bucket_public_access_blocked.configured,alicloud,actiontrail,oss_bucket_public_access_blocked,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss_bucket_public_access_blocked_via_acl.configured,alicloud,actiontrail,oss_bucket_public_access_blocked_via_acl,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss_read_events_logging_enabled.configured,alicloud,actiontrail,oss_read_events_logging_enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.oss_write_events_logging_enabled.configured,alicloud,actiontrail,oss_write_events_logging_enabled,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.privacy.audit_logs_centralized_and_encrypted,alicloud,actiontrail,privacy,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.s3.dataevents_read_enabled,alicloud,actiontrail,s3,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.s3.dataevents_write_enabled,alicloud,actiontrail,s3,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.threat.detection_enumeration,alicloud,actiontrail,threat,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.threat.detection_privilege_escalation,alicloud,actiontrail,threat,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.threat.llm_jacking,alicloud,actiontrail,threat,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.threat_detection.enumeration_detected,alicloud,actiontrail,threat_detection,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.threat_detection.llm_jacking_detected,alicloud,actiontrail,threat_detection,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.threat_detection.privilege_escalation_detected,alicloud,actiontrail,threat_detection,HIGH,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.trail.logging_enabled,alicloud,actiontrail,trail,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
alicloud.actiontrail.vpc.change_monitoring,alicloud,actiontrail,vpc,MEDIUM,,,config,alicloud_rule_check/actiontrail/actiontrail.checks.yaml
