rule_id,provider,service,category,severity,title,description,check_type,source_file
gcp.aiplatform.endpoint.endpoint_config_content_type_whitelist_enforced,gcp,aiplatform,endpoint,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.endpoint.endpoint_config_data_capture_bucket_encrypted_private,gcp,aiplatform,endpoint,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.endpoint.endpoint_config_kms_keys_restricted,gcp,aiplatform,endpoint,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.endpoint.endpoint_kms_encryption_enabled,gcp,aiplatform,endpoint,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.endpoint.endpoint_logging_enabled,gcp,aiplatform,endpoint,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.endpoint.endpoint_private_networking_enforced,gcp,aiplatform,endpoint,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.experiment.experiment_logs_enabled,gcp,aiplatform,experiment,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.experiment.experiment_metadata_store_encrypted,gcp,aiplatform,experiment,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.experiment.experiment_rbac_least_privilege,gcp,aiplatform,experiment,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.hyperparameter_tuning_job.hpo_logs_enabled,gcp,aiplatform,hyperparameter_tuning_job,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.hyperparameter_tuning_job.hpo_private_networking_enforced,gcp,aiplatform,hyperparameter_tuning_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.hyperparameter_tuning_job.hpo_roles_least_privilege,gcp,aiplatform,hyperparameter_tuning_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model.model_package_artifact_signed_and_verified,gcp,aiplatform,model,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model.model_package_encrypted,gcp,aiplatform,model,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model.model_package_not_publicly_shared,gcp,aiplatform,model,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model.model_registry_artifact_encryption_enabled,gcp,aiplatform,model,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model.model_registry_cross_account_sharing_restricted,gcp,aiplatform,model,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model.model_registry_rbac_least_privilege,gcp,aiplatform,model,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model_deployment_monitoring_job.monitoring_logs_enabled,gcp,aiplatform,model_deployment_monitoring_job,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model_deployment_monitoring_job.monitoring_outputs_encrypted_and_private,gcp,aiplatform,model_deployment_monitoring_job,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model_deployment_monitoring_job.monitoring_private_networking_enforced,gcp,aiplatform,model_deployment_monitoring_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.model_deployment_monitoring_job.monitoring_roles_least_privilege,gcp,aiplatform,model_deployment_monitoring_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.human_review_artifacts_encrypted,gcp,aiplatform,pipeline_job,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.human_review_ui_private_networking_enforced,gcp,aiplatform,pipeline_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.human_review_workteam_access_rbac_least_privilege,gcp,aiplatform,pipeline_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.pipeline_artifacts_private_and_encrypted,gcp,aiplatform,pipeline_job,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.pipeline_kms_encryption_enabled,gcp,aiplatform,pipeline_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.pipeline_logging_enabled,gcp,aiplatform,pipeline_job,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.pipeline_job.pipeline_roles_least_privilege,gcp,aiplatform,pipeline_job,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.training_pipeline.training_job_input_output_encrypted,gcp,aiplatform,training_pipeline,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.training_pipeline.training_job_logs_enabled,gcp,aiplatform,training_pipeline,MEDIUM,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.training_pipeline.training_job_private_networking_enforced,gcp,aiplatform,training_pipeline,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.aiplatform.training_pipeline.training_job_roles_least_privilege,gcp,aiplatform,training_pipeline,HIGH,,,config,gcp_rule_check/aiplatform/aiplatform.checks.yaml
gcp.apigateway.api.api_endpoint_authn_required,gcp,apigateway,api,HIGH,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api.api_endpoint_authz_policies_enforced,gcp,apigateway,api,HIGH,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api.api_endpoint_private_networking_enforced,gcp,apigateway,api,HIGH,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api.api_endpoint_waf_attached,gcp,apigateway,api,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.authorizer_cache_ttl_reasonable,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.authorizer_tls_min_1_2_enforced,gcp,apigateway,api_config,HIGH,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.authorizer_token_audience_restricted,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.stage_logging_enabled,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.stage_require_usage_plan_for_api_keys,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.stage_throttling_enabled,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.usage_plan_quota_limits_configured,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigateway.api_config.usage_plan_rate_limits_configured,gcp,apigateway,api_config,MEDIUM,,,config,gcp_rule_check/apigateway/apigateway.checks.yaml
gcp.apigee.rate_limit.rate_limiting_api_quota_limit_configured,gcp,apigee,rate_limit,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.rate_limit.rate_limiting_api_stage_burst_limit_configured,gcp,apigee,rate_limit,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.rate_limit.rate_limiting_api_stage_rate_limit_configured,gcp,apigee,rate_limit,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.rate_limit.rate_limiting_api_stage_throttle_overrides_not_unbounded,gcp,apigee,rate_limit,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.rate_limit.rate_limiting_api_usage_plan_required_for_api_keys,gcp,apigee,rate_limit,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.validation.validation_api_content_type_whitelist_enforced,gcp,apigee,validation,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.validation.validation_api_parameters_validation_enabled,gcp,apigee,validation,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.validation.validation_api_request_body_size_limit_configured,gcp,apigee,validation,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.validation.validation_api_request_schema_validation_enabled,gcp,apigee,validation,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.validation.validation_api_required_security_headers_enforced,gcp,apigee,validation,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apigee.validation.validation_api_response_schema_validation_enabled,gcp,apigee,validation,HIGH,,,config,gcp_rule_check/apigee/apigee.checks.yaml
gcp.apikeys.key.api_key_expiration_required,gcp,apikeys,key,MEDIUM,,,config,gcp_rule_check/apikeys/apikeys.checks.yaml
gcp.apikeys.key.api_key_rotation_policy_defined,gcp,apikeys,key,MEDIUM,,,config,gcp_rule_check/apikeys/apikeys.checks.yaml
gcp.apikeys.key.api_key_scopes_least_privilege,gcp,apikeys,key,HIGH,,,config,gcp_rule_check/apikeys/apikeys.checks.yaml
gcp.appengine.application.app_env_secrets_from_vault_only,gcp,appengine,application,HIGH,,,config,gcp_rule_check/appengine/appengine.checks.yaml
gcp.appengine.application.app_logging_enabled,gcp,appengine,application,MEDIUM,,,config,gcp_rule_check/appengine/appengine.checks.yaml
gcp.appengine.application.app_private_networking_enforced,gcp,appengine,application,HIGH,,,config,gcp_rule_check/appengine/appengine.checks.yaml
gcp.appengine.application.app_tls_min_1_2_enforced,gcp,appengine,application,HIGH,,,config,gcp_rule_check/appengine/appengine.checks.yaml
gcp.appengine.version.app_version_artifact_encrypted,gcp,appengine,version,MEDIUM,,,config,gcp_rule_check/appengine/appengine.checks.yaml
gcp.appengine.version.app_version_immutable,gcp,appengine,version,MEDIUM,,,config,gcp_rule_check/appengine/appengine.checks.yaml
gcp.artifactregistry.lifecycle_policy.lifecycle_policy_policy_storage_encrypted,gcp,artifactregistry,lifecycle_policy,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.lifecycle_policy.lifecycle_policy_unused_or_old_tags_expire,gcp,artifactregistry,lifecycle_policy,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.policy.registry_policy_no_public_pull_push,gcp,artifactregistry,policy,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.policy.registry_policy_no_wildcard_admin,gcp,artifactregistry,policy,CRITICAL,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.replication_config.registry_replication_cross_region_encrypted,gcp,artifactregistry,replication_config,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.replication_config.registry_replication_destinations_least_privilege,gcp,artifactregistry,replication_config,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.repo.registry_image_scanning_enabled,gcp,artifactregistry,repo,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.repo.registry_immutable_tags_or_signing_enforced,gcp,artifactregistry,repo,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.artifactregistry.repo.registry_repo_private_or_access_restricted,gcp,artifactregistry,repo,HIGH,,,config,gcp_rule_check/artifactregistry/artifactregistry.checks.yaml
gcp.audit.access_context_manager_change,gcp,audit,access_context_manager_change,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.audit_config_change,gcp,audit,audit_config_change,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.cloudsql_instance_change,gcp,audit,cloudsql_instance_change,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.gke_cluster_create,gcp,audit,gke_cluster_create,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.gke_cluster_update,gcp,audit,gke_cluster_update,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.iam_sa_impersonate,gcp,audit,iam_sa_impersonate,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.iam_set_policy,gcp,audit,iam_set_policy,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.audit.vpc_service_controls_change,gcp,audit,vpc_service_controls_change,MEDIUM,,,config,gcp_rule_check/audit/audit.checks.yaml
gcp.backupdr.backup_job.monitoring_alert_destinations_configured,gcp,backupdr,backup_job,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_job.monitoring_alert_rules_for_job_failures_configured,gcp,backupdr,backup_job,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_job.monitoring_alert_rules_for_sla_breach_configured,gcp,backupdr,backup_job,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_job.monitoring_metrics_export_enabled,gcp,backupdr,backup_job,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.access_backup_admins_mfa_required,gcp,backupdr,backup_plan,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.access_backup_keys_access_least_privilege,gcp,backupdr,backup_plan,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.access_backup_vault_rbac_least_privilege,gcp,backupdr,backup_plan,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.access_no_public_access_to_backup_vault,gcp,backupdr,backup_plan,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.coverage_policy_assignment_complete,gcp,backupdr,backup_plan,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.coverage_unprotected_assets_alerting_enabled,gcp,backupdr,backup_plan,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.health_failed_jobs_alerting_enabled,gcp,backupdr,backup_plan,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.health_job_success_rate_minimum,gcp,backupdr,backup_plan,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.health_last_backup_recency_within_days,gcp,backupdr,backup_plan,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_plan.inventory_resource_discovery_synced,gcp,backupdr,backup_plan,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_vault.encryption_backup_storage_immutability_enabled,gcp,backupdr,backup_vault,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_vault.encryption_cmk_cmek_key_configured,gcp,backupdr,backup_vault,CRITICAL,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_vault.encryption_encryption_at_rest_enabled,gcp,backupdr,backup_vault,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_vault.encryption_encryption_in_transit_tls_min_1_2,gcp,backupdr,backup_vault,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_vault.encryption_key_policy_least_privilege,gcp,backupdr,backup_vault,HIGH,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.backupdr.backup_vault.encryption_key_rotation_enabled,gcp,backupdr,backup_vault,MEDIUM,,,config,gcp_rule_check/backupdr/backupdr.checks.yaml
gcp.bigquery.connection.connection_credentials_in_secrets_manager,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.connection_private_networking_enforced,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.connection_role_least_privilege,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.connection_tls_required,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.endpoint_access_allowed_cidrs_minimized,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.endpoint_access_private_only,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.endpoint_access_tls_required,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.endpoint_authz_no_anonymous_access,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.endpoint_authz_rbac_least_privilege,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.hsm_client_cert_key_length_minimum,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.hsm_client_cert_not_expired,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.hsm_client_cert_trusted_issuer,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.hsm_configuration_present,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.hsm_keys_in_hsm_only,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.connection.hsm_only_approved_hsm_endpoints,gcp,bigquery,connection,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.catalog_cross_account_sharing_restricted,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.catalog_metadata_encryption_enabled,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.catalog_rbac_least_privilege,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.cluster_admin_access_least_privilege,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.cluster_audit_logging_enabled,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.cluster_encryption_at_rest_cmek,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.cluster_private_networking_enforced,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.cluster_tls_min_1_2_enforced,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.database_cross_account_sharing_restricted,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.database_encrypted,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.database_policy_least_privilege,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.dataset_access_policies_least_privilege,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.dataset_encrypted_at_rest_cmek,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.dataset_public_sharing_disabled,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.dataset_row_level_security_enabled,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.group_external_group_sharing_restricted,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.group_roles_minimal,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.workgroup_allowed_data_sources_allowlist,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.workgroup_network_access_private,gcp,bigquery,dataset,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.dataset.workgroup_query_result_encryption_enabled,gcp,bigquery,dataset,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.parameter.analytics_parameter_group_logging_enabled_where_supported,gcp,bigquery,parameter,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.parameter.parameter_group_require_ssl,gcp,bigquery,parameter,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.parameter.parameter_group_tls_required,gcp,bigquery,parameter,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.parameter.warehouse_parameter_group_logging_enabled_where_supported,gcp,bigquery,parameter,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.schema.schema_encrypted,gcp,bigquery,schema,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.schema.schema_rbac_least_privilege,gcp,bigquery,schema,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.schema.schema_version_immutability_enforced,gcp,bigquery,schema,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.snapshot.analytics_snapshot_encrypted_at_rest_cmek,gcp,bigquery,snapshot,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.snapshot.analytics_snapshot_not_publicly_shared,gcp,bigquery,snapshot,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.snapshot.snapshot_cross_region_copy_encrypted,gcp,bigquery,snapshot,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.snapshot.snapshot_kms_key_policy_least_privilege,gcp,bigquery,snapshot,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.snapshot.warehouse_snapshot_encrypted_at_rest_cmek,gcp,bigquery,snapshot,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.snapshot.warehouse_snapshot_not_publicly_shared,gcp,bigquery,snapshot,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.table.partition_access_policies_least_privilege,gcp,bigquery,table,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.table.partition_catalog_encrypted,gcp,bigquery,table,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.table.table_access_policies_least_privilege,gcp,bigquery,table,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.table.table_column_level_access_controls_enabled,gcp,bigquery,table,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.table.table_encrypted,gcp,bigquery,table,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.table.table_public_sharing_disabled,gcp,bigquery,table,HIGH,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.user.user_roles_minimal,gcp,bigquery,user,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigquery.user.user_sso_required,gcp,bigquery,user,MEDIUM,,,config,gcp_rule_check/bigquery/bigquery.checks.yaml
gcp.bigtable.table.global_table_cross_region_replication_encrypted,gcp,bigtable,table,HIGH,,,config,gcp_rule_check/bigtable/bigtable.checks.yaml
gcp.bigtable.table.global_table_encryption_at_rest_all_regions,gcp,bigtable,table,HIGH,,,config,gcp_rule_check/bigtable/bigtable.checks.yaml
gcp.bigtable.table.global_table_pitr_enabled_where_supported,gcp,bigtable,table,HIGH,,,config,gcp_rule_check/bigtable/bigtable.checks.yaml
gcp.billing.allocation.allocation_cost_tag_policy_enforced,gcp,billing,allocation,LOW,,,config,gcp_rule_check/billing/billing.checks.yaml
gcp.billing.allocation.allocation_required_cost_tags_present,gcp,billing,allocation,LOW,,,config,gcp_rule_check/billing/billing.checks.yaml
gcp.billing.allocation.allocation_untagged_resource_alerts_enabled,gcp,billing,allocation,LOW,,,config,gcp_rule_check/billing/billing.checks.yaml
gcp.billing.anomaly.anomaly_alert_destinations_configured,gcp,billing,anomaly,LOW,,,config,gcp_rule_check/billing/billing.checks.yaml
