rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
aws.compute.cloudtrail.ecs_update_service,aws,compute,compute,medium,Compute: ECS Update Service,ECS service updated — running container configuration changed.,log,execution,execution,T1610,50,compute_and_workload_security,modify,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.ecs_update_service.yaml
aws.compute.cloudtrail.eks_associate_access_policy,aws,compute,compute,medium,Compute: EKS Associate Access Policy,EKS access policy associated — Kubernetes access permissions granted.,log,privilege_escalation,privilege_escalation,T1098.001,58,container_and_kubernetes_security,audit_activity,iam_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.eks_associate_access_policy.yaml
aws.compute.cloudtrail.eks_create_cluster,aws,compute,compute,medium,Compute: EKS Create Cluster,EKS/ECS cluster created — new container orchestration environment provisioned.,log,execution,execution;persistence,T1610,55,container_and_kubernetes_security,create,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.eks_create_cluster.yaml
aws.compute.cloudtrail.eks_create_nodegroup,aws,compute,compute,medium,Compute: EKS Create Nodegroup,EKS node group created — new compute capacity added to cluster.,log,execution,execution,T1610,45,container_and_kubernetes_security,create,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.eks_create_nodegroup.yaml
aws.compute.cloudtrail.eks_delete_cluster,aws,compute,compute,high,Compute: EKS Delete Cluster,Kubernetes cluster deleted — container orchestration environment destroyed.,log,data_destruction,impact,T1578.003,80,container_and_kubernetes_security,delete,data_security_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.eks_delete_cluster.yaml
aws.compute.cloudtrail.eks_update_cluster_config,aws,compute,compute,medium,Compute: EKS Update Cluster Config,EKS cluster configuration updated — cluster settings changed.,log,defense_evasion,defense_evasion,T1578.004,55,container_and_kubernetes_security,modify,security_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.eks_update_cluster_config.yaml
aws.compute.cloudtrail.lambda_add_layer_permission,aws,compute,compute,medium,Compute: Lambda Add Layer Permission,Lambda layer permission added — sharing configuration changed via cloud admin API.,log,persistence,persistence,T1651,55,compute_and_workload_security,create,iam_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_add_layer_permission.yaml
aws.compute.cloudtrail.lambda_add_permission,aws,compute,compute,medium,Compute: Lambda Add Permission,Lambda function permission added — resource-based policy granting invocation rights.,log,execution,privilege_escalation,T1651,60,compute_and_workload_security,create,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_add_permission.yaml
aws.compute.cloudtrail.lambda_create_event_source_mapping,aws,compute,compute,medium,Compute: Lambda Create Event Source Mapping,Lambda event source mapping created — trigger configured for function.,log,execution,execution,T1651,50,compute_and_workload_security,create,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_create_event_source_mapping.yaml
aws.compute.cloudtrail.lambda_delete_function,aws,compute,compute,medium,Compute: Lambda Delete Function,Lambda function deleted.,log,defense_evasion,defense_evasion,T1531,45,compute_and_workload_security,delete,security_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_delete_function.yaml
aws.compute.cloudtrail.lambda_publish_layer_version,aws,compute,compute,low,Compute: Lambda Publish Layer Version,Lambda layer version published via cloud admin API.,log,execution,execution,T1651,30,compute_and_workload_security,audit_activity,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_publish_layer_version.yaml
aws.compute.cloudtrail.lambda_put_function_concurrency,aws,compute,compute,medium,Compute: Lambda Put Function Concurrency,Lambda function concurrency limit updated — execution scaling changed.,log,execution,execution,T1651,45,compute_and_workload_security,create,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_put_function_concurrency.yaml
aws.compute.cloudtrail.lambda_update_function_code,aws,compute,compute,high,Compute: Lambda Update Function Code,Lambda function code updated via cloud admin API — existing function logic replaced.,log,execution,execution,T1651,72,compute_and_workload_security,modify,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_update_function_code.yaml
aws.compute.cloudtrail.lambda_update_function_configuration,aws,compute,compute,high,Compute: Lambda Update Function Configuration,Lambda function configuration updated — execution environment modified via cloud admin API.,log,execution,execution;defense_evasion,T1651;T1562.001,68,compute_and_workload_security,modify,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lambda_update_function_configuration.yaml
aws.compute.cloudtrail.lightsail_create_instance,aws,compute,compute,medium,Compute: Lightsail Create Instance,Lightsail instance created — VPS provisioned; possible rogue compute for C2.,log,execution,execution;persistence,T1578.002,55,compute_and_workload_security,create,workload_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lightsail_create_instance.yaml
aws.compute.cloudtrail.lightsail_create_key_pair,aws,compute,compute,high,Compute: Lightsail Create Key Pair,Lightsail key pair created — SSH credential established for persistent VPS access.,log,persistence,persistence,T1552.004,70,compute_and_workload_security,create,iam_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lightsail_create_key_pair.yaml
aws.compute.cloudtrail.lightsail_open_instance_public_ports,aws,compute,compute,high,Compute: Lightsail Open Instance Public Ports,Lightsail instance ports opened to public internet — services externally exposed.,log,initial_access,initial_access,T1190,75,compute_and_workload_security,audit_activity,threat_posture,aws_rule_ciem/compute/aws.compute.cloudtrail.lightsail_open_instance_public_ports.yaml
aws.container.cloudtrail.ecr_image_push,aws,container,container,medium,Container: Ecr Image Push,Container image pushed to ECR — new image version deployed to registry.,log,persistence,persistence,T1525,55,container_and_kubernetes_security,audit_activity,iam_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecr_image_push.yaml
aws.container.cloudtrail.ecr_image_scan_finding,aws,container,container,medium,Container: Ecr Image Scan Finding,ECR image scan finding — vulnerability detected in container image.,log,discovery,discovery,T1595,50,container_and_kubernetes_security,audit_activity,threat_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecr_image_scan_finding.yaml
aws.container.cloudtrail.ecr_repo_deleted,aws,container,container,high,Container: Ecr Repo Deleted,ECR container repository deleted — all images in repository destroyed.,log,data_destruction,impact,T1485,75,container_and_kubernetes_security,delete,data_security_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecr_repo_deleted.yaml
aws.container.cloudtrail.ecr_repo_policy_changed,aws,container,container,medium,Container: Ecr Repo Policy Changed,ECR repository policy changed — image access permissions modified.,log,lateral_movement,lateral_movement,T1548.005,58,container_and_kubernetes_security,modify,network_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecr_repo_policy_changed.yaml
aws.container.cloudtrail.ecs_cluster_deleted,aws,container,container,high,Container: ECS Cluster Deleted,ECS cluster deleted — all services and tasks terminated.,log,data_destruction,impact,T1578.003,78,container_and_kubernetes_security,delete,data_security_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecs_cluster_deleted.yaml
aws.container.cloudtrail.ecs_exec_command,aws,container,container,high,Container: ECS Exec Command,ECS Exec command executed — direct shell access via container CLI/API obtained.,log,execution,execution,T1059.013,80,container_and_kubernetes_security,audit_activity,workload_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecs_exec_command.yaml
aws.container.cloudtrail.ecs_task_def_host_network,aws,container,container,high,Container: ECS Task Def Host Network,ECS task definition uses host network — container has access to host network stack.,log,lateral_movement,lateral_movement,T1610,75,container_and_kubernetes_security,audit_activity,network_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecs_task_def_host_network.yaml
aws.container.cloudtrail.ecs_task_privileged,aws,container,container,critical,Container: ECS Task Privileged,ECS task running in privileged mode — container has elevated host capabilities.,log,privilege_escalation,privilege_escalation,T1611,88,container_and_kubernetes_security,audit_activity,iam_posture,aws_rule_ciem/container/aws.container.cloudtrail.ecs_task_privileged.yaml
aws.container.cloudtrail.eks_access_entry_created,aws,container,container,medium,Container: EKS Access Entry Created,EKS access entry created — IAM principal granted Kubernetes access.,log,privilege_escalation,privilege_escalation,T1098.001,58,container_and_kubernetes_security,create,iam_posture,aws_rule_ciem/container/aws.container.cloudtrail.eks_access_entry_created.yaml
aws.container.cloudtrail.eks_cluster_public,aws,container,container,high,Container: EKS Cluster Public,EKS cluster API server made publicly accessible — Kubernetes control plane exposed.,log,initial_access,initial_access,T1190,75,container_and_kubernetes_security,audit_activity,threat_posture,aws_rule_ciem/container/aws.container.cloudtrail.eks_cluster_public.yaml
aws.container.cloudtrail.eks_cluster_public_endpoint,aws,container,container,high,Container: EKS Cluster Public Endpoint,EKS cluster API server made publicly accessible — Kubernetes control plane exposed to internet.,log,initial_access,initial_access,T1190,78,container_and_kubernetes_security,audit_activity,threat_posture,aws_rule_ciem/container/aws.container.cloudtrail.eks_cluster_public_endpoint.yaml
aws.container.cloudtrail.eks_nodegroup_created,aws,container,container,medium,Container: EKS Nodegroup Created,EKS node group created — new compute capacity added to cluster.,log,execution,execution;persistence,T1610,45,container_and_kubernetes_security,create,workload_posture,aws_rule_ciem/container/aws.container.cloudtrail.eks_nodegroup_created.yaml
aws.container.cloudtrail.eks_rbac_binding_created,aws,container,container,high,Container: EKS Rbac Binding Created,EKS RBAC binding created — container cluster role assigned to subject.,log,privilege_escalation,privilege_escalation,T1098.006,78,container_and_kubernetes_security,create,iam_posture,aws_rule_ciem/container/aws.container.cloudtrail.eks_rbac_binding_created.yaml
aws.container.eks_audit.anonymous_access,aws,container,container,critical,Container: Anonymous Access,Anonymous access to Kubernetes API — unauthenticated request reached cluster API server.,log,initial_access,initial_access,T1078.004,88,container_and_kubernetes_security,create,threat_posture,aws_rule_ciem/container/aws.container.eks_audit.anonymous_access.yaml
aws.container.eks_audit.hostpath_mount,aws,container,container,high,Container: Hostpath Mount,Pod mounting host filesystem path — container can read/write host directories.,log,privilege_escalation,privilege_escalation,T1611,80,container_and_kubernetes_security,privilege_escalation,iam_posture,aws_rule_ciem/container/aws.container.eks_audit.hostpath_mount.yaml
