rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
oci.iam.audit.create_auth_token,oci,iam,iam,high,OCI IAM: Auth Token Created for User,"An auth token was created for an OCI user. Auth tokens authenticate to Oracle services (Object Storage, OCIR) and can be exfiltrated for persistent access.",log,credential_access,credential_access,T1552,74,identity_and_access_management,read,iam_posture,oci_rule_ciem/iam/oci.iam.audit.create_auth_token.yaml
oci.iam.audit.create_customer_secret_key,oci,iam,iam,high,OCI IAM: Customer Secret Key Created (S3-compat),A customer secret key was created for S3-compatible OCI Object Storage access. These keys are equivalent to AWS access keys and should be tightly controlled.,log,credential_access,credential_access,T1552,76,cryptography_and_key_management,read,iam_posture,oci_rule_ciem/iam/oci.iam.audit.create_customer_secret_key.yaml
oci.iam.audit.create_group,oci,iam,iam,medium,OCI IAM: New IAM Group Created,A new IAM group was created in OCI. Adversaries create groups and assign permissive policies to gain broad access to resources.,log,privilege_escalation,privilege_escalation,T1548,68,identity_and_access_management,privilege_escalation,iam_posture,oci_rule_ciem/iam/oci.iam.audit.create_group.yaml
oci.iam.audit.create_policy,oci,iam,iam,critical,OCI IAM: Permissive Policy Created,"A new OCI IAM policy was created. Policies that grant broad permissions (e.g., manage all-resources) can be used for privilege escalation.",log,privilege_escalation,privilege_escalation,T1548,88,identity_and_access_management,privilege_escalation,iam_posture,oci_rule_ciem/iam/oci.iam.audit.create_policy.yaml
oci.iam.audit.create_user,oci,iam,iam,high,OCI IAM: New User Created,A new OCI IAM user was created. Unauthorized user creation is a persistence technique that allows attackers to maintain access after initial credentials are rotated.,log,persistence,persistence,T1136,80,identity_and_access_management,create,iam_posture,oci_rule_ciem/iam/oci.iam.audit.create_user.yaml
oci.iam.audit.delete_api_key,oci,iam,iam,medium,OCI IAM: API Signing Key Deleted,An API signing key was deleted from a user account. Attackers may delete keys to cover tracks after rotating to a newly created key.,log,defense_evasion,defense_evasion,T1070,60,logging_monitoring_and_alerting,modify,security_posture,oci_rule_ciem/iam/oci.iam.audit.delete_api_key.yaml
oci.iam.audit.delete_user,oci,iam,iam,high,OCI IAM: User Deleted,An OCI IAM user was deleted. Deletion of legitimate users disrupts operations and may be part of a destructive attack.,log,impact,impact,T1531,78,impact,delete,workload_posture,oci_rule_ciem/iam/oci.iam.audit.delete_user.yaml
oci.iam.audit.identity_provider_change,oci,iam,iam,critical,OCI IAM: Identity Provider Modified,"An OCI identity provider (SAML/OIDC federation) was created, updated, or deleted. Modifying federation configuration can grant external identities access to OCI.",log,persistence,persistence;initial_access,T1484,93,identity_and_access_management,modify,iam_posture,oci_rule_ciem/iam/oci.iam.audit.identity_provider_change.yaml
oci.iam.audit.mfa_totp_device_change,oci,iam,iam,critical,OCI IAM: MFA TOTP Device Modified or Removed,"An MFA TOTP device was created, updated, or deleted for an OCI user. Removing MFA reduces account security and may indicate account takeover.",log,defense_evasion,defense_evasion;initial_access,T1556,92,logging_monitoring_and_alerting,modify,security_posture,oci_rule_ciem/iam/oci.iam.audit.mfa_totp_device_change.yaml
oci.iam.audit.update_policy,oci,iam,iam,critical,OCI IAM: IAM Policy Updated,An OCI IAM policy was modified. Policy modifications that add 'manage' or 'use' verbs for sensitive resource types expand attacker capabilities.,log,privilege_escalation,privilege_escalation,T1548,90,identity_and_access_management,privilege_escalation,iam_posture,oci_rule_ciem/iam/oci.iam.audit.update_policy.yaml
oci.logging.audit.audit_config_change,oci,logging,logging,critical,OCI Logging: Audit Configuration Changed,The OCI Audit service configuration was modified. Disabling or restricting audit logging removes visibility into tenant activity.,log,defense_evasion,defense_evasion,T1562,93,logging_monitoring_and_alerting,modify,security_posture,oci_rule_ciem/logging/oci.logging.audit.audit_config_change.yaml
oci.logging.audit.log_group_deleted,oci,logging,logging,high,OCI Logging: Log Group Deleted,An OCI Logging log group was deleted. Deleting log groups stops collection of audit and service logs from associated resources.,log,defense_evasion,defense_evasion,T1562,82,logging_monitoring_and_alerting,delete,security_posture,oci_rule_ciem/logging/oci.logging.audit.log_group_deleted.yaml
oci.logging.audit.log_service_disabled,oci,logging,logging,high,OCI Logging: Service Log Disabled,"A service log (VCN flow, load balancer, Object Storage, etc.) was disabled. Disabling service logs removes audit trails for specific services.",log,defense_evasion,defense_evasion,T1562,78,logging_monitoring_and_alerting,modify,security_posture,oci_rule_ciem/logging/oci.logging.audit.log_service_disabled.yaml
oci.networking.audit.internet_gateway_change,oci,networking,networking,high,OCI Networking: Internet Gateway Created or Deleted,A VCN Internet Gateway was created or deleted. Creating an internet gateway for an internal VCN exposes private resources to the internet.,log,defense_evasion,defense_evasion;initial_access,T1562,85,logging_monitoring_and_alerting,modify,security_posture,oci_rule_ciem/networking/oci.networking.audit.internet_gateway_change.yaml
oci.networking.audit.nat_gateway_change,oci,networking,networking,medium,OCI Networking: NAT Gateway Modified,"A NAT Gateway was created, updated, or deleted. Deleting NAT gateways breaks outbound internet access for private subnets.",log,impact,impact,T1498,62,impact,modify,workload_posture,oci_rule_ciem/networking/oci.networking.audit.nat_gateway_change.yaml
oci.networking.audit.nsg_rule_change,oci,networking,networking,high,OCI Networking: Network Security Group Rule Modified,"A Network Security Group (NSG) rule was added, updated, or removed. NSG rule changes directly affect traffic allowed to or from compute instances.",log,defense_evasion,defense_evasion,T1562,78,network_security_and_connectivity,network,security_posture,oci_rule_ciem/networking/oci.networking.audit.nsg_rule_change.yaml
oci.networking.audit.route_table_change,oci,networking,networking,high,OCI Networking: Route Table Modified,"A VCN route table was created, updated, or deleted. Malicious route table changes can redirect traffic through attacker-controlled gateways.",log,lateral_movement,lateral_movement,T1557,80,network_security_and_connectivity,modify,network_posture,oci_rule_ciem/networking/oci.networking.audit.route_table_change.yaml
oci.networking.audit.security_list_change,oci,networking,networking,high,OCI Networking: Security List Rules Modified,"VCN security list ingress or egress rules were added, updated, or deleted. Overly permissive rules (0.0.0.0/0) open the environment to external attacks.",log,defense_evasion,defense_evasion;initial_access,T1562,80,logging_monitoring_and_alerting,read,security_posture,oci_rule_ciem/networking/oci.networking.audit.security_list_change.yaml
oci.networking.audit.vcn_change,oci,networking,networking,medium,OCI Networking: VCN Created or Deleted,A Virtual Cloud Network was created or deleted. Unauthorized VCN changes can reshape network topology to enable lateral movement.,log,lateral_movement,lateral_movement,T1599,65,network_security_and_connectivity,modify,network_posture,oci_rule_ciem/networking/oci.networking.audit.vcn_change.yaml
oci.networking.audit.vcn_flow_database_port,oci,networking,networking,high,OCI VCN Flow: Database Port Exposed to Internet,"Database traffic (ports 1521, 3306, 5432, 1433) was observed from an external source. Publicly accessible database ports are a critical risk.",log,initial_access,initial_access,T1190,85,threat_detection,create,threat_posture,oci_rule_ciem/networking/oci.networking.audit.vcn_flow_database_port.yaml
oci.networking.audit.vcn_flow_rdp_inbound,oci,networking,networking,high,OCI VCN Flow: RDP Traffic Observed (Port 3389),Inbound RDP traffic (port 3389) was detected. Exposed RDP is a common initial access vector for ransomware groups.,log,initial_access,initial_access,T1021,78,threat_detection,create,threat_posture,oci_rule_ciem/networking/oci.networking.audit.vcn_flow_rdp_inbound.yaml
oci.networking.audit.vcn_flow_rejected_traffic,oci,networking,networking,low,OCI VCN Flow: High Volume of Rejected Traffic,"A high volume of rejected VCN flow log entries was detected, which may indicate a network scan or reconnaissance activity.",log,discovery,discovery,T1046,45,threat_detection,create,threat_posture,oci_rule_ciem/networking/oci.networking.audit.vcn_flow_rejected_traffic.yaml
oci.networking.audit.vcn_flow_ssh_inbound,oci,networking,networking,medium,OCI VCN Flow: SSH Traffic Observed (Port 22),Inbound SSH traffic (port 22) was detected in VCN flow logs. SSH from unexpected sources may indicate brute force or unauthorized remote access.,log,initial_access,initial_access,T1021,65,threat_detection,create,threat_posture,oci_rule_ciem/networking/oci.networking.audit.vcn_flow_ssh_inbound.yaml
oci.objectstorage.audit.bucket_change,oci,objectstorage,objectstorage,high,OCI Object Storage: Bucket Configuration Changed,"An Object Storage bucket was created, updated, or deleted. Changes to bucket visibility or lifecycle policies may expose data publicly.",log,data_exfiltration,exfiltration,T1530,78,data_protection_and_privacy,modify,data_security_posture,oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_change.yaml
oci.objectstorage.audit.bucket_made_public,oci,objectstorage,objectstorage,critical,OCI Object Storage: Bucket Made Publicly Accessible,An OCI Object Storage bucket's public access setting was changed to 'ObjectRead' or 'ObjectReadWithoutList'. Public buckets expose all stored objects to the internet.,log,data_exfiltration,exfiltration,T1530,97,data_protection_and_privacy,exfiltration,data_security_posture,oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_made_public.yaml
oci.objectstorage.audit.bucket_policy_change,oci,objectstorage,objectstorage,high,OCI Object Storage: Bucket Policy Changed,The IAM or resource policy on an OCI Object Storage bucket was modified. Policy changes may grant cross-tenancy access to sensitive data.,log,data_exfiltration,exfiltration,T1530,82,data_protection_and_privacy,modify,data_security_posture,oci_rule_ciem/objectstorage/oci.objectstorage.audit.bucket_policy_change.yaml
oci.objectstorage.audit.lifecycle_policy_deleted,oci,objectstorage,objectstorage,medium,OCI Object Storage: Object Lifecycle Policy Deleted,An object lifecycle policy was deleted from a bucket. Removing lifecycle policies stops automated data retention enforcement.,log,defense_evasion,defense_evasion,T1562,58,logging_monitoring_and_alerting,delete,security_posture,oci_rule_ciem/objectstorage/oci.objectstorage.audit.lifecycle_policy_deleted.yaml
oci.objectstorage.audit.preauthenticated_request_created,oci,objectstorage,objectstorage,critical,OCI Object Storage: Pre-Authenticated Request Created,A pre-authenticated request (PAR) was created for an Object Storage bucket or object. PARs allow unauthenticated access to specific resources without OCI credentials.,log,data_exfiltration,exfiltration,T1530,90,data_protection_and_privacy,create,data_security_posture,oci_rule_ciem/objectstorage/oci.objectstorage.audit.preauthenticated_request_created.yaml
oci.objectstorage.audit.replication_policy_deleted,oci,objectstorage,objectstorage,medium,OCI Object Storage: Replication Policy Deleted,An Object Storage replication policy was deleted. Removing replication can eliminate backup copies needed for disaster recovery.,log,impact,impact,T1485,65,impact,delete,workload_posture,oci_rule_ciem/objectstorage/oci.objectstorage.audit.replication_policy_deleted.yaml
oci.oke.audit.cluster_deleted,oci,oke,oke,critical,OCI OKE: Kubernetes Cluster Deleted,An OKE cluster was deleted. Cluster deletion terminates all workloads and is a destructive impact action.,log,impact,impact,T1485,95,impact,delete,workload_posture,oci_rule_ciem/oke/oci.oke.audit.cluster_deleted.yaml
oci.oke.audit.node_pool_deleted,oci,oke,oke,high,OCI OKE: Node Pool Deleted,"An OKE node pool was deleted, terminating all worker nodes in the pool and evicting running workloads.",log,impact,impact,T1485,85,impact,delete,workload_posture,oci_rule_ciem/oke/oci.oke.audit.node_pool_deleted.yaml
oci.oke.audit.pod_exec,oci,oke,oke,high,OCI OKE: kubectl exec / attach into Pod,An interactive exec or attach session was opened into a running pod. Exec sessions are commonly used for reconnaissance and lateral movement within clusters.,log,execution,execution,T1609,80,compute_and_workload_security,execute,workload_posture,oci_rule_ciem/oke/oci.oke.audit.pod_exec.yaml
oci.oke.audit.privileged_pod,oci,oke,oke,critical,OCI OKE: Privileged Pod Created,A privileged Kubernetes pod was created in an OKE cluster. Privileged pods have host-level access and can be used for container escapes.,log,privilege_escalation,privilege_escalation,T1611,92,identity_and_access_management,privilege_escalation,iam_posture,oci_rule_ciem/oke/oci.oke.audit.privileged_pod.yaml
oci.oke.audit.rolebinding_change,oci,oke,oke,critical,OCI OKE: RBAC RoleBinding Created or Modified,A Kubernetes RoleBinding or ClusterRoleBinding was created or modified in an OKE cluster. Unauthorized bindings grant attackers persistent access to cluster resources.,log,privilege_escalation,privilege_escalation,T1548,90,identity_and_access_management,modify,iam_posture,oci_rule_ciem/oke/oci.oke.audit.rolebinding_change.yaml
oci.oke.audit.secret_read,oci,oke,oke,high,OCI OKE: Kubernetes Secret Accessed,A Kubernetes Secret was read in an OKE cluster. Secrets contain credentials; unauthorized reads indicate credential harvesting.,log,credential_access,credential_access,T1552,78,cryptography_and_key_management,read,iam_posture,oci_rule_ciem/oke/oci.oke.audit.secret_read.yaml
oci.resourcemanager.audit.compartment_change,oci,resourcemanager,resourcemanager,high,"OCI Tenancy: Compartment Created, Deleted, or Moved","An OCI compartment was created, deleted, or moved. Compartments are the primary access control boundary in OCI; unauthorized changes can expose resources.",log,defense_evasion,defense_evasion,T1562,78,logging_monitoring_and_alerting,modify,security_posture,oci_rule_ciem/resourcemanager/oci.resourcemanager.audit.compartment_change.yaml
oci.resourcemanager.audit.stack_applied,oci,resourcemanager,resourcemanager,medium,OCI Resource Manager: Terraform Stack Applied,"An OCI Resource Manager (Terraform) stack was applied. Unauthorized stack apply operations can create, modify, or delete any OCI resources.",log,execution,execution,T1059,70,compute_and_workload_security,execute,workload_posture,oci_rule_ciem/resourcemanager/oci.resourcemanager.audit.stack_applied.yaml
oci.vault.audit.key_deletion_scheduled,oci,vault,vault,critical,OCI Vault: Encryption Key Scheduled for Deletion,An OCI Vault encryption key was scheduled for deletion. Data encrypted with the key will be permanently inaccessible after deletion — a critical impact event.,log,impact,impact,T1486,98,impact,delete,workload_posture,oci_rule_ciem/vault/oci.vault.audit.key_deletion_scheduled.yaml
oci.vault.audit.key_disabled,oci,vault,vault,high,OCI Vault: Encryption Key Disabled,An OCI Vault key was disabled. Disabling keys used by running services causes decryption failures and may constitute a denial-of-service.,log,impact,impact,T1531,85,impact,delete,workload_posture,oci_rule_ciem/vault/oci.vault.audit.key_disabled.yaml
oci.vault.audit.secret_accessed,oci,vault,vault,high,OCI Vault: Secret Version Retrieved,A secret's content was retrieved from OCI Vault. Unusual access patterns may indicate credential theft by a compromised workload or insider threat.,log,credential_access,credential_access,T1552,72,cryptography_and_key_management,read,iam_posture,oci_rule_ciem/vault/oci.vault.audit.secret_accessed.yaml
oci.vault.audit.secret_deleted,oci,vault,vault,high,OCI Vault: Secret Deleted,A secret was scheduled for deletion or immediately deleted from OCI Vault. Applications depending on the deleted secret will fail to authenticate.,log,impact,impact,T1531,80,cryptography_and_key_management,delete,workload_posture,oci_rule_ciem/vault/oci.vault.audit.secret_deleted.yaml
oci.waf.audit.bot_detected,oci,waf,waf,medium,OCI WAF: Bot Traffic Detected,"OCI WAF detected bot traffic. Malicious bots can be used for credential stuffing, scraping, or DDoS amplification.",log,initial_access,initial_access,T1078,58,network_security_and_connectivity,create,threat_posture,oci_rule_ciem/waf/oci.waf.audit.bot_detected.yaml
oci.waf.audit.rate_limit_triggered,oci,waf,waf,medium,OCI WAF: Rate Limit Rule Triggered,"A WAF rate limiting rule was triggered, indicating high-volume requests from a single source. This may indicate a DoS attempt or automated scanner.",log,impact,impact,T1498,62,network_security_and_connectivity,delete,workload_posture,oci_rule_ciem/waf/oci.waf.audit.rate_limit_triggered.yaml
oci.waf.audit.sql_injection,oci,waf,waf,critical,OCI WAF: SQL Injection Attack Detected,OCI Web Application Firewall detected a SQL injection attack. Successful SQL injection can lead to unauthorized data access or database manipulation.,log,initial_access,initial_access,T1190,95,network_security_and_connectivity,create,threat_posture,oci_rule_ciem/waf/oci.waf.audit.sql_injection.yaml
oci.waf.audit.xss_detected,oci,waf,waf,high,OCI WAF: Cross-Site Scripting (XSS) Detected,OCI WAF detected an XSS attack attempt. XSS attacks can steal session tokens and hijack user sessions.,log,initial_access,initial_access,T1059,80,network_security_and_connectivity,create,threat_posture,oci_rule_ciem/waf/oci.waf.audit.xss_detected.yaml
