rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
k8s.configmap.audit.delete_kube_system,k8s,configmap,configmap,high,ConfigMap: kube-system ConfigMap Deleted,"ConfigMap deleted in kube-system namespace — may disrupt cluster components that depend on this configuration data (kube-proxy, CoreDNS, etc.).",log,impact,impact,T1485,76,impact,delete,workload_posture,k8s_rule_ciem/configmap/k8s.configmap.audit.delete_kube_system.yaml
k8s.cronjob.audit.create,k8s,cronjob,cronjob,high,CronJob: CronJob Created,"CronJob created outside normal CI/CD pipelines — scheduled recurring workloads used for persistent cryptomining, data exfiltration, or C2 callbacks.",log,persistence,persistence;execution,T1053,75,identity_and_access_management,create,iam_posture,k8s_rule_ciem/cronjob/k8s.cronjob.audit.create.yaml
k8s.daemonset.audit.create,k8s,daemonset,daemonset,high,DaemonSet: DaemonSet Created Outside CI/CD,DaemonSet created — runs a pod on every cluster node; malicious DaemonSets achieve cluster-wide code execution and persistence across all nodes.,log,persistence,persistence;execution,T1543,82,identity_and_access_management,create,iam_posture,k8s_rule_ciem/daemonset/k8s.daemonset.audit.create.yaml
k8s.daemonset.audit.update,k8s,daemonset,daemonset,high,DaemonSet: DaemonSet Image or Config Updated,Existing DaemonSet modified — image or configuration change affects all nodes simultaneously; may inject malicious code into cluster-wide infrastructure.,log,persistence,persistence;execution,T1543,78,identity_and_access_management,create,iam_posture,k8s_rule_ciem/daemonset/k8s.daemonset.audit.update.yaml
k8s.deployment.audit.create_kube_system,k8s,deployment,deployment,critical,Deployment: Created in kube-system Namespace,Deployment created in kube-system by a non-cluster-admin — may install malicious components alongside cluster management infrastructure.,log,persistence,persistence;privilege_escalation,T1610,90,identity_and_access_management,create,iam_posture,k8s_rule_ciem/deployment/k8s.deployment.audit.create_kube_system.yaml
k8s.ingress.audit.create_modify,k8s,ingress,ingress,medium,Ingress: Ingress Created or Modified,Kubernetes Ingress resource created or modified — may expose internal services externally or redirect traffic to attacker-controlled backends.,log,lateral_movement,command_and_control,T1205,62,network_security_and_connectivity,modify,network_posture,k8s_rule_ciem/ingress/k8s.ingress.audit.create_modify.yaml
k8s.job.audit.create_hostpid,k8s,job,job,critical,Job: Created with hostPID Enabled,Kubernetes Job created with hostPID=true — allows job container to see and signal all processes on the host node; enables process injection attacks.,log,privilege_escalation,privilege_escalation,T1611,92,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/job/k8s.job.audit.create_hostpid.yaml
k8s.job.audit.create_kube_system,k8s,job,job,high,Job: Created in kube-system Namespace,Kubernetes Job created in kube-system namespace — ad-hoc batch workload executed in sensitive system namespace; may be used for reconnaissance or cleanup.,log,execution,execution,T1610,78,compute_and_workload_security,execute,workload_posture,k8s_rule_ciem/job/k8s.job.audit.create_kube_system.yaml
k8s.limitrange.audit.delete,k8s,limitrange,limitrange,medium,LimitRange: Deleted (Resource Constraints Removed),"LimitRange deleted from namespace — removes default CPU/memory constraints, enabling resource exhaustion (DoS) or unlimited resource consumption.",log,impact,impact,T1485,65,impact,delete,workload_posture,k8s_rule_ciem/limitrange/k8s.limitrange.audit.delete.yaml
k8s.limitrange.audit.patch_unlimited,k8s,limitrange,limitrange,medium,LimitRange: Patched to Very High Limits,"LimitRange patched — resource limits may have been increased to effectively unlimited values, enabling resource exhaustion by tenant workloads.",log,impact,impact,T1485,60,impact,delete,workload_posture,k8s_rule_ciem/limitrange/k8s.limitrange.audit.patch_unlimited.yaml
k8s.namespace.audit.create,k8s,namespace,namespace,medium,Namespace: New Namespace Created,New Kubernetes namespace created outside standard provisioning — may establish isolated execution environment for attacker workloads outside normal monitoring scope.,log,persistence,persistence,T1136.003,55,identity_and_access_management,create,iam_posture,k8s_rule_ciem/namespace/k8s.namespace.audit.create.yaml
k8s.namespace.audit.delete,k8s,namespace,namespace,critical,Namespace: Namespace Deleted,"Kubernetes namespace deleted — destroys all workloads, services, secrets, and PVCs within; catastrophic data destruction or evidence removal.",log,impact,impact,T1485,94,impact,delete,workload_posture,k8s_rule_ciem/namespace/k8s.namespace.audit.delete.yaml
k8s.networkpolicy.audit.create_allow_all,k8s,networkpolicy,networkpolicy,high,NetworkPolicy: Allow-All Policy Created,NetworkPolicy created with empty podSelector and no ingress/egress restrictions — effectively allows all traffic to/from all pods in the namespace.,log,lateral_movement,lateral_movement,T1572,78,network_security_and_connectivity,network,network_posture,k8s_rule_ciem/networkpolicy/k8s.networkpolicy.audit.create_allow_all.yaml
k8s.networkpolicy.audit.delete,k8s,networkpolicy,networkpolicy,high,NetworkPolicy: NetworkPolicy Deleted,"Kubernetes NetworkPolicy deleted — removes pod-level network segmentation, allowing unrestricted pod-to-pod traffic and potential lateral movement.",log,defense_evasion,defense_evasion;lateral_movement,T1562.001,78,logging_monitoring_and_alerting,modify,security_posture,k8s_rule_ciem/networkpolicy/k8s.networkpolicy.audit.delete.yaml
k8s.networkpolicy.audit.update_allow_all,k8s,networkpolicy,networkpolicy,high,NetworkPolicy: Updated to Allow All Traffic,"Existing NetworkPolicy updated to allow all ingress/egress — network isolation controls weakened, enabling lateral movement between pods.",log,lateral_movement,lateral_movement,T1572,78,network_security_and_connectivity,network,network_posture,k8s_rule_ciem/networkpolicy/k8s.networkpolicy.audit.update_allow_all.yaml
k8s.node.audit.delete,k8s,node,node,high,Node: Cluster Node Deleted,Kubernetes node deleted — causes immediate workload eviction and may impact cluster capacity. Mass node deletion indicates ransomware or sabotage.,log,impact,impact,T1485,85,impact,delete,workload_posture,k8s_rule_ciem/node/k8s.node.audit.delete.yaml
k8s.node.audit.label_modify_sensitive,k8s,node,node,medium,Node: Sensitive Node Label Modified,"Node label modified on sensitive labels (kubernetes.io/role, node-role.kubernetes.io) — may affect workload scheduling, pod placement, and node selector targeting.",log,lateral_movement,lateral_movement,T1205,60,network_security_and_connectivity,modify,network_posture,k8s_rule_ciem/node/k8s.node.audit.label_modify_sensitive.yaml
k8s.node.audit.taint_remove,k8s,node,node,medium,Node: Taint Removed (Workload Placement Control Bypassed),"Node taint removed — may allow pods that were previously excluded to schedule on this node, bypassing workload isolation controls.",log,lateral_movement,lateral_movement,T1205,62,network_security_and_connectivity,delete,network_posture,k8s_rule_ciem/node/k8s.node.audit.taint_remove.yaml
k8s.persistentvolume.audit.delete,k8s,persistentvolume,persistentvolume,high,PersistentVolume: PersistentVolume Deleted,"PersistentVolume deleted — with reclaim policy Delete, the backing storage (EBS, PD, Azure Disk) is also destroyed; permanent data loss.",log,impact,impact,T1485,82,impact,delete,workload_posture,k8s_rule_ciem/persistentvolume/k8s.persistentvolume.audit.delete.yaml
k8s.pod.audit.automount_serviceaccount_token_kube_system,k8s,pod,pod,high,Pod: Service Account Token Auto-Mounted in kube-system,Pod created in kube-system namespace with automountServiceAccountToken=true — exposes a high-privilege service account token to the container.,log,credential_access,credential_access,T1552.001,80,identity_and_access_management,read,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.automount_serviceaccount_token_kube_system.yaml
k8s.pod.audit.capability_add_dangerous,k8s,pod,pod,high,Pod: Dangerous Linux Capability Added,"Pod created with dangerous Linux capabilities (SYS_ADMIN, NET_ADMIN, SYS_PTRACE, SYS_MODULE) — enables container escape, network manipulation, or process injection.",log,privilege_escalation,privilege_escalation;execution,T1611,87,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.capability_add_dangerous.yaml
k8s.pod.audit.delete_kube_system,k8s,pod,pod,high,Pod: kube-system Pod Deleted,System pod deleted in kube-system namespace — may disrupt cluster control plane components or remove forensic evidence.,log,impact,impact,T1485,78,impact,delete,workload_posture,k8s_rule_ciem/pod/k8s.pod.audit.delete_kube_system.yaml
k8s.pod.audit.ephemeral_container_add,k8s,pod,pod,high,Pod: Ephemeral Debug Container Added,Ephemeral container added to a running pod via kubectl debug — attacker may inject a privileged debug container into a running production workload.,log,execution,execution;privilege_escalation,T1609,80,compute_and_workload_security,create,workload_posture,k8s_rule_ciem/pod/k8s.pod.audit.ephemeral_container_add.yaml
k8s.pod.audit.exec_command,k8s,pod,pod,high,Pod: Exec Command in Running Container,"kubectl exec used to run commands in a running pod — interactive shell access by a non-CI/CD user, especially in production namespaces, indicates active intrusion.",log,execution,execution,T1609,82,compute_and_workload_security,execute,workload_posture,k8s_rule_ciem/pod/k8s.pod.audit.exec_command.yaml
k8s.pod.audit.hostipc_enabled,k8s,pod,pod,high,Pod: Host IPC Namespace Shared,"Pod created with hostIPC=true — container can access host inter-process communication mechanisms, enabling shared memory inspection of node processes.",log,privilege_escalation,privilege_escalation,T1611,82,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.hostipc_enabled.yaml
k8s.pod.audit.hostnetwork_enabled,k8s,pod,pod,high,Pod: Host Network Namespace Shared,"Pod created with hostNetwork=true — container uses the node's network stack, bypassing network policies and allowing access to node-level network interfaces.",log,privilege_escalation,lateral_movement;defense_evasion,T1611,85,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.hostnetwork_enabled.yaml
k8s.pod.audit.hostpath_sensitive_mount,k8s,pod,pod,critical,Pod: Sensitive HostPath Volume Mounted,"Pod created with hostPath volume mounting sensitive node paths (/, /etc, /proc, /var/run/docker.sock) — direct access to node filesystem, enabling container escape.",log,privilege_escalation,privilege_escalation,T1611,93,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.hostpath_sensitive_mount.yaml
k8s.pod.audit.hostpid_enabled,k8s,pod,pod,critical,Pod: Host PID Namespace Shared,"Pod created with hostPID=true — shares the node's process namespace, enabling container processes to see and signal all host processes including kubelet.",log,privilege_escalation,privilege_escalation;execution,T1611,90,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.hostpid_enabled.yaml
k8s.pod.audit.image_pull_never,k8s,pod,pod,medium,Pod: imagePullPolicy=Never Allows Stale/Tampered Images,"Pod created with imagePullPolicy=Never — bypasses registry pull, allowing pre-loaded malicious or modified images to run without network checks.",log,supply_chain_compromise,execution,T1610,62,configuration_and_change_management,create,workload_posture,k8s_rule_ciem/pod/k8s.pod.audit.image_pull_never.yaml
k8s.pod.audit.init_container_privileged,k8s,pod,pod,critical,Pod: Privileged Init Container Created,Pod created with a privileged initContainer — init containers run before main containers and with full node capabilities if privileged=true.,log,privilege_escalation,privilege_escalation,T1611,93,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.init_container_privileged.yaml
k8s.pod.audit.kube_system_pod_create,k8s,pod,pod,critical,Pod: Pod Created in kube-system Namespace,Pod created in the kube-system namespace by a non-cluster-admin — privileged namespace creation may inject malicious components into cluster management infrastructure.,log,persistence,persistence;privilege_escalation,T1610,92,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.kube_system_pod_create.yaml
k8s.pod.audit.liveness_probe_exec,k8s,pod,pod,medium,Pod: Liveness Probe Uses Exec Command,Pod created with livenessProbe.exec.command — exec-based probes run arbitrary commands inside containers; can be abused for persistent command execution.,log,execution,execution,T1609,60,compute_and_workload_security,execute,workload_posture,k8s_rule_ciem/pod/k8s.pod.audit.liveness_probe_exec.yaml
k8s.pod.audit.port_forward,k8s,pod,pod,medium,Pod: Port Forwarding to Pod,kubectl port-forward used to tunnel traffic to a pod — may expose cluster-internal services to attacker-controlled endpoints or establish covert C2 channels.,log,lateral_movement,lateral_movement;command_and_control,T1572,68,network_security_and_connectivity,network,network_posture,k8s_rule_ciem/pod/k8s.pod.audit.port_forward.yaml
k8s.pod.audit.privilege_escalation_allowed,k8s,pod,pod,high,Pod: Privilege Escalation Not Restricted,"Pod created without explicitly setting securityContext.allowPrivilegeEscalation=false. Without this control, a process inside the container may gain more privileges than its parent process via setuid/setgid binaries or Linux capabilities.",log,privilege_escalation,privilege_escalation,T1548,74,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.privilege_escalation_allowed.yaml
k8s.pod.audit.privileged_container_create,k8s,pod,pod,critical,Pod: Privileged Container Created,"Pod created with securityContext.privileged=true — container runs with full node capabilities, enabling container escape and access to host resources.",log,privilege_escalation,privilege_escalation;execution,T1611,94,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.privileged_container_create.yaml
k8s.pod.audit.run_as_root_create,k8s,pod,pod,high,Pod: Created Without Non-Root Enforcement,"Pod created without setting securityContext.runAsNonRoot=true, allowing container processes to run as UID 0 (root). Root containers have elevated filesystem and capability access within the container namespace.",log,privilege_escalation,privilege_escalation;execution,T1548,72,identity_and_access_management,create,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.run_as_root_create.yaml
k8s.pod.audit.seccomp_unconfined,k8s,pod,pod,high,Pod: Seccomp Profile Set to Unconfined,"Pod created with seccompProfile.type=Unconfined — disables system call filtering, allowing container processes to make any kernel syscall.",log,privilege_escalation,privilege_escalation,T1611,78,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/pod/k8s.pod.audit.seccomp_unconfined.yaml
k8s.pod.audit.unregistered_registry_image,k8s,pod,pod,high,Pod: Image from Unregistered Registry,Pod created with container image from an unregistered or untrusted registry — supply chain risk; malicious images may contain backdoors or cryptominers.,log,supply_chain_compromise,execution;persistence,T1610,78,configuration_and_change_management,create,workload_posture,k8s_rule_ciem/pod/k8s.pod.audit.unregistered_registry_image.yaml
k8s.podsecuritypolicy.audit.delete,k8s,pod_security,pod_security,high,PodSecurityPolicy: PSP Deleted or Pod Security Labels Removed,"PodSecurityPolicy deleted or restrictive PSA namespace label removed — removes workload security enforcement, allowing privileged pod deployment.",log,defense_evasion,defense_evasion,T1562.001,85,logging_monitoring_and_alerting,modify,security_posture,k8s_rule_ciem/pod_security/k8s.podsecuritypolicy.audit.delete.yaml
k8s.rbac.audit.bind_verb_used,k8s,rbac,rbac,critical,RBAC: bind Verb Used,"Request with verb=bind detected — allows a principal to bind any Role/ClusterRole to any subject, including roles with higher permissions than they hold.",log,privilege_escalation,privilege_escalation,T1548,95,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.bind_verb_used.yaml
k8s.rbac.audit.cluster_admin_binding_create,k8s,rbac,rbac,critical,RBAC: cluster-admin ClusterRoleBinding Created,ClusterRoleBinding to cluster-admin created — grants unrestricted access to all Kubernetes resources cluster-wide; highest-severity privilege escalation.,log,privilege_escalation,privilege_escalation,T1098.006,96,identity_and_access_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.cluster_admin_binding_create.yaml
k8s.rbac.audit.cluster_admin_binding_delete,k8s,rbac,rbac,high,RBAC: cluster-admin Binding Deleted (Evidence Cleanup),ClusterRoleBinding to cluster-admin deleted by a non-CI/CD principal — likely post-exploitation evidence cleanup after privilege escalation.,log,defense_evasion,defense_evasion,T1562.001,80,logging_monitoring_and_alerting,delete,security_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.cluster_admin_binding_delete.yaml
k8s.rbac.audit.cluster_role_binding_create,k8s,rbac,rbac,high,RBAC: ClusterRoleBinding Created,New ClusterRoleBinding created — grants cluster-wide permissions to a subject outside normal deployment pipelines.,log,privilege_escalation,privilege_escalation,T1098.006,82,identity_and_access_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.cluster_role_binding_create.yaml
k8s.rbac.audit.cluster_role_create,k8s,rbac,rbac,medium,RBAC: ClusterRole Created with Broad Permissions,New ClusterRole created — may define wildcard verbs or resources (*) enabling broad cluster-wide permission grants.,log,privilege_escalation,privilege_escalation,T1098.006,68,identity_and_access_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.cluster_role_create.yaml
k8s.rbac.audit.cluster_role_update,k8s,rbac,rbac,high,RBAC: ClusterRole Updated,"Existing ClusterRole modified — permissions may have been expanded to include sensitive verbs (create, delete) on critical resources (secrets, nodes, pods).",log,privilege_escalation,privilege_escalation,T1098.006,75,identity_and_access_management,modify,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.cluster_role_update.yaml
k8s.rbac.audit.escalate_verb_used,k8s,rbac,rbac,critical,RBAC: escalate Verb Used,Request with verb=escalate detected — allows a principal to create roles with more permissions than they currently hold; bypasses RBAC privilege boundaries.,log,privilege_escalation,privilege_escalation,T1548,95,identity_and_access_management,privilege_escalation,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.escalate_verb_used.yaml
k8s.rbac.audit.exec_role_create,k8s,rbac,rbac,high,RBAC: Role Granting pods/exec Created,Role created granting the pods/exec subresource — enables the bound subject to execute commands in any pod in scope.,log,execution,execution,T1609,82,compute_and_workload_security,create,workload_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.exec_role_create.yaml
k8s.rbac.audit.impersonation_used,k8s,rbac,rbac,high,RBAC: User Impersonation Detected,"Kubernetes user impersonation (--as flag) used — a principal is acting as a different user or service account, bypassing their own permission boundary.",log,identity_manipulation,privilege_escalation;lateral_movement,T1548,85,identity_and_access_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.impersonation_used.yaml
k8s.rbac.audit.role_binding_create,k8s,rbac,rbac,medium,RBAC: RoleBinding Created,New namespace-scoped RoleBinding created — grants permissions within a namespace to an unexpected subject.,log,privilege_escalation,privilege_escalation,T1098.006,65,identity_and_access_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.role_binding_create.yaml
k8s.rbac.audit.secret_access_role_create,k8s,rbac,rbac,high,RBAC: Role Created Granting Secrets Access,ClusterRole or Role created that grants get/list/watch on secrets — enables any bound subject to read cluster credentials.,log,credential_access,credential_access,T1552.001,84,cryptography_and_key_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.secret_access_role_create.yaml
k8s.rbac.audit.wildcard_verb_role_create,k8s,rbac,rbac,high,RBAC: Role Created with Wildcard Verbs,"ClusterRole or Role created with verbs: [""*""] — grants all API operations on matched resources; effectively an admin role.",log,privilege_escalation,privilege_escalation,T1098.006,88,identity_and_access_management,create,iam_posture,k8s_rule_ciem/rbac/k8s.rbac.audit.wildcard_verb_role_create.yaml
k8s.resourcequota.audit.delete,k8s,resourcequota,resourcequota,medium,ResourceQuota: Deleted (Namespace Limits Removed),"ResourceQuota deleted — removes namespace-level limits on CPU, memory, pod count, and storage; enables resource exhaustion attacks.",log,impact,impact,T1485,65,impact,delete,workload_posture,k8s_rule_ciem/resourcequota/k8s.resourcequota.audit.delete.yaml
k8s.resourcequota.audit.patch_unlimited,k8s,resourcequota,resourcequota,medium,ResourceQuota: Patched to Very High Values,ResourceQuota patched — namespace resource limits may have been increased to allow resource exhaustion by compromised workloads.,log,impact,impact,T1485,60,impact,delete,workload_posture,k8s_rule_ciem/resourcequota/k8s.resourcequota.audit.patch_unlimited.yaml
k8s.secret.audit.bulk_list,k8s,secret,secret,high,Secret: Kubernetes Secrets Enumerated,"Kubernetes Secrets listed in bulk — attacker enumerating all secrets in a namespace or cluster-wide to harvest credentials, API keys, or TLS certificates.",log,credential_access,credential_access,T1552.001,80,cryptography_and_key_management,read,iam_posture,k8s_rule_ciem/secret/k8s.secret.audit.bulk_list.yaml
k8s.secret.audit.create_service_account_token,k8s,secret,secret,high,Secrets: Service Account Token Secret Created Manually,Secret created with type=kubernetes.io/service-account-token — manually creating SA token secrets bypasses token expiry and bound token controls.,log,credential_access,credential_access,T1552.001,84,cryptography_and_key_management,read,iam_posture,k8s_rule_ciem/secret/k8s.secret.audit.create_service_account_token.yaml
k8s.secret.audit.delete,k8s,secret,secret,medium,Secret: Kubernetes Secret Deleted,Kubernetes Secret deleted — may disrupt application authentication or cover attacker tracks after credential exfiltration.,log,defense_evasion,defense_evasion;impact,T1562.001,60,cryptography_and_key_management,modify,security_posture,k8s_rule_ciem/secret/k8s.secret.audit.delete.yaml
k8s.secret.audit.get_by_unexpected_subject,k8s,secret,secret,high,Secret: Secret Accessed by Non-Application Subject,Kubernetes Secret directly retrieved (get) by a user or service account outside the owning application — credential theft attempt.,log,credential_access,credential_access,T1552.001,78,cryptography_and_key_management,read,iam_posture,k8s_rule_ciem/secret/k8s.secret.audit.get_by_unexpected_subject.yaml
k8s.secret.audit.patch,k8s,secret,secret,high,Secrets: Secret Patched (Credential Modification),Kubernetes Secret patched by a non-CI/CD principal — may indicate credential injection or modification for persistence.,log,persistence,persistence,T1543,78,cryptography_and_key_management,create,iam_posture,k8s_rule_ciem/secret/k8s.secret.audit.patch.yaml
k8s.secret.audit.watch,k8s,secret,secret,high,Secrets: Watch Operation (Continuous Credential Monitoring),Watch operation on Kubernetes Secrets detected — establishes a continuous stream of secret data to the requester; more invasive than a one-time list.,log,credential_access,credential_access,T1552.001,82,cryptography_and_key_management,read,iam_posture,k8s_rule_ciem/secret/k8s.secret.audit.watch.yaml
k8s.service.audit.external_ip_added,k8s,service,service,high,Service: External IP Added to Service,"Kubernetes Service patched to add externalIPs or change type to LoadBalancer/NodePort — exposes cluster-internal service to the internet, creating unauthorized ingress.",log,lateral_movement,command_and_control;exfiltration,T1205,80,network_security_and_connectivity,create,network_posture,k8s_rule_ciem/service/k8s.service.audit.external_ip_added.yaml
