rule_id,provider,service,category,severity,title,description,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,action_category,posture_category,source_file
azure.ciem.correlation.lateral_movement_chain,azure,ciem,ciem,critical,Correlation: Lateral Movement Chain,Cross-resource lateral movement: VNet peered + RBAC role assigned + AKS admin credentials retrieved.,log_correlation,lateral_movement,lateral_movement,T1021.007;T1098.003,90,network_security_and_connectivity,network,network_posture,azure_rule_ciem/ciem/azure.ciem.correlation.lateral_movement_chain.yaml
azure.ciem.correlation.privilege_escalation_chain,azure,ciem,ciem,critical,Correlation: Privilege Escalation Chain,Correlated privilege escalation: RBAC role assigned + conditional access deleted + MFA disabled by same principal within 30 minutes.,log_correlation,privilege_escalation,privilege_escalation,T1548;T1098.003,95,identity_and_access_management,privilege_escalation,iam_posture,azure_rule_ciem/ciem/azure.ciem.correlation.privilege_escalation_chain.yaml
azure.ciem.correlation.supply_chain_attack,azure,ciem,ciem,critical,Correlation: Supply Chain Attack Chain,Pipeline-to-cluster supply chain: CI/CD pipeline modified + container image pushed + AKS cluster updated.,log_correlation,execution,execution;persistence,T1651;T1525,92,compute_and_workload_security,execute,workload_posture,azure_rule_ciem/ciem/azure.ciem.correlation.supply_chain_attack.yaml
azure.compute.activity_log.disk_export,azure,compute,compute,critical,Compute: Disk Export,Managed disk SAS URL generated — disk contents can be downloaded directly via URL.,log,data_exfiltration,collection;exfiltration,T1005;T1567,88,compute_and_workload_security,exfiltration,data_security_posture,azure_rule_ciem/compute/azure.compute.activity_log.disk_export.yaml
azure.compute.activity_log.disk_snapshot_delete,azure,compute,compute,medium,Compute: Disk Snapshot Delete,Disk snapshot deleted — backup copy destroyed.,log,data_destruction,impact,T1485,55,compute_and_workload_security,delete,data_security_posture,azure_rule_ciem/compute/azure.compute.activity_log.disk_snapshot_delete.yaml
azure.compute.activity_log.disk_snapshot_write,azure,compute,compute,high,Compute: Disk Snapshot Write,"Disk snapshot created — point-in-time copy of managed disk made, potential data exfiltration vector.",log,data_exfiltration,collection,T1005,78,compute_and_workload_security,create,data_security_posture,azure_rule_ciem/compute/azure.compute.activity_log.disk_snapshot_write.yaml
azure.compute.activity_log.image_write,azure,compute,compute,medium,Compute: Image Write,VM gallery image created or updated — shared image may be used to deploy backdoored instances.,log,persistence,persistence,T1578.002,55,compute_and_workload_security,create,iam_posture,azure_rule_ciem/compute/azure.compute.activity_log.image_write.yaml
azure.compute.activity_log.vm_capture,azure,compute,compute,high,Compute: Vm Capture,"VM image captured — full disk image of running VM created, may contain sensitive data.",log,data_exfiltration,collection,T1005,78,compute_and_workload_security,modify,data_security_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_capture.yaml
azure.compute.activity_log.vm_deallocate,azure,compute,compute,medium,Compute: Vm Deallocate,Virtual machine deallocated — VM stopped and compute resources released.,log,impact,impact,T1489,55,compute_and_workload_security,delete,workload_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_deallocate.yaml
azure.compute.activity_log.vm_delete,azure,compute,compute,high,Compute: Vm Delete,Virtual machine deleted — compute resource destroyed.,log,data_destruction,impact,T1485,75,compute_and_workload_security,delete,data_security_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_delete.yaml
azure.compute.activity_log.vm_extension_write,azure,compute,compute,high,Compute: Vm Extension Write,VM extension installed or updated — code execution capability added to virtual machine.,log,execution,execution;persistence,T1651;T1546.004,80,compute_and_workload_security,execute,workload_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_extension_write.yaml
azure.compute.activity_log.vm_reimage,azure,compute,compute,high,Compute: Vm Reimage,"Virtual machine reimaged — OS disk replaced, may destroy forensic evidence.",log,impact,impact,T1485,70,compute_and_workload_security,modify,workload_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_reimage.yaml
azure.compute.activity_log.vm_run_command,azure,compute,compute,high,Compute: Vm Run Command,VM Run Command executed — arbitrary script executed on virtual machine via Azure management plane.,log,execution,execution,T1651,82,compute_and_workload_security,execute,workload_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_run_command.yaml
azure.compute.activity_log.vm_write,azure,compute,compute,medium,Compute: Vm Write,Virtual machine created or modified — new compute instance provisioned or configuration changed.,log,execution,execution,T1578.002,50,compute_and_workload_security,create,workload_posture,azure_rule_ciem/compute/azure.compute.activity_log.vm_write.yaml
azure.container.activity_log.aks_access_profile_read,azure,container,container,high,Container: Aks Access Profile Read,AKS access profile read — cluster authentication profile accessed.,log,credential_access,credential_access,T1552.007,78,container_and_kubernetes_security,read,iam_posture,azure_rule_ciem/container/azure.container.activity_log.aks_access_profile_read.yaml
azure.container.activity_log.aks_admin_credential_list,azure,container,container,critical,Container: Aks Admin Credential List,AKS cluster admin credentials retrieved — kubeconfig with cluster-admin access obtained.,log,credential_access,credential_access,T1552.007,92,container_and_kubernetes_security,read,iam_posture,azure_rule_ciem/container/azure.container.activity_log.aks_admin_credential_list.yaml
azure.container.activity_log.aks_cluster_delete,azure,container,container,critical,Container: Aks Cluster Delete,AKS cluster deleted — Kubernetes workloads and persistent volumes destroyed.,log,data_destruction,impact,T1485,88,container_and_kubernetes_security,delete,data_security_posture,azure_rule_ciem/container/azure.container.activity_log.aks_cluster_delete.yaml
azure.container.activity_log.aks_cluster_write,azure,container,container,high,Container: Aks Cluster Write,"AKS cluster created or modified — cluster configuration, RBAC, or network policy changed.",log,defense_evasion,defense_evasion,T1578.001,70,container_and_kubernetes_security,create,security_posture,azure_rule_ciem/container/azure.container.activity_log.aks_cluster_write.yaml
azure.container.activity_log.aks_user_credential_list,azure,container,container,high,Container: Aks User Credential List,AKS cluster user credentials retrieved — kubeconfig for cluster access obtained.,log,credential_access,credential_access,T1552.007,75,container_and_kubernetes_security,read,iam_posture,azure_rule_ciem/container/azure.container.activity_log.aks_user_credential_list.yaml
azure.container.aks_audit.k8s_clusterrole_write,azure,container,container,high,Container: K8s Clusterrole Write,Kubernetes ClusterRole created — new cluster-wide permission set defined.,log,privilege_escalation,privilege_escalation,T1098.006,78,container_and_kubernetes_security,create,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_clusterrole_write.yaml
azure.container.aks_audit.k8s_clusterrolebinding_create,azure,container,container,critical,Container: K8s Clusterrolebinding Create,Kubernetes ClusterRoleBinding created — cluster-wide permissions granted to subject.,log,privilege_escalation,privilege_escalation,T1098.006,90,container_and_kubernetes_security,create,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_clusterrolebinding_create.yaml
azure.container.aks_audit.k8s_daemonset_write,azure,container,container,high,Container: K8s Daemonset Write,Kubernetes DaemonSet created — workload deployed to every node in cluster.,log,persistence,persistence,T1610,75,container_and_kubernetes_security,create,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_daemonset_write.yaml
azure.container.aks_audit.k8s_namespace_delete,azure,container,container,critical,Container: K8s Namespace Delete,Kubernetes namespace deleted — all workloads and resources in namespace destroyed.,log,data_destruction,impact,T1485,88,container_and_kubernetes_security,delete,data_security_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_namespace_delete.yaml
azure.container.aks_audit.k8s_pod_exec,azure,container,container,high,Container: K8s Pod Exec,kubectl exec in Kubernetes pod — interactive shell or command executed inside running container.,log,execution,execution,T1059.013,82,container_and_kubernetes_security,execute,workload_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_pod_exec.yaml
azure.container.aks_audit.k8s_privileged_pod_create,azure,container,container,high,Container: K8s Privileged Pod Create,Kubernetes privileged pod created — container with host-level access may escape namespace isolation.,log,privilege_escalation,privilege_escalation,T1611,78,container_and_kubernetes_security,create,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_privileged_pod_create.yaml
azure.container.aks_audit.k8s_rolebinding_create,azure,container,container,high,Container: K8s Rolebinding Create,Kubernetes RoleBinding created — namespace-scoped permissions granted to subject.,log,privilege_escalation,privilege_escalation,T1098.006,75,container_and_kubernetes_security,create,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_rolebinding_create.yaml
azure.container.aks_audit.k8s_secret_access,azure,container,container,high,Container: K8s Secret Access,"Kubernetes secret accessed via API — token, certificate, or sensitive config read from cluster.",log,credential_access,credential_access,T1552.007,80,container_and_kubernetes_security,read,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_secret_access.yaml
azure.container.aks_audit.k8s_service_account_token_create,azure,container,container,high,Container: K8s Service Account Token Create,Kubernetes service account token created — JWT credential issued for API server authentication.,log,credential_access,credential_access,T1552.007,78,container_and_kubernetes_security,create,iam_posture,azure_rule_ciem/container/azure.container.aks_audit.k8s_service_account_token_create.yaml
azure.datasec.activity_log.cosmos_db_delete,azure,datasec,datasec,critical,DataSec: Cosmos Db Delete,Cosmos DB account deleted — all NoSQL data permanently destroyed.,log,data_destruction,impact,T1485,92,data_protection_and_privacy,delete,data_security_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.cosmos_db_delete.yaml
azure.datasec.activity_log.cosmos_db_key_list,azure,datasec,datasec,critical,DataSec: Cosmos Db Key List,Cosmos DB account keys listed — master read/write keys to database retrieved.,log,credential_access,credential_access,T1552.001,88,data_protection_and_privacy,read,iam_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.cosmos_db_key_list.yaml
azure.datasec.activity_log.data_lake_store_delete,azure,datasec,datasec,critical,DataSec: Data Lake Store Delete,Data Lake Store account deleted — all analytics data permanently destroyed.,log,data_destruction,impact,T1485,90,data_protection_and_privacy,delete,data_security_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.data_lake_store_delete.yaml
azure.datasec.activity_log.purview_account_write,azure,datasec,datasec,medium,DataSec: Purview Account Write,Purview account created or modified — data governance configuration changed.,log,defense_evasion,defense_evasion,T1484.001,50,data_protection_and_privacy,create,security_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.purview_account_write.yaml
azure.datasec.activity_log.redis_key_list,azure,datasec,datasec,high,DataSec: Redis Key List,Azure Cache for Redis keys listed — full access keys to cache retrieved.,log,credential_access,credential_access,T1552.001,75,data_protection_and_privacy,read,iam_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.redis_key_list.yaml
azure.datasec.activity_log.service_bus_key_list,azure,datasec,datasec,high,DataSec: Service Bus Key List,Service Bus authorization rule keys listed — messaging access keys retrieved.,log,credential_access,credential_access,T1552.001,72,data_protection_and_privacy,read,iam_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.service_bus_key_list.yaml
azure.datasec.activity_log.synapse_firewall_write,azure,datasec,datasec,high,DataSec: Synapse Firewall Write,Synapse workspace firewall rule modified — network access policy to analytics platform changed.,log,initial_access,initial_access,T1190,70,network_security_and_connectivity,create,threat_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.synapse_firewall_write.yaml
azure.datasec.activity_log.synapse_workspace_write,azure,datasec,datasec,medium,DataSec: Synapse Workspace Write,Synapse Analytics workspace created or modified — analytics platform configuration changed.,log,initial_access,initial_access,T1190,50,data_protection_and_privacy,create,threat_posture,azure_rule_ciem/datasec/azure.datasec.activity_log.synapse_workspace_write.yaml
azure.devops.activity_log.acr_credential_list,azure,devops,devops,high,DevOps: ACR Credential List,Container registry admin credentials listed — registry username and passwords retrieved.,log,credential_access,credential_access,T1552.001,78,configuration_and_change_management,read,iam_posture,azure_rule_ciem/devops/azure.devops.activity_log.acr_credential_list.yaml
azure.devops.activity_log.acr_delete,azure,devops,devops,high,DevOps: ACR Delete,Container registry deleted — all container images permanently destroyed.,log,data_destruction,impact,T1485,78,configuration_and_change_management,delete,data_security_posture,azure_rule_ciem/devops/azure.devops.activity_log.acr_delete.yaml
azure.devops.activity_log.acr_push,azure,devops,devops,high,DevOps: ACR Push,Container image pushed to Azure Container Registry — new or modified image available for deployment.,log,persistence,persistence,T1525,75,configuration_and_change_management,create,iam_posture,azure_rule_ciem/devops/azure.devops.activity_log.acr_push.yaml
azure.devops.activity_log.arm_deployment_delete,azure,devops,devops,medium,DevOps: ARM Deployment Delete,ARM deployment history deleted — infrastructure deployment record removed.,log,defense_evasion,defense_evasion,T1070,45,configuration_and_change_management,delete,security_posture,azure_rule_ciem/devops/azure.devops.activity_log.arm_deployment_delete.yaml
azure.devops.activity_log.arm_deployment_write,azure,devops,devops,medium,DevOps: ARM Deployment Write,ARM template deployment executed — infrastructure-as-code deployment applied to subscription.,log,execution,execution,T1651,55,configuration_and_change_management,create,workload_posture,azure_rule_ciem/devops/azure.devops.activity_log.arm_deployment_write.yaml
azure.devops.activity_log.devops_pipeline_write,azure,devops,devops,high,DevOps: Devops Pipeline Write,"Azure DevOps pipeline created or modified — CI/CD workflow changed, potential supply chain risk.",log,execution,execution;persistence,T1651;T1546,75,configuration_and_change_management,create,workload_posture,azure_rule_ciem/devops/azure.devops.activity_log.devops_pipeline_write.yaml
azure.devops.activity_log.managed_environment_write,azure,devops,devops,medium,DevOps: Managed Environment Write,Container Apps environment created or modified — serverless container runtime configuration changed.,log,persistence,persistence,T1610,50,configuration_and_change_management,create,iam_posture,azure_rule_ciem/devops/azure.devops.activity_log.managed_environment_write.yaml
azure.devops.activity_log.resource_group_delete,azure,devops,devops,critical,DevOps: Resource Group Delete,Resource group deleted — all resources contained in group permanently destroyed.,log,data_destruction,impact,T1485,92,configuration_and_change_management,delete,data_security_posture,azure_rule_ciem/devops/azure.devops.activity_log.resource_group_delete.yaml
azure.devops.activity_log.subscription_policy_write,azure,devops,devops,high,DevOps: Subscription Policy Write,"Subscription configuration modified — billing, management group, or metadata changed.",log,defense_evasion,defense_evasion,T1484.001,70,configuration_and_change_management,create,security_posture,azure_rule_ciem/devops/azure.devops.activity_log.subscription_policy_write.yaml
azure.iam.entra_audit.admin_consent_grant,azure,iam,iam,critical,IAM: Admin Consent Grant,Admin consent granted for application — application receives tenant-wide API access without per-user consent.,log,privilege_escalation,privilege_escalation;persistence,T1098.003;T1550.001,92,identity_and_access_management,privilege_escalation,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.admin_consent_grant.yaml
azure.iam.entra_audit.app_credential_add,azure,iam,iam,critical,IAM: App Credential Add,Credential added to app registration — new secret or certificate enables long-lived application access.,log,persistence,persistence;credential_access,T1550.001;T1552.007,90,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.app_credential_add.yaml
azure.iam.entra_audit.app_oauth_consent,azure,iam,iam,critical,IAM: App Oauth Consent,OAuth2 consent granted to application — application can act on behalf of user or access tenant data.,log,initial_access,initial_access;persistence,T1078.004;T1550.001,88,threat_detection,create,threat_posture,azure_rule_ciem/iam/azure.iam.entra_audit.app_oauth_consent.yaml
azure.iam.entra_audit.app_owner_add,azure,iam,iam,high,IAM: App Owner Add,Owner added to application registration — owner can modify app credentials and permissions.,log,privilege_escalation,privilege_escalation,T1098.003,75,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.app_owner_add.yaml
azure.iam.entra_audit.app_permission_grant,azure,iam,iam,high,IAM: App Permission Grant,Application role assigned — OAuth2 permission granted to service principal.,log,privilege_escalation,privilege_escalation,T1098.003,80,identity_and_access_management,privilege_escalation,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.app_permission_grant.yaml
azure.iam.entra_audit.app_registration_create,azure,iam,iam,high,IAM: App Registration Create,App registration created — new OAuth/OIDC application may be used for persistent access.,log,persistence,persistence,T1550.001,78,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.app_registration_create.yaml
azure.iam.entra_audit.app_registration_delete,azure,iam,iam,medium,IAM: App Registration Delete,"App registration deleted — legitimate application removed, potentially disrupting access controls.",log,defense_evasion,defense_evasion,T1578.004,55,logging_monitoring_and_alerting,delete,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.app_registration_delete.yaml
azure.iam.entra_audit.directory_role_member_add,azure,iam,iam,critical,IAM: Directory Role Member Add,User assigned to Entra ID directory role — privileged role assignment grants tenant-wide permissions.,log,privilege_escalation,privilege_escalation,T1098.003,90,identity_and_access_management,privilege_escalation,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.directory_role_member_add.yaml
azure.iam.entra_audit.domain_federation_update,azure,iam,iam,critical,IAM: Domain Federation Update,Domain federation configuration updated — attacker may establish rogue identity provider for persistent access.,log,persistence,persistence;initial_access,T1556.007,95,identity_and_access_management,modify,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.domain_federation_update.yaml
azure.iam.entra_audit.external_identity_provider_add,azure,iam,iam,critical,IAM: External Identity Provider Add,External identity provider added — new federated trust allows external principals to authenticate as tenant users.,log,persistence,persistence,T1556.007,90,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.external_identity_provider_add.yaml
azure.iam.entra_audit.group_create,azure,iam,iam,medium,IAM: Group Create,Entra ID group created — new group may be used to grant bulk permissions.,log,persistence,persistence,T1136.003,50,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.group_create.yaml
azure.iam.entra_audit.group_member_add,azure,iam,iam,high,IAM: Group Member Add,User added to Entra ID group — group membership may grant elevated permissions.,log,privilege_escalation,privilege_escalation,T1098.003,72,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.group_member_add.yaml
azure.iam.entra_audit.group_member_remove,azure,iam,iam,medium,IAM: Group Member Remove,User removed from Entra ID group — access revoked or attacker removing legitimate users.,log,defense_evasion,defense_evasion,T1531,45,logging_monitoring_and_alerting,delete,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.group_member_remove.yaml
azure.iam.entra_audit.group_owner_add,azure,iam,iam,high,IAM: Group Owner Add,Owner added to Entra ID group — owner can manage group membership and permissions.,log,privilege_escalation,privilege_escalation,T1098.003,75,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.group_owner_add.yaml
azure.iam.entra_audit.service_principal_create,azure,iam,iam,high,IAM: Service Principal Create,"Service principal created — workload identity provisioned, may be used for persistent cloud access.",log,persistence,persistence,T1550.001,72,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.service_principal_create.yaml
azure.iam.entra_audit.service_principal_credential_update,azure,iam,iam,critical,IAM: Service Principal Credential Update,Service principal credentials updated — new secret or certificate enables impersonation of workload.,log,credential_access,credential_access;persistence,T1552.007;T1550.001,88,identity_and_access_management,modify,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.service_principal_credential_update.yaml
azure.iam.entra_audit.service_principal_owner_add,azure,iam,iam,high,IAM: Service Principal Owner Add,Owner added to service principal — owner can rotate credentials and modify permissions.,log,privilege_escalation,privilege_escalation,T1098.003,75,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.service_principal_owner_add.yaml
azure.iam.entra_audit.tenant_policy_update,azure,iam,iam,high,IAM: Tenant Policy Update,Tenant directory sync policy updated — synchronization settings change may introduce on-prem compromise path.,log,defense_evasion,defense_evasion,T1484.002,70,logging_monitoring_and_alerting,modify,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.tenant_policy_update.yaml
azure.iam.entra_audit.user_auth_method_update,azure,iam,iam,high,IAM: User Auth Method Update,"Authentication method updated — MFA device or method changed, potentially disabling second factor.",log,defense_evasion,defense_evasion,T1556.006,78,logging_monitoring_and_alerting,authentication,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_auth_method_update.yaml
azure.iam.entra_audit.user_create,azure,iam,iam,high,IAM: User Create,New Entra ID user created — attacker may be establishing persistent identity.,log,identity_manipulation,persistence;initial_access,T1136.003;T1078.004,75,identity_and_access_management,create,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_create.yaml
azure.iam.entra_audit.user_delete,azure,iam,iam,high,IAM: User Delete,"Entra ID user deleted — account removed, potentially covering attacker tracks.",log,defense_evasion,defense_evasion,T1531,65,logging_monitoring_and_alerting,delete,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_delete.yaml
azure.iam.entra_audit.user_disable,azure,iam,iam,high,IAM: User Disable,User account enabled/disabled — service disruption or attacker-controlled lockout.,log,impact,impact,T1531,65,impact,delete,workload_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_disable.yaml
azure.iam.entra_audit.user_mfa_update,azure,iam,iam,high,IAM: User MFA Update,MFA settings updated for user — attacker may have disabled or changed MFA to maintain access.,log,defense_evasion,defense_evasion,T1556.006,80,logging_monitoring_and_alerting,authentication,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_mfa_update.yaml
azure.iam.entra_audit.user_password_reset,azure,iam,iam,high,IAM: User Password Reset,User password reset — attacker may have taken over account via credential reset.,log,credential_access,credential_access,T1098.001,78,identity_and_access_management,read,iam_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_password_reset.yaml
azure.iam.entra_audit.user_upn_update,azure,iam,iam,medium,IAM: User Upn Update,"User principal name changed — identity renamed, may evade detection based on username.",log,defense_evasion,defense_evasion,T1078.004,55,logging_monitoring_and_alerting,modify,security_posture,azure_rule_ciem/iam/azure.iam.entra_audit.user_upn_update.yaml
azure.identity.activity_log.federated_credential_write,azure,identity,identity,high,Identity: Federated Credential Write,Federated identity credential added to managed identity — external OIDC issuer trusted for token exchange.,log,persistence,persistence,T1556.007,78,identity_and_access_management,create,iam_posture,azure_rule_ciem/identity/azure.identity.activity_log.federated_credential_write.yaml
azure.identity.activity_log.managed_identity_assign,azure,identity,identity,high,Identity: Managed Identity Assign,Managed identity assigned to resource — resource gains access to Azure services via identity permissions.,log,privilege_escalation,privilege_escalation,T1098.003,72,identity_and_access_management,create,iam_posture,azure_rule_ciem/identity/azure.identity.activity_log.managed_identity_assign.yaml
azure.identity.activity_log.managed_identity_write,azure,identity,identity,medium,Identity: Managed Identity Write,User-assigned managed identity created or updated — new workload identity provisioned.,log,persistence,persistence,T1550.001,55,identity_and_access_management,create,iam_posture,azure_rule_ciem/identity/azure.identity.activity_log.managed_identity_write.yaml
azure.identity.entra_audit.access_review_create,azure,identity,identity,low,Identity: Access Review Create,Access review created — periodic review of user access rights initiated.,log,discovery,discovery,T1087.004,25,threat_detection,create,threat_posture,azure_rule_ciem/identity/azure.identity.entra_audit.access_review_create.yaml
