framework,framework_version,control_id,title,description,source_file
CIS_ALICLOUD,,1.1.21,Ensure that the Kubernetes PKI key file permissions are set to 600,Ensure	that	Kubernetes	PKI	key	files	have	permissions	of	600.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.3,Ensure that the controller manager pod specification file permissions are set to 644 or more restrictive,Ensure	that	the	controller	manager	pod	specification	file	has	permissions	of	644	or	more restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.4,Ensure that the controller manager pod specification file ownership is set to root:root,Ensure	that	the	controller	manager	pod	specification	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.5,Ensure that the scheduler pod specification file permissions are set to 644 or more restrictive,Ensure	that	the	scheduler	pod	specification	file	has	permissions	of	644	or	more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.6,Ensure that the scheduler pod specification file ownership is set to root:root,Ensure	that	the	scheduler	pod	specification	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.7,Ensure that the etcd service file permissions are set to 644 or more restrictive,Ensure	that	the	/usr/lib/systemd/system/etcd.service	file	has	permissions	of	644	or more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.8,Ensure that the etcd service file ownership is set to root:root,Ensure	that	the	/usr/lib/systemd/system/etcd.service	file	ownership	is	set	to root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.1.9,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,Ensure	that	the	Container	Network	Interface	files	have	permissions	of	644	or	more restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.1,Ensure that the --basic-auth-file argument is not set,Do	not	use	basic	authentication.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.10,Ensure that the admission control plugin AlwaysPullImages is set,Always	pull	images.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.11,Ensure that the admission control plugin SecurityContextDeny is set if PodSecurityPolicy is not used,The	SecurityContextDeny	admission	controller	can	be	used	to	deny	pods	which	make	use	of some	SecurityContext	fields	which	could	allow	for	privilege	escalation	in	the	cluster.	This should	be	used	where	PodSecurityPolicy	is	not	in	place	within	the	cluster.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.12,Ensure that the admission control plugin ServiceAccount is set,Automate	service	accounts	management.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.13,Ensure that the admission control plugin NamespaceLifecycle is set,Reject	creating	objects	in	a	namespace	that	is	undergoing	termination.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.14,Ensure that the admission control plugin PodSecurityPolicy is set,Reject	creating	pods	that	do	not	match	Pod	Security	Policies.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.15,Ensure that the admission control plugin NodeRestriction is set,Limit	the	Node	and	Pod	objects	that	a	kubelet	could	modify.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.16,Ensure that the --insecure-bind-address argument is not set,Do	not	bind	the	insecure	API	service.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.17,Ensure that the --insecure-port argument is set to 0,Do	not	bind	to	insecure	port.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.18,Ensure that the --secure-port argument is not set to 0,Do	not	disable	the	secure	port.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.19,Ensure that the --profiling argument is set to false,"Disable	profiling,	if	not	needed.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.2,Ensure that the --token-auth-file parameter is not set,Do	not	use	token	based	authentication.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.20,Ensure that the --audit-log-path argument is set,Enable	auditing	on	the	Kubernetes	API	Server	and	set	the	desired	audit	log	path.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.21,Ensure that the --audit-log-maxage argument is set to 30 or as appropriate,Retain	the	logs	for	at	least	30	days	or	as	appropriate.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.22,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,Retain	10	or	an	appropriate	number	of	old	log	files.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.23,Ensure that the --audit-log-maxsize argument is set to 100 or as appropriate,Rotate	log	files	on	reaching	100	MB	or	as	appropriate.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.24,Ensure that the --request-timeout argument is set as appropriate,Set	global	request	timeout	for	API	server	requests	as	appropriate.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.25,Ensure that the --service-account-lookup argument is set to true,Validate	service	account	before	validating	token.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.26,Ensure that the --service-account-key-file argument is set as appropriate,Explicitly	set	a	service	account	public	key	file	for	service	accounts	on	the	apiserver.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.27,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,etcd	should	be	configured	to	make	use	of	TLS	encryption	for	client	connections.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.28,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup	TLS	connection	on	the	API	server.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.3,Ensure that the --kubelet-https argument is set to true,Use	https	for	kubelet	connections.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.30,Ensure that the --etcd-cafile argument is set as appropriate,etcd	should	be	configured	to	make	use	of	TLS	encryption	for	client	connections.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.31,Ensure that the --encryption-provider-config argument is set as appropriate,Encrypt	etcd	key-value	store.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.32,Ensure that encryption providers are appropriately configured,"Where	etcd	encryption	is	used,	appropriate	providers	should	be	configured.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.33,Ensure that the API Server only makes use of Strong Cryptographic Ciphers,Ensure	that	the	API	server	is	configured	to	only	use	strong	cryptographic	ciphers.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.4,Ensure that the --kubelet-client-certificate and --kubelet-client-key arguments are set as appropriate,Enable	certificate	based	kubelet	authentication.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.5,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Do	not	always	authorize	all	requests.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.6,Ensure that the --authorization-mode argument includes Node,Restrict	kubelet	nodes	to	reading	only	objects	associated	with	them.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.7,Ensure that the --authorization-mode argument includes RBAC,Turn	on	Role	Based	Access	Control.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.8,Ensure that the admission control plugin EventRateLimit is set,Limit	the	rate	at	which	the	API	server	accepts	requests.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.2.9,Ensure that the admission control plugin AlwaysAdmit is not set,Do	not	allow	all	requests.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.3.1,Ensure that the --terminated-pod-gc-threshold argument is set as appropriate,"Activate	garbage	collector	on	pod	termination,	as	appropriate.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.3.2,Ensure that the --profiling argument is set to false,"Disable	profiling,	if	not	needed.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.3.3,Ensure that the --use-service-account-credentials argument is set to true,Use	individual	service	account	credentials	for	each	controller.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.3.4,Ensure that the --service-account-private-key-file argument is set as appropriate,Explicitly	set	a	service	account	private	key	file	for	service	accounts	on	the	controller manager.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.3.5,Ensure that the --root-ca-file argument is set as appropriate,Allow	pods	to	verify	the	API	server's	serving	certificate	before	establishing	connections.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.3.6,Ensure that the --bind-address argument is set to 127.0.0.1,Do	not	bind	the	Controller	Manager	service	to	non-loopback	insecure	addresses.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.4.1,Ensure that the --profiling argument is set to false,"Disable	profiling,	if	not	needed.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,1.4.2,Ensure that the --bind-address argument is set to 127.0.0.1,Do	not	bind	the	scheduler	service	to	non-loopback	insecure	addresses.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,3.2.2,Ensure that the audit policy covers key security concerns,Ensure	that	the	audit	policy	created	for	the	cluster	covers	key	security	concerns.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.1,Ensure that the kubelet service file permissions are set to 644 or more restrictive,Ensure	that	the	kubelet	service	file	has	permissions	of	644	or	more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.10,Ensure that the kubelet --config configuration file ownership is set to root:root,"Ensure	that	if	the	kubelet	refers	to	a	configuration	file	with	the	--config	argument,	that	file is	owned	by	root:root.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.2,Ensure that the kubelet service file ownership is set to root:root,Ensure	that	the	kubelet	service	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.3,If proxy kubeconfig file exists ensure permissions are set to 644 or more restrictive,"If	kube-proxy	is	running,	and	if	it	is	using	a	file-based	kubeconfig	file,	ensure	that	the	proxy kubeconfig	file	has	permissions	of	644	or	more	restrictive.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.4,If proxy kubeconfig file exists ensure ownership is set to root:root,"If	kube-proxy	is	running,	ensure	that	the	file	ownership	of	its	kubeconfig	file	is	set	to root:root.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.5,Ensure that the --kubeconfig kubelet.conf file permissions are set to 644 or more restrictive,Ensure	that	the	kubelet.conf	file	has	permissions	of	644	or	more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.6,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,Ensure	that	the	kubelet.conf	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.7,Ensure that the certificate authorities file permissions are set to 644 or more restrictive,Ensure	that	the	certificate	authorities	file	has	permissions	of	644	or	more	restrictive.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.8,Ensure that the client certificate authorities file ownership is set to root:root,Ensure	that	the	certificate	authorities	file	ownership	is	set	to	root:root.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.1.9,Ensure that the kubelet --config configuration file has permissions set to 644 or more restrictive,"Ensure	that	if	the	kubelet	refers	to	a	configuration	file	with	the	--config	argument,	that	file has	permissions	of	644	or	more	restrictive.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.1,Ensure that the --anonymous-auth argument is set to false,Disable	anonymous	requests	to	the	Kubelet	server.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.10,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,The	RBAC	role	cluster-admin	provides	wide-ranging	powers	over	the	environment	and should	be	used	only	where	and	when	needed.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.2,Ensure that the --authorization-mode argument is not set to AlwaysAllow,Do	not	allow	all	requests.	Enable	explicit	authorization.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.3,Ensure that the --client-ca-file argument is set as appropriate,Enable	Kubelet	authentication	using	certificates.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.4,Verify that the --read-only-port argument is set to 0,Disable	the	read-only	port.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.5,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,Do	not	disable	timeouts	on	streaming	connections.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.6,Ensure that the --protect-kernel-defaults argument is set to true,Protect	tuned	kernel	parameters	from	overriding	kubelet	default	kernel	parameter	values.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.7,Ensure that the --make-iptables-util-chains argument is set to true,Allow	Kubelet	to	manage	iptables.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.8,Ensure that the --event-qps argument is set to 0 or a level which ensures appropriate event capture,"Security	relevant	information	should	be	captured.	The	--event-qps	flag	on	the	Kubelet	can be	used	to	limit	the	rate	at	which	events	are	gathered.	Setting	this	too	low	could	result	in relevant	events	not	being	logged,	however	the	unlimited	setting	of	0	could	result	in	a	denial of	service	on	the	kubelet.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,4.2.9,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup	TLS	connection	on	the	Kubelets.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.1.3,Minimize wildcard use in Roles and ClusterRoles,"Kubernetes	Roles	and	ClusterRoles	provide	access	to	resources	based	on	sets	of	objects	and actions	that	can	be	taken	on	those	objects.	It	is	possible	to	set	either	of	these	to	be	the wildcard	""*""	which	matches	all	items. Use	of	wildcards	is	not	optimal	from	a	security	perspective	as	it	may	allow	for	inadvertent access	to	be	granted	when	new	resources	are	added	to	the	Kubernetes	API	either	as	CRDs or	in	later	versions	of	the	product.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.1,Minimize the admission of privileged containers,Do	not	generally	permit	containers	to	be	run	with	the	securityContext.privileged	flag set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.2,Minimize the admission of containers wishing to share the host process ID namespace,Do	not	generally	permit	containers	to	be	run	with	the	hostPID	flag	set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.3,Minimize the admission of containers wishing to share the host IPC namespace,Do	not	generally	permit	containers	to	be	run	with	the	hostIPC	flag	set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.4,Minimize the admission of containers wishing to share the host network namespace,Do	not	generally	permit	containers	to	be	run	with	the	hostNetwork	flag	set	to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.5,Minimize the admission of containers with allowPrivilegeEscalation,Do	not	generally	permit	containers	to	be	run	with	the	allowPrivilegeEscalation	flag	set to	true.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.8,Minimize the admission of containers with added capabilities,Do	not	generally	permit	containers	with	capabilities	assigned	beyond	the	default	set.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.2.9,Minimize the admission of containers with capabilities assigned,There	are	a	variety	of	CNI	plugins	available	for	Kubernetes.	If	the	CNI	in	use	does	not support	Network	Policies	it	may	not	be	possible	to	effectively	restrict	traffic	in	the	cluster.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.3.2,Ensure that all Namespaces have Network Policies defined,Kubernetes	supports	mounting	secrets	as	data	volumes	or	as	environment	variables. Minimize	the	use	of	environment	variable	secrets.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.4.2,Consider external secret storage,Configure	Image	Provenance	for	your	deployment.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.6.1,Create administrative boundaries between resources using namespaces,Use	namespaces	to	isolate	your	Kubernetes	objects.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,5.6.4,The default namespace should not be used,"Kubernetes	provides	a	default	namespace,	where	objects	are	placed	if	no	namespace	is specified	for	them.	Placing	objects	in	this	namespace	makes	application	of	RBAC	and	other controls	more	difficult.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,6.6.3,Consider ACK Sandboxed-Container for running untrusted workloads,Use	ACK	Sandboxed-Container	to	restrict	untrusted	workloads	as	an	additional	layer	of protection	when	running	in	a	multi-tenant	environment.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,,6.6.5,Consider use service account token volume projection,Use	service	account	token	volume	projection	to	enhance	security	when	you	use	service accounts.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,2.0.0,1.5,Ensure users not logged on for 90 days or longer are disabled  for console logon,"Alibaba Cloud RAM users can logon to Alibaba Cloud console by using their user name and password. If a user has not logged on for 90 days or longer, it is recommended to disable the console access of the user.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,2.0.0,5.5,Ensure that the shared URL signature expires within an hour,Expire the shared URL signature within an hour.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_ALICLOUD,2.0.0,5.6,Ensure that URL signature is allowed only over https,URL signature is a URL that grants access rights to OSS. You can add signature information to a URL so that you can forward the URL to the third party for authorized access.A URL signature can be provided to the third party for authorized access.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv
CIS_AWS,,1.1,Maintain current contact details,"Ensure contact email and telephone details for AWS accounts are current and map to more than one individual in your organization. An AWS account supports a number of contact details, and AWS will use these to contact the account owner if activity judged to be in breach of the Acceptable Use Policy or indicative of a likely security compromise is observed by the AWS Abuse team. Contact details should not be for a single individual, as circumstances may arise where that individual is unavailable. ",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,10.3,Ensure Encryption in Transit is Configured,Configure your applications or tools to use secure communication protocols when interacting with Amazon Timestream. Utilize endpoints to establish private and secure connections to Timestream.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,10.7,Ensure Regular Updates and Patches are Installed,Stay updated with the latest security patches and updates provided by AWS for Amazon Timestream. Follow AWS security best practices and recommendations to ensure your Timestream implementation remains secure.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,11.4,Ensure Data in Transit is Encrypted,"Use Transport Layer Security (TLS) to encrypt communications between clients and your QLDB instance. QLDB provides TLS support by default, allowing secure communication over the network. Configure your client applications to use TLS when connecting to QLDB.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,12.3,Ensure AWS Secrets manager is configured and being used by Lambda for databases,Lambda functions often have to access a database or other services within your environment.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,12.4,Ensure least privilege is used with Lambda function access,"Lambda is fully integrated with IAM, allowing you to control precisely what each Lambda function can do within the AWS Cloud. As you develop a Lambda function, you expand the scope of this policy to enable access to other resources. For example, for a function that processes objects put into an S3 bucket, it requires read access to objects stored in that bucket. Do not grant the function broader permissions to write or delete data, or operate in other buckets.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,16.1,Ensure communications between your applications and clients is encrypted.,SimSpace Weaver doesn't manage communications between your apps and the clients.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,2.1.2,Ensure audit logs are collected and managed,Ensure that audit logs are collected and managed in accordance with the enterprise’s audit log management process across all Kubernetes components.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.1.1,Ensure that the kubeconfig file permissions are set to 644 or  more restrictive,"If kubelet is running, and if it is configured by a kubeconfig file, ensure that the proxy kubeconfig file has permissions of 644 or more restrictive.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.1.2,Ensure that the kubelet kubeconfig file ownership is set to  root:root,"If kubelet is running, ensure that the file ownership of its kubeconfig file is set to root:root.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.1.3,Ensure that the kubelet configuration file has permissions  set to 644 or more restrictive,"Ensure that if the kubelet refers to a configuration file with the --config argument, that file has permissions of 644 or more restrictive.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.1.4,Ensure that the kubelet configuration file ownership is set to  root:root,"Ensure that if the kubelet refers to a configuration file with the --config argument, that file is owned by root:root.",cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.2.1,Ensure that the Anonymous Auth is Not Enabled,Disable anonymous requests to the Kubelet server.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.2.2,Ensure that the --authorization-mode argument is not set to  AlwaysAllow,Do not allow all requests. Enable explicit authorization.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
CIS_AWS,,3.2.3,Ensure that a Client CA File is Configured,Enable Kubelet authentication using certificates.,cis_compliance_agent/aws_agent/aws_controls_FINAL_20251031_165652.csv
