framework,control_id,control_title,csp,suggested_rule_id,intent
PCI_DSS,6.3.1,"Security vulnerabilities are identified and managed as follows: • New security vulnerabilities are identified using industry-recognized sources for security vulnerability information, including alerts",aws,aws.ec2.instance.vulnerability_scan,check if EC2 instances have vulnerability findings from AWS Inspector or similar service
PCI_DSS,6.3.1,"Security vulnerabilities are identified and managed as follows: • New security vulnerabilities are identified using industry-recognized sources for security vulnerability information, including alerts",oracle,oci.vulnerability_scanning.host_scan_target,check if compute instances are configured as targets for OCI Vulnerability Scanning service
PCI_DSS,8.2.2,"Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: • ID use is prevented unless needed for an exc",aws,aws.iam.user.password_policy.hard_expiry,Check IAM password policy enforces hard expiry for inactive users.
PCI_DSS,8.2.2,"Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: • ID use is prevented unless needed for an exc",azure,azure.aad.user.password_policy.enforce_change,Check Azure AD password policy enforces change for shared accounts.
PCI_DSS,8.2.2,"Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: • ID use is prevented unless needed for an exc",gcp,gcp.iam.service_account.key_rotation,Check IAM service account keys have enforced rotation policy.
PCI_DSS,8.2.2,"Group, shared, or generic IDs, or other shared authentication credentials are only used when necessary on an exception basis, and are managed as follows: • ID use is prevented unless needed for an exc",k8s,k8s.core.service_account.automount_token,Check ServiceAccount automountServiceAccountToken is false by default.
PCI_DSS,10.2.2,"Audit logs record the following details for each auditable event: user identification, type of event, date and time, success and failure indication, origination of event, identity or name of affected ",gcp,gcp.logging.sink.filter_attributes,ensure log sinks capture required audit event details
PCI_DSS,10.6.1,System clocks and time are synchronized using time-synchronization technology.,aws,aws.ec2.instance.time_sync,Check if EC2 instances are configured to use Amazon Time Sync Service or equivalent.
PCI_DSS,10.6.1,System clocks and time are synchronized using time-synchronization technology.,azure,azure.virtual_machine.time_sync,Check if Azure VMs are configured to use time synchronization from host or NTP.
PCI_DSS,10.6.1,System clocks and time are synchronized using time-synchronization technology.,gcp,gcp.compute.instance.time_sync,Check if Compute Engine instances are configured to use Google's internal NTP service.
PCI_DSS,10.6.1,System clocks and time are synchronized using time-synchronization technology.,oracle,oci.compute.instance.time_sync,Check if OCI compute instances are configured to use Oracle-provided NTP servers.
PCI_DSS,10.6.1,System clocks and time are synchronized using time-synchronization technology.,k8s,k8s.node.time_sync,"Check if Kubernetes nodes (e.g., via DaemonSet) are configured to run an NTP client or service."
PCI_DSS,A1.2.1,(cross-reference PDF — no title in any source),aws,aws.iam.password_policy.minimum_length,Check IAM password policy enforces a minimum length.
PCI_DSS,A1.2.1,(cross-reference PDF — no title in any source),azure,azure.aad.password_policy.minimum_length,Check Azure AD password policy enforces a minimum length.
PCI_DSS,A1.2.1,(cross-reference PDF — no title in any source),gcp,gcp.iam.password_policy.minimum_length,Check IAM password policy for Google Cloud enforces a minimum length.
PCI_DSS,A1.2.1,(cross-reference PDF — no title in any source),alicloud,alicloud.ram.password_policy.minimum_length,Check RAM password policy enforces a minimum length.
PCI_DSS,A3.2.2.1,(cross-reference PDF — no title in any source),aws,aws.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length.
PCI_DSS,A3.2.2.1,(cross-reference PDF — no title in any source),azure,azure.aad.password_policy.minimum_length,Ensure Azure AD password policy enforces a minimum password length.
PCI_DSS,A3.2.2.1,(cross-reference PDF — no title in any source),gcp,gcp.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length.
PCI_DSS,A3.2.2.1,(cross-reference PDF — no title in any source),oracle,oci.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length.
PCI_DSS,A3.2.2.1,(cross-reference PDF — no title in any source),ibm,ibm.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length.
PCI_DSS,A3.2.2.1,(cross-reference PDF — no title in any source),alicloud,alicloud.ram.password_policy.minimum_length,Ensure RAM password policy enforces a minimum password length.
PCI_DSS,A3.3.2,(cross-reference PDF — no title in any source),aws,aws.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length
PCI_DSS,A3.3.2,(cross-reference PDF — no title in any source),azure,azure.aad.password_policy.minimum_length,Ensure Azure AD password policy enforces a minimum password length
PCI_DSS,A3.3.2,(cross-reference PDF — no title in any source),gcp,gcp.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length
PCI_DSS,A3.3.2,(cross-reference PDF — no title in any source),oracle,oci.iam.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length
PCI_DSS,A3.3.2,(cross-reference PDF — no title in any source),alicloud,alicloud.ram.password_policy.minimum_length,Ensure RAM password policy enforces a minimum password length
PCI_DSS,A3.5,(cross-reference PDF — no title in any source),aws,aws.iam.password_policy.minimum_length,Ensure IAM password policy requires a minimum length of 14 characters.
PCI_DSS,A3.5,(cross-reference PDF — no title in any source),azure,azure.aad.password_policy.minimum_length,Ensure Azure AD password policy requires a minimum length of 14 characters.
PCI_DSS,A3.5,(cross-reference PDF — no title in any source),gcp,gcp.iam.password_policy.minimum_length,Ensure IAM password policy requires a minimum length of 14 characters.
PCI_DSS,A3.5,(cross-reference PDF — no title in any source),alicloud,alicloud.ram.password_policy.minimum_length,Ensure RAM password policy requires a minimum length of 14 characters.
NIST_800_171,3.1.8,Limit unsuccessful logon attempts.,aws,aws.iam.account_password_policy.maximum_password_attempts,Check AWS account password policy sets a low max failed attempts.
NIST_800_171,3.1.8,Limit unsuccessful logon attempts.,azure,azure.aad.password_reset_policies.lockout_threshold,Check Azure AD password reset policy sets a low account lockout threshold.
NIST_800_171,3.1.8,Limit unsuccessful logon attempts.,gcp,gcp.iam.password_policy.lockout_threshold,Check Google Cloud IAM password policy sets a low failed attempts threshold.
NIST_800_171,3.1.11,Terminate (automatically) a user session after a defined condition.,aws,aws.iam.role.max_session_duration,"Check IAM role max session duration is set to a defined value (e.g., <= 3600 seconds)."
NIST_800_171,3.1.11,Terminate (automatically) a user session after a defined condition.,azure,azure.iam.role_definition.max_session_hours,Check PIM/role settings for maximum activation duration is configured.
NIST_800_171,3.1.11,Terminate (automatically) a user session after a defined condition.,gcp,gcp.iam.role.max_session_duration,Check IAM role condition with session duration constraint is defined.
NIST_800_171,3.1.11,Terminate (automatically) a user session after a defined condition.,k8s,k8s.rbac.token.review_expiration,Check TokenReview or bound service account token expiration is configured.
NIST_800_171,3.3.7,Provide a system capability that compares and synchronizes internal system clocks with an authoritative source to generate time stamps for audit records.,gcp,gcp.compute.instance.os_config.time_sync,Check that Compute Engine VMs are configured to use Google's internal NTP service for accurate time synchronization.
NIST_800_171,3.3.9,Limit management of audit logging functionality to a subset of privileged users.,gcp,gcp.iam.policy.binding.audit_log_admin,Check IAM policy bindings for roles with audit logging permissions are restricted.
NIST_800_171,3.4.3,"Track, review, approve or disapprove, and log changes to organizational systems.",gcp,gcp.logging.sink.destination_and_filter,Check that a Logging sink is configured to export all relevant audit logs to an immutable destination for change tracking.
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,aws,aws.iam.policy.change_approval,Check that IAM policy changes require approval via a service control policy or similar guardrail.
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,azure,azure.policy.policy_assignment,Check that Azure Policy assignments enforce change control for critical resource types.
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,gcp,gcp.organization_policy.constraint,Check that organization policy constraints require change approval for critical resources.
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,oracle,oci.identity.policy,Check that IAM policies require approval for changes to critical resources via compartments or tags.
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,ibm,ibm.iam.access_group_policy,Check that IAM access group policies require approval for changes via account settings.
NIST_800_171,3.4.4,Analyze the security impact of changes prior to implementation.,alicloud,alicloud.ram.policy,Check that RAM policies or resource directory controls enforce change approval.
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",aws,aws.iam.user.user_name,Check that all IAM users are identified with a unique name.
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",azure,azure.aad.user.user_principal_name,Check that all Azure AD users are identified with a unique principal name.
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",gcp,gcp.iam.service_account.email,Check that all IAM service accounts are identified with a unique email.
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",oracle,oci.iam.user.name,Check that all IAM users are identified with a unique name.
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",alicloud,alicloud.ram.user.user_name,Check that all RAM users are identified with a unique name.
NIST_800_171,3.5.1,"Identify system users, processes acting on behalf of users, and devices.",k8s,k8s.core.service_account.name,Check that all Kubernetes ServiceAccounts are identified with a unique name within a namespace.
NIST_800_171,3.5.11,Obscure feedback of authentication information.,aws,aws.iam.password_policy.hide_password_feedback,Check IAM password policy does not reveal password details on failure.
NIST_800_171,3.5.11,Obscure feedback of authentication information.,azure,azure.aad.password_policy.hide_feedback,Check Azure AD password policy obscures authentication feedback.
NIST_800_171,3.5.11,Obscure feedback of authentication information.,gcp,gcp.iam.password_policy.hide_feedback,Check IAM password policy does not expose credential hints.
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",aws,aws.ebs.volume.encryption_at_rest,Check that EBS volumes storing CUI are encrypted at rest.
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",azure,azure.compute.disk.encryption_at_rest,Check that managed disks storing CUI are encrypted at rest.
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",gcp,gcp.compute.disk.encryption_at_rest,Check that persistent disks storing CUI are encrypted with customer-managed or Google-managed keys.
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",oracle,oci.blockstorage.volume.encryption_at_rest,Check that block volumes storing CUI are encrypted at rest.
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",ibm,ibm.blockstorage.volume.encryption_at_rest,Check that block storage volumes storing CUI are encrypted at rest.
NIST_800_171,3.8.1,"Protect (i.e., physically control and securely store) system media containing CUI, both paper and digital.",alicloud,alicloud.ecs.disk.encryption_at_rest,Check that ECS disks storing CUI are encrypted at rest.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,aws,aws.ec2.volume.delete_on_termination,Check that EBS volumes are configured to be deleted on instance termination.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,azure,azure.compute.disk.delete_option,Check that OS and data disks are configured to be deleted on VM deletion.
NIST_800_171,3.8.3,Sanitize or destroy system media containing CUI before disposal or release for reuse.,gcp,gcp.compute.disk.delete_rule,Check that persistent disks are configured to be deleted on instance deletion.
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,aws,aws.s3.bucket.policy_secure_transport,Check S3 bucket policies enforce SSL/TLS for transport.
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,azure,azure.storage.account.secure_transfer_required,Check storage accounts require secure transfer for transport.
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,gcp,gcp.storage.bucket.ssl_only,Check Cloud Storage buckets enforce SSL-only transport.
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,oracle,oci.object_storage.bucket.ssl_only,Check Object Storage buckets enforce SSL-only transport.
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,ibm,ibm.cos.bucket.ssl_enforcement,Check Cloud Object Storage buckets enforce SSL for transport.
NIST_800_171,3.8.6,Implement cryptographic mechanisms to protect the confidentiality of CUI stored on digital media during transport unless otherwise protected by alternative physical safeguards.,alicloud,alicloud.oss.bucket.secure_transport,Check OSS bucket policies enforce secure transport.
NIST_800_171,3.12.1,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,aws,aws.securityhub.findings.periodic_assessment,Check that AWS Security Hub is enabled and configured to periodically generate findings for security controls.
NIST_800_171,3.12.1,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,azure,azure.security_center.assessments.periodic,Check that Azure Security Center is configured to run continuous assessments and provide secure scores.
NIST_800_171,3.12.1,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,gcp,gcp.securitycenter.sources.periodic_assessment,Check that Google Cloud Security Command Center is enabled and configured for continuous asset discovery and assessment.
NIST_800_171,3.12.1,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,alicloud,alicloud.sas.check.periodic,Check that Alibaba Cloud Security Center is enabled and configured to perform periodic security checks.
NIST_800_171,3.13.7,"Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks (i.e., split tu",aws,aws.vpn.client_endpoint.split_tunnel,check that AWS Client VPN endpoints do not have split tunneling enabled
NIST_800_171,3.13.7,"Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks (i.e., split tu",azure,azure.vpn.virtual_network_gateway.split_tunnel,check that Azure VPN gateway point-to-site configurations disable split tunneling
NIST_800_171,3.13.7,"Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks (i.e., split tu",gcp,gcp.vpn.ha_vpn_gateway.split_tunnel,check that Google Cloud VPN gateways for classic VPN do not have split tunneling enabled for peer configurations
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,aws,aws.kms.key.key_manager,Check that each KMS key has a designated key manager (IAM user/role) configured.
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,azure,azure.keyvault.vault.key_management,Check that each Key Vault has key management policies and designated administrators configured.
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,gcp,gcp.kms.cryptokey.key_management,Check that each Cloud KMS CryptoKey has IAM bindings for key management roles.
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,oracle,oci.kms.key.key_manager,Check that each Vault key has a designated key manager (IAM policy) configured.
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,ibm,ibm.kms.key.key_manager,Check that each Key Protect or Hyper Protect Crypto Services key has a key manager instance policy configured.
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,alicloud,alicloud.kms.key.key_manager,Check that each KMS key has an authorized key manager (RAM user/role) configured.
NIST_800_171,3.14.5,"Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded, opened, or executed.",aws,aws.ec2.image.scan_on_launch,Check if EC2 instances are configured to use AMIs with vulnerability scanning enabled or require scanning via Systems Manager.
NIST_800_171,3.14.5,"Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded, opened, or executed.",azure,azure.compute.virtual_machine.image_scan,Check if Virtual Machines are configured to use images from a gallery with vulnerability assessment or require scanning via Defender for Cloud.
NIST_800_171,3.14.5,"Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded, opened, or executed.",gcp,gcp.compute.instance.image_scan,Check if Compute Engine VMs are configured to use images with Security Health Analytics or require scanning via Security Command Center.
NIST_800_171,3.14.5,"Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded, opened, or executed.",k8s,k8s.container.security_context.read_only_root_filesystem,Check if container security context enforces a read-only root filesystem to limit file execution/writing.
CANADA_PBMM,AC-2(1),Account Management (1),aws,aws.iam.account.account_management_enabled,Ensure account management controls are enabled for IAM users and roles
CANADA_PBMM,AC-2(1),Account Management (1),azure,azure.aad.user.account_management_enabled,Ensure account management controls are enabled for Azure AD users and service principals
CANADA_PBMM,AC-2(1),Account Management (1),gcp,gcp.iam.service_account.account_management_enabled,Ensure account management controls are enabled for IAM service accounts and users
CANADA_PBMM,AC-2(1),Account Management (1),k8s,k8s.rbac.user.account_management_enabled,Ensure account management controls are enabled for Kubernetes users and service accounts
CANADA_PBMM,AC-2(2),Account Management (2),aws,aws.iam.account.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length.
CANADA_PBMM,AC-2(2),Account Management (2),azure,azure.aad.identity_protection.password_policy.minimum_length,Ensure Azure AD password policy enforces a minimum password length.
CANADA_PBMM,AC-2(2),Account Management (2),gcp,gcp.iam.account.password_policy.minimum_length,Ensure project-level password policy enforces a minimum password length.
CANADA_PBMM,AC-2(2),Account Management (2),oracle,oci.identity.auth_policy.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length.
CANADA_PBMM,AC-2(2),Account Management (2),alicloud,alicloud.ram.security_preference.password_policy.minimum_length,Ensure RAM security preference password policy enforces a minimum length.
CANADA_PBMM,AC-2(3),Account Management (3),aws,aws.iam.account.password_policy.minimum_length,Check IAM password policy enforces a minimum password length.
CANADA_PBMM,AC-2(3),Account Management (3),azure,azure.aad.password_policy.minimum_length,Check Azure AD password policy enforces a minimum password length.
CANADA_PBMM,AC-2(3),Account Management (3),gcp,gcp.iam.account.password_policy.minimum_length,Check Google Cloud IAM password policy enforces a minimum password length.
CANADA_PBMM,AC-2(4),Account Management (4),aws,aws.iam.account.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length
CANADA_PBMM,AC-2(4),Account Management (4),azure,azure.aad.users.password_policy.enforce_strong_authn,Ensure Azure AD password protection policy enforces strong authentication
CANADA_PBMM,AC-2(4),Account Management (4),gcp,gcp.iam.organization_policy.disable_password_reuse,Ensure organization policy constrains password reuse
CANADA_PBMM,AC-2(4),Account Management (4),alicloud,alicloud.ram.password_policy.minimum_length,Ensure RAM password policy enforces a minimum password length
CANADA_PBMM,AC-2(5),Account Management (5),aws,aws.iam.user.inactive_disable,Check that IAM users inactive for 90 days are disabled.
CANADA_PBMM,AC-2(5),Account Management (5),azure,azure.aad.user.inactive_disable,Check that Azure AD users inactive for 90 days are disabled.
CANADA_PBMM,AC-2(5),Account Management (5),gcp,gcp.iam.service_account.inactive_disable,Check that IAM service accounts inactive for 90 days are disabled.
CANADA_PBMM,AC-2(5),Account Management (5),alicloud,alicloud.ram.user.inactive_disable,Check that RAM users inactive for 90 days are disabled.
CANADA_PBMM,AC-2(9),Account Management (9),aws,aws.iam.account.allow_root_mfa,Check that root user MFA is enabled for account management.
CANADA_PBMM,AC-2(9),Account Management (9),azure,azure.aad.user.allow_guest_invites,Check that guest user invitations are restricted for account management.
CANADA_PBMM,AC-2(9),Account Management (9),gcp,gcp.iam.project.allow_service_account_keys,Check that user-managed service account keys are disabled for account management.
CANADA_PBMM,AC-2(9),Account Management (9),oracle,oci.iam.user.allow_customer_secret_keys,Check that customer secret keys are not created for account management.
CANADA_PBMM,AC-2(9),Account Management (9),alicloud,alicloud.ram.user.allow_login_profile,Check that RAM user login profiles require MFA for account management.
CANADA_PBMM,AC-2(9),Account Management (9),k8s,k8s.rbac.user.allow_anonymous_auth,Check that anonymous authentication is disabled for account management.
CANADA_PBMM,AC-2(10),Account Management (10),aws,aws.iam.account.password_policy.minimum_length,Ensure IAM password policy enforces a minimum password length of 14 or greater.
CANADA_PBMM,AC-2(10),Account Management (10),azure,azure.iam.subscription.password_policy.minimum_length,Ensure Azure AD password policy enforces a minimum password length of 14 or greater.
CANADA_PBMM,AC-2(10),Account Management (10),gcp,gcp.iam.project.password_policy.minimum_length,Ensure project-level password policy enforces a minimum password length of 14 or greater.
CANADA_PBMM,AC-2(10),Account Management (10),alicloud,alicloud.ram.account.password_policy.minimum_length,Ensure RAM password policy enforces a minimum password length of 8 or greater.
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),aws,aws.vpc.network_acl.rule_action,"Check that VPC Network ACL rules enforce allowed traffic flows (deny by default, explicit allow rules)."
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),azure,azure.network.network_security_group.rule_access,"Check that NSG security rules enforce allowed traffic flows (deny by default, explicit allow rules)."
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),gcp,gcp.compute.firewall.rule_direction,"Check that VPC Firewall rules enforce allowed traffic flows (deny by default, explicit allow rules)."
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),oracle,oci.core.security_list.ingress_egress,"Check that VCN Security List rules enforce allowed traffic flows (deny by default, explicit allow rules)."
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),ibm,ibm.is.vpc.security_group.rule_direction,"Check that VPC Security Group rules enforce allowed traffic flows (deny by default, explicit allow rules)."
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),alicloud,alicloud.vpc.network_acl.entry_policy,"Check that VPC Network ACL entries enforce allowed traffic flows (deny by default, explicit allow rules)."
CANADA_PBMM,AC-4(21),Information Flow Enforcement (21),k8s,k8s.network.network_policy.spec_pod_selector,Check that NetworkPolicy resources exist and define pod selector/ingress/egress rules to enforce traffic flows.
CANADA_PBMM,AC-20(1),Use of External Systems (1),aws,aws.iam.policy.condition_external_accounts,Check IAM policies for conditions restricting use to external AWS accounts.
CANADA_PBMM,AC-20(1),Use of External Systems (1),azure,azure.authorization.role_assignment.external_principals,Check role assignments for external Azure AD tenants.
CANADA_PBMM,AC-20(1),Use of External Systems (1),gcp,gcp.iam.policy.bindings.external_members,Check IAM policy bindings for external identities (outside domain).
CANADA_PBMM,AC-20(1),Use of External Systems (1),oracle,oci.identity.policy.statements.external_entities,Check IAM policy statements for external OCI entities or compartments.
CANADA_PBMM,AC-20(1),Use of External Systems (1),alicloud,alicloud.ram.policy.external_entities,Check RAM policy statements for external Alibaba Cloud accounts or entities.
CANADA_PBMM,AC-20(1),Use of External Systems (1),k8s,k8s.rbac.rolebinding.external_subjects,Check RoleBindings/ClusterRoleBindings for external user/groups.
CANADA_PBMM,AC-20(2),Use of External Systems (2),aws,aws.iam.policy.principal_external_accounts,Check IAM policies for principals from external AWS accounts.
CANADA_PBMM,AC-20(2),Use of External Systems (2),azure,azure.authorization.role_assignment.external_tenant,Check role assignments for principals from external Azure AD tenants.
CANADA_PBMM,AC-20(2),Use of External Systems (2),gcp,gcp.iam.policy.member_external,Check IAM policy bindings for members from external identities or domains.
CANADA_PBMM,AC-20(2),Use of External Systems (2),oracle,oci.identity.policy.external_entities,Check IAM policies for statements referencing external compartments or tenancies.
CANADA_PBMM,AC-20(2),Use of External Systems (2),alicloud,alicloud.ram.policy.external_entities,Check RAM policies for principals from external Alibaba Cloud accounts.
CANADA_PBMM,AC-20(2),Use of External Systems (2),k8s,k8s.rbac.rolebinding.external_subjects,Check RoleBindings/ClusterRoleBindings for subjects from external identity providers.
CANADA_PBMM,AU-2(3),Audit Events (3),gcp,gcp.logging.sink.destination_and_filter,Ensure a Log Sink exists that routes all audit log entries to a secure destination.
CANADA_PBMM,AU-2(3),Audit Events (3),ibm,ibm.activity_tracker.route.destination_and_filter,Ensure an Activity Tracker route exists that routes all management events to a secure destination.
CANADA_PBMM,AU-3(1),Content of Audit Records (1),gcp,gcp.logging.sink.filter_expression,verify log sink filter excludes sensitive content types
CANADA_PBMM,AU-6(1),"Audit Record Review, Analysis, and Reporting (1)",gcp,gcp.logging.sink.audit_logs_retention,Check that a Logs Router sink exists to route audit logs for analysis and meets retention requirements.
CANADA_PBMM,AU-6(3),"Audit Record Review, Analysis, and Reporting (3)",gcp,gcp.logging.sink.audit_log_retention,Ensure a Log Sink exists to export and retain audit logs for review and analysis.
CANADA_PBMM,AU-7(1),Audit Record Reduction and Report Generation (1),gcp,gcp.logging.sink.retention,Check that a Logging sink is configured with a retention policy to support audit record reduction and report generation.
CANADA_PBMM,AU-8(1),Time Stamps (1),aws,aws.cloudwatch.log_group.retention_period,Ensure CloudWatch Log Groups have retention periods set to meet timestamp integrity requirements.
CANADA_PBMM,AU-8(1),Time Stamps (1),azure,azure.monitor.log_analytics_workspace.retention_days,Ensure Log Analytics workspaces have retention periods set to meet timestamp integrity requirements.
CANADA_PBMM,AU-8(1),Time Stamps (1),gcp,gcp.logging.log_bucket.retention_days,Ensure Logging log buckets have retention periods set to meet timestamp integrity requirements.
CANADA_PBMM,AU-8(1),Time Stamps (1),oracle,oci.logging.log_group.retention_duration,Ensure Logging log groups have retention periods set to meet timestamp integrity requirements.
CANADA_PBMM,AU-8(1),Time Stamps (1),ibm,ibm.logdna.ingestion_key.retention_days,Ensure Log Analysis instance ingestion keys have associated retention periods set to meet timestamp integrity requirements.
CANADA_PBMM,AU-8(1),Time Stamps (1),alicloud,alicloud.log.project.retention_period,Ensure Log Service projects have retention periods set to meet timestamp integrity requirements.
CANADA_PBMM,AU-8(1),Time Stamps (1),k8s,k8s.namespace.annotation.audit_retention,Ensure Kubernetes namespaces or audit policy configurations have audit log retention settings for timestamp integrity.
CANADA_PBMM,AU-9(2),Protection of Audit Information (2),gcp,gcp.logging.sink.destination_encryption,Check that Cloud Logging sinks are configured to write to encrypted destinations.
CANADA_PBMM,AU-9(4),Protection of Audit Information (4),gcp,gcp.logging.sink.destination_encryption,Check that Cloud Logging sinks are configured to write to an encrypted destination.
CANADA_PBMM,CA-3(3),Information Exchange (3),aws,aws.ec2.vpc_peering_connection.require_encryption,Check that VPC peering connections require encryption for data in transit.
