framework,framework_version,control_id,title,description,source_file,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
CIS_ALICLOUD,,1.2.13,Ensure that the admission control plugin NamespaceLifecycle is set,Reject	creating	objects	in	a	namespace	that	is	undergoing	termination.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes admission controller configuration, not a direct cloud resource configuration in Alibaba Cloud's managed services.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.14,Ensure that the admission control plugin PodSecurityPolicy is set,Reject	creating	pods	that	do	not	match	Pod	Security	Policies.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: PodSecurityPolicy is a Kubernetes-specific admission controller, not a direct configuration of an Alibaba Cloud managed service resource.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.15,Ensure that the admission control plugin NodeRestriction is set,Limit	the	Node	and	Pod	objects	that	a	kubelet	could	modify.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes admission plugins, not a direct cloud resource configuration in Alibaba Cloud's CSPM scope.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.16,Ensure that the --insecure-bind-address argument is not set,Do	not	bind	the	insecure	API	service.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a Kubernetes API server binary argument, not a managed cloud resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.17,Ensure that the --insecure-port argument is set to 0,Do	not	bind	to	insecure	port.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to a Kubernetes API server command-line argument, not a direct cloud resource configuration in Alibaba Cloud.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.18,Ensure that the --secure-port argument is not set to 0,Do	not	disable	the	secure	port.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: Control is specific to Kubernetes API server arguments, not a direct cloud resource configuration in Alibaba Cloud.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.19,Ensure that the --profiling argument is set to false,"Disable	profiling,	if	not	needed.",cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: The --profiling argument is a runtime flag for container workloads, not a persistent cloud resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.2,Ensure that the --token-auth-file parameter is not set,Do	not	use	token	based	authentication.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,SKIP: CIS benchmark is CSP-specific,0.00,"SKIP: The control is specific to a Kubernetes API server binary flag, not a managed cloud resource configuration.",0.00,SKIP: CIS benchmark is CSP-specific,0.00,,,,,,,
CIS_ALICLOUD,,1.2.20,Ensure that the --audit-log-path argument is set,Enable	auditing	on	the	Kubernetes	API	Server	and	set	the	desired	audit	log	path.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.cloudtrail.trail.log_file_validation_enabled;aws.cloudtrail.trail.is_multi_region_trail,refined,azure.monitor.activity_log_alert.exists;azure.monitor.diagnostic_setting.logs_enabled,refined,gcp.logging.sink.filter;gcp.iam.audit_config.log_type,refined,oci.audit.configuration.retention_period_days;oci.audit.configuration.compartment_id,refined,ibm.activity_tracker.event_routing.enabled;ibm.activity_tracker.event_routing.target_crn,refined,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,SKIP: <control is specific to Kubernetes component configuration and not a cloud service audit log path>,0.00,NEW: aws.ec2.audit.log_config_change;aws.cloudtrail.chain.audit_disable,NEW: azure.monitor.activity_log.diagnostic_disable;azure.policy.chain.log_evasion,NEW: gcp.audit.activity_log.sink_alter;gcp.iam.chain.sink_bypass,NEW: oci.audit.activity_log.config_change;oci.events.chain.audit_tamper,NEW: ibm.activitytracker.activity_log.route_delete;ibm.iam.chain.tracker_disable,NEW: alicloud.actiontrail.activity_log.trail_stop;alicloud.ram.chain.trail_bypass,NEW: k8s.audit.activity_log.policy_alter;k8s.apiserver.chain.audit_disable
CIS_ALICLOUD,,1.2.21,Ensure that the --audit-log-maxage argument is set to 30 or as appropriate,Retain	the	logs	for	at	least	30	days	or	as	appropriate.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.cloudtrail.trail.log_file_validation;aws.cloudtrail.trail.logging,refined,azure.monitor.activity_log.retention;azure.monitor.activity_log.alert,refined,gcp.logging.sink.retention;gcp.iam.audit_logging,refined,oci.audit.configuration;oci.audit.retention,refined,ibm.activity_tracker.route.retention;ibm.activity_tracker.event,refined,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,PARTIAL: k8s.audit.policy | verifies policy configuration but not log retention age at the cluster level,0.00,NEW: aws.cloudtrail.audit.maxage_modify;aws.cloudtrail.chain.retention_evasion,NEW: azure.monitor.activity_log.retention_change;azure.monitor.chain.logprofile_evasion,NEW: gcp.logging.audit.sink_retention_modify;gcp.logging.chain.sink_disable,NEW: oci.audit.activity_log.config_change;oci.audit.chain.retention_bypass,NEW: ibm.activitytracker.audit.retention_update;ibm.activitytracker.chain.route_disable,NEW: alicloud.actiontrail.audit.trail_update;alicloud.actiontrail.chain.trail_stop,NEW: k8s.audit.activity_log.policy_change;k8s.audit.chain.webhook_tamper
CIS_ALICLOUD,,1.2.22,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,Retain	10	or	an	appropriate	number	of	old	log	files.,cis_compliance_agent/alicloud_agent/alicloud_controls_FINAL_20251031_171157.csv,aws.cloudtrail.trail.log_file_validation;aws.cloudtrail.trail.is_multi_region_trail;aws.cloudtrail.trail.logging_enabled,refined,azure.monitor.activity_log.retention_policy;azure.monitor.activity_log.profile;azure.monitor.log_profile.categories,refined,gcp.iam.audit_logging.config;gcp.logging.sink.filter;gcp.logging.bucket.retention_days,refined,oci.audit.configuration.retention_days;oci.audit.configuration.compartment_id,refined,ibm.cloud_iam.iam_activity_tracker.retention_days;ibm.cloud_iam.iam_activity_tracker.enabled,refined,alicloud.ims.audit.logs_enabled;alicloud.analyticdb.cluster.audit_logging;alicloud.actiontrail.trail.logging_enabled,0.40,PARTIAL: k8s.audit.policy.log_maxbackup | verifies audit policy configuration but not the kube-apiserver argument execution,0.00,NEW: aws.cloudtrail.audit.log_rotation_failure;aws.cloudtrail.chain.defense_evasion_logging,NEW: azure.monitor.activity_log.log_profile_deletion;azure.monitor.chain.audit_log_tampering,NEW: gcp.logging.audit.sink_config_change;gcp.logging.chain.log_export_disruption,NEW: oci.audit.activity_log.audit_policy_change;oci.audit.chain.log_destination_tamper,NEW: ibm.activitytracker.audit.log_config_change;ibm.activitytracker.chain.log_integrity_bypass,NEW: alicloud.actiontrail.audit.trail_config_change;alicloud.actiontrail.chain.log_suppression,NEW: k8s.audit.activity_log.audit_policy_override;k8s.audit.chain.log_backend_tamper
