program_name,provider,service,short_description
azure_ad_authentication_methods_fido2_enabled,Azure,Azure AD Authentication Methods,Azure Azure AD Authentication Methods compliance check
azure_ad_authentication_methods_temporary_access_pass_enabled,Azure,Azure AD Authentication Methods,Azure Azure AD Authentication Methods compliance check
azure_ad_authentication_methods_software_oath_enabled,Azure,Azure AD Authentication Methods,Azure Azure AD Authentication Methods compliance check
azure_ad_authentication_methods_hardware_oath_enabled,Azure,Azure AD Authentication Methods,Azure Azure AD Authentication Methods compliance check
azure_ad_authentication_methods_microsoft_authenticator_enabled,Azure,Azure AD Authentication Methods,Azure Azure AD Authentication Methods compliance check
azure_ad_conditional_access_policies_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_configured,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_risk_based_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_device_compliance_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_location_based_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_time_based_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_application_based_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_user_risk_based_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_sign_in_risk_based_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_guest_access_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_external_user_access_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_conditional_access_policies_privileged_access_enabled,Azure,Azure AD Conditional Access,Azure Azure AD Conditional Access compliance check
azure_ad_identity_protection_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_risk_policies_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_user_risk_policy_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_sign_in_risk_policy_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_risk_detection_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_vulnerability_detection_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_compromised_credentials_detection_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_risky_users_detection_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_risky_sign_ins_detection_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_risk_remediation_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_identity_protection_automatic_remediation_enabled,Azure,Azure AD Identity Protection,Azure Azure AD Identity Protection compliance check
azure_ad_privileged_identity_management_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_privileged_identity_management_just_in_time_access_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_privileged_identity_management_audit_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_privileged_identity_management_emergency_access_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_privileged_identity_management_break_glass_access_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_privileged_identity_management_activation_audit_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_privileged_identity_management_activation_timeout_enabled,Azure,Azure AD Privileged Identity Management,Azure Azure AD Privileged Identity Management compliance check
azure_ad_device_registration_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_registration_require_mfa,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_compliance_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_hybrid_join_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_azure_ad_join_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_conditional_access_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_bitlocker_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_encryption_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_antivirus_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_firewall_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_patch_management_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_device_software_inventory_enabled,Azure,Azure AD Device Management,Azure Azure AD Device Management compliance check
azure_ad_security_defaults_enabled,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_mfa_enabled,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_conditional_access_enabled,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_legacy_authentication_blocked,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_self_service_password_reset_enabled,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_guest_access_restricted,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_admin_consent_required,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_user_consent_restricted,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_application_registration_restricted,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_external_user_access_restricted,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_privileged_access_restricted,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_security_defaults_risky_sign_in_protection_enabled,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_administration_portal_access_restriction,Azure,Azure AD Security and Compliance,Azure Azure AD Security and Compliance compliance check
azure_ad_application_management_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_registration_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_consent_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_permissions_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_oauth2_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_saml_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_openid_connect_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_certificate_management_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_secret_management_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_api_permissions_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_delegated_permissions_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_application_application_permissions_enabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_gallery_apps_addition_disabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_users_application_registration_disabled,Azure,Azure AD Application Management,Azure Azure AD Application Management compliance check
azure_ad_privileged_identity_management_approval_workflow_enabled,Azure,Azure AD Privileged Identity Management (Manual),Azure Azure AD Privileged Identity Management (Manual) compliance check
azure_ad_privileged_identity_management_activation_approval_enabled,Azure,Azure AD Privileged Identity Management (Manual),Azure Azure AD Privileged Identity Management (Manual) compliance check
azure_ad_access_reviews_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_automatic_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_guest_access_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_group_membership_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_application_access_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_role_assignment_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_privileged_role_assignment_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_regular_schedule_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_self_review_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_ad_access_reviews_manager_review_enabled,Azure,Azure AD Access Reviews (Manual),Azure Azure AD Access Reviews (Manual) compliance check
azure_storage_account_https_only_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_secure_transfer_required,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_public_access_disabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_shared_access_signatures_restricted,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_firewall_rules_configured,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_network_rules_configured,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_private_endpoints_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_encryption_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_encryption_key_rotation_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_soft_delete_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_versioning_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_change_feed_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_blob_retention_policy_configured,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_account_lifecycle_management_enabled,Azure,Storage Accounts,Azure Storage Accounts compliance check
azure_storage_container_public_access_disabled,Azure,Storage Containers,Azure Storage Containers compliance check
azure_storage_container_immutability_policy_enabled,Azure,Storage Containers,Azure Storage Containers compliance check
azure_storage_container_legal_hold_enabled,Azure,Storage Containers,Azure Storage Containers compliance check
azure_storage_container_access_policy_configured,Azure,Storage Containers,Azure Storage Containers compliance check
azure_storage_queue_access_policy_configured,Azure,Storage Queues,Azure Storage Queues compliance check
azure_storage_queue_encryption_enabled,Azure,Storage Queues,Azure Storage Queues compliance check
azure_storage_table_access_policy_configured,Azure,Storage Tables,Azure Storage Tables compliance check
azure_storage_table_encryption_enabled,Azure,Storage Tables,Azure Storage Tables compliance check
azure_storage_file_share_encryption_enabled,Azure,Storage File Shares,Azure Storage File Shares compliance check
azure_storage_file_share_access_policy_configured,Azure,Storage File Shares,Azure Storage File Shares compliance check
azure_storage_file_share_snapshot_enabled,Azure,Storage File Shares,Azure Storage File Shares compliance check
azure_keyvault_soft_delete_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_purge_protection_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_rbac_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_public_network_access_disabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_private_endpoints_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_firewall_rules_configured,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_network_rules_configured,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_diagnostic_logging_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_monitoring_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_alerting_enabled,Azure,Key Vault Security,Azure Key Vault Security compliance check
azure_keyvault_key_rotation_enabled,Azure,Key Vault Keys,Azure Key Vault Keys compliance check
azure_keyvault_key_expiration_configured,Azure,Key Vault Keys,Azure Key Vault Keys compliance check
azure_keyvault_key_backup_enabled,Azure,Key Vault Keys,Azure Key Vault Keys compliance check
azure_keyvault_key_import_restricted,Azure,Key Vault Keys,Azure Key Vault Keys compliance check
azure_keyvault_key_export_restricted,Azure,Key Vault Keys,Azure Key Vault Keys compliance check
azure_keyvault_secret_rotation_enabled,Azure,Key Vault Secrets,Azure Key Vault Secrets compliance check
azure_keyvault_secret_expiration_configured,Azure,Key Vault Secrets,Azure Key Vault Secrets compliance check
azure_keyvault_secret_backup_enabled,Azure,Key Vault Secrets,Azure Key Vault Secrets compliance check
azure_keyvault_secret_import_restricted,Azure,Key Vault Secrets,Azure Key Vault Secrets compliance check
azure_keyvault_secret_export_restricted,Azure,Key Vault Secrets,Azure Key Vault Secrets compliance check
azure_keyvault_certificate_auto_rotation_enabled,Azure,Key Vault Certificates,Azure Key Vault Certificates compliance check
azure_keyvault_certificate_expiration_monitoring_enabled,Azure,Key Vault Certificates,Azure Key Vault Certificates compliance check
azure_keyvault_certificate_backup_enabled,Azure,Key Vault Certificates,Azure Key Vault Certificates compliance check
azure_keyvault_certificate_import_restricted,Azure,Key Vault Certificates,Azure Key Vault Certificates compliance check
azure_keyvault_certificate_export_restricted,Azure,Key Vault Certificates,Azure Key Vault Certificates compliance check
azure_sql_database_auditing_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_threat_detection_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_transparent_data_encryption_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_minimum_tls_version_enforced,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_geo_redundancy_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_backup_retention_configured,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_long_term_retention_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_always_encrypted_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_dynamic_data_masking_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_firewall_rules_configured,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_private_endpoints_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_managed_identity_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_database_azure_ad_authentication_enabled,Azure,SQL Database Security,Azure SQL Database Security compliance check
azure_sql_server_auditing_enabled,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_threat_detection_enabled,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_firewall_rules_configured,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_private_endpoints_enabled,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_managed_identity_enabled,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_azure_ad_authentication_enabled,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_administrator_login_secure,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_server_administrator_password_strong,Azure,SQL Server Security,Azure SQL Server Security compliance check
azure_sql_managed_instance_auditing_enabled,Azure,SQL Managed Instance,Azure SQL Managed Instance compliance check
azure_sql_managed_instance_threat_detection_enabled,Azure,SQL Managed Instance,Azure SQL Managed Instance compliance check
azure_sql_managed_instance_transparent_data_encryption_enabled,Azure,SQL Managed Instance,Azure SQL Managed Instance compliance check
azure_sql_managed_instance_private_endpoints_enabled,Azure,SQL Managed Instance,Azure SQL Managed Instance compliance check
azure_sql_managed_instance_managed_identity_enabled,Azure,SQL Managed Instance,Azure SQL Managed Instance compliance check
azure_sql_managed_instance_azure_ad_authentication_enabled,Azure,SQL Managed Instance,Azure SQL Managed Instance compliance check
azure_sql_database_vulnerability_assessment_enabled,Azure,SQL Database Security (Manual),Azure SQL Database Security (Manual) compliance check
azure_vm_disk_encryption_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_os_disk_encryption_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_data_disk_encryption_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_endpoint_protection_installed,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_just_in_time_access_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_boot_diagnostics_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_managed_identity_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_adaptive_network_hardening_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_guest_configuration_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_azure_policy_guest_configuration_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_network_interface_accelerated_networking_enabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_network_interface_ip_forwarding_disabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vm_network_interface_public_ip_disabled,Azure,Virtual Machine Security,Azure Virtual Machine Security compliance check
azure_vmss_automatic_os_upgrades_enabled,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_health_probe_configured,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_managed_identity_enabled,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_autoscaling_enabled,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_load_balancer_health_probe_configured,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_application_gateway_health_probe_configured,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_rolling_upgrade_policy_configured,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_vmss_automatic_repairs_enabled,Azure,Virtual Machine Scale Sets,Azure Virtual Machine Scale Sets compliance check
azure_managed_disk_encryption_enabled,Azure,Managed Disks,Azure Managed Disks compliance check
azure_managed_disk_encryption_key_rotation_enabled,Azure,Managed Disks,Azure Managed Disks compliance check
azure_managed_disk_backup_enabled,Azure,Managed Disks,Azure Managed Disks compliance check
azure_managed_disk_snapshot_enabled,Azure,Managed Disks,Azure Managed Disks compliance check
azure_vm_vulnerability_assessment_enabled,Azure,Virtual Machine Security (Manual),Azure Virtual Machine Security (Manual) compliance check
azure_network_security_group_logging_enabled,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_flow_logs_enabled,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_rules_restrictive,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_deny_all_inbound_default_rules,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_deny_all_outbound_default_rules,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_rdp_access_restricted,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_ssh_access_restricted,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_http_access_restricted,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_network_security_group_https_access_restricted,Azure,Network Security Groups,Azure Network Security Groups compliance check
azure_firewall_enabled,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_policies_applied,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_application_rules_configured,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_network_rules_configured,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_nat_rules_configured,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_threat_intelligence_enabled,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_dns_proxy_enabled,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_firewall_sku_standard_used,Azure,Azure Firewall,Azure Azure Firewall compliance check
azure_public_ip_ddos_protection_enabled,Azure,Public IPs,Azure Public IPs compliance check
azure_public_ip_standard_sku_used,Azure,Public IPs,Azure Public IPs compliance check
azure_public_ip_static_allocation_method,Azure,Public IPs,Azure Public IPs compliance check
azure_public_ip_association_validation,Azure,Public IPs,Azure Public IPs compliance check
azure_ddos_protection_enabled,Azure,DDoS Protection,Azure DDoS Protection compliance check
azure_ddos_protection_standard_sku_used,Azure,DDoS Protection,Azure DDoS Protection compliance check
azure_ddos_protection_telemetry_enabled,Azure,DDoS Protection,Azure DDoS Protection compliance check
azure_ddos_protection_metrics_enabled,Azure,DDoS Protection,Azure DDoS Protection compliance check
azure_bastion_host_enabled,Azure,Azure Bastion,Azure Azure Bastion compliance check
azure_bastion_host_standard_sku_used,Azure,Azure Bastion,Azure Azure Bastion compliance check
azure_bastion_host_public_ip_configured,Azure,Azure Bastion,Azure Azure Bastion compliance check
azure_bastion_host_vnet_integration_configured,Azure,Azure Bastion,Azure Azure Bastion compliance check
azure_private_endpoint_enabled,Azure,Private Endpoints,Azure Private Endpoints compliance check
azure_private_endpoint_network_policies_enabled,Azure,Private Endpoints,Azure Private Endpoints compliance check
azure_private_endpoint_application_security_groups_configured,Azure,Private Endpoints,Azure Private Endpoints compliance check
azure_private_endpoint_secure_access,Azure,Private Endpoints,Azure Private Endpoints compliance check
azure_diagnostic_settings_configured,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_diagnostic_settings_log_analytics_enabled,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_diagnostic_settings_storage_account_enabled,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_diagnostic_settings_event_hub_enabled,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_diagnostic_settings_retention_configured,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_diagnostic_settings_metrics_enabled,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_diagnostic_settings_logs_enabled,Azure,Diagnostic Settings,Azure Diagnostic Settings compliance check
azure_activity_log_export_enabled,Azure,Activity Log,Azure Activity Log compliance check
azure_activity_log_retention_configured,Azure,Activity Log,Azure Activity Log compliance check
azure_activity_log_alerting_enabled,Azure,Activity Log,Azure Activity Log compliance check
azure_alert_rules_configured,Azure,Alert Rules,Azure Alert Rules compliance check
azure_alert_rules_critical_resource_changes,Azure,Alert Rules,Azure Alert Rules compliance check
azure_alert_rules_security_events,Azure,Alert Rules,Azure Alert Rules compliance check
azure_alert_rules_authentication_failures,Azure,Alert Rules,Azure Alert Rules compliance check
azure_alert_rules_data_exfiltration,Azure,Alert Rules,Azure Alert Rules compliance check
azure_log_analytics_workspace_retention_configured,Azure,Log Analytics Workspaces,Azure Log Analytics Workspaces compliance check
azure_log_analytics_workspace_sku_configured,Azure,Log Analytics Workspaces,Azure Log Analytics Workspaces compliance check
azure_log_analytics_workspace_data_sources_configured,Azure,Log Analytics Workspaces,Azure Log Analytics Workspaces compliance check
azure_log_analytics_workspace_solutions_configured,Azure,Log Analytics Workspaces,Azure Log Analytics Workspaces compliance check
azure_log_analytics_workspace_insights_configured,Azure,Log Analytics Workspaces,Azure Log Analytics Workspaces compliance check
azure_application_insights_enabled,Azure,Application Insights,Azure Application Insights compliance check
azure_application_insights_retention_configured,Azure,Application Insights,Azure Application Insights compliance check
azure_application_insights_sampling_configured,Azure,Application Insights,Azure Application Insights compliance check
azure_application_insights_profiler_enabled,Azure,Application Insights,Azure Application Insights compliance check
azure_application_insights_snapshot_debugger_enabled,Azure,Application Insights,Azure Application Insights compliance check
azure_application_insights_live_metrics_enabled,Azure,Application Insights,Azure Application Insights compliance check
azure_application_insights_availability_tests_configured,Azure,Application Insights,Azure Application Insights compliance check
